Sample,SampleType,Easting,Northing,Ag,As,Au,Be,Bi,Cd,Ce,Co,Cs,Ga,Ge,Hf,Hg,In,La,Lu,Mo,Nb,Pb,Pd,Pt,Rb,Sb,Sc,Se,Sn,Ta,Tb,Te,Th,Tl,U,W,Y,Yb,Al,B,Ba,Ca,Cr,Cu,Fe,K,Li,Mg,Mn,Na,Ni,P,S,Sr,Ti,V,Zn,Zr,Analytical_method
560569,A,296674,442433,0.14,6.1,0.05,0.5,0.1,0.71,23.1,29.9,0.43,8.3,0.05,0.21,0.18,0.04,12.5,0.37,0.67,0.74,19.5,0.25,0.05,4,0.52,14.2,0.5,1.6,0.025,0.9,0.025,1,0.1,1.46,0.05,28.6,2.2,3.11,5,72,1.07,98,123,3.51,0.06,8,1.12,470,0.04,111,1720,0.22,74.5,0.07,111,93,11.3,ICM12B
560570,A,302876,416270,0.09,3.3,0.05,0.4,0.09,0.35,10.3,37,0.22,12,0.05,0.16,0.12,0.05,3.9,0.19,0.55,1.01,26.1,0.25,0.05,2.6,0.36,12.5,0.5,1.5,0.025,0.39,0.06,0.6,0.06,0.91,0.05,11.8,1.2,4.44,5,72,0.69,128,105,6.06,0.13,8,1.1,918,0.02,139,1610,0.14,47.2,0.12,182,111,11,ICM12B
560571,A,299361,437261,0.06,3.9,0.05,0.3,0.08,0.27,10.4,25.2,0.45,10.1,0.05,0.14,0.11,0.04,4.3,0.1,0.42,1.01,13.7,0.25,0.05,3.7,0.25,8.6,0.5,1,0.025,0.27,0.025,0.8,0.08,1.05,0.05,7.54,0.7,3.95,5,81,0.42,84,82.9,3.23,0.09,11,1.05,285,0.02,117,1040,0.13,45.1,0.09,99,79,7.5,ICM12B
560572,A,290679,414217,0.03,0.1,0.05,0.2,0.04,0.23,5.46,9.7,0.16,2.5,0.05,0.34,0.08,0.01,2.5,0.08,0.33,0.32,12,0.25,0.05,2.3,0.18,4.5,0.5,0.5,0.06,0.19,0.025,0.4,0.03,0.43,0.05,5.41,0.5,0.97,5,36,0.75,36,36.1,1.27,0.06,1,0.44,146,0.02,45.2,730,0.32,56,0.04,37,55,6.4,ICM12B
560573,A,291895,419810,0.06,1.9,0.05,0.3,0.06,0.29,12.5,24.1,0.58,7.6,0.05,0.08,0.08,0.03,5.1,0.12,0.44,0.64,13.7,0.25,0.05,4.5,0.29,8.7,0.5,0.9,0.025,0.3,0.025,1,0.08,0.83,0.05,8.38,0.8,3.18,5,74,0.38,87,47.9,4.32,0.07,8,0.62,770,0.02,78.1,810,0.09,21.6,0.07,107,75,5.4,ICM12B
560574,A,299519,415376,0.12,2.1,0.05,0.2,0.11,0.31,7.01,25.1,0.53,10.4,0.05,0.08,0.17,0.05,3.3,0.08,0.49,0.8,20.1,0.25,0.05,5.5,0.28,6.3,0.5,0.9,0.025,0.22,0.06,0.4,0.08,0.25,0.05,5.62,0.5,3.37,5,44,0.15,87,35.7,4.7,0.09,9,0.55,1830,0.01,78.3,1060,0.18,9.2,0.08,129,141,5.8,ICM12B
560575,A,285548,435768,0.03,1.1,0.05,0.2,0.04,0.15,10.8,7.3,0.26,2.8,0.05,0.06,0.03,0.01,5.2,0.07,0.22,0.52,12.8,0.25,0.05,2.5,0.12,3.8,0.5,0.5,0.025,0.2,0.025,1,0.04,0.53,0.05,5.24,0.4,0.95,5,29,0.53,32,16,0.92,0.04,4,0.26,90,0.02,29.4,430,0.07,27,0.05,36,26,3.3,ICM12B
560576,A,295878,419537,0.09,3,0.05,0.4,0.06,0.38,15.4,39.1,0.31,9.9,0.05,0.16,0.12,0.04,6.1,0.28,0.47,0.61,17.6,0.25,0.05,2.1,0.46,17.6,0.5,2,0.025,0.61,0.025,1,0.08,0.85,0.05,18.7,1.6,3.95,5,112,0.71,126,67.7,5.68,0.04,8,0.73,1370,0.04,105,1000,0.1,65.1,0.08,157,114,9.7,ICM12B
560577,A,297537,413797,0.06,3.4,0.05,0.4,0.07,0.28,11.2,40.6,0.31,11.6,0.05,0.1,0.1,0.05,4.2,0.2,0.38,0.54,17.9,0.25,0.05,2.4,0.3,13.5,0.5,1.3,0.025,0.42,0.025,0.7,0.06,0.66,0.05,13.6,1.3,4.56,5,97,0.64,101,86,6.4,0.04,8,1.11,1510,0.03,120,890,0.08,58.8,0.09,153,105,7.9,ICM12B
560578,A,297243,445433,0.09,4.2,0.05,0.4,0.11,0.24,12.8,14.9,0.78,10,0.05,0.08,0.12,0.04,5.5,0.1,1.12,1.5,23.8,0.25,0.05,10.7,0.43,7.3,1,1,0.025,0.26,0.06,0.8,0.1,0.83,0.4,7.1,0.6,3.14,5,119,0.37,31,29.5,3.56,0.16,12,0.33,699,0.03,20,700,0.16,67.3,0.07,124,88,6.3,ICM12B
560579,A,284505,430839,0.03,0.6,0.05,0.3,0.04,0.12,14.6,30.2,0.41,8,0.05,0.13,0.05,0.03,5.8,0.18,0.45,0.25,8.1,0.25,0.05,7.4,0.11,11.2,0.5,0.8,0.025,0.42,0.025,1.5,0.05,0.27,0.05,12.6,1.1,3.67,5,91,0.52,75,53,4.76,0.1,7,1.59,1020,0.05,117,400,0.02,121,0.08,98,73,8.2,ICM12B
560580,A,290817,416586,0.1,5.4,0.05,0.4,0.1,0.66,15.4,23.5,0.42,6.9,0.05,0.14,0.21,0.04,7.2,0.28,1.11,0.69,20.1,0.25,0.05,3.4,0.58,12.6,2,1.1,0.025,0.57,0.06,1,0.1,1.45,0.05,19.3,1.7,2.76,5,62,0.65,80,137,4.56,0.08,5,0.56,1130,0.02,83.7,1190,0.24,40.3,0.06,113,56,8.3,ICM12B
560581,A,290287,418802,0.04,2.3,0.05,0.4,0.1,0.2,15.6,18.3,1.31,7.6,0.05,0.05,0.06,0.03,7.1,0.07,0.4,0.6,23.1,0.25,0.05,11.8,0.36,6.3,0.5,1,0.025,0.21,0.025,2.2,0.12,0.94,0.05,4.79,0.4,2.48,5,77,0.39,67,24.8,3.8,0.11,14,0.49,533,0.02,45.8,650,0.06,20.1,0.03,87,63,4.2,ICM12B
560582,A,287487,439203,0.11,3.7,0.05,0.4,0.08,0.38,11.8,31.8,0.41,7.7,0.05,0.09,0.07,0.02,4.9,0.11,0.44,0.41,21.2,0.25,0.05,6.4,0.31,5.4,0.5,1.7,0.025,0.29,0.025,0.7,0.06,0.7,0.05,8.46,0.7,3.52,5,58,0.78,66,66.2,4.39,0.09,7,1.89,1080,0.06,151,1330,0.07,71.8,0.05,75,119,5.7,ICM12B
560583,A,286872,440263,0.03,3.4,0.05,0.1,0.04,0.04,7.24,2.6,0.15,1,0.05,0.025,0.01,0.01,3.5,0.03,0.13,0.29,7.5,0.25,0.05,2.2,0.11,0.7,0.5,0.15,0.025,0.1,0.025,0.7,0.02,0.17,0.05,2.56,0.2,0.28,5,14,0.28,7,3.4,0.64,0.05,2,0.16,151,0.02,9.9,200,0.02,18.4,0.02,13,16,1.2,ICM12B
560584,A,280870,430563,0.08,6.1,0.05,0.4,0.09,0.49,12.4,30,0.54,9.8,0.05,0.05,0.13,0.04,5.5,0.14,0.62,0.61,20.7,0.25,0.05,5.1,0.46,7.4,0.5,1.3,0.025,0.34,0.025,0.8,0.11,1.33,0.05,10.5,0.9,3.81,5,50,0.61,77,80.2,5.43,0.08,10,0.98,1200,0.02,91.4,1540,0.12,26.9,0.09,145,106,5.4,ICM12B
560585,A,301711,415522,0.49,16,0.05,0.05,2.6,0.34,0.8,0.6,0.025,0.6,0.05,0.25,0.12,0.01,0.4,0.005,0.35,0.14,>10000,0.25,0.05,0.2,347,0.4,1,1.4,0.13,0.01,0.15,0.1,0.03,0.08,0.05,0.41,0.05,0.1,5,7,0.17,2,7.8,0.13,0.02,0.5,0.1,15,0.02,3.3,280,0.41,20.2,0.005,6,39,0.7,ICM12B
560586,A,288329,438672,0.1,4.2,0.05,0.5,0.12,0.29,14.9,16.8,0.72,8.3,0.05,0.11,0.08,0.04,7,0.12,0.51,1.04,25,0.25,0.05,6.4,0.48,7.9,0.5,1.1,0.025,0.3,0.025,1.3,0.1,0.89,0.05,8.46,0.8,2.55,5,67,0.32,63,31.1,3.86,0.06,11,0.49,661,0.02,45.1,710,0.08,34.8,0.1,114,74,6.9,ICM12B
560587,A,282184,430289,0.08,3.6,0.05,0.5,0.09,0.37,15.8,32.6,0.62,10.4,0.05,0.08,0.07,0.04,6.7,0.14,0.56,0.69,21.4,0.25,0.05,4.7,0.37,9.1,0.5,1.2,0.025,0.37,0.025,0.9,0.09,0.97,0.05,10.4,0.8,3.83,5,63,0.69,133,78.1,4.94,0.05,11,1.03,1090,0.02,139,1180,0.1,33.2,0.07,136,94,5.9,ICM12B
560588,A,296580,414250,0.11,3.1,0.05,0.4,0.09,0.42,15.4,36.3,0.26,10.4,0.05,0.22,0.1,0.05,6.4,0.38,0.39,0.52,16.9,0.25,0.05,3.2,0.3,16.4,0.5,1.4,0.025,0.73,0.06,0.7,0.06,0.87,0.05,25.6,2.2,4.43,5,89,0.84,109,85.5,5.68,0.08,7,1,1860,0.04,127,1300,0.11,74,0.1,154,101,12,ICM12B
560589,A,281620,429862,0.09,3.9,0.05,0.3,0.09,0.4,13.3,35.7,0.4,10.7,0.05,0.13,0.08,0.04,5.2,0.16,0.51,0.64,20.3,0.25,0.05,3.7,0.27,10.8,0.5,1.1,0.025,0.36,0.05,0.6,0.07,1.06,0.05,11.1,1,4.37,5,61,0.53,111,107,5.51,0.04,10,1.58,1370,0.03,134,1210,0.11,34.5,0.12,152,98,10.2,ICM12B
560590,A,295848,415150,0.05,7.3,0.05,0.1,0.07,0.47,6.14,16.9,0.1,5.4,0.05,0.3,0.11,0.03,2.9,0.14,0.44,0.7,21.4,0.25,0.05,1.1,0.29,8.5,1,0.6,0.025,0.29,0.025,0.4,0.04,1.04,0.05,9.64,0.8,2.06,5,36,1.37,53,57.6,3.09,0.05,4,0.54,238,0.04,59.4,1110,0.27,51.2,0.1,81,48,11.2,ICM12B
560591,A,298790,438108,0.06,1.2,0.05,0.05,0.1,0.37,0.72,0.6,0.025,0.6,0.05,0.16,0.13,0.01,0.4,0.005,0.32,0.11,35.5,0.25,0.05,0.4,0.84,0.5,0.5,1.1,0.12,0.01,0.025,0.05,0.02,0.08,0.05,0.39,0.05,0.09,5,9,0.21,2,7,0.1,0.04,0.5,0.15,8,0.05,3.1,470,0.37,25.2,0.005,5,31,0.7,ICM12B
560592,A,291883,415686,0.06,3.2,0.05,0.6,0.11,0.22,13.4,26.3,0.97,8.4,0.05,0.11,0.05,0.04,6.1,0.09,0.33,0.8,20.3,0.25,0.05,13.6,0.28,9.2,0.5,0.9,0.025,0.22,0.025,2,0.12,0.7,0.05,6.17,0.5,2.78,5,87,0.59,76,47.8,4.89,0.11,11,0.57,775,0.02,53.9,1230,0.09,26.9,0.03,107,85,8,ICM12B
560593,A,285767,431638,0.08,2.3,0.05,0.5,0.1,0.16,17.5,16.4,0.72,8,0.05,0.11,0.14,0.03,7.8,0.11,0.35,0.78,49.8,0.25,0.05,7.3,0.33,9.5,0.5,2.8,0.025,0.34,0.025,1.8,0.09,0.65,0.05,8.27,0.7,2.57,5,92,0.49,77,45.2,2.77,0.1,11,0.62,324,0.03,64.9,530,0.06,44.6,0.05,91,58,6.1,ICM12B
560594,A,292411,414116,0.18,3.6,0.05,0.3,0.57,0.49,11.2,24.2,0.33,7.3,0.05,0.12,0.13,0.03,5.1,0.16,0.51,0.65,18.9,0.25,0.05,3.2,0.36,7.6,0.5,1.5,0.025,0.33,0.025,0.6,0.08,1.47,0.05,11,1,3.12,5,76,1.15,63,90.9,3.71,0.1,6,0.89,746,0.03,94.2,1560,0.24,50.1,0.06,98,80,7.3,ICM12B
560595,A,296390,416509,0.04,3.4,0.05,0.4,0.05,0.34,12.8,43.8,0.19,11.2,0.05,0.2,0.08,0.04,4,0.24,0.32,0.37,13.4,0.25,0.05,3.5,0.2,15.8,0.5,1.4,0.025,0.47,0.025,0.6,0.05,0.75,0.05,15.3,1.5,4.77,5,74,0.67,128,94.7,5.89,0.06,7,1.73,1400,0.03,192,1130,0.06,64,0.1,149,85,13.3,ICM12B
560597,A,293180,419434,0.03,3,0.05,0.4,0.08,0.31,13.5,19.6,0.64,7.7,0.05,0.24,0.1,0.03,6,0.12,0.38,0.63,18.7,0.25,0.05,4.7,0.53,9.4,0.5,1.1,0.025,0.31,0.025,1.3,0.1,1.16,0.05,8.72,0.7,2.6,5,91,0.31,85,64.5,3.8,0.05,9,0.4,579,0.02,48.3,840,0.08,33.3,0.06,108,62,6.1,ICM12B
560598,A,292899,418641,0.04,1.9,0.05,0.4,0.07,0.24,12.9,16.5,0.51,7.7,0.05,0.27,0.08,0.03,5.9,0.11,0.25,0.73,12.5,0.25,0.05,5,0.18,9.5,0.5,0.8,0.025,0.31,0.025,1.2,0.08,0.81,0.05,8.55,0.7,2.56,5,86,0.54,80,46.5,2.49,0.07,8,0.57,260,0.02,62.3,640,0.08,40.2,0.08,93,49,7.3,ICM12B
560599,A,285513,437312,0.04,6.6,0.05,0.3,0.08,0.31,13.6,15.8,0.36,4.7,0.05,0.26,0.07,0.02,6.3,0.12,0.34,0.63,21.3,0.25,0.05,4.2,0.42,6.4,0.5,1.1,0.025,0.31,0.025,1,0.08,0.92,0.05,8.88,0.8,1.73,5,45,0.63,50,50.1,1.82,0.08,6,0.61,262,0.04,60.3,840,0.12,70.5,0.05,58,54,6,ICM12B
560600,A,296215,444546,0.09,6.5,0.05,0.7,0.1,0.44,27.8,14.1,0.53,7.4,0.05,0.18,0.19,0.04,13,0.29,0.47,0.9,25.9,0.25,0.05,5.2,0.27,17.5,1,2.2,0.025,0.68,0.025,1.2,0.13,1.54,0.05,21,1.8,2.45,5,84,0.65,54,90.5,3,0.09,9,0.33,314,0.04,27.6,1130,0.18,67,0.03,122,55,5.5,ICM12B
560601,A,295554,433333,0.06,4,0.05,0.3,0.08,0.42,13.8,22.9,0.52,8.6,0.05,0.14,0.11,0.04,6,0.15,0.57,1,14.2,0.25,0.05,4.7,0.33,9.3,0.5,0.9,0.025,0.35,0.025,0.9,0.09,1.21,0.05,10.8,0.9,3.38,5,101,0.46,72,63.1,3.98,0.09,9,0.83,634,0.03,83,1640,0.11,51.5,0.08,99,89,7.2,ICM12B
560602,A,304634,420536,0.08,1.9,0.05,0.3,0.06,0.32,9.86,40.8,0.28,11.4,0.05,0.19,0.06,0.05,3.8,0.18,0.6,0.89,13,0.25,0.05,4.2,0.2,11.6,0.5,2.5,0.025,0.35,0.025,0.7,0.06,0.91,0.05,11.2,1.1,5.24,5,86,0.57,117,129,6.39,0.17,8,1.64,1220,0.03,165,1790,0.12,62.8,0.14,141,186,12.2,ICM12B
560603,A,294729,436320,0.05,3.1,0.05,0.5,0.08,0.29,13.9,29.5,0.64,9.3,0.05,0.16,0.07,0.04,6.1,0.12,0.49,1.08,14.4,0.25,0.05,9.2,0.5,9.6,0.5,1.2,0.025,0.3,0.025,1.4,0.08,1.13,0.05,8.53,0.8,3.35,5,104,0.61,85,59.3,5.08,0.14,12,1,1000,0.02,88.9,1110,0.08,46.3,0.12,121,91,9.6,ICM12B
560604,A,291624,433198,0.04,3.2,0.05,0.3,0.08,0.44,10.9,17.5,0.48,8.7,0.05,0.19,0.1,0.03,5,0.12,0.37,0.76,13.8,0.25,0.05,2.9,0.34,12,0.5,0.7,0.025,0.28,0.025,1,0.07,1.12,0.05,8.75,0.8,3.19,5,73,0.76,107,55.5,2.44,0.07,9,0.83,261,0.03,90,1030,0.12,67.6,0.07,99,65,8.9,ICM12B
560605,A,292862,422259,0.07,2.7,0.05,0.5,0.07,0.36,20.6,12.5,0.51,5.6,0.05,0.08,0.13,0.03,8.6,0.13,0.41,0.36,15.3,0.25,0.05,3.7,0.38,9.4,0.5,0.7,0.025,0.41,0.025,1.2,0.09,1.06,0.05,11.2,0.9,2.23,5,93,0.33,72,44.2,2.55,0.07,7,0.27,314,0.02,38.1,1180,0.08,28.8,0.01,89,46,2.8,ICM12B
560606,A,302231,440503,0.05,3.3,0.05,0.4,0.09,0.23,18.4,12.3,0.51,6.2,0.05,0.11,0.08,0.03,8.7,0.14,0.32,0.73,18.2,0.25,0.05,4.5,0.23,11.2,0.5,1,0.025,0.36,0.025,1.7,0.09,0.86,0.05,10.2,0.9,2.3,5,96,0.55,54,52.3,2.26,0.1,9,0.34,241,0.03,25.9,630,0.09,44.5,0.03,102,46,5.2,ICM12B
560607,A,294893,444342,0.09,5,0.05,0.5,0.09,0.29,18,25.2,0.62,10.2,0.05,0.21,0.07,0.04,7.6,0.12,0.58,1.09,21.9,0.25,0.05,8.5,0.63,15,0.5,1.3,0.025,0.31,0.05,2.4,0.1,1.21,0.05,8.95,0.8,3.4,5,122,0.61,51,46.7,5.67,0.13,13,0.45,851,0.04,25.5,750,0.08,93.6,0.1,183,72,15.4,ICM12B
560608,A,294571,420192,0.07,8,0.05,0.4,0.08,0.45,13.9,19.7,0.26,5.8,0.05,0.23,0.2,0.03,6.7,0.24,0.66,0.54,17.2,0.25,0.05,2.1,0.31,12.5,2,0.7,0.025,0.5,0.025,1.1,0.09,0.97,0.05,18.6,1.6,2.54,5,75,0.93,87,81.9,4.24,0.05,5,0.48,829,0.04,74.7,1040,0.21,70.9,0.05,95,49,9.6,ICM12B
560609,A,289493,429526,0.05,3,0.05,0.4,0.07,0.34,16.1,24,0.33,7.1,0.05,0.13,0.07,0.03,6.4,0.15,0.36,0.71,12,0.25,0.05,3.5,0.17,11.3,0.5,0.6,0.025,0.4,0.025,1.2,0.07,0.75,0.05,11.5,1,3.45,5,100,0.55,81,45.7,3.57,0.1,8,0.74,541,0.03,75.5,1010,0.09,65.4,0.06,120,69,6.2,ICM12B
560612,A,303449,441487,0.06,6.6,0.05,0.3,0.08,0.44,16.1,14.7,0.27,6.2,0.05,0.31,0.15,0.03,7.7,0.2,0.51,1.08,22,0.25,0.05,1.8,0.23,12.1,2,0.9,0.025,0.39,0.025,1.2,0.1,0.76,0.05,13.2,1.3,2.35,5,92,0.54,34,33.8,3.15,0.06,4,0.24,434,0.04,20,980,0.24,84.1,0.06,128,67,13.6,ICM12B
560613,A,295372,427341,0.07,8.5,0.05,0.3,0.08,0.49,15.3,18.8,0.3,4.5,0.05,0.26,0.15,0.02,7.3,0.18,1.11,0.63,27.8,0.25,0.05,4.3,0.38,8.2,2,0.9,0.025,0.39,0.025,1.1,0.08,1.64,0.05,13.4,1.2,2.1,5,74,1.64,57,89.2,3.19,0.09,6,0.66,351,0.03,72.6,1370,0.21,89,0.04,73,67,8.3,ICM12B
560614,A,301184,439599,0.06,5.1,0.05,0.3,0.09,0.4,14.3,22.2,0.53,9.1,0.05,0.11,0.09,0.03,5.9,0.12,0.59,1.05,14.5,0.25,0.05,5.4,0.28,8.5,0.5,1,0.025,0.26,0.025,1.2,0.1,1.33,0.05,8.06,0.8,3.98,5,95,0.72,71,65.2,4.66,0.11,10,0.8,1060,0.02,70.4,1530,0.1,59.3,0.05,117,92,5.4,ICM12B
560615,A,292153,412240,0.04,3.7,0.05,0.2,0.05,0.14,8.78,9.2,0.54,4.6,0.05,0.12,0.06,0.01,4,0.04,3.15,0.47,22,0.25,0.05,7.4,0.13,3.5,0.5,0.5,0.025,0.14,0.025,0.8,0.03,1.47,0.05,3.79,0.3,1.64,5,19,0.16,41,74.4,2.42,0.12,19,0.51,367,0.07,52.6,590,0.09,25.2,0.03,68,37,2.2,ICM12B
560616,A,291469,437244,0.1,6.8,0.05,0.4,0.09,0.45,12.3,30.6,0.56,9.6,0.05,0.14,0.1,0.03,5.3,0.12,0.65,0.7,14.6,0.25,0.05,5,0.37,8.7,0.5,0.9,0.025,0.26,0.07,1,0.09,1.53,0.05,8.86,0.8,4.51,5,80,0.4,86,75.9,5.13,0.07,11,1.18,1190,0.02,121,1500,0.11,42.2,0.05,114,92,4.7,ICM12B
560617,A,290498,436702,0.1,7.4,0.05,0.4,0.13,0.44,14.6,27.1,0.53,9.1,0.05,0.2,0.11,0.03,6.9,0.12,0.57,0.72,20.3,0.25,0.05,6.3,0.33,8.2,0.5,1.1,0.025,0.29,0.025,1.2,0.1,1.29,0.05,9.09,0.8,4.3,5,78,0.41,86,88.9,4.73,0.18,10,1.27,939,0.02,124,1780,0.12,54.6,0.04,105,98,4.5,ICM12B
560618,A,300179,440773,0.08,4,0.05,0.5,0.06,0.38,16.6,32.3,0.45,9.9,0.05,0.08,0.09,0.04,6.2,0.15,0.64,0.75,17.6,0.25,0.05,7.8,0.22,14.7,0.5,1.2,0.025,0.34,0.025,1.1,0.09,0.95,0.05,10.7,1,4.36,5,124,0.57,104,83.7,5.55,0.06,7,1.15,1790,0.02,90.4,1370,0.08,61.6,0.05,145,107,5.1,ICM12B
560619,A,293875,443763,0.05,5.6,0.05,0.5,0.1,0.25,17,17.7,0.79,7.3,0.05,0.13,0.04,0.03,7.5,0.07,0.68,0.65,16.2,0.25,0.05,12,0.15,8.6,0.5,1.3,0.025,0.25,0.08,2.6,0.09,0.89,0.05,6.01,0.5,2.5,5,47,0.4,60,28.3,4.11,0.19,16,0.5,558,0.05,39.8,600,0.06,46.3,0.06,111,76,9.1,ICM12B
560620,A,292903,430765,0.04,4.4,0.05,0.2,0.06,0.27,9.37,12,0.16,2.2,0.05,0.2,0.13,0.01,4.5,0.12,1.19,0.38,14.2,0.25,0.05,1.4,0.29,4.8,2,1.6,0.025,0.26,0.025,0.8,0.04,0.58,0.05,8.36,0.8,1.1,5,49,2.09,34,37.9,2.32,0.06,2,0.27,554,0.02,44.4,830,0.34,78.1,0.02,42,34,6,ICM12B
560621,A,295306,439313,0.06,4.1,0.05,0.4,0.07,0.29,17.3,28.1,0.54,8.6,0.05,0.15,0.07,0.03,7.3,0.13,0.46,0.68,17,0.25,0.05,6.2,0.18,10.6,0.5,1,0.025,0.33,0.025,1.5,0.08,0.89,0.05,9.91,0.9,4.09,5,93,0.63,87,61.3,4.84,0.08,9,1.33,967,0.03,105,1150,0.08,114,0.06,114,84,8.4,ICM12B
560623,A,289803,423328,0.07,2,0.05,0.4,0.07,0.15,15.5,14,0.48,5.4,0.05,0.07,0.06,0.02,6.8,0.09,0.26,0.39,12.2,0.25,0.05,4.8,0.14,8.2,0.5,0.7,0.025,0.27,0.025,1.6,0.06,0.58,0.05,6.97,0.6,2.13,5,87,0.37,91,29,3.25,0.07,8,0.37,359,0.02,42.3,670,0.06,30,0.02,91,46,3.6,ICM12B
560624,A,291892,427235,0.07,3,0.05,0.4,0.08,0.25,14,16.9,0.64,7.1,0.05,0.025,0.07,0.03,6.3,0.09,0.6,0.42,22.2,0.25,0.05,5.8,0.21,8,0.5,1.8,0.025,0.26,0.025,1.3,0.08,0.91,0.05,7.31,0.7,2.93,5,82,0.34,76,46.1,3.8,0.11,10,0.49,545,0.02,56.3,1000,0.06,25.8,0.03,97,65,2.5,ICM12B
560625,A,288615,428174,0.06,4.3,0.05,0.6,0.09,0.18,19.1,16.4,0.79,6.1,0.05,0.1,0.05,0.03,8,0.1,0.5,0.48,37.7,0.25,0.05,8.5,0.25,8.4,0.5,0.9,0.025,0.3,0.025,2.3,0.09,0.8,0.05,7.56,0.7,2.14,5,85,0.4,68,34.1,3.96,0.08,11,0.38,468,0.02,41.1,840,0.06,32.6,0.01,91,65,5.5,ICM12B
560626,A,294449,442698,0.06,4.2,0.05,0.3,0.04,0.18,10.4,10.4,0.31,3.6,0.05,0.025,0.04,0.01,4.7,0.06,0.36,0.3,12.3,0.25,0.05,4.1,0.15,3.8,0.5,0.5,0.025,0.17,0.025,0.7,0.04,0.53,0.05,4.58,0.4,1.41,5,36,0.22,35,21.2,2.01,0.06,5,0.44,457,0.02,39.5,830,0.04,27,0.03,57,51,1.9,ICM12B
560627,A,307281,421304,0.09,2.6,0.05,0.3,0.05,0.35,10.1,42.2,0.21,11.7,0.05,0.14,0.06,0.04,3.9,0.18,0.47,0.36,11.1,0.25,0.05,2.2,0.38,15.8,0.5,0.8,0.025,0.38,0.025,0.5,0.05,0.87,0.05,13,1.2,6.36,5,73,0.87,158,95.9,6.47,0.06,7,2.34,1590,0.03,200,1760,0.1,109,0.07,142,111,8,ICM12B
560628,A,291642,441130,0.07,2.2,0.05,0.2,0.09,0.22,9.3,4.2,0.56,7.1,0.05,0.14,0.14,0.02,4.1,0.04,0.49,0.71,22.8,0.25,0.05,5.1,0.28,4.8,1,1.5,0.025,0.14,0.025,0.7,0.06,0.5,0.05,3.32,0.3,1.74,5,32,0.49,45,15.6,1.56,0.2,7,0.18,114,0.04,15,850,0.2,34.9,0.03,62,61,3.5,ICM12B
560629,A,303738,445079,0.06,6.2,0.05,0.6,0.1,0.22,18.2,8.9,0.85,4.2,0.05,0.025,0.05,0.02,8.3,0.05,0.49,0.81,16.7,0.25,0.05,10.9,0.22,3.2,0.5,0.6,0.025,0.2,0.025,2.1,0.12,0.57,0.05,4.61,0.3,1.41,5,31,0.19,35,12.5,2.35,0.16,16,0.34,422,0.03,24.1,620,0.07,16.3,0.02,52,56,2,ICM12B
560631,A,306256,418603,0.11,4.6,0.05,0.5,0.08,0.46,9.52,31,0.27,10.9,0.05,0.18,0.12,0.04,4.1,0.16,0.41,0.63,17.8,0.25,0.05,2.1,0.38,9.8,1,1.1,0.025,0.34,0.025,0.7,0.08,1.56,0.05,11.5,1,5.63,5,49,0.42,99,120,4.37,0.06,9,1.24,420,0.03,133,1740,0.16,44.2,0.08,138,95,10.8,ICM12B
560632,A,292625,436862,0.07,6.4,0.05,0.5,0.1,0.36,16.9,18.9,0.76,8.4,0.05,0.1,0.12,0.04,7.1,0.09,0.44,0.85,15.1,0.25,0.05,5.9,0.31,8.9,0.5,0.8,0.025,0.27,0.025,1.6,0.11,1.36,0.05,7.91,0.7,3.28,5,76,0.57,83,60.2,3.24,0.07,13,0.69,326,0.02,80.2,1200,0.1,43.4,0.05,98,68,6,ICM12B
560633,A,291315,429250,0.04,3,0.05,0.3,0.08,0.21,14.9,18.7,0.59,5.1,0.05,0.06,0.04,0.02,6.2,0.08,0.3,0.36,9.3,0.25,0.05,7.5,0.15,7.7,0.5,0.6,0.025,0.23,0.025,1.7,0.06,0.61,0.05,6.44,0.6,1.98,5,80,0.45,59,32,3.14,0.08,8,0.53,671,0.01,43.9,570,0.05,31.5,0.02,76,50,3.6,ICM12B
560634,A,295514,443207,0.06,2.4,0.05,0.4,0.05,0.2,14.9,20.2,0.42,8.8,0.05,0.11,0.08,0.04,6.6,0.1,0.34,0.39,11,0.25,0.05,2.7,0.19,10.2,0.5,0.8,0.025,0.34,0.025,1.2,0.07,0.69,0.05,8.81,0.7,3.54,5,84,0.38,85,51.2,3.21,0.06,8,1.05,382,0.04,93.2,630,0.07,148,0.07,96,54,7.6,ICM12B
560635,A,294845,426647,0.15,7.7,0.05,0.6,0.17,0.6,16.3,16.1,0.38,4.2,0.05,0.13,0.49,0.02,7.8,0.14,0.9,0.65,102,0.25,0.05,4.3,1.06,5.5,2,4.5,0.025,0.35,0.025,0.9,0.1,1.28,0.05,11.2,0.9,1.95,5,83,1.31,44,129,2.9,0.1,5,0.5,511,0.04,58.8,2190,0.23,72.4,0.02,62,109,4.4,ICM12B
560636,A,288150,422117,0.06,4.3,0.05,0.6,0.13,0.22,17.1,16.2,1.28,8.3,0.05,0.09,0.06,0.03,8,0.06,0.45,0.57,18.3,0.25,0.05,15.1,0.28,7.8,0.5,0.9,0.025,0.21,0.025,3.7,0.15,0.79,0.05,4.93,0.4,2.92,5,77,0.37,91,31.1,4.49,0.14,16,0.43,486,0.02,41.9,1020,0.07,22.7,0.01,106,72,5.2,ICM12B
