Site,Site ID,Year,Electricity (kBtu),Natural Gas (kBtu),Steam (kBtu),Total Energy (kBtu),Total Energy Cost ($),Area (SqFt),Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Water (kGal),Sewer (kGal),Water Cost ($),Sewer Cost ($),Address Line 1,City,State,Zip Code,Zip Code +4,Department,Division/Department detail
Ridge Road Maintenance Bldg,RRMB,2013,0,"572,508",0,"572,508","2,179",0,,,,,0,0,0,0,Ridge Road,Carnegie,PA,15106,,Public Works,
Ridge Road Maintenance Bldg,RRMB,2012,0,0,0,0,0,0,,,,,0,0,0,0,Ridge Road,Carnegie,PA,15106,,Public Works,
Ridge Road Maintenance Bldg,RRMB,2011,0,0,0,0,0,0,,,,,0,0,0,0,Ridge Road,Carnegie,PA,15106,,Public Works,
Ridge Road Maintenance Bldg,RRMB,2010,0,0,0,0,0,0,,,,,0,0,0,0,Ridge Road,Carnegie,PA,15106,,Public Works,
Round Hill Exhbt Farm,RHEF,2014,0,0,0,0,"21,282","2,648",0.00,0.00,0.00,0.00,0,0,0,0,Round Hill Rd,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Exhbt Farm,RHEF,2013,0,0,0,0,"16,542","2,648",0.00,0.00,0.00,0.00,"3,011",0,"28,189",0,Round Hill Rd,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Exhbt Farm,RHEF,2012,"486,025",0,0,"486,025","16,240","2,648",183.54,576.33,181.85,572.68,"4,968",0,"43,928",0,Round Hill Rd,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Exhbt Farm,RHEF,2011,"800,488",0,0,"800,488","19,198","2,648",302.30,949.22,299.51,940.29,"5,854",0,"41,802",0,Round Hill Rd,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Exhbt Farm,RHEF,2010,"529,428",0,0,"529,428","14,028","2,648",199.93,627.80,198.09,621.89,"4,373",0,"34,361",0,Round Hill Rd,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Greenhouse,RHPG,2014,0,0,0,0,921,"1,875",0.00,0.00,0.00,0.00,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Greenhouse,RHPG,2013,0,0,0,0,648,"1,875",0.00,0.00,0.00,0.00,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Greenhouse,RHPG,2012,"9,943",0,0,"9,943",410,"1,875",5.30,16.65,5.25,16.55,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Greenhouse,RHPG,2011,"49,630",0,0,"49,630","1,257","1,875",26.47,83.11,26.23,82.33,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Greenhouse,RHPG,2010,"34,224",0,0,"34,224",826,"1,875",18.25,57.31,18.08,56.77,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Pump House,RHPH,2014,"4,890",0,0,"4,890","1,220",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Pump House,RHPH,2013,"44,484",0,0,"44,484","1,243",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Pump House,RHPH,2012,"44,644",0,0,"44,644","1,130",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Pump House,RHPH,2011,"38,451",0,0,"38,451","1,211",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Pump House,RHPH,2010,"43,198",0,0,"43,198","1,451",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Sewage Plant,RHSP,2014,0,0,0,0,"1,912",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Sewage Plant,RHSP,2013,0,0,0,0,"1,602",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Sewage Plant,RHSP,2012,"39,223",0,0,"39,223","1,531",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Sewage Plant,RHSP,2011,"69,280",0,0,"69,280","1,762",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Sewage Plant,RHSP,2010,"53,519",0,0,"53,519","1,463",0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Storage Shed,RHSS,2014,0,0,0,0,812,0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Storage Shed,RHSS,2013,0,0,0,0,637,0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Storage Shed,RHSS,2012,"14,966",0,0,"14,966",730,0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Storage Shed,RHSS,2011,"34,971",0,0,"34,971",909,0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Round Hill Storage Shed,RHSS,2010,"24,260",0,0,"24,260",722,0,,,,,0,0,0,0,,Elizabeth,PA,15037,,Parks,Round Hill
Rt 28 Fire Hall & Main,FHM,2014,"4,296","541,728",0,"546,024","5,389","6,820",80.06,85.38,79.32,84.84,0,0,0,0,Rt 28,Natrona Heights,PA,15065,,Public Works,
Rt 28 Fire Hall & Main,FHM,2013,508,"449,388",0,"449,896","4,544","6,820",65.97,69.42,65.97,69.38,0,0,0,0,Rt 28,Natrona Heights,PA,15065,,Public Works,
Rt 28 Fire Hall & Main,FHM,2012,"3,262","344,736",0,"347,998","3,654","6,820",51.03,54.58,50.56,54.23,0,0,0,0,Rt 28,Natrona Heights,PA,15065,,Public Works,
Rt 28 Fire Hall & Main,FHM,2011,"28,287","472,986",0,"501,273","6,060","6,820",73.50,85.84,72.82,85.04,0,0,0,0,Rt 28,Natrona Heights,PA,15065,,Public Works,
Rt 28 Fire Hall & Main,FHM,2010,"32,941","385,776",0,"418,717","5,287","6,820",61.40,74.56,60.83,73.86,0,0,0,0,Rt 28,Natrona Heights,PA,15065,,Public Works,
S Side Garage,SSG,2014,"459,820","2,379,294",0,"2,839,114","35,571",0,,,,,84,76,"2,693",460,South 2nd St & McKean St,Pittsburgh,PA,15203,,Public Works,Vehicle maintenance garage
S Side Garage,SSG,2013,"456,544","2,081,754",0,"2,538,298","31,542",0,,,,,100,100,"2,230",468,South 2nd St & McKean St,Pittsburgh,PA,15203,,Public Works,Vehicle maintenance garage
S Side Garage,SSG,2012,"781,517","1,580,040",0,"2,361,557","29,668",0,,,,,101,101,"2,234",470,South 2nd St & McKean St,Pittsburgh,PA,15203,,Public Works,Vehicle maintenance garage
S Side Garage,SSG,2011,"887,839","1,865,268",0,"2,753,107","35,612",0,,,,,101,101,"2,106",442,South 2nd St & McKean St,Pittsburgh,PA,15203,,Public Works,Vehicle maintenance garage
S Side Garage,SSG,2010,"598,353","1,377,918",0,"1,976,271","28,025",0,,,,,102,151,"1,929",654,South 2nd St & McKean St,Pittsburgh,PA,15203,,Public Works,Vehicle maintenance garage
Settler's Cabin Blk Gar,SCBG,2014,0,0,0,0,0,"1,050",0.00,0.00,0.00,0.00,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Blk Gar,SCBG,2013,0,0,0,0,0,"1,050",0.00,0.00,0.00,0.00,5,0,95,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Blk Gar,SCBG,2012,0,0,0,0,0,"1,050",0.00,0.00,0.00,0.00,15,0,229,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Blk Gar,SCBG,2011,0,0,0,0,0,"1,050",0.00,0.00,0.00,0.00,14,0,211,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Blk Gar,SCBG,2010,0,0,0,0,0,"1,050",0.00,0.00,0.00,0.00,10,0,140,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Nat Ctr,SCNC,2014,0,0,0,0,0,"2,042",0.00,0.00,0.00,0.00,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Nat Ctr,SCNC,2013,0,0,0,0,0,"2,042",0.00,0.00,0.00,0.00,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Nat Ctr,SCNC,2012,0,0,0,0,0,"2,042",0.00,0.00,0.00,0.00,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Nat Ctr,SCNC,2011,0,0,0,0,0,"2,042",0.00,0.00,0.00,0.00,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Nat Ctr,SCNC,2010,0,0,0,0,0,"2,042",0.00,0.00,0.00,0.00,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Park McMichael Rd,SCMC,2014,0,0,0,0,0,0,,,,,30,0,605,0,McMichael Rd,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park McMichael Rd,SCMC,2013,0,0,0,0,0,0,,,,,446,0,"2,919",0,McMichael Rd,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park McMichael Rd,SCMC,2012,0,0,0,0,0,0,,,,,"1,443",0,"8,209",0,McMichael Rd,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park McMichael Rd,SCMC,2011,0,0,0,0,0,0,,,,,663,0,"4,348",0,McMichael Rd,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park McMichael Rd,SCMC,2010,0,0,0,0,0,0,,,,,293,0,"2,335",0,McMichael Rd,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park Offfice,SCPO,2014,"19,961",0,0,"19,961",833,840,23.76,74.62,23.54,74.14,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Park Offfice,SCPO,2013,"22,486",0,0,"22,486",848,840,26.77,84.05,26.77,84.00,1,1,"2,135",140,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Park Offfice,SCPO,2012,"38,864",0,0,"38,864",994,840,46.27,145.28,45.84,144.36,0,0,"1,968",0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Park Offfice,SCPO,2011,"43,129",0,0,"43,129",978,840,51.34,161.22,50.87,159.70,0,0,"1,968",0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Park Offfice,SCPO,2010,"19,756",0,0,"19,756",907,840,23.52,73.85,23.30,73.16,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Park Pump House,SCPH,2014,0,0,0,0,0,0,,,,,0,0,869,659,,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park Pump House,SCPH,2013,0,0,0,0,0,0,,,,,"1,929","1,927","11,681","13,917",,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park Pump House,SCPH,2012,0,0,0,0,0,0,,,,,"2,617",0,"16,153",0,,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park Pump House,SCPH,2011,0,0,0,0,0,0,,,,,"2,013",0,"13,163",0,,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Park Pump House,SCPH,2010,0,0,0,0,0,0,,,,,546,0,"5,646",209,,,PA,,,Parks,Settler's Cabin Park
Settler's Cabin Res 6-3,SCR6,2014,0,0,0,0,0,"1,176",0.00,0.00,0.00,0.00,0,0,0,0,1250 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Res 6-3,SCR6,2013,"18,064",0,0,"18,064",882,"1,176",15.36,48.23,15.36,48.20,0,0,48,0,1250 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Res 6-3,SCR6,2012,"60,559",0,0,"60,559","2,753","1,176",51.50,161.70,51.02,160.67,0,0,195,0,1250 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Res 6-3,SCR6,2011,"57,774",0,0,"57,774","2,521","1,176",49.13,154.26,48.67,152.81,0,0,188,0,1250 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Res 6-3,SCR6,2010,"59,617",0,0,"59,617","2,316","1,176",50.69,159.18,50.23,157.68,0,0,140,0,1250 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Str Brn,SCSB,2014,"21,872",0,0,"21,872",805,"1,209",18.09,56.81,17.92,56.45,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Str Brn,SCSB,2013,"32,620",0,0,"32,620",989,"1,209",26.98,84.72,26.98,84.67,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Str Brn,SCSB,2012,"82,642",0,0,"82,642","1,591","1,209",68.36,214.64,67.73,213.28,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Str Brn,SCSB,2011,"98,236",0,0,"98,236","1,660","1,209",81.25,255.14,80.50,252.74,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Str Brn,SCSB,2010,"24,363",0,0,"24,363","1,262","1,209",20.15,63.27,19.97,62.68,0,0,0,0,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Wave Pool,SCWP,2014,"1,727,908",0,0,"1,727,908","58,695","4,000",431.98,1356.41,427.99,1347.81,0,0,865,666,1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Wave Pool,SCWP,2013,"1,620,084",0,0,"1,620,084","48,369","4,000",405.02,1271.77,405.02,1270.96,164,119,"5,506","3,441",1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Wave Pool,SCWP,2012,"3,275,654",0,0,"3,275,654","72,356","4,000",818.91,2571.39,811.36,2555.09,"1,707",190,"15,536","4,954",1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Wave Pool,SCWP,2011,"4,160,081",0,0,"4,160,081","76,681","4,000",1040.02,3265.66,1030.43,3234.93,"1,741",162,"14,376","5,195",1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Settler's Cabin Wave Pool,SCWP,2010,"2,497,686",0,0,"2,497,686","68,961","4,000",624.42,1960.68,618.66,1942.23,"3,201",120,"18,586","4,560",1225 Greer Rd,Oakdale,PA,15071,,Parks,Settler's Cabin Park
Shuman Detention Center,SHC,2014,"7,218,723","13,854,078",0,"21,072,801","296,444","112,928",186.60,329.53,184.88,327.44,"4,977","4,977","41,439","29,732",7150 Highland Drive,Pittsburgh,PA,15206,1291,Shuman Detention Center,
Shuman Detention Center,SHC,2013,"8,445,047","13,895,118",0,"22,340,165","327,275","112,928",197.83,364.01,197.83,363.78,"2,511","2,511","25,960","14,243",7150 Highland Drive,Pittsburgh,PA,15206,1291,Shuman Detention Center,
Shuman Detention Center,SHC,2012,"9,233,251","12,400,236",0,"21,633,487","336,563","112,928",191.57,372.03,189.80,369.67,"2,165","2,165","23,494","12,968",7150 Highland Drive,Pittsburgh,PA,15206,1291,Shuman Detention Center,
Shuman Detention Center,SHC,2011,"9,569,005","14,903,676",0,"24,472,681","386,118","112,928",216.71,404.64,214.71,400.84,"4,608","4,608","41,683","21,083",7150 Highland Drive,Pittsburgh,PA,15206,1291,Shuman Detention Center,
Shuman Detention Center,SHC,2010,"10,125,867","12,596,202",0,"22,722,069","378,155","112,928",201.21,398.67,199.35,394.92,"3,705","3,705","30,124","18,546",7150 Highland Drive,Pittsburgh,PA,15206,1291,Shuman Detention Center,
Soldiers & Sailors Memorial Hall,SSMH,2014,0,0,0,0,0,"50,400",0.00,0.00,0.00,0.00,0,0,0,0,4141 Fifth Ave,Pittsburgh,PA,15213,3547,Administrative Services,
Soldiers & Sailors Memorial Hall,SSMH,2013,0,0,0,0,0,"50,400",0.00,0.00,0.00,0.00,0,0,0,0,4141 Fifth Ave,Pittsburgh,PA,15213,3547,Administrative Services,
Soldiers & Sailors Memorial Hall,SSMH,2012,0,0,0,0,0,"50,400",0.00,0.00,0.00,0.00,0,0,0,0,4141 Fifth Ave,Pittsburgh,PA,15213,3547,Administrative Services,
Soldiers & Sailors Memorial Hall,SSMH,2011,0,0,0,0,0,"50,400",0.00,0.00,0.00,0.00,0,0,0,0,4141 Fifth Ave,Pittsburgh,PA,15213,3547,Administrative Services,
Soldiers & Sailors Memorial Hall,SSMH,2010,0,0,0,0,0,"50,400",0.00,0.00,0.00,0.00,0,0,0,0,4141 Fifth Ave,Pittsburgh,PA,15213,3547,Administrative Services,
STD Clinic,OHC,2014,"1,058,446","1,934,010",0,"2,992,456","46,680","16,335",183.19,327.78,181.50,325.70,215,194,"2,936","1,131",3441 Forbes Ave,Pittsburgh,PA,15213,,Health Department,
STD Clinic,OHC,2013,"1,109,764","1,591,326",0,"2,701,090","41,881","16,335",165.36,315.61,165.36,315.41,219,219,"2,412",982,3441 Forbes Ave,Pittsburgh,PA,15213,,Health Department,
STD Clinic,OHC,2012,"2,035,000","1,497,960",0,"3,532,960","50,640","16,335",216.28,487.47,214.29,484.38,334,334,"3,334","1,476",3441 Forbes Ave,Pittsburgh,PA,15213,,Health Department,
STD Clinic,OHC,2011,"2,394,230","2,078,676",0,"4,472,906","61,569","16,335",273.82,593.85,271.30,588.26,0,0,0,0,3441 Forbes Ave,Pittsburgh,PA,15213,,Health Department,
STD Clinic,OHC,2010,"2,529,726","1,477,440",0,"4,007,166","53,794","16,335",245.31,581.25,243.05,575.78,325,0,"2,783","1,317",3441 Forbes Ave,Pittsburgh,PA,15213,,Health Department,
Third Avenue Attendant's Booth,TAAB,2014,0,0,0,0,0,200,0.00,0.00,0.00,0.00,627,627,"6,667","3,208",547 Third Avenue,Pittsburgh,PA,15219,,Public Works,
Third Avenue Attendant's Booth,TAAB,2013,0,0,0,0,0,200,0.00,0.00,0.00,0.00,74,75,"1,084",356,547 Third Avenue,Pittsburgh,PA,15219,,Public Works,
Third Avenue Attendant's Booth,TAAB,2012,0,0,0,0,0,200,0.00,0.00,0.00,0.00,37,34,781,196,547 Third Avenue,Pittsburgh,PA,15219,,Public Works,
Third Avenue Attendant's Booth,TAAB,2011,0,0,0,0,0,200,0.00,0.00,0.00,0.00,58,58,820,268,547 Third Avenue,Pittsburgh,PA,15219,,Public Works,
Third Avenue Attendant's Booth,TAAB,2010,0,0,0,0,0,200,0.00,0.00,0.00,0.00,165,197,"1,269",842,547 Third Avenue,Pittsburgh,PA,15219,,Public Works,
Vedro Em Russelton,VER,2014,802,0,0,802,591,0,,,,,0,0,0,0,,,PA,,,Emergency Services,Communications tower
Vedro Em Russelton,VER,2013,0,0,0,0,455,0,,,,,0,0,0,0,,,PA,,,Emergency Services,Communications tower
Vedro Em Russelton,VER,2012,"7,456",0,0,"7,456",337,0,,,,,0,0,0,0,,,PA,,,Emergency Services,Communications tower
Vedro Em Russelton,VER,2011,"16,371",0,0,"16,371",503,0,,,,,0,0,0,0,,,PA,,,Emergency Services,Communications tower
Vedro Em Russelton,VER,2010,"12,775",0,0,"12,775",388,0,,,,,0,0,0,0,,,PA,,,Emergency Services,Communications tower
Warehouse 1,MWNO,2014,"947,210","13,324,662",0,"14,271,872","76,804","38,542",370.29,440.17,366.88,437.38,45,45,473,658,Wildwood Rd,Allison Park,PA,15101,,Public Works,District 1
Warehouse 1,MWNO,2013,"875,555","13,038,408",0,"13,913,963","72,724","38,542",361.01,426.54,361.01,426.27,167,161,"1,448","1,210",Wildwood Rd,Allison Park,PA,15101,,Public Works,District 1
Warehouse 1,MWNO,2012,"1,485,646","875,178",0,"2,360,824","31,401","38,542",61.25,144.88,60.69,143.96,279,246,"2,146","1,958",Wildwood Rd,Allison Park,PA,15101,,Public Works,District 1
Warehouse 1,MWNO,2011,"1,757,935","6,334,524",0,"8,092,459","85,318","38,542",209.96,315.79,208.03,312.82,304,169,"2,384","2,120",Wildwood Rd,Allison Park,PA,15101,,Public Works,District 1
Warehouse 1,MWNO,2010,"991,568","5,875,902",0,"6,867,470","69,263","38,542",178.18,240.86,176.54,238.59,274,64,"2,156","1,926",Wildwood Rd,Allison Park,PA,15101,,Public Works,District 1
Warehouse 3,MWNT,2014,"134,097","4,079,376",0,"4,213,473","21,022","12,472",337.83,377.20,334.72,374.81,0,0,214,453,500 Railroad St,Pittsburgh,PA,15235,,Public Works,District 3
Warehouse 3,MWNT,2013,"130,548","3,059,532",0,"3,190,080","16,440","12,472",255.78,290.45,255.78,290.26,101,101,584,"1,188",500 Railroad St,Pittsburgh,PA,15235,,Public Works,District 3
Warehouse 3,MWNT,2012,"248,847","2,405,970",0,"2,654,817","14,770","12,472",212.86,265.21,210.90,263.52,93,70,538,"1,098",500 Railroad St,Pittsburgh,PA,15235,,Public Works,District 3
Warehouse 3,MWNT,2011,"315,282","1,536,948",0,"1,852,230","20,078","12,472",148.51,208.77,147.14,206.81,117,117,676,"1,346",500 Railroad St,Pittsburgh,PA,15235,,Public Works,District 3
Warehouse 3,MWNT,2010,"208,141","1,358,424",0,"1,566,565","17,889","12,472",125.61,166.77,124.45,165.20,107,41,877,996,500 Railroad St,Pittsburgh,PA,15235,,Public Works,District 3
Warehouse Settlers Ridge Dr Garage,MWHC,2014,"59,030",0,0,"59,030","2,207","7,285",8.10,25.44,8.03,25.28,0,0,0,0,5091 Library Road,Oakdale,PA,15112,,Public Works,District 5
Warehouse Settlers Ridge Dr Garage,MWHC,2013,0,"1,369,710",0,"1,369,710","23,107","7,285",188.02,197.42,188.02,197.29,99,0,"1,749",0,5091 Library Road,Oakdale,PA,15112,,Public Works,District 5
Warehouse Settlers Ridge Dr Garage,MWHC,2012,"102,514","1,125,522",0,"1,228,036","14,156","7,285",168.57,206.41,167.02,205.10,199,174,"2,835",955,5091 Library Road,Oakdale,PA,15112,,Public Works,District 5
Warehouse Settlers Ridge Dr Garage,MWHC,2011,"165,823","1,195,290",0,"1,361,113","17,234","7,285",186.84,243.75,185.12,241.46,"11,569","11,569","1,975",543,5091 Library Road,Oakdale,PA,15112,,Public Works,District 5
Warehouse Settlers Ridge Dr Garage,MWHC,2010,"236,045","1,115,262",0,"1,351,307","15,685","7,285",185.49,262.49,183.78,260.02,"32,391","32,386","2,134",751,5091 Library Road,Oakdale,PA,15112,,Public Works,District 5
Warehouse5 Hillcrest/Zimmerly Sewage,MWHCS,2014,0,0,0,0,0,0,,,,,0,86,0,55,102 Rahway Rd,McMurray,PA,15317,,Public Works,
Warehouse5 Hillcrest/Zimmerly Sewage,MWHCS,2013,0,0,0,0,0,0,,,,,0,872,0,627,102 Rahway Rd,McMurray,PA,15317,,Public Works,
Warehouse5 Hillcrest/Zimmerly Sewage,MWHCS,2012,0,0,0,0,0,0,,,,,0,410,0,247,102 Rahway Rd,McMurray,PA,15317,,Public Works,
Warehouse5 Hillcrest/Zimmerly Sewage,MWHCS,2011,0,0,0,0,0,0,,,,,0,0,0,0,102 Rahway Rd,McMurray,PA,15317,,Public Works,
Warehouse5 Hillcrest/Zimmerly Sewage,MWHCS,2010,0,0,0,0,0,0,,,,,0,0,0,0,102 Rahway Rd,McMurray,PA,15317,,Public Works,
White Oak Park McClintock/Playgrnd,WOMP,2014,0,0,0,0,0,0,,,,,1,1,728,514,2630 McClintock Rd,,PA,,,Parks,White Oak Park
White Oak Park McClintock/Playgrnd,WOMP,2013,0,0,0,0,0,0,,,,,269,96,"3,819",915,2631 McClintock Rd,,PA,,,Parks,White Oak Park
White Oak Park McClintock/Playgrnd,WOMP,2012,0,0,0,0,0,0,,,,,133,101,"4,196","1,693",2632 McClintock Rd,,PA,,,Parks,White Oak Park
White Oak Park McClintock/Playgrnd,WOMP,2011,0,0,0,0,0,0,,,,,368,368,"4,869","2,878",2633 McClintock Rd,,PA,,,Parks,White Oak Park
White Oak Park McClintock/Playgrnd,WOMP,2010,0,0,0,0,0,0,,,,,294,260,"3,470","1,583",2634 McClintock Rd,,PA,,,Parks,White Oak Park
