"ENQUIRY_TYPE","ENQUIRY_CATEGORY","DATE_RECORDED","DIVISION","CLIENT_OFFICE_NAME","EASTING","NORTHING","APPROVAL_STATUS_NAME"
"Pothole","Complaints",29/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",325220.1875,364226.09375,"Completed Enquiries"
"Pothole","Public Enquiry",30/07/2014 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",335554.15012714,332847.57328415,"Completed Enquiries"
"Pothole","Public Enquiry",30/07/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333748.09375,373934.15625,"Completed Enquiries"
"Pothole","Complaints",24/06/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",316377,358633.75,"Completed Enquiries"
"Pothole","Public Enquiry",17/07/2014 12:10:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",223808.65625,358157.84375,"New Enquiries"
"Pothole","Complaints",30/06/2014 10:17:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",314228.87828967,333416.392268985,"Completed Enquiries"
"Pothole","Public Enquiry",11/06/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",289635.61630726,378314.41790082,"Completed Enquiries"
"Pothole","Public Enquiry",11/06/2014 16:22:44,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",305575.42237705,322406.19195176,"Completed Enquiries"
"Pothole","Public Enquiry",12/06/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",330661.59659231,376961.718730712,"Completed Enquiries"
"Pothole","Complaints",03/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",336308.875,363216.90625,"Completed Enquiries"
"Pothole","Public Enquiry",30/07/2014 00:00:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",359017.381985625,379117.305160345,"Completed Enquiries"
"Pothole","Public Enquiry",31/07/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",341963.7,388213.9,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2014 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",04/06/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323183.74428126,355485.80258411,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2014 10:52:00,"NORTHERN DIVISION","LARNE / BALLYMENA",316432.45422667,410133.46023327,"Completed Enquiries"
"Pothole","Public Enquiry",12/06/2014 00:00:00,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",10/06/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",333729.21875,365392.625,"Completed Enquiries"
"Pothole","Complaints",28/05/2014 10:30:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",330544.79263592,314271.40882999,"Completed Enquiries"
"Pothole","Complaints",22/05/2014 16:50:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",309343.15625,327479.15625,"Completed Enquiries"
"Pothole","Complaints",02/06/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",325613.75,373571.1875,"New Enquiries"
"Pothole","Complaints",14/04/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",332325.05372125,366308.23870005,"Completed Enquiries"
"Pothole","Public Enquiry",22/05/2014 16:20:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",218889.51714062,370545.34179942,"New Enquiries"
"Pothole","Public Enquiry",30/07/2014 16:14:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",236020.47417259,333204.38919693,"Completed Enquiries"
"Pothole","Complaints",30/06/2014 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",332309.65002006,315744.19203743,"Completed Enquiries"
"Pothole","Complaints",10/07/2014 12:35:19,"WESTERN DIVISION","LONDONDERRY & STRABANE",232800.06044026,388399.1002644,"Completed Enquiries"
"Pothole","Complaints",10/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",327455.40400486,355213.89703946,"Completed Enquiries"
"Pothole","Public Enquiry",05/08/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293509.39202803,399409.78119684,"Completed Enquiries"
"Pothole","Public Enquiry",05/08/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288069.80063902,382925.4423345,"Completed Enquiries"
"Pothole","Complaints",26/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",329920.27002893,366554.10877176,"Completed Enquiries"
"Pothole","Complaints",25/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",343529.20108181,373694.4634933,"Completed Enquiries"
"Pothole","Complaints",06/08/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",330376.41967041,363540.75900408,"Completed Enquiries"
"Pothole","Complaints",18/07/2014 12:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",229528.29032668,384567.34333323,"Completed Enquiries"
"Pothole","Public Enquiry",08/08/2014 11:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",247959.59375,419942.09375,"Completed Enquiries"
"Pothole","Public Enquiry",08/08/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334552.8,381957,"Completed Enquiries"
"Pothole","Complaints",08/08/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",332131.77341574,358354.6112913,"New Enquiries"
"Pothole","Public Enquiry",11/08/2014 16:15:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",22/07/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",295946.44632786,377054.95866713,"Completed Enquiries"
"Pothole","Complaints",08/08/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320280.63874446,362794.34637143,"Completed Enquiries"
"Pothole","Public Enquiry",13/08/2014 12:35:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",224517.48307359,358289.50090946,"New Enquiries"
"Pothole","Public Enquiry",18/08/2014 00:00:00,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",18/08/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",334020,376293.78125,"Completed Enquiries"
"Pothole","Public Enquiry",20/08/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293373.34375,392298.15625,"Completed Enquiries"
"Pothole","Complaints",19/08/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",334563.66348368,366870.2392263,"Completed Enquiries"
"Pothole","Public Enquiry",20/08/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",330554.9375,381607.15625,"Completed Enquiries"
"Pothole","Complaints",01/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321398.88043747,371433.70111413,"Completed Enquiries"
"Pothole","Complaints",21/08/2014 10:14:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",233511.52752021,384378.06688944,"Completed Enquiries"
"Pothole","Complaints",18/08/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",311751.67308919,347365.58760385,"Completed Enquiries"
"Pothole","Public Enquiry",22/08/2014 14:38:00,"ALL CLIENTS","LARNE / BALLYMENA",312402.29854813,401314.80358826,"Completed Enquiries"
"Pothole","Public Enquiry",28/08/2014 14:50:44,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",01/09/2014 00:00:00,"ALL CLIENTS","NEWTOWNABBEY / CARRICK",331778.23090212,389281.2097726,"Completed Enquiries"
"Pothole","Public Enquiry",01/09/2014 12:12:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",222583.56323073,335172.52138199,"New Enquiries"
"Pothole","Public Enquiry",01/09/2014 15:04:00,"ALL CLIENTS","LARNE / BALLYMENA",340761.10678919,402753.33746266,"Completed Enquiries"
"Pothole","Public Enquiry",02/07/2014 12:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",02/07/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288564.3072031,403604.01740001,"Completed Enquiries"
"Pothole","Public Enquiry",02/09/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",268660.246609125,364308.694172715,"Completed Enquiries"
"Pothole","Complaints",03/09/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324479.875,359653.1875,"Completed Enquiries"
"Pothole","Complaints",16/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",325200.12040321,366007.78063674,"Completed Enquiries"
"Pothole","Public Enquiry",01/08/2014 14:01:56,"NORTHERN DIVISION","LARNE / BALLYMENA",300970.40733154,400672.39981156,"Completed Enquiries"
"Pothole","Public Enquiry",02/09/2014 00:00:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",359432.687891855,370508.870514875,"Completed Enquiries"
"Pothole","Public Enquiry",04/09/2014 11:13:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",223685.57258032,343335.07152721,"Completed Enquiries"
"Pothole","Public Enquiry",04/09/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",339749.11735443,389108.12389106,"Completed Enquiries"
"Pothole","Complaints",26/08/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",312095.64534704,370818.3459941,"Completed Enquiries"
"Pothole","Public Enquiry",05/09/2014 10:06:00,"ALL CLIENTS","LARNE / BALLYMENA",314437.7108421,397064.18381386,"Completed Enquiries"
"Pothole","Public Enquiry",05/09/2014 11:02:00,"WESTERN DIVISION","MID ULSTER (NORTH)",271557.90625,389858,"Completed Enquiries"
"Pothole","Public Enquiry",08/09/2014 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",350219.10475474,341274.13881826,"Completed Enquiries"
"Pothole","Public Enquiry",08/09/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",331805.95190259,383834.29860817,"Completed Enquiries"
"Pothole","Public Enquiry",08/09/2014 15:30:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",224079.625,343431.1875,"Completed Enquiries"
"Pothole","Complaints",09/09/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",325038.53125,360446.5,"Completed Enquiries"
"Pothole","Public Enquiry",10/09/2014 15:50:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",04/08/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",294243.375,388476.25,"Completed Enquiries"
"Pothole","Public Enquiry",22/08/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300490.4279108,353623.954473,"Completed Enquiries"
"Pothole","Complaints",12/09/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",318770.42093533,364516.54425737,"Completed Enquiries"
"Pothole","Public Enquiry",12/08/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",292913.20584304,379329.80792893,"Completed Enquiries"
"Pothole","Public Enquiry",12/08/2014 16:27:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",294204.6316329,333373.04473109,"Completed Enquiries"
"Pothole","Public Enquiry",21/07/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",302068.81534071,354089.3386806,"Completed Enquiries"
"Pothole","Public Enquiry",22/09/2014 10:10:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",295099,424898.2,"Completed Enquiries"
"Pothole","Public Enquiry",23/09/2014 14:15:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",272523.34375,416508.375,"Completed Enquiries"
"Pothole","Public Enquiry",23/09/2014 14:26:07,"ALL CLIENTS","LARNE / BALLYMENA",314863.4375,411428,"Completed Enquiries"
"Pothole","Complaints",15/08/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",328824.81528679,367932.58090446,"Completed Enquiries"
"Pothole","Public Enquiry",24/09/2014 15:40:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",296421.87629755,425970.34169755,"Completed Enquiries"
"Pothole","Complaints",23/07/2014 16:08:58,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324864.08630405,363771.04051833,"Completed Enquiries"
"Pothole","Public Enquiry",19/08/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",326540.47886642,389820.86537987,"Completed Enquiries"
"Pothole","Public Enquiry",19/08/2014 16:21:00,"NORTHERN DIVISION","LARNE / BALLYMENA",308334.81313563,419229.94022998,"Completed Enquiries"
"Pothole","Public Enquiry",20/08/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",330871.25,384608.65625,"Completed Enquiries"
"Pothole","Complaints",12/09/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",321797.48329231,364628.33333164,"Completed Enquiries"
"Pothole","Public Enquiry",30/07/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",332461.768410517,374745.513230401,"Completed Enquiries"
"Pothole","Public Enquiry",30/09/2014 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",244443.484375,361359.5625,"Completed Enquiries"
"Pothole","Public Enquiry",08/10/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333689.71875,374627.3125,"Completed Enquiries"
"Pothole","Public Enquiry",07/10/2014 00:00:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",09/10/2014 10:56:00,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",309321.22007861,330195.55282006,"Completed Enquiries"
"Pothole","Public Enquiry",13/10/2014 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",295010.36769125,377278.43372987,"Completed Enquiries"
"Pothole","Public Enquiry",14/10/2014 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",292824.18822596,401210.88377163,"Completed Enquiries"
"Pothole","Complaints",28/07/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",312173.88570373,345674.5804179,"Completed Enquiries"
"Pothole","Public Enquiry",17/10/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332303.3,383337.9,"Completed Enquiries"
"Pothole","Public Enquiry",20/10/2014 14:47:00,"NORTHERN DIVISION","LARNE / BALLYMENA",341704.90625,394518.46875,"Completed Enquiries"
"Pothole","Complaints",21/10/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",308985.96469585,359544.34791759,"Completed Enquiries"
"Pothole","Public Enquiry",23/10/2014 15:53:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",233638.9375,342449.5625,"Completed Enquiries"
"Pothole","Complaints",28/10/2014 11:23:19,"NORTHERN DIVISION","LARNE / BALLYMENA",310841.5,402795.90625,"Completed Enquiries"
"Pothole","Public Enquiry",21/05/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310436.40620976,355243.23356701,"Completed Enquiries"
"Pothole","Complaints",30/10/2014 14:11:00,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",333709.657943675,320810.683346865,"Completed Enquiries"
"Pothole","Public Enquiry",31/10/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",279806.61681468,375032.61080983,"Completed Enquiries"
"Pothole","Public Enquiry",03/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293942.67662199,386075.69163903,"Completed Enquiries"
"Pothole","Public Enquiry",03/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293941.22229637,386079.76269241,"Completed Enquiries"
"Pothole","Public Enquiry",27/10/2014 10:45:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",297681.53876949,426035.62235588,"Completed Enquiries"
"Pothole","Public Enquiry",04/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293953.43986618,386064.67968667,"Completed Enquiries"
"Pothole","Public Enquiry",04/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",282647.80550624,372937.15054385,"Completed Enquiries"
"Pothole","Public Enquiry",05/11/2014 09:49:19,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",30/07/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",333996.65625,384788.59375,"Completed Enquiries"
"Pothole","Public Enquiry",04/11/2014 14:24:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",293202.89177432,327898.48355728,"Completed Enquiries"
"Pothole","Complaints",30/07/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324413.3064392,359714.07325752,"Completed Enquiries"
"Pothole","Public Enquiry",06/11/2014 00:00:00,"NORTHERN DIVISION","LARNE / BALLYMENA",326421.87794903,397809.62750573,"New Enquiries"
"Pothole","Public Enquiry",07/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",279641.9375,401586,"Completed Enquiries"
"Pothole","Public Enquiry",07/11/2014 10:35:00,"ALL CLIENTS","LONDONDERRY & STRABANE",243071.609375,417052.25,"Completed Enquiries"
"Pothole","Complaints",10/11/2014 12:00:00,"ALL CLIENTS","LARNE / BALLYMENA",303317.78125,404484.53125,"Completed Enquiries"
"Pothole","Complaints",10/11/2014 12:21:00,"ALL CLIENTS","LARNE / BALLYMENA",340693.3125,401943.84375,"Completed Enquiries"
"Pothole","Complaints",10/11/2014 14:13:00,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",312326.431449005,321379.339722135,"Completed Enquiries"
"Pothole","Complaints",10/11/2014 14:17:00,"ALL CLIENTS","LARNE / BALLYMENA",308079.03125,404097.03125,"Completed Enquiries"
"Pothole","Public Enquiry",10/11/2014 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",287527.09252391,381537.32086756,"Completed Enquiries"
"Pothole","Complaints",05/11/2014 10:34:00,"ALL CLIENTS","LARNE / BALLYMENA",342072.53125,399114.75,"Completed Enquiries"
"Pothole","Public Enquiry",29/08/2014 12:25:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",195855.09450008,355581.99877036,"Completed Enquiries"
"Pothole","Complaints",03/11/2014 10:45:00,"ALL CLIENTS","LARNE / BALLYMENA",340295.5,394528.78125,"Completed Enquiries"
"Pothole","Public Enquiry",02/09/2014 13:13:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",228198.59236578,351809.64272464,"Completed Enquiries"
"Pothole","Complaints",11/11/2014 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",235414.50790431,397920.58492008,"Completed Enquiries"
"Pothole","Public Enquiry",10/09/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",327259.09375,393388.375,"Completed Enquiries"
"Pothole","Public Enquiry",12/11/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332232.15625,381728.09375,"Completed Enquiries"
"Pothole","Public Enquiry",12/11/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",302401.03244622,353582.8508208,"Completed Enquiries"
"Pothole","Public Enquiry",12/11/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300688.45248213,355395.74485573,"Completed Enquiries"
"Pothole","Public Enquiry",12/11/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300547.57692626,354349.66846922,"Completed Enquiries"
"Pothole","Public Enquiry",10/09/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",271557.90625,389858,"Completed Enquiries"
"Pothole","Complaints",12/11/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300280.86384112,356558.81463739,"Completed Enquiries"
"Pothole","Public Enquiry",12/11/2014 00:00:00,"WESTERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",08/11/2014 14:46:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",316693.02595399,329548.26474349,"Completed Enquiries"
"Pothole","Complaints",14/11/2014 09:30:00,"ALL CLIENTS","LARNE / BALLYMENA",303317.78125,404484.53125,"Completed Enquiries"
"Pothole","Complaints",14/11/2014 10:51:00,"ALL CLIENTS","LARNE / BALLYMENA",303317.78125,404484.53125,"Completed Enquiries"
"Pothole","Public Enquiry",14/11/2014 11:44:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",229532.09570489,327247.12011174,"New Enquiries"
"Pothole","Complaints",17/11/2014 08:02:00,"ALL CLIENTS","LARNE / BALLYMENA",338743.375,403524.21875,"Completed Enquiries"
"Pothole","Complaints",11/09/2014 12:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",239938.63594842,386550.55564558,"Completed Enquiries"
"Pothole","Public Enquiry",12/09/2014 09:45:14,"ALL CLIENTS","LARNE / BALLYMENA",309955.9375,402955.9375,"Completed Enquiries"
"Pothole","Complaints",12/09/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",314948.6875,360534.46875,"Completed Enquiries"
"Pothole","Public Enquiry",18/11/2014 00:00:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",18/11/2014 16:46:16,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",19/11/2014 10:06:44,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",19/11/2014 15:56:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",298129.72470567,332602.36220598,"Completed Enquiries"
"Pothole","Public Enquiry",19/11/2014 16:04:36,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Complaints",20/11/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",313301.2920372,347152.53332097,"Completed Enquiries"
"Pothole","Public Enquiry",19/11/2014 16:30:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",20/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",294885.9375,387165.59375,"Completed Enquiries"
"Pothole","Correspondence",16/09/2014 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",17/09/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",328537.90625,371354.96875,"Completed Enquiries"
"Pothole","Complaints",29/09/2014 14:25:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",239937.98948349,386551.12626333,"Completed Enquiries"
"Pothole","Public Enquiry",21/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285881.8128296,379693.84854424,"Completed Enquiries"
"Pothole","Public Enquiry",29/09/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288347.21964193,383937.68382274,"Completed Enquiries"
"Pothole","Public Enquiry",01/10/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",277354.9375,397146.5,"Completed Enquiries"
"Pothole","Public Enquiry",02/10/2014 11:19:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",03/10/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",337230.1875,385439.78125,"Completed Enquiries"
"Pothole","Complaints",22/11/2014 12:10:00,"ALL CLIENTS","LARNE / BALLYMENA",339613.8125,402522.59375,"Completed Enquiries"
"Pothole","Public Enquiry",13/10/2014 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",283485.12832462,405154.9892321,"Completed Enquiries"
"Pothole","Complaints",12/11/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",322835.59223089,352520.45653907,"Completed Enquiries"
"Pothole","Public Enquiry",24/11/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",329470.875,371273.90625,"Completed Enquiries"
"Pothole","Public Enquiry",04/10/2014 20:08:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",313591.99588825,439130.49907896,"Completed Enquiries"
"Pothole","Complaints",15/10/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",338504.38734217,361480.28782671,"Completed Enquiries"
"Pothole","Public Enquiry",26/11/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",330552.75,372100.4375,"Completed Enquiries"
"Pothole","Public Enquiry",24/10/2014 13:45:00,"NORTHERN DIVISION","LARNE / BALLYMENA",304969.90625,410911.5625,"Completed Enquiries"
"Pothole","Public Enquiry",06/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293909.69373375,386103.44089415,"Completed Enquiries"
"Pothole","Public Enquiry",01/09/2014 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",284101.56078186,407457.34528179,"Completed Enquiries"
"Pothole","Public Enquiry",27/11/2014 11:45:00,"ALL CLIENTS","LONDONDERRY & STRABANE",251906.078125,404181.09375,"Completed Enquiries"
"Pothole","Public Enquiry",03/09/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",339883.1875,388254.875,"Completed Enquiries"
"Pothole","Public Enquiry",11/11/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",337190.95537005,390460.98733322,"Completed Enquiries"
"Pothole","Public Enquiry",27/11/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332232.15625,381728.09375,"Completed Enquiries"
"Pothole","Public Enquiry",27/11/2014 10:10:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",18/11/2014 14:28:32,"ALL CLIENTS","LARNE / BALLYMENA",305161.6875,401602.46875,"Completed Enquiries"
"Pothole","Public Enquiry",28/11/2014 15:32:00,"WESTERN DIVISION","MID ULSTER (NORTH)",272461.63369278,371027.32669473,"Enquiries In Progress"
"Pothole","Complaints",21/11/2014 11:29:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",306727.96938162,420510.17760489,"Completed Enquiries"
"Pothole","Public Enquiry",01/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333812.6875,374301.75,"Completed Enquiries"
"Pothole","Complaints",24/11/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",305570.97124496,351320.38589211,"Completed Enquiries"
"Pothole","Public Enquiry",02/12/2014 10:30:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",280299.375,416107.96875,"Completed Enquiries"
"Pothole","Public Enquiry",02/12/2014 12:38:00,"ALL CLIENTS","LARNE / BALLYMENA",317737.3125,407055.21875,"Completed Enquiries"
"Pothole","Complaints",02/12/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324952.09375,359543.09375,"Completed Enquiries"
"Pothole","Public Enquiry",03/12/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285346.59861388,374375.01185078,"Completed Enquiries"
"Pothole","Complaints",24/11/2014 10:40:11,"ALL CLIENTS","LARNE / BALLYMENA",337013.125,403546.34375,"Completed Enquiries"
