Council/Group Name,Financial Item,FY Ending,Value ($000)
Kaikoura District,9003_Total fixed assets,2014,$169993
Kaikoura District,9003_Total fixed assets,2015,$168764
Kaikoura District,9003_Total fixed assets,2016,$184114
Kaikoura District,9003_Total fixed assets,2017,$182432
Kaikoura District,9003_Total fixed assets,2018,$181582
Kaikoura District,9003_Total fixed assets,2019,$197415
Kaikoura District,9003_Total fixed assets,2020,$195976
Kaikoura District,9003_Total fixed assets,2021,$194930
Kaikoura District,9003_Total fixed assets,2022,$218925
Kaikoura District,9004_Cash & financial investments/monetary assets,2013,$4084
Kaikoura District,9004_Cash & financial investments/monetary assets,2014,$4695
Kaikoura District,9004_Cash & financial investments/monetary assets,2015,$4842
Kaikoura District,9004_Cash & financial investments/monetary assets,2016,$4964
Kaikoura District,9004_Cash & financial investments/monetary assets,2017,$5707
Kaikoura District,9004_Cash & financial investments/monetary assets,2018,$5889
Kaikoura District,9004_Cash & financial investments/monetary assets,2019,$5806
Kaikoura District,9004_Cash & financial investments/monetary assets,2020,$6543
Kaikoura District,9004_Cash & financial investments/monetary assets,2021,$7089
Kaikoura District,9004_Cash & financial investments/monetary assets,2022,$7580
Kaikoura District,9005_Total assets (H),2013,$182421
Kaikoura District,9005_Total assets (H),2014,$182161
Kaikoura District,9005_Total assets (H),2015,$181035
Kaikoura District,9005_Total assets (H),2016,$196543
Kaikoura District,9005_Total assets (H),2017,$195597
Kaikoura District,9005_Total assets (H),2018,$194962
Kaikoura District,9005_Total assets (H),2019,$210696
Kaikoura District,9005_Total assets (H),2020,$210036
Kaikoura District,9005_Total assets (H),2021,$209554
Kaikoura District,9005_Total assets (H),2022,$234107
Kaikoura District,9006_Borrowing (total debt),2013,$8603
Kaikoura District,9006_Borrowing (total debt),2014,$8368
Kaikoura District,9006_Borrowing (total debt),2015,$7693
Kaikoura District,9006_Borrowing (total debt),2016,$7242
Kaikoura District,9006_Borrowing (total debt),2017,$6784
Kaikoura District,9006_Borrowing (total debt),2018,$6462
Kaikoura District,9006_Borrowing (total debt),2019,$5453
Kaikoura District,9006_Borrowing (total debt),2020,$5200
Kaikoura District,9006_Borrowing (total debt),2021,$5136
Kaikoura District,9006_Borrowing (total debt),2022,$8588
Kaikoura District,9007_Other liabilities,2013,$1298
Kaikoura District,9007_Other liabilities,2014,$1328
Kaikoura District,9007_Other liabilities,2015,$1334
Kaikoura District,9007_Other liabilities,2016,$1348
Kaikoura District,9007_Other liabilities,2017,$1363
Kaikoura District,9007_Other liabilities,2018,$1379
Kaikoura District,9007_Other liabilities,2019,$1397
Kaikoura District,9007_Other liabilities,2020,$1414
Kaikoura District,9007_Other liabilities,2021,$1435
Kaikoura District,9007_Other liabilities,2022,$1458
Kaikoura District,9008_Total liabilities (I),2013,$9901
Kaikoura District,9008_Total liabilities (I),2014,$9697
Kaikoura District,9008_Total liabilities (I),2015,$9027
Kaikoura District,9008_Total liabilities (I),2016,$8590
Kaikoura District,9008_Total liabilities (I),2017,$8147
Kaikoura District,9008_Total liabilities (I),2018,$7841
Kaikoura District,9008_Total liabilities (I),2019,$6850
Kaikoura District,9008_Total liabilities (I),2020,$6614
Kaikoura District,9008_Total liabilities (I),2021,$6571
Kaikoura District,9008_Total liabilities (I),2022,$10046
Kaikoura District,9009_Public equity (H-I),2013,$172521
Kaikoura District,9009_Public equity (H-I),2014,$172464
Kaikoura District,9009_Public equity (H-I),2015,$172007
Kaikoura District,9009_Public equity (H-I),2016,$187954
Kaikoura District,9009_Public equity (H-I),2017,$187449
Kaikoura District,9009_Public equity (H-I),2018,$187121
Kaikoura District,9009_Public equity (H-I),2019,$203845
Kaikoura District,9009_Public equity (H-I),2020,$203422
Kaikoura District,9009_Public equity (H-I),2021,$202984
Kaikoura District,9009_Public equity (H-I),2022,$224061
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2013,$19822
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2014,$19208
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2015,$18607
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2016,$17971
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2017,$19579
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2018,$18891
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2019,$21487
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2020,$20799
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2021,$20110
Buller District,"9001_Investment in CCOs, CCTOs & other entities",2022,$19422
Buller District,9002_Other assets,2013,$39750
Buller District,9002_Other assets,2014,$39453
Buller District,9002_Other assets,2015,$38977
Buller District,9002_Other assets,2016,$38343
Buller District,9002_Other assets,2017,$37396
Buller District,9002_Other assets,2018,$36398
Buller District,9002_Other assets,2019,$36078
Buller District,9002_Other assets,2020,$35120
Buller District,9002_Other assets,2021,$34165
Buller District,9002_Other assets,2022,$33213
Buller District,9003_Total fixed assets,2013,$294403
Buller District,9003_Total fixed assets,2014,$313372
Buller District,9003_Total fixed assets,2015,$313278
Buller District,9003_Total fixed assets,2016,$330199
Buller District,9003_Total fixed assets,2017,$330156
Buller District,9003_Total fixed assets,2018,$347209
Buller District,9003_Total fixed assets,2019,$347342
Buller District,9003_Total fixed assets,2020,$367784
Buller District,9003_Total fixed assets,2021,$369678
Buller District,9003_Total fixed assets,2022,$391615
Buller District,9004_Cash & financial investments/monetary assets,2013,$14393
Buller District,9004_Cash & financial investments/monetary assets,2014,$15677
Buller District,9004_Cash & financial investments/monetary assets,2015,$17467
Buller District,9004_Cash & financial investments/monetary assets,2016,$19736
Buller District,9004_Cash & financial investments/monetary assets,2017,$20745
Buller District,9004_Cash & financial investments/monetary assets,2018,$23474
Buller District,9004_Cash & financial investments/monetary assets,2019,$24413
Buller District,9004_Cash & financial investments/monetary assets,2020,$26991
Buller District,9004_Cash & financial investments/monetary assets,2021,$26028
Buller District,9004_Cash & financial investments/monetary assets,2022,$28597
Buller District,9005_Total assets (H),2013,$368368
Buller District,9005_Total assets (H),2014,$387710
Buller District,9005_Total assets (H),2015,$388329
Buller District,9005_Total assets (H),2016,$406249
Buller District,9005_Total assets (H),2017,$407876
Buller District,9005_Total assets (H),2018,$425972
Buller District,9005_Total assets (H),2019,$429320
Buller District,9005_Total assets (H),2020,$450694
Buller District,9005_Total assets (H),2021,$449981
Buller District,9005_Total assets (H),2022,$472847
Buller District,9006_Borrowing (total debt),2013,$27720
Buller District,9006_Borrowing (total debt),2014,$27976
Buller District,9006_Borrowing (total debt),2015,$28385
Buller District,9006_Borrowing (total debt),2016,$28609
Buller District,9006_Borrowing (total debt),2017,$30591
Buller District,9006_Borrowing (total debt),2018,$30379
Buller District,9006_Borrowing (total debt),2019,$33981
Buller District,9006_Borrowing (total debt),2020,$33570
Buller District,9006_Borrowing (total debt),2021,$33160
Buller District,9006_Borrowing (total debt),2022,$32791
Buller District,9007_Other liabilities,2013,$8186
Buller District,9007_Other liabilities,2014,$8174
Buller District,9007_Other liabilities,2015,$8371
Buller District,9007_Other liabilities,2016,$8287
Buller District,9007_Other liabilities,2017,$8405
Buller District,9007_Other liabilities,2018,$8537
Buller District,9007_Other liabilities,2019,$8753
Buller District,9007_Other liabilities,2020,$8893
Buller District,9007_Other liabilities,2021,$9097
Buller District,9007_Other liabilities,2022,$9167
Buller District,9008_Total liabilities (I),2013,$35906
Buller District,9008_Total liabilities (I),2014,$36150
Buller District,9008_Total liabilities (I),2015,$36756
Buller District,9008_Total liabilities (I),2016,$36896
Buller District,9008_Total liabilities (I),2017,$38996
Buller District,9008_Total liabilities (I),2018,$38916
Buller District,9008_Total liabilities (I),2019,$42734
Buller District,9008_Total liabilities (I),2020,$42463
Buller District,9008_Total liabilities (I),2021,$42257
Buller District,9008_Total liabilities (I),2022,$41958
Buller District,9009_Public equity (H-I),2013,$332462
Buller District,9009_Public equity (H-I),2014,$351560
Buller District,9009_Public equity (H-I),2015,$351573
Buller District,9009_Public equity (H-I),2016,$369353
Buller District,9009_Public equity (H-I),2017,$368880
Buller District,9009_Public equity (H-I),2018,$387056
Buller District,9009_Public equity (H-I),2019,$386586
Buller District,9009_Public equity (H-I),2020,$408231
Buller District,9009_Public equity (H-I),2021,$407724
Buller District,9009_Public equity (H-I),2022,$430889
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Grey District,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Grey District,9002_Other assets,2013,$4804
Grey District,9002_Other assets,2014,$6132
Grey District,9002_Other assets,2015,$4769
Grey District,9002_Other assets,2016,$4826
Grey District,9002_Other assets,2017,$4176
Grey District,9002_Other assets,2018,$4102
Grey District,9002_Other assets,2019,$4216
Grey District,9002_Other assets,2020,$4263
Grey District,9002_Other assets,2021,$4358
Grey District,9002_Other assets,2022,$4392
Grey District,9003_Total fixed assets,2013,$335251
Grey District,9003_Total fixed assets,2014,$369849
Grey District,9003_Total fixed assets,2015,$369784
Grey District,9003_Total fixed assets,2016,$371247
Grey District,9003_Total fixed assets,2017,$393687
Grey District,9003_Total fixed assets,2018,$390222
Grey District,9003_Total fixed assets,2019,$387272
Grey District,9003_Total fixed assets,2020,$411259
Grey District,9003_Total fixed assets,2021,$408239
Grey District,9003_Total fixed assets,2022,$409492
Grey District,9004_Cash & financial investments/monetary assets,2013,$11334
Grey District,9004_Cash & financial investments/monetary assets,2014,$11554
Grey District,9004_Cash & financial investments/monetary assets,2015,$11439
Grey District,9004_Cash & financial investments/monetary assets,2016,$10023
Grey District,9004_Cash & financial investments/monetary assets,2017,$11384
Grey District,9004_Cash & financial investments/monetary assets,2018,$11965
Grey District,9004_Cash & financial investments/monetary assets,2019,$12927
Grey District,9004_Cash & financial investments/monetary assets,2020,$14072
Grey District,9004_Cash & financial investments/monetary assets,2021,$15267
Grey District,9004_Cash & financial investments/monetary assets,2022,$15730
Grey District,9005_Total assets (H),2013,$351389
Grey District,9005_Total assets (H),2014,$387535
Grey District,9005_Total assets (H),2015,$385992
Grey District,9005_Total assets (H),2016,$386096
Grey District,9005_Total assets (H),2017,$409247
Grey District,9005_Total assets (H),2018,$406289
Grey District,9005_Total assets (H),2019,$404415
Grey District,9005_Total assets (H),2020,$429594
Grey District,9005_Total assets (H),2021,$427864
Grey District,9005_Total assets (H),2022,$429614
Grey District,9006_Borrowing (total debt),2013,$31672
Grey District,9006_Borrowing (total debt),2014,$31812
Grey District,9006_Borrowing (total debt),2015,$31297
Grey District,9006_Borrowing (total debt),2016,$30936
Grey District,9006_Borrowing (total debt),2017,$30735
Grey District,9006_Borrowing (total debt),2018,$30803
Grey District,9006_Borrowing (total debt),2019,$30704
Grey District,9006_Borrowing (total debt),2020,$30186
Grey District,9006_Borrowing (total debt),2021,$30324
Grey District,9006_Borrowing (total debt),2022,$34464
Grey District,9007_Other liabilities,2013,$5391
Grey District,9007_Other liabilities,2014,$7650
Grey District,9007_Other liabilities,2015,$6366
Grey District,9007_Other liabilities,2016,$5004
Grey District,9007_Other liabilities,2017,$5116
Grey District,9007_Other liabilities,2018,$4693
Grey District,9007_Other liabilities,2019,$4717
Grey District,9007_Other liabilities,2020,$4874
Grey District,9007_Other liabilities,2021,$5023
Grey District,9007_Other liabilities,2022,$5184
Grey District,9008_Total liabilities (I),2013,$37063
Grey District,9008_Total liabilities (I),2014,$39462
Grey District,9008_Total liabilities (I),2015,$37663
Grey District,9008_Total liabilities (I),2016,$35940
Grey District,9008_Total liabilities (I),2017,$35851
Grey District,9008_Total liabilities (I),2018,$35496
Grey District,9008_Total liabilities (I),2019,$35421
Grey District,9008_Total liabilities (I),2020,$35060
Grey District,9008_Total liabilities (I),2021,$35347
Grey District,9008_Total liabilities (I),2022,$39648
Grey District,9009_Public equity (H-I),2013,$314326
Grey District,9009_Public equity (H-I),2014,$348073
Grey District,9009_Public equity (H-I),2015,$348329
Grey District,9009_Public equity (H-I),2016,$350156
Grey District,9009_Public equity (H-I),2017,$373396
Grey District,9009_Public equity (H-I),2018,$370793
Grey District,9009_Public equity (H-I),2019,$368994
Grey District,9009_Public equity (H-I),2020,$394534
Grey District,9009_Public equity (H-I),2021,$392517
Grey District,9009_Public equity (H-I),2022,$389966
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2013,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2014,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2015,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2016,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2017,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2018,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2019,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2020,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2021,$8929
Westland District,"9001_Investment in CCOs, CCTOs & other entities",2022,$8929
Westland District,9002_Other assets,2013,$4688
Westland District,9002_Other assets,2014,$4718
Westland District,9002_Other assets,2015,$4745
Westland District,9002_Other assets,2016,$4774
Westland District,9002_Other assets,2017,$4804
Westland District,9002_Other assets,2018,$4834
Westland District,9002_Other assets,2019,$4866
Westland District,9002_Other assets,2020,$4898
Westland District,9002_Other assets,2021,$4931
Westland District,9002_Other assets,2022,$4966
Westland District,9003_Total fixed assets,2013,$402260
Westland District,9003_Total fixed assets,2014,$413252
Westland District,9003_Total fixed assets,2015,$423712
Westland District,9003_Total fixed assets,2016,$436842
Westland District,9003_Total fixed assets,2017,$447434
Westland District,9003_Total fixed assets,2018,$456516
Westland District,9003_Total fixed assets,2019,$466290
Westland District,9003_Total fixed assets,2020,$475825
Westland District,9003_Total fixed assets,2021,$485583
Westland District,9003_Total fixed assets,2022,$501819
Westland District,9004_Cash & financial investments/monetary assets,2013,$622
Westland District,9004_Cash & financial investments/monetary assets,2014,$1391
Westland District,9004_Cash & financial investments/monetary assets,2015,$2451
Westland District,9004_Cash & financial investments/monetary assets,2016,$3105
Westland District,9004_Cash & financial investments/monetary assets,2017,$3504
Westland District,9004_Cash & financial investments/monetary assets,2018,$4419
Westland District,9004_Cash & financial investments/monetary assets,2019,$5376
Westland District,9004_Cash & financial investments/monetary assets,2020,$6927
Westland District,9004_Cash & financial investments/monetary assets,2021,$8605
Westland District,9004_Cash & financial investments/monetary assets,2022,$8250
Westland District,9005_Total assets (H),2013,$416499
Westland District,9005_Total assets (H),2014,$428290
Westland District,9005_Total assets (H),2015,$439837
Westland District,9005_Total assets (H),2016,$453649
Westland District,9005_Total assets (H),2017,$464670
Westland District,9005_Total assets (H),2018,$474697
Westland District,9005_Total assets (H),2019,$485461
Westland District,9005_Total assets (H),2020,$496579
Westland District,9005_Total assets (H),2021,$508047
Westland District,9005_Total assets (H),2022,$523963
Westland District,9006_Borrowing (total debt),2013,$12147
Westland District,9006_Borrowing (total debt),2014,$12768
Westland District,9006_Borrowing (total debt),2015,$12729
Westland District,9006_Borrowing (total debt),2016,$14753
Westland District,9006_Borrowing (total debt),2017,$14525
Westland District,9006_Borrowing (total debt),2018,$13717
Westland District,9006_Borrowing (total debt),2019,$12887
Westland District,9006_Borrowing (total debt),2020,$12037
Westland District,9006_Borrowing (total debt),2021,$11163
Westland District,9006_Borrowing (total debt),2022,$13981
Westland District,9007_Other liabilities,2013,$2062
Westland District,9007_Other liabilities,2014,$2135
Westland District,9007_Other liabilities,2015,$2200
Westland District,9007_Other liabilities,2016,$2268
Westland District,9007_Other liabilities,2017,$2338
Westland District,9007_Other liabilities,2018,$2407
Westland District,9007_Other liabilities,2019,$2478
Westland District,9007_Other liabilities,2020,$2548
Westland District,9007_Other liabilities,2021,$2626
Westland District,9007_Other liabilities,2022,$2706
Westland District,9008_Total liabilities (I),2013,$14209
Westland District,9008_Total liabilities (I),2014,$14901
Westland District,9008_Total liabilities (I),2015,$14930
Westland District,9008_Total liabilities (I),2016,$17021
Westland District,9008_Total liabilities (I),2017,$16864
Westland District,9008_Total liabilities (I),2018,$16124
Westland District,9008_Total liabilities (I),2019,$15365
Westland District,9008_Total liabilities (I),2020,$14587
Westland District,9008_Total liabilities (I),2021,$13788
Westland District,9008_Total liabilities (I),2022,$16687
Westland District,9009_Public equity (H-I),2013,$402290
Westland District,9009_Public equity (H-I),2014,$413389
Westland District,9009_Public equity (H-I),2015,$424907
Westland District,9009_Public equity (H-I),2016,$436628
Westland District,9009_Public equity (H-I),2017,$447806
Westland District,9009_Public equity (H-I),2018,$458573
Westland District,9009_Public equity (H-I),2019,$470096
Westland District,9009_Public equity (H-I),2020,$481992
Westland District,9009_Public equity (H-I),2021,$494259
Westland District,9009_Public equity (H-I),2022,$507276
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2013,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2014,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2015,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2016,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2017,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2018,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2019,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2020,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2021,$269
Hurunui District,"9001_Investment in CCOs, CCTOs & other entities",2022,$269
Hurunui District,9002_Other assets,2013,$4917
Hurunui District,9002_Other assets,2014,$4987
Hurunui District,9002_Other assets,2015,$4986
Hurunui District,9002_Other assets,2016,$3592
Hurunui District,9002_Other assets,2017,$3172
Hurunui District,9002_Other assets,2018,$3414
Hurunui District,9002_Other assets,2019,$3404
Hurunui District,9002_Other assets,2020,$3446
Hurunui District,9002_Other assets,2021,$3572
Hurunui District,9002_Other assets,2022,$3683
Hurunui District,9003_Total fixed assets,2013,$359814
Hurunui District,9003_Total fixed assets,2014,$365923
Hurunui District,9003_Total fixed assets,2015,$373362
Hurunui District,9003_Total fixed assets,2016,$400372
Hurunui District,9003_Total fixed assets,2017,$406303
Hurunui District,9003_Total fixed assets,2018,$412371
Hurunui District,9003_Total fixed assets,2019,$441240
Hurunui District,9003_Total fixed assets,2020,$446811
Hurunui District,9003_Total fixed assets,2021,$454117
Hurunui District,9003_Total fixed assets,2022,$489033
Hurunui District,9004_Cash & financial investments/monetary assets,2013,$496
Hurunui District,9004_Cash & financial investments/monetary assets,2014,$474
Hurunui District,9004_Cash & financial investments/monetary assets,2015,$356
Hurunui District,9004_Cash & financial investments/monetary assets,2016,$399
Hurunui District,9004_Cash & financial investments/monetary assets,2017,$543
Hurunui District,9004_Cash & financial investments/monetary assets,2018,$228
Hurunui District,9004_Cash & financial investments/monetary assets,2019,$409
Hurunui District,9004_Cash & financial investments/monetary assets,2020,$302
Hurunui District,9004_Cash & financial investments/monetary assets,2021,$153
Hurunui District,9004_Cash & financial investments/monetary assets,2022,$431
Hurunui District,9005_Total assets (H),2013,$365496
Hurunui District,9005_Total assets (H),2014,$371652
Hurunui District,9005_Total assets (H),2015,$378972
Hurunui District,9005_Total assets (H),2016,$404632
Hurunui District,9005_Total assets (H),2017,$410287
Hurunui District,9005_Total assets (H),2018,$416281
Hurunui District,9005_Total assets (H),2019,$445322
Hurunui District,9005_Total assets (H),2020,$450827
Hurunui District,9005_Total assets (H),2021,$458111
Hurunui District,9005_Total assets (H),2022,$493416
Hurunui District,9006_Borrowing (total debt),2013,$18500
Hurunui District,9006_Borrowing (total debt),2014,$20000
Hurunui District,9006_Borrowing (total debt),2015,$21500
Hurunui District,9006_Borrowing (total debt),2016,$22000
Hurunui District,9006_Borrowing (total debt),2017,$22500
Hurunui District,9006_Borrowing (total debt),2018,$21500
Hurunui District,9006_Borrowing (total debt),2019,$19500
Hurunui District,9006_Borrowing (total debt),2020,$17500
Hurunui District,9006_Borrowing (total debt),2021,$14500
Hurunui District,9006_Borrowing (total debt),2022,$12000
Hurunui District,9007_Other liabilities,2013,$5303
Hurunui District,9007_Other liabilities,2014,$5458
Hurunui District,9007_Other liabilities,2015,$5613
Hurunui District,9007_Other liabilities,2016,$5781
Hurunui District,9007_Other liabilities,2017,$5957
Hurunui District,9007_Other liabilities,2018,$6116
Hurunui District,9007_Other liabilities,2019,$6281
Hurunui District,9007_Other liabilities,2020,$6470
Hurunui District,9007_Other liabilities,2021,$6675
Hurunui District,9007_Other liabilities,2022,$6885
Hurunui District,9008_Total liabilities (I),2013,$23803
Hurunui District,9008_Total liabilities (I),2014,$25458
Hurunui District,9008_Total liabilities (I),2015,$27113
Hurunui District,9008_Total liabilities (I),2016,$27781
Hurunui District,9008_Total liabilities (I),2017,$28457
Hurunui District,9008_Total liabilities (I),2018,$27616
Hurunui District,9008_Total liabilities (I),2019,$25781
Hurunui District,9008_Total liabilities (I),2020,$23970
Hurunui District,9008_Total liabilities (I),2021,$21175
Hurunui District,9008_Total liabilities (I),2022,$18885
Hurunui District,9009_Public equity (H-I),2013,$341693
Hurunui District,9009_Public equity (H-I),2014,$346194
Hurunui District,9009_Public equity (H-I),2015,$351859
Hurunui District,9009_Public equity (H-I),2016,$376851
Hurunui District,9009_Public equity (H-I),2017,$381830
Hurunui District,9009_Public equity (H-I),2018,$388665
Hurunui District,9009_Public equity (H-I),2019,$419541
Hurunui District,9009_Public equity (H-I),2020,$426857
Hurunui District,9009_Public equity (H-I),2021,$436936
Hurunui District,9009_Public equity (H-I),2022,$474531
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Mackenzie District,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Mackenzie District,9002_Other assets,2013,$27364
Mackenzie District,9002_Other assets,2014,$26931
Mackenzie District,9002_Other assets,2015,$26500
Mackenzie District,9002_Other assets,2016,$26281
Mackenzie District,9002_Other assets,2017,$26942
Mackenzie District,9002_Other assets,2018,$26237
Mackenzie District,9002_Other assets,2019,$26095
Mackenzie District,9002_Other assets,2020,$26840
Mackenzie District,9002_Other assets,2021,$26825
Mackenzie District,9002_Other assets,2022,$26809
Mackenzie District,9003_Total fixed assets,2013,$154798
Mackenzie District,9003_Total fixed assets,2014,$161810
Mackenzie District,9003_Total fixed assets,2015,$163267
Mackenzie District,9003_Total fixed assets,2016,$165166
Mackenzie District,9003_Total fixed assets,2017,$182679
Mackenzie District,9003_Total fixed assets,2018,$183394
Mackenzie District,9003_Total fixed assets,2019,$182799
Mackenzie District,9003_Total fixed assets,2020,$203776
Mackenzie District,9003_Total fixed assets,2021,$203568
Mackenzie District,9003_Total fixed assets,2022,$202563
Mackenzie District,9004_Cash & financial investments/monetary assets,2013,$4110
Mackenzie District,9004_Cash & financial investments/monetary assets,2014,$6195
Mackenzie District,9004_Cash & financial investments/monetary assets,2015,$6135
Mackenzie District,9004_Cash & financial investments/monetary assets,2016,$7197
Mackenzie District,9004_Cash & financial investments/monetary assets,2017,$6681
Mackenzie District,9004_Cash & financial investments/monetary assets,2018,$10796
Mackenzie District,9004_Cash & financial investments/monetary assets,2019,$12172
Mackenzie District,9004_Cash & financial investments/monetary assets,2020,$14288
Mackenzie District,9004_Cash & financial investments/monetary assets,2021,$15175
Mackenzie District,9004_Cash & financial investments/monetary assets,2022,$16917
Mackenzie District,9005_Total assets (H),2013,$186272
Mackenzie District,9005_Total assets (H),2014,$194936
Mackenzie District,9005_Total assets (H),2015,$195902
Mackenzie District,9005_Total assets (H),2016,$198644
Mackenzie District,9005_Total assets (H),2017,$216302
Mackenzie District,9005_Total assets (H),2018,$220427
Mackenzie District,9005_Total assets (H),2019,$221066
Mackenzie District,9005_Total assets (H),2020,$244904
Mackenzie District,9005_Total assets (H),2021,$245568
Mackenzie District,9005_Total assets (H),2022,$246289
Mackenzie District,9006_Borrowing (total debt),2013,$0
Mackenzie District,9006_Borrowing (total debt),2014,$3488
Mackenzie District,9006_Borrowing (total debt),2015,$3423
Mackenzie District,9006_Borrowing (total debt),2016,$5607
Mackenzie District,9006_Borrowing (total debt),2017,$5492
Mackenzie District,9006_Borrowing (total debt),2018,$5370
Mackenzie District,9006_Borrowing (total debt),2019,$5241
Mackenzie District,9006_Borrowing (total debt),2020,$5103
Mackenzie District,9006_Borrowing (total debt),2021,$4958
Mackenzie District,9006_Borrowing (total debt),2022,$4803
Mackenzie District,9007_Other liabilities,2013,$1622
Mackenzie District,9007_Other liabilities,2014,$1615
Mackenzie District,9007_Other liabilities,2015,$1554
Mackenzie District,9007_Other liabilities,2016,$1705
Mackenzie District,9007_Other liabilities,2017,$1701
Mackenzie District,9007_Other liabilities,2018,$1697
Mackenzie District,9007_Other liabilities,2019,$1746
Mackenzie District,9007_Other liabilities,2020,$1744
Mackenzie District,9007_Other liabilities,2021,$1741
Mackenzie District,9007_Other liabilities,2022,$1676
Mackenzie District,9008_Total liabilities (I),2013,$1622
Mackenzie District,9008_Total liabilities (I),2014,$5103
Mackenzie District,9008_Total liabilities (I),2015,$4977
Mackenzie District,9008_Total liabilities (I),2016,$7312
Mackenzie District,9008_Total liabilities (I),2017,$7193
Mackenzie District,9008_Total liabilities (I),2018,$7067
Mackenzie District,9008_Total liabilities (I),2019,$6987
Mackenzie District,9008_Total liabilities (I),2020,$6847
Mackenzie District,9008_Total liabilities (I),2021,$6699
Mackenzie District,9008_Total liabilities (I),2022,$6479
Mackenzie District,9009_Public equity (H-I),2013,$184650
Mackenzie District,9009_Public equity (H-I),2014,$189833
Mackenzie District,9009_Public equity (H-I),2015,$190925
Mackenzie District,9009_Public equity (H-I),2016,$191332
Mackenzie District,9009_Public equity (H-I),2017,$209109
Mackenzie District,9009_Public equity (H-I),2018,$213360
Mackenzie District,9009_Public equity (H-I),2019,$214079
Mackenzie District,9009_Public equity (H-I),2020,$238057
Mackenzie District,9009_Public equity (H-I),2021,$238869
Mackenzie District,9009_Public equity (H-I),2022,$239810
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Waimate District,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Waimate District,9002_Other assets,2013,$3103
Waimate District,9002_Other assets,2014,$2912
Waimate District,9002_Other assets,2015,$2956
