Council/Group Name,Financial Item,FY Ending,Value ($000)
Invercargill City,9005_Total assets (H),2018,$861365
Invercargill City,9005_Total assets (H),2019,$860463
Invercargill City,9005_Total assets (H),2020,$934094
Invercargill City,9005_Total assets (H),2021,$941673
Invercargill City,9005_Total assets (H),2022,$948508
Invercargill City,9006_Borrowing (total debt),2013,$53528
Invercargill City,9006_Borrowing (total debt),2014,$59848
Invercargill City,9006_Borrowing (total debt),2015,$63051
Invercargill City,9006_Borrowing (total debt),2016,$65558
Invercargill City,9006_Borrowing (total debt),2017,$61266
Invercargill City,9006_Borrowing (total debt),2018,$57058
Invercargill City,9006_Borrowing (total debt),2019,$53024
Invercargill City,9006_Borrowing (total debt),2020,$49409
Invercargill City,9006_Borrowing (total debt),2021,$53626
Invercargill City,9006_Borrowing (total debt),2022,$57742
Invercargill City,9007_Other liabilities,2013,$13793
Invercargill City,9007_Other liabilities,2014,$14196
Invercargill City,9007_Other liabilities,2015,$14578
Invercargill City,9007_Other liabilities,2016,$14984
Invercargill City,9007_Other liabilities,2017,$15423
Invercargill City,9007_Other liabilities,2018,$15855
Invercargill City,9007_Other liabilities,2019,$16319
Invercargill City,9007_Other liabilities,2020,$16842
Invercargill City,9007_Other liabilities,2021,$17413
Invercargill City,9007_Other liabilities,2022,$18009
Invercargill City,9008_Total liabilities (I),2013,$67322
Invercargill City,9008_Total liabilities (I),2014,$74043
Invercargill City,9008_Total liabilities (I),2015,$77628
Invercargill City,9008_Total liabilities (I),2016,$80542
Invercargill City,9008_Total liabilities (I),2017,$76689
Invercargill City,9008_Total liabilities (I),2018,$72914
Invercargill City,9008_Total liabilities (I),2019,$69343
Invercargill City,9008_Total liabilities (I),2020,$66251
Invercargill City,9008_Total liabilities (I),2021,$71040
Invercargill City,9008_Total liabilities (I),2022,$75751
Invercargill City,9009_Public equity (H-I),2013,$641181
Invercargill City,9009_Public equity (H-I),2014,$712162
Invercargill City,9009_Public equity (H-I),2015,$713768
Invercargill City,9009_Public equity (H-I),2016,$718601
Invercargill City,9009_Public equity (H-I),2017,$785972
Invercargill City,9009_Public equity (H-I),2018,$788451
Invercargill City,9009_Public equity (H-I),2019,$791119
Invercargill City,9009_Public equity (H-I),2020,$867843
Invercargill City,9009_Public equity (H-I),2021,$870633
Invercargill City,9009_Public equity (H-I),2022,$872757
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2013,$8071
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2014,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2015,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2016,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2017,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2018,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2019,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2020,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2021,$8941
Northland Regional,"9001_Investment in CCOs, CCTOs & other entities",2022,$8941
Northland Regional,9002_Other assets,2013,$64265
Northland Regional,9002_Other assets,2014,$63635
Northland Regional,9002_Other assets,2015,$63888
Northland Regional,9002_Other assets,2016,$63762
Northland Regional,9002_Other assets,2017,$64185
Northland Regional,9002_Other assets,2018,$64578
Northland Regional,9002_Other assets,2019,$65013
Northland Regional,9002_Other assets,2020,$65456
Northland Regional,9002_Other assets,2021,$65966
Northland Regional,9002_Other assets,2022,$65871
Northland Regional,9003_Total fixed assets,2013,$21487
Northland Regional,9003_Total fixed assets,2014,$28898
Northland Regional,9003_Total fixed assets,2015,$34913
Northland Regional,9003_Total fixed assets,2016,$35358
Northland Regional,9003_Total fixed assets,2017,$36343
Northland Regional,9003_Total fixed assets,2018,$36283
Northland Regional,9003_Total fixed assets,2019,$36191
Northland Regional,9003_Total fixed assets,2020,$37591
Northland Regional,9003_Total fixed assets,2021,$37254
Northland Regional,9003_Total fixed assets,2022,$37280
Northland Regional,9004_Cash & financial investments/monetary assets,2013,$33955
Northland Regional,9004_Cash & financial investments/monetary assets,2014,$30449
Northland Regional,9004_Cash & financial investments/monetary assets,2015,$28781
Northland Regional,9004_Cash & financial investments/monetary assets,2016,$33638
Northland Regional,9004_Cash & financial investments/monetary assets,2017,$39443
Northland Regional,9004_Cash & financial investments/monetary assets,2018,$46660
Northland Regional,9004_Cash & financial investments/monetary assets,2019,$54861
Northland Regional,9004_Cash & financial investments/monetary assets,2020,$63021
Northland Regional,9004_Cash & financial investments/monetary assets,2021,$72879
Northland Regional,9004_Cash & financial investments/monetary assets,2022,$82935
Northland Regional,9005_Total assets (H),2013,$127779
Northland Regional,9005_Total assets (H),2014,$131923
Northland Regional,9005_Total assets (H),2015,$136523
Northland Regional,9005_Total assets (H),2016,$141698
Northland Regional,9005_Total assets (H),2017,$148912
Northland Regional,9005_Total assets (H),2018,$156462
Northland Regional,9005_Total assets (H),2019,$165005
Northland Regional,9005_Total assets (H),2020,$175008
Northland Regional,9005_Total assets (H),2021,$185039
Northland Regional,9005_Total assets (H),2022,$195027
Northland Regional,9006_Borrowing (total debt),2013,$0
Northland Regional,9006_Borrowing (total debt),2014,$0
Northland Regional,9006_Borrowing (total debt),2015,$0
Northland Regional,9006_Borrowing (total debt),2016,$0
Northland Regional,9006_Borrowing (total debt),2017,$0
Northland Regional,9006_Borrowing (total debt),2018,$0
Northland Regional,9006_Borrowing (total debt),2019,$0
Northland Regional,9006_Borrowing (total debt),2020,$0
Northland Regional,9006_Borrowing (total debt),2021,$0
Northland Regional,9006_Borrowing (total debt),2022,$0
Northland Regional,9007_Other liabilities,2013,$6285
Northland Regional,9007_Other liabilities,2014,$6473
Northland Regional,9007_Other liabilities,2015,$6667
Northland Regional,9007_Other liabilities,2016,$6880
Northland Regional,9007_Other liabilities,2017,$7105
Northland Regional,9007_Other liabilities,2018,$7329
Northland Regional,9007_Other liabilities,2019,$7553
Northland Regional,9007_Other liabilities,2020,$7789
Northland Regional,9007_Other liabilities,2021,$8052
Northland Regional,9007_Other liabilities,2022,$8319
Northland Regional,9008_Total liabilities (I),2013,$6285
Northland Regional,9008_Total liabilities (I),2014,$6473
Northland Regional,9008_Total liabilities (I),2015,$6667
Northland Regional,9008_Total liabilities (I),2016,$6880
Northland Regional,9008_Total liabilities (I),2017,$7105
Northland Regional,9008_Total liabilities (I),2018,$7329
Northland Regional,9008_Total liabilities (I),2019,$7553
Northland Regional,9008_Total liabilities (I),2020,$7789
Northland Regional,9008_Total liabilities (I),2021,$8052
Northland Regional,9008_Total liabilities (I),2022,$8319
Northland Regional,9009_Public equity (H-I),2013,$121494
Northland Regional,9009_Public equity (H-I),2014,$125450
Northland Regional,9009_Public equity (H-I),2015,$129856
Northland Regional,9009_Public equity (H-I),2016,$134817
Northland Regional,9009_Public equity (H-I),2017,$141806
Northland Regional,9009_Public equity (H-I),2018,$149133
Northland Regional,9009_Public equity (H-I),2019,$157453
Northland Regional,9009_Public equity (H-I),2020,$167219
Northland Regional,9009_Public equity (H-I),2021,$176987
Northland Regional,9009_Public equity (H-I),2022,$186709
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2013,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2014,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2015,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2016,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2017,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2018,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2019,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2020,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2021,$5192
Waikato Regional,"9001_Investment in CCOs, CCTOs & other entities",2022,$5192
Waikato Regional,9002_Other assets,2013,$13456
Waikato Regional,9002_Other assets,2014,$14623
Waikato Regional,9002_Other assets,2015,$15240
Waikato Regional,9002_Other assets,2016,$16166
Waikato Regional,9002_Other assets,2017,$16479
Waikato Regional,9002_Other assets,2018,$16956
Waikato Regional,9002_Other assets,2019,$17354
Waikato Regional,9002_Other assets,2020,$17619
Waikato Regional,9002_Other assets,2021,$18019
Waikato Regional,9002_Other assets,2022,$18669
Waikato Regional,9003_Total fixed assets,2013,$335792
Waikato Regional,9003_Total fixed assets,2014,$369519
Waikato Regional,9003_Total fixed assets,2015,$374240
Waikato Regional,9003_Total fixed assets,2016,$374570
Waikato Regional,9003_Total fixed assets,2017,$409380
Waikato Regional,9003_Total fixed assets,2018,$408022
Waikato Regional,9003_Total fixed assets,2019,$407519
Waikato Regional,9003_Total fixed assets,2020,$452841
Waikato Regional,9003_Total fixed assets,2021,$451838
Waikato Regional,9003_Total fixed assets,2022,$450481
Waikato Regional,9004_Cash & financial investments/monetary assets,2013,$82395
Waikato Regional,9004_Cash & financial investments/monetary assets,2014,$81974
Waikato Regional,9004_Cash & financial investments/monetary assets,2015,$82113
Waikato Regional,9004_Cash & financial investments/monetary assets,2016,$86452
Waikato Regional,9004_Cash & financial investments/monetary assets,2017,$95351
Waikato Regional,9004_Cash & financial investments/monetary assets,2018,$102965
Waikato Regional,9004_Cash & financial investments/monetary assets,2019,$111270
Waikato Regional,9004_Cash & financial investments/monetary assets,2020,$127955
Waikato Regional,9004_Cash & financial investments/monetary assets,2021,$134895
Waikato Regional,9004_Cash & financial investments/monetary assets,2022,$142104
Waikato Regional,9005_Total assets (H),2013,$436835
Waikato Regional,9005_Total assets (H),2014,$471308
Waikato Regional,9005_Total assets (H),2015,$476785
Waikato Regional,9005_Total assets (H),2016,$482380
Waikato Regional,9005_Total assets (H),2017,$526402
Waikato Regional,9005_Total assets (H),2018,$533135
Waikato Regional,9005_Total assets (H),2019,$541335
Waikato Regional,9005_Total assets (H),2020,$603607
Waikato Regional,9005_Total assets (H),2021,$609944
Waikato Regional,9005_Total assets (H),2022,$616446
Waikato Regional,9006_Borrowing (total debt),2013,$0
Waikato Regional,9006_Borrowing (total debt),2014,$0
Waikato Regional,9006_Borrowing (total debt),2015,$0
Waikato Regional,9006_Borrowing (total debt),2016,$0
Waikato Regional,9006_Borrowing (total debt),2017,$0
Waikato Regional,9006_Borrowing (total debt),2018,$0
Waikato Regional,9006_Borrowing (total debt),2019,$0
Waikato Regional,9006_Borrowing (total debt),2020,$0
Waikato Regional,9006_Borrowing (total debt),2021,$0
Waikato Regional,9006_Borrowing (total debt),2022,$0
Waikato Regional,9007_Other liabilities,2013,$21948
Waikato Regional,9007_Other liabilities,2014,$22347
Waikato Regional,9007_Other liabilities,2015,$22706
Waikato Regional,9007_Other liabilities,2016,$23390
Waikato Regional,9007_Other liabilities,2017,$24105
Waikato Regional,9007_Other liabilities,2018,$24176
Waikato Regional,9007_Other liabilities,2019,$24586
Waikato Regional,9007_Other liabilities,2020,$25545
Waikato Regional,9007_Other liabilities,2021,$26183
Waikato Regional,9007_Other liabilities,2022,$26919
Waikato Regional,9008_Total liabilities (I),2013,$21948
Waikato Regional,9008_Total liabilities (I),2014,$22347
Waikato Regional,9008_Total liabilities (I),2015,$22706
Waikato Regional,9008_Total liabilities (I),2016,$23390
Waikato Regional,9008_Total liabilities (I),2017,$24105
Waikato Regional,9008_Total liabilities (I),2018,$24176
Waikato Regional,9008_Total liabilities (I),2019,$24586
Waikato Regional,9008_Total liabilities (I),2020,$25545
Waikato Regional,9008_Total liabilities (I),2021,$26183
Waikato Regional,9008_Total liabilities (I),2022,$26919
Waikato Regional,9009_Public equity (H-I),2013,$414887
Waikato Regional,9009_Public equity (H-I),2014,$448961
Waikato Regional,9009_Public equity (H-I),2015,$454079
Waikato Regional,9009_Public equity (H-I),2016,$458990
Waikato Regional,9009_Public equity (H-I),2017,$502297
Waikato Regional,9009_Public equity (H-I),2018,$508959
Waikato Regional,9009_Public equity (H-I),2019,$516749
Waikato Regional,9009_Public equity (H-I),2020,$578062
Waikato Regional,9009_Public equity (H-I),2021,$583761
Waikato Regional,9009_Public equity (H-I),2022,$589527
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2013,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2014,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2015,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2016,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2017,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2018,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2019,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2020,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2021,$12
Bay of Plenty Regional,"9001_Investment in CCOs, CCTOs & other entities",2022,$12
