SAMPLE_NO,EASTING,NORTHING,B
565847,287890,368440,38
565848,290289,344144,29
565849,291982,344441,33
565850,284075,362923,83
565851,290972,347287,35
565852,293384,350861,40
565853,304751,351579,23
565854,293845,337931,33
565855,282796,367455,26
565856,305559,338810,36
565858,285562,366310,31
565859,287120,359615,30
565860,290242,367901,31
565861,289758,346018,32
565862,294332,338794,30
565863,307270,351783,22
565864,293866,351703,43
565865,284343,358625,35
565866,294028,350932,37
565867,295223,345864,32
565869,292175,349011,51
565870,284837,358548,33
565871,296900,342659,29
565872,297567,338835,17
565873,284657,368007,33
565874,290351,349626,57
565876,306181,358739,26
565877,281629,364489,27
565879,289034,369428,21
565880,294962,337935,28
565881,306167,358763,28
565882,283641,368045,28
565883,296596,340486,30
565884,294886,342286,30
565885,284322,363429,29
565887,305002,355597,17
565888,285928,360856,28
565889,297653,339821,21
565890,291755,349204,41
565891,294725,347968,29
565892,307751,356393,23
565893,295320,342740,42
565894,304010,338667,25
565895,295035,340596,31
565897,291035,334775,32
565898,304716,339309,31
565899,293181,348414,29
565901,338487,397681,9
565902,327247,399348,4
565904,337031,405899,37
565905,338110,404494,18
565906,332095,406066,4
565907,339472,394602,67
565909,335871,393801,4
565910,328382,409111,4
565911,340469,396801,37
565912,342261,397473,11
565913,334981,393564,6
565916,342344,398350,26
565918,343236,397108,17
565919,331316,406121,4
565920,334202,399541,4
565921,332351,395856,5
565922,335103,397951,6
565924,335741,401584,16
565925,339583,399584,18
565926,334252,400892,6
565927,336854,403542,17
565930,331550,407242,29
565931,325405,401519,5
565932,329693,408844,7
565933,326076,399746,6
565934,336295,397229,15
565936,337909,404613,31
565937,325405,401519,5
565938,339366,398155,52
565939,335437,396296,7
565940,340976,395404,50
565941,332828,397014,5
565942,336102,393425,7
565945,335607,394269,15
565947,334346,397608,10
565948,336590,402021,16
565950,328490,407253,6
565951,332381,407878,9
565952,338105,395673,10
565954,335024,402641,6
565955,334397,400039,7
565956,337515,394815,9
565957,331818,409305,9
565960,341172,396046,17
565961,325060,401153,4
565963,328478,406896,8
565964,333256,397281,7
565965,332099,407311,14
565966,334581,401576,4
565968,339819,397592,36
565970,334582,397036,7
565971,339702,397583,28
565972,332618,405030,4
565973,339937,398289,15
565974,339626,394567,15
565975,341747,398439,26
565976,338919,395841,20
565979,327937,406987,8
565981,331264,407782,11
565982,333587,396439,10
565983,326222,400530,5
565984,325811,400688,8
565986,339115,405046,30
565988,330815,403453,9
565989,338530,394817,11
565990,341623,395714,12
565992,334362,401188,6
565993,329715,404211,4
565994,331357,408020,8
565995,327268,407739,11
565996,337248,402391,15
565997,333747,402130,8
565998,335175,394578,7
565999,341262,395538,49
566000,330918,407022,9
566002,329991,342558,26
566003,333663,349138,35
566004,287343,364820,42
566005,301931,350756,11
566006,327406,345257,34
566007,331004,348796,41
566008,329698,348148,37
566009,328479,341143,32
566010,331249,347901,51
566011,301401,349958,33
566012,326308,346008,38
566013,329504,340123,22
566015,330711,347801,42
566016,289916,355782,68
566018,295803,349712,25
566020,294814,359771,30
566021,296080,360056,37
566022,288898,353849,40
566023,303362,358280,25
566024,295876,354321,46
566027,329611,346564,43
566028,332645,349297,42
566029,299830,351793,83
566030,327271,343954,26
566031,288586,356069,88
566034,292580,353600,61
566035,293889,358964,39
566036,292836,359461,73
566037,300782,349681,35
566038,295387,355109,64
566041,287440,355210,31
566042,294000,357816,53
566043,304042,357904,25
566045,290380,354582,40
566046,287200,351950,31
566047,303372,350374,44
566048,293359,349813,46
566050,293950,349817,43
566051,326620,346352,35
566052,296860,357734,30
566054,294761,349435,38
566055,291434,353245,82
566056,329640,348505,37
566058,329934,340563,24
566059,330038,341617,26
566061,328940,346681,37
566064,293079,357530,42
566065,328003,342342,22
566066,293278,354903,63
566067,287965,353548,40
566070,296017,353272,40
566071,293279,353334,51
566072,297233,357806,36
566073,295157,359123,45
566074,297109,354387,41
566077,291932,358446,96
566078,331577,347911,44
566079,290742,353385,58
566081,292389,355495,50
566082,326873,345156,40
566083,328276,347705,38
566085,296037,352754,124
566086,305363,359753,33
566088,292811,350425,39
566089,326003,347082,39
566090,330338,348183,44
566092,292588,357883,58
566093,287004,356924,56
566094,333793,347703,35
566095,286503,352901,33
566096,287342,364827,36
566099,326212,347532,34
566100,326667,343969,43
566102,313234,368044,17
566104,323898,408131,8
566105,326462,398806,5
566106,320325,402050,5
566107,314295,369322,17
566108,317263,368063,16
566109,320012,399212,4
566110,323412,404436,4
566112,322198,398745,5
566113,330112,399588,5
566114,329855,400194,4
566115,319958,396413,8
566116,326203,405331,49
566117,322107,401775,4
566118,320501,401606,4
566119,317427,366387,18
566120,323282,404596,6
566121,322130,403565,11
566122,330058,399276,4
566123,326389,404839,4
566124,320429,403492,4
566125,320890,402306,5
566126,320446,400186,4
566127,328037,400661,5
566128,315280,369136,21
566129,319486,398054,7
566131,319634,399555,5
566135,322391,407806,8
566136,317332,399096,5
566137,331623,396311,9
566138,321779,408531,7
566139,319958,403326,17
566140,317727,400465,7
566141,325592,405298,4
566142,322460,401034,4
566144,322604,404366,4
566145,319740,394816,10
566146,321078,400306,7
566148,328226,397113,5
566149,323091,400232,5
566150,320285,397045,6
566151,314962,366437,22
566152,327168,402941,4
566156,326183,406937,9
566157,318741,396006,10
566158,317704,397022,5
566162,331248,399493,6
566163,321153,398255,8
566164,324739,404740,4
566165,318556,398313,8
566166,312526,363692,16
566167,318469,396421,8
566168,320930,397644,6
566169,319026,400398,4
566170,320712,399740,6
566171,312526,363692,18
566172,323187,407516,6
566173,322461,402654,5
566174,315392,399237,6
566175,330498,398105,6
566176,326635,405238,6
566177,320936,395082,9
566178,322474,400401,8
566180,324178,406818,7
566181,322372,401816,5
566182,326502,403699,5
566183,327399,399195,7
566184,330775,400253,5
566185,321185,400172,5
566186,324773,404464,4
566187,328249,399660,8
566188,321941,395371,5
566189,331740,399793,8
566190,328770,396632,6
566191,321811,398572,6
566192,324330,406679,6
566193,329587,400732,4
566194,326228,406710,5
566195,317730,398023,8
566197,323052,402128,5
566198,325189,404573,4
566199,330671,397139,4
566200,322952,400442,5
566201,315460,340221,33
566202,324898,347981,36
566203,302751,349181,40
566204,318513,339616,32
566205,309738,355253,33
566206,327127,350323,35
566207,297304,343360,39
566208,314014,353245,38
566209,315410,351320,32
566212,326751,349041,36
566213,297665,346127,26
566214,326383,351305,36
566215,320614,344110,37
566216,320463,340383,32
566217,315554,341701,42
566219,319201,343044,33
566220,325302,343801,33
566224,302760,344180,39
566225,312651,352078,31
566226,320388,343100,38
566227,321576,343417,36
566228,318574,341737,34
566229,323204,342529,39
566230,321107,344591,39
566231,323134,344687,38
566232,314197,341597,45
566233,326046,341128,27
566234,297770,344522,27
566235,296652,347007,18
566236,300262,343390,26
566238,303647,349126,36
566239,318528,341965,10
566240,299736,348692,33
566241,313953,340506,35
566242,325974,342707,30
566244,324100,343198,32
566245,313266,342195,35
566246,312441,339717,38
566247,310483,351929,42
566248,297800,347200,19
566249,311204,339279,32
566251,297279,345599,25
566252,309827,353290,54
566253,322558,343902,37
566254,319171,342086,37
566257,297290,348312,46
566258,324219,343798,39
566259,300871,345757,29
566260,319141,368188,19
566261,297968,348695,39
566262,319971,341844,23
566263,324371,346931,33
566264,309488,351840,49
566265,317228,341252,35
566266,301202,347703,37
566267,304094,347975,44
566269,315996,341092,35
566270,300647,344773,42
566271,297306,349006,38
566273,321837,341603,33
566274,296635,345302,24
566276,324667,345558,36
566277,303623,343746,46
566279,309269,354210,34
566280,319537,340614,31
566281,324689,345517,33
566283,299907,345792,27
566284,298442,347322,21
566287,325765,350977,39
566288,301287,346627,33
566289,299091,344877,28
566290,316745,340273,31
566291,303914,348619,40
566293,299434,347825,38
566294,313840,343215,45
566295,299503,346193,33
566297,296915,344895,31
566298,313852,344152,30
566299,316019,339690,33
566302,333728,392821,7
566303,323797,395487,4
566304,324048,398372,5
566305,323146,397810,4
566306,326242,393614,6
566307,329410,376856,53
566308,346920,401046,33
566309,328232,380652,13
566312,326963,378310,19
566313,326295,382786,21
566315,327570,395740,6
566316,326294,378787,17
566317,322163,393390,7
566318,325252,378599,15
566319,326791,394255,7
566322,309599,362229,24
566323,325783,393795,7
566324,329988,380468,14
566325,310745,366531,19
566326,327462,374578,8
566327,324756,398348,6
566329,328300,394685,9
566330,327600,387485,34
566331,332758,394103,11
566332,345733,400725,18
566333,333022,392742,7
566334,309450,361717,23
566335,324722,393876,10
566336,323295,398556,5
566337,332757,394103,9
566339,309751,361211,30
566340,326651,376713,18
566342,327019,380560,18
566344,328890,389632,9
566345,328414,382332,14
566348,326949,397077,6
566350,343860,400975,37
566351,326355,391893,7
566352,327076,383601,15
566353,327765,374335,11
566354,309615,360702,20
566355,327089,378912,13
566356,329555,375835,71
566357,347921,398092,25
566359,324506,394880,7
566360,325481,375449,6
566361,327310,372920,10
566363,343797,402590,26
566365,327604,387758,36
566366,330166,380622,35
566367,346865,393114,42
566368,313279,364264,20
566369,325931,380065,10
566371,311292,364008,20
566372,321794,393832,4
566373,311624,365618,19
566375,325905,377664,18
566378,325413,394491,4
566379,344600,401642,20
566381,327160,389460,5
566383,326270,372053,11
566384,326033,372947,17
566386,327133,395843,4
566387,329893,387453,27
566388,322820,392126,4
566391,345081,402182,21
566392,326461,374843,4
566394,327077,390602,4
566395,345966,394527,61
566396,325858,397899,4
566397,329855,381008,15
566398,326748,382527,13
566399,327041,376632,4
566400,327314,393912,4
566401,300178,341051,25
566402,305448,345281,35
566404,317899,353901,22
566405,316679,354055,31
566406,307696,342151,28
566407,323558,350677,39
566409,305301,343726,45
566410,323220,352067,32
566411,322194,347638,41
566412,309356,341924,33
566413,304547,344262,33
566414,323125,348570,38
566416,328671,359556,32
566418,314225,362089,27
566419,314673,342354,36
566420,317748,353188,32
566421,311592,355745,29
566422,326222,354055,41
566423,322690,346237,36
566424,318657,349276,32
566425,329765,359974,30
566426,329797,360414,27
566427,305031,345755,32
566428,322075,353352,38
566429,333137,352052,31
566431,326849,358784,43
566432,328634,358390,33
566433,301289,341287,39
566434,319725,347777,33
566435,310536,348543,32
566436,312083,350691,47
566437,302126,341687,33
566438,319702,349828,32
566439,316583,362734,33
566440,302803,341641,38
566441,316666,345146,41
566442,314234,348134,35
566443,320679,346152,36
566445,329356,360739,36
566446,326703,352162,39
566447,319082,354693,39
566448,328166,349536,30
566449,328560,352555,30
566450,329797,349317,41
566451,315581,342911,34
566452,312484,355384,38
566454,331427,349613,38
566455,323776,354343,40
566456,324496,348258,39
566457,328393,350372,41
566459,306658,345166,37
566460,310436,357062,33
566461,322423,349442,35
566463,314681,365351,29
566464,313166,348349,40
566465,304834,341212,33
566466,311537,355380,28
566467,325039,353290,43
566468,317159,355873,41
566469,329366,351555,43
566470,316851,349865,33
566471,327532,360722,27
566472,313034,357475,31
566473,311475,347677,29
566474,318060,349753,33
566476,322672,349223,40
566477,312041,349561,38
566478,323855,352626,34
566479,324484,354852,38
566480,300980,342628,27
566481,306700,349710,53
566482,306807,342135,27
566483,310701,345659,33
566485,315918,348952,39
566486,321621,345419,33
566488,328610,349423,36
566489,316766,344198,33
566490,323902,350219,40
566492,312606,347581,39
566493,314702,347139,47
566494,330232,350849,38
566495,326315,352412,32
566496,317892,353925,29
566497,327891,352432,34
566498,299352,342386,33
566499,316083,345494,38
566500,314289,349563,38
566504,334569,385847,36
566505,334774,393931,15
566506,331601,391302,10
566510,329922,363996,38
566511,321539,364267,35
566513,320665,358687,38
566514,323511,364742,27
566516,338310,389600,20
566517,332391,388433,10
566518,335681,388911,9
566520,329099,363428,31
566522,317358,358657,33
566523,340109,390326,30
566524,323322,360856,36
566525,330670,390251,10
566527,323036,356855,30
566529,344031,393493,20
566533,320778,361688,37
566535,332995,385020,30
566537,330994,394000,9
566538,340382,392697,8
566539,323415,366003,31
566543,337804,387721,61
566552,337122,391666,10
566556,335484,388520,11
566558,344519,392091,118
566561,342685,391923,36
566562,320902,360220,37
566565,344940,395400,33
566572,334242,385317,51
566573,333007,389535,7
566574,343335,393423,16
566575,329929,393450,11
566580,333441,386390,56
566582,338380,390618,9
566583,333804,393605,10
566584,321391,359078,32
566586,331869,363781,34
566587,321310,358008,35
566589,322221,358215,40
566592,334213,386441,25
566594,336242,388046,16
566595,343433,394370,14
566597,334101,391091,4
566598,334336,391899,7
566599,331833,394222,11
566601,342680,362606,44
566603,311032,451318,12
566604,342520,358571,50
566607,315399,450082,13
566615,319135,347836,34
566616,340264,362525,46
566617,341452,357774,53
566618,319894,355656,30
566626,320095,345495,25
566628,339906,358830,39
566632,318781,343746,37
566634,316097,451574,8
566637,342281,358653,30
566641,318742,345634,42
566645,314813,356231,41
566646,317335,346407,23
566649,320742,355244,29
566654,340562,362123,43
566656,319418,347594,34
566662,341112,360938,36
566665,341912,358261,42
566669,342126,361127,41
566672,341827,358822,42
566680,340389,359352,39
566690,342209,360447,41
566694,316086,355256,42
566698,338774,360273,46
566701,325462,348147,33
566702,317093,433871,33
566703,316271,437393,31
566704,318024,332831,21
566705,318698,334860,21
566706,307256,438729,20
566707,288130,427410,35
566708,322808,438450,42
566709,319896,428321,30
566710,320222,426672,27
566711,359946,351522,39
566712,282987,438497,23
566713,316706,426195,4
566715,312628,439886,25
566716,284250,435305,33
566717,319043,440172,43
566718,283246,435829,26
566719,309457,437367,20
566720,317567,435241,31
566721,291033,319624,8
566722,313941,400885,7
566723,303767,439059,17
566724,297156,427780,13
566725,314481,367437,35
566726,320880,436136,18
566727,285300,379960,32
566729,311317,440369,26
566730,308440,430451,32
566731,309345,433936,18
566732,323044,437930,48
566733,315654,432901,26
566734,316226,396249,8
566735,316485,438223,28
566736,317614,334361,18
566737,309345,433935,19
566738,330007,361950,42
566739,316234,393631,4
566740,287069,431772,25
566741,286083,387958,42
566742,316771,428164,28
566744,308878,434647,18
566745,316064,427469,15
566746,303741,316753,11
566747,331219,388877,7
566748,284791,389027,38
566749,322755,437909,29
566750,325111,434848,33
566751,307673,428236,18
566752,312958,423359,4
566753,321288,436518,28
566754,307358,392980,17
566755,317186,435912,29
566756,277805,431958,17
566757,323050,439107,29
566759,316702,437967,33
566760,321336,427029,37
566761,317812,434663,33
566763,324616,435608,40
566764,318374,374410,11
566765,307614,432711,28
566766,298649,426772,10
566767,320278,426990,35
566768,337833,354663,21
566769,285550,438106,20
566770,319453,392013,4
566771,326527,337588,31
566772,316772,441122,22
566773,331999,356812,11
566774,291823,424049,19
566775,284655,435655,17
566776,327209,350822,32
566778,317595,428799,29
566779,321574,429227,35
566781,307773,429141,24
566782,315176,377821,17
566783,315177,433999,35
566784,319620,435727,23
566785,313855,330035,17
566786,313311,435751,26
566787,308384,433521,31
566788,317416,439714,36
566789,281839,428604,12
566790,320300,426229,18
566791,320841,429173,37
566792,320754,435979,27
566793,316646,439306,37
566794,308395,428475,24
566795,322938,427357,29
566796,283441,388030,26
566797,300858,427641,8
566798,315411,426997,9
566799,288070,429249,24
566800,309518,438042,23
566802,303071,410050,14
566803,320930,425957,44
566804,295287,411864,17
566806,296004,415506,33
566807,336880,329890,12
566808,326212,321504,9
566809,310466,414286,39
566810,330340,322246,7
566812,289927,402970,22
566813,307450,414161,6
566815,335722,329066,8
566816,313533,429169,56
566818,297788,432327,17
566819,310118,432803,19
566820,333536,319113,20
566821,332824,320517,17
566822,296766,421185,15
566823,299345,438027,56
566824,320441,411583,4
566825,311985,429744,21
566826,311305,419990,4
566827,317895,353862,30
566828,332444,326984,6
566829,294588,443697,13
566830,312646,416464,7
566831,311630,432428,33
566832,312972,430632,15
566834,302730,417040,8
566835,289963,371401,29
566836,344720,397284,17
566838,320017,408233,4
566839,321303,418940,6
566841,327585,407453,4
566842,334676,400439,4
566843,307798,435896,29
566845,307867,421146,9
566846,323782,324093,10
566848,320769,425081,23
566849,322397,325095,14
566850,318924,421718,7
566851,287334,393651,34
566854,316586,418652,9
566855,299502,419119,15
566856,326192,320577,11
566857,293036,439114,30
566858,308550,411099,12
566859,305805,408132,14
566861,302452,350828,36
566863,326827,411922,28
566864,329079,401553,7
566865,311532,412185,10
566866,324755,417681,6
566867,318767,322964,30
566869,298494,443796,23
566870,324333,411009,9
566873,290962,371024,34
566874,323412,410855,13
566877,329979,400951,8
566878,330248,324630,7
566879,298312,421701,16
566880,304600,320281,11
566881,327022,419294,5
566882,286108,408510,13
566883,312482,363727,24
566884,323184,415757,7
566885,328954,407875,7
566886,316249,434818,25
566888,321413,425784,17
566889,299352,398668,14
566890,328466,321670,15
566892,330487,401541,4
566893,329889,406589,4
566894,290711,435803,16
566895,324182,326841,9
566896,295352,411831,17
566897,322606,325392,11
566898,307006,317934,12
566899,308014,394962,14
566900,331745,403025,33
