Council,Date,Financial,Value ($000)
Papakura District,2014,26 Equity,720217
Papakura District,2015,15 Monetary Assets,56373
Papakura District,2015,17 Fixed Assets,826943
Papakura District,2015,18 Investment Properties,0
Papakura District,2015,19 Other Assets,9097
Papakura District,2015,20 Total Assets,892413
Papakura District,2015,21 Public Debt,113669
Papakura District,2015,22 Public Debt Non-Current,90928
Papakura District,2015,23 Public Debt Current,22741
Papakura District,2015,24 Other Liabilities,35191
Papakura District,2015,25 Total Liabilities,148859
Papakura District,2015,26 Equity,743554
Papakura District,2016,15 Monetary Assets,57785
Papakura District,2016,17 Fixed Assets,840429
Papakura District,2016,18 Investment Properties,0
Papakura District,2016,19 Other Assets,9227
Papakura District,2016,20 Total Assets,907440
Papakura District,2016,21 Public Debt,110210
Papakura District,2016,22 Public Debt Non-Current,88161
Papakura District,2016,23 Public Debt Current,22049
Papakura District,2016,24 Other Liabilities,33438
Papakura District,2016,25 Total Liabilities,143649
Papakura District,2016,26 Equity,763791
Papakura District,2017,15 Monetary Assets,59189
Papakura District,2017,17 Fixed Assets,886568
Papakura District,2017,18 Investment Properties,0
Papakura District,2017,19 Other Assets,9853
Papakura District,2017,20 Total Assets,955611
Papakura District,2017,21 Public Debt,104982
Papakura District,2017,22 Public Debt Non-Current,83978
Papakura District,2017,23 Public Debt Current,21004
Papakura District,2017,24 Other Liabilities,33484
Papakura District,2017,25 Total Liabilities,138466
Papakura District,2017,26 Equity,817145
Papakura District,2018,15 Monetary Assets,60744
Papakura District,2018,17 Fixed Assets,890973
Papakura District,2018,18 Investment Properties,0
Papakura District,2018,19 Other Assets,9794
Papakura District,2018,20 Total Assets,961511
Papakura District,2018,21 Public Debt,96658
Papakura District,2018,22 Public Debt Non-Current,77319
Papakura District,2018,23 Public Debt Current,19339
Papakura District,2018,24 Other Liabilities,32447
Papakura District,2018,25 Total Liabilities,129105
Papakura District,2018,26 Equity,832406
Papakura District,2019,15 Monetary Assets,61990
Papakura District,2019,17 Fixed Assets,902343
Papakura District,2019,18 Investment Properties,0
Papakura District,2019,19 Other Assets,10255
Papakura District,2019,20 Total Assets,974587
Papakura District,2019,21 Public Debt,89386
Papakura District,2019,22 Public Debt Non-Current,71501
Papakura District,2019,23 Public Debt Current,17885
Papakura District,2019,24 Other Liabilities,33493
Papakura District,2019,25 Total Liabilities,122879
Papakura District,2019,26 Equity,851708
Franklin District,2010,15 Monetary Assets,1276
Franklin District,2010,17 Fixed Assets,1259738
Franklin District,2010,18 Investment Properties,0
Franklin District,2010,19 Other Assets,10453
Franklin District,2010,20 Total Assets,1271467
Franklin District,2010,21 Public Debt,94200
Franklin District,2010,22 Public Debt Non-Current,79200
Franklin District,2010,23 Public Debt Current,15000
Franklin District,2010,24 Other Liabilities,12416
Franklin District,2010,25 Total Liabilities,106616
Franklin District,2010,26 Equity,1164851
Franklin District,2011,15 Monetary Assets,1383
Franklin District,2011,17 Fixed Assets,1314808
Franklin District,2011,18 Investment Properties,0
Franklin District,2011,19 Other Assets,10361
Franklin District,2011,20 Total Assets,1326552
Franklin District,2011,21 Public Debt,107850
Franklin District,2011,22 Public Debt Non-Current,95850
Franklin District,2011,23 Public Debt Current,12000
Franklin District,2011,24 Other Liabilities,12605
Franklin District,2011,25 Total Liabilities,120455
Franklin District,2011,26 Equity,1206097
Franklin District,2012,15 Monetary Assets,1435
Franklin District,2012,17 Fixed Assets,1382537
Franklin District,2012,18 Investment Properties,0
Franklin District,2012,19 Other Assets,10281
Franklin District,2012,20 Total Assets,1394253
Franklin District,2012,21 Public Debt,124250
Franklin District,2012,22 Public Debt Non-Current,117250
Franklin District,2012,23 Public Debt Current,7000
Franklin District,2012,24 Other Liabilities,12906
Franklin District,2012,25 Total Liabilities,137156
Franklin District,2012,26 Equity,1257097
Franklin District,2013,15 Monetary Assets,1516
Franklin District,2013,17 Fixed Assets,1447548
Franklin District,2013,18 Investment Properties,0
Franklin District,2013,19 Other Assets,10129
Franklin District,2013,20 Total Assets,1459193
Franklin District,2013,21 Public Debt,131150
Franklin District,2013,22 Public Debt Non-Current,122150
Franklin District,2013,23 Public Debt Current,9000
Franklin District,2013,24 Other Liabilities,13130
Franklin District,2013,25 Total Liabilities,144280
Franklin District,2013,26 Equity,1314913
Franklin District,2014,15 Monetary Assets,1546
Franklin District,2014,17 Fixed Assets,1514330
Franklin District,2014,18 Investment Properties,0
Franklin District,2014,19 Other Assets,10328
Franklin District,2014,20 Total Assets,1526204
Franklin District,2014,21 Public Debt,135750
Franklin District,2014,22 Public Debt Non-Current,120750
Franklin District,2014,23 Public Debt Current,15000
Franklin District,2014,24 Other Liabilities,13957
Franklin District,2014,25 Total Liabilities,149707
Franklin District,2014,26 Equity,1376497
Franklin District,2015,15 Monetary Assets,1609
Franklin District,2015,17 Fixed Assets,1581240
Franklin District,2015,18 Investment Properties,0
Franklin District,2015,19 Other Assets,10300
Franklin District,2015,20 Total Assets,1593149
Franklin District,2015,21 Public Debt,138850
Franklin District,2015,22 Public Debt Non-Current,123850
Franklin District,2015,23 Public Debt Current,15000
Franklin District,2015,24 Other Liabilities,14587
Franklin District,2015,25 Total Liabilities,153437
Franklin District,2015,26 Equity,1439712
Franklin District,2016,15 Monetary Assets,1633
Franklin District,2016,17 Fixed Assets,1640759
Franklin District,2016,18 Investment Properties,0
Franklin District,2016,19 Other Assets,10345
Franklin District,2016,20 Total Assets,1652737
Franklin District,2016,21 Public Debt,134000
Franklin District,2016,22 Public Debt Non-Current,119000
Franklin District,2016,23 Public Debt Current,15000
Franklin District,2016,24 Other Liabilities,15068
Franklin District,2016,25 Total Liabilities,149068
Franklin District,2016,26 Equity,1503669
Franklin District,2017,15 Monetary Assets,1720
Franklin District,2017,17 Fixed Assets,1714700
Franklin District,2017,18 Investment Properties,0
Franklin District,2017,19 Other Assets,10369
Franklin District,2017,20 Total Assets,1726789
Franklin District,2017,21 Public Debt,139600
Franklin District,2017,22 Public Debt Non-Current,124600
Franklin District,2017,23 Public Debt Current,15000
Franklin District,2017,24 Other Liabilities,15625
Franklin District,2017,25 Total Liabilities,155225
Franklin District,2017,26 Equity,1571564
Franklin District,2018,15 Monetary Assets,1760
Franklin District,2018,17 Fixed Assets,1794306
Franklin District,2018,18 Investment Properties,0
Franklin District,2018,19 Other Assets,10648
Franklin District,2018,20 Total Assets,1806714
Franklin District,2018,21 Public Debt,149700
Franklin District,2018,22 Public Debt Non-Current,130400
Franklin District,2018,23 Public Debt Current,19300
Franklin District,2018,24 Other Liabilities,16364
Franklin District,2018,25 Total Liabilities,166064
Franklin District,2018,26 Equity,1640650
Franklin District,2019,15 Monetary Assets,1802
Franklin District,2019,17 Fixed Assets,1849342
Franklin District,2019,18 Investment Properties,0
Franklin District,2019,19 Other Assets,10843
Franklin District,2019,20 Total Assets,1861987
Franklin District,2019,21 Public Debt,133750
Franklin District,2019,22 Public Debt Non-Current,118750
Franklin District,2019,23 Public Debt Current,15000
Franklin District,2019,24 Other Liabilities,16845
Franklin District,2019,25 Total Liabilities,150595
Franklin District,2019,26 Equity,1711392
Hauraki District,2010,15 Monetary Assets,145
Hauraki District,2010,17 Fixed Assets,473263
Hauraki District,2010,18 Investment Properties,782
Hauraki District,2010,19 Other Assets,8748
Hauraki District,2010,20 Total Assets,482938
Hauraki District,2010,21 Public Debt,22677
Hauraki District,2010,22 Public Debt Non-Current,22649
Hauraki District,2010,23 Public Debt Current,28
Hauraki District,2010,24 Other Liabilities,8009
Hauraki District,2010,25 Total Liabilities,30686
Hauraki District,2010,26 Equity,452252
Hauraki District,2011,15 Monetary Assets,158
Hauraki District,2011,17 Fixed Assets,508740
Hauraki District,2011,18 Investment Properties,603
Hauraki District,2011,19 Other Assets,9014
Hauraki District,2011,20 Total Assets,518515
Hauraki District,2011,21 Public Debt,30721
Hauraki District,2011,22 Public Debt Non-Current,30693
Hauraki District,2011,23 Public Debt Current,28
Hauraki District,2011,24 Other Liabilities,7971
Hauraki District,2011,25 Total Liabilities,38692
Hauraki District,2011,26 Equity,479823
Hauraki District,2012,15 Monetary Assets,135
Hauraki District,2012,17 Fixed Assets,529439
Hauraki District,2012,18 Investment Properties,623
Hauraki District,2012,19 Other Assets,9145
Hauraki District,2012,20 Total Assets,539342
Hauraki District,2012,21 Public Debt,31521
Hauraki District,2012,22 Public Debt Non-Current,31493
Hauraki District,2012,23 Public Debt Current,28
Hauraki District,2012,24 Other Liabilities,8077
Hauraki District,2012,25 Total Liabilities,39598
Hauraki District,2012,26 Equity,499744
Hauraki District,2013,15 Monetary Assets,123
Hauraki District,2013,17 Fixed Assets,530578
Hauraki District,2013,18 Investment Properties,436
Hauraki District,2013,19 Other Assets,9260
Hauraki District,2013,20 Total Assets,540397
Hauraki District,2013,21 Public Debt,32671
Hauraki District,2013,22 Public Debt Non-Current,32643
Hauraki District,2013,23 Public Debt Current,28
Hauraki District,2013,24 Other Liabilities,8101
Hauraki District,2013,25 Total Liabilities,40772
Hauraki District,2013,26 Equity,499625
Hauraki District,2014,15 Monetary Assets,127
Hauraki District,2014,17 Fixed Assets,561505
Hauraki District,2014,18 Investment Properties,449
Hauraki District,2014,19 Other Assets,9384
Hauraki District,2014,20 Total Assets,571465
Hauraki District,2014,21 Public Debt,39571
Hauraki District,2014,22 Public Debt Non-Current,36593
Hauraki District,2014,23 Public Debt Current,2978
Hauraki District,2014,24 Other Liabilities,8161
Hauraki District,2014,25 Total Liabilities,47732
Hauraki District,2014,26 Equity,523733
Hauraki District,2015,15 Monetary Assets,121
Hauraki District,2015,17 Fixed Assets,582345
Hauraki District,2015,18 Investment Properties,258
Hauraki District,2015,19 Other Assets,9338
Hauraki District,2015,20 Total Assets,592062
Hauraki District,2015,21 Public Debt,36621
Hauraki District,2015,22 Public Debt Non-Current,32093
Hauraki District,2015,23 Public Debt Current,4528
Hauraki District,2015,24 Other Liabilities,8222
Hauraki District,2015,25 Total Liabilities,44843
Hauraki District,2015,26 Equity,547219
Hauraki District,2016,15 Monetary Assets,129
Hauraki District,2016,17 Fixed Assets,578852
Hauraki District,2016,18 Investment Properties,267
Hauraki District,2016,19 Other Assets,9482
Hauraki District,2016,20 Total Assets,588730
Hauraki District,2016,21 Public Debt,32121
Hauraki District,2016,22 Public Debt Non-Current,26793
Hauraki District,2016,23 Public Debt Current,5328
Hauraki District,2016,24 Other Liabilities,8385
Hauraki District,2016,25 Total Liabilities,40506
Hauraki District,2016,26 Equity,548224
Hauraki District,2017,15 Monetary Assets,169
Hauraki District,2017,17 Fixed Assets,603943
Hauraki District,2017,18 Investment Properties,275
Hauraki District,2017,19 Other Assets,9672
Hauraki District,2017,20 Total Assets,614059
Hauraki District,2017,21 Public Debt,26821
Hauraki District,2017,22 Public Debt Non-Current,21643
Hauraki District,2017,23 Public Debt Current,5178
Hauraki District,2017,24 Other Liabilities,8558
Hauraki District,2017,25 Total Liabilities,35379
Hauraki District,2017,26 Equity,578680
Hauraki District,2018,15 Monetary Assets,152
Hauraki District,2018,17 Fixed Assets,631942
Hauraki District,2018,18 Investment Properties,283
Hauraki District,2018,19 Other Assets,9884
Hauraki District,2018,20 Total Assets,642261
Hauraki District,2018,21 Public Debt,21671
Hauraki District,2018,22 Public Debt Non-Current,14693
Hauraki District,2018,23 Public Debt Current,6978
Hauraki District,2018,24 Other Liabilities,8738
Hauraki District,2018,25 Total Liabilities,30409
Hauraki District,2018,26 Equity,611852
Hauraki District,2019,15 Monetary Assets,135
Hauraki District,2019,17 Fixed Assets,628291
Hauraki District,2019,18 Investment Properties,291
Hauraki District,2019,19 Other Assets,10124
Hauraki District,2019,20 Total Assets,638841
Hauraki District,2019,21 Public Debt,14721
Hauraki District,2019,22 Public Debt Non-Current,14721
Hauraki District,2019,23 Public Debt Current,0
Hauraki District,2019,24 Other Liabilities,8932
Hauraki District,2019,25 Total Liabilities,23653
Hauraki District,2019,26 Equity,615188
Waikato District,2010,15 Monetary Assets,8801
Waikato District,2010,17 Fixed Assets,1039573
Waikato District,2010,18 Investment Properties,545
Waikato District,2010,19 Other Assets,10699
Waikato District,2010,20 Total Assets,1059618
Waikato District,2010,21 Public Debt,35414
Waikato District,2010,22 Public Debt Non-Current,20331
Waikato District,2010,23 Public Debt Current,15083
Waikato District,2010,24 Other Liabilities,12103
Waikato District,2010,25 Total Liabilities,47517
Waikato District,2010,26 Equity,1012101
Waikato District,2011,15 Monetary Assets,10417
Waikato District,2011,17 Fixed Assets,1064782
Waikato District,2011,18 Investment Properties,560
Waikato District,2011,19 Other Assets,10767
Waikato District,2011,20 Total Assets,1086526
Waikato District,2011,21 Public Debt,38903
Waikato District,2011,22 Public Debt Non-Current,38635
Waikato District,2011,23 Public Debt Current,268
Waikato District,2011,24 Other Liabilities,12218
Waikato District,2011,25 Total Liabilities,51121
Waikato District,2011,26 Equity,1035405
Waikato District,2012,15 Monetary Assets,10233
Waikato District,2012,17 Fixed Assets,1091771
Waikato District,2012,18 Investment Properties,578
Waikato District,2012,19 Other Assets,11227
Waikato District,2012,20 Total Assets,1113809
Waikato District,2012,21 Public Debt,44889
Waikato District,2012,22 Public Debt Non-Current,27704
Waikato District,2012,23 Public Debt Current,17185
Waikato District,2012,24 Other Liabilities,12340
Waikato District,2012,25 Total Liabilities,57229
Waikato District,2012,26 Equity,1056580
Waikato District,2013,15 Monetary Assets,10364
Waikato District,2013,17 Fixed Assets,1179338
Waikato District,2013,18 Investment Properties,593
Waikato District,2013,19 Other Assets,11593
Waikato District,2013,20 Total Assets,1201888
Waikato District,2013,21 Public Debt,46296
Waikato District,2013,22 Public Debt Non-Current,26068
Waikato District,2013,23 Public Debt Current,20228
Waikato District,2013,24 Other Liabilities,12535
Waikato District,2013,25 Total Liabilities,58831
Waikato District,2013,26 Equity,1143057
Waikato District,2014,15 Monetary Assets,9331
Waikato District,2014,17 Fixed Assets,1221298
Waikato District,2014,18 Investment Properties,608
Waikato District,2014,19 Other Assets,11662
Waikato District,2014,20 Total Assets,1242899
Waikato District,2014,21 Public Debt,45574
Waikato District,2014,22 Public Debt Non-Current,38130
Waikato District,2014,23 Public Debt Current,7444
Waikato District,2014,24 Other Liabilities,12739
Waikato District,2014,25 Total Liabilities,58313
Waikato District,2014,26 Equity,1184586
Waikato District,2015,15 Monetary Assets,9735
Waikato District,2015,17 Fixed Assets,1256091
Waikato District,2015,18 Investment Properties,626
Waikato District,2015,19 Other Assets,12311
Waikato District,2015,20 Total Assets,1278763
Waikato District,2015,21 Public Debt,52028
Waikato District,2015,22 Public Debt Non-Current,33028
Waikato District,2015,23 Public Debt Current,19000
Waikato District,2015,24 Other Liabilities,12893
Waikato District,2015,25 Total Liabilities,64921
Waikato District,2015,26 Equity,1213842
Waikato District,2016,15 Monetary Assets,8771
Waikato District,2016,17 Fixed Assets,1348938
Waikato District,2016,18 Investment Properties,645
Waikato District,2016,19 Other Assets,13937
Waikato District,2016,20 Total Assets,1372291
Waikato District,2016,21 Public Debt,48692
Waikato District,2016,22 Public Debt Non-Current,28692
Waikato District,2016,23 Public Debt Current,20000
Waikato District,2016,24 Other Liabilities,13099
Waikato District,2016,25 Total Liabilities,61791
Waikato District,2016,26 Equity,1310500
Waikato District,2017,15 Monetary Assets,9046
Waikato District,2017,17 Fixed Assets,1398929
Waikato District,2017,18 Investment Properties,661
Waikato District,2017,19 Other Assets,14577
Waikato District,2017,20 Total Assets,1423213
Waikato District,2017,21 Public Debt,41031
Waikato District,2017,22 Public Debt Non-Current,27031
Waikato District,2017,23 Public Debt Current,14000
Waikato District,2017,24 Other Liabilities,13319
Waikato District,2017,25 Total Liabilities,54350
Waikato District,2017,26 Equity,1368863
Waikato District,2018,15 Monetary Assets,9102
Waikato District,2018,17 Fixed Assets,1430252
Waikato District,2018,18 Investment Properties,677
Waikato District,2018,19 Other Assets,13982
Waikato District,2018,20 Total Assets,1454013
Waikato District,2018,21 Public Debt,36663
Waikato District,2018,22 Public Debt Non-Current,21663
Waikato District,2018,23 Public Debt Current,15000
Waikato District,2018,24 Other Liabilities,13407
Waikato District,2018,25 Total Liabilities,50070
Waikato District,2018,26 Equity,1403943
Waikato District,2019,15 Monetary Assets,8568
Waikato District,2019,17 Fixed Assets,1538469
Waikato District,2019,18 Investment Properties,693
Waikato District,2019,19 Other Assets,13715
Waikato District,2019,20 Total Assets,1561445
Waikato District,2019,21 Public Debt,32099
Waikato District,2019,22 Public Debt Non-Current,19099
Waikato District,2019,23 Public Debt Current,13000
Waikato District,2019,24 Other Liabilities,13563
Waikato District,2019,25 Total Liabilities,45662
Waikato District,2019,26 Equity,1515783
Matamata-Piako District,2010,15 Monetary Assets,30048
Matamata-Piako District,2010,17 Fixed Assets,529439
Matamata-Piako District,2010,18 Investment Properties,0
Matamata-Piako District,2010,19 Other Assets,2949
Matamata-Piako District,2010,20 Total Assets,562436
Matamata-Piako District,2010,21 Public Debt,36614
Matamata-Piako District,2010,22 Public Debt Non-Current,36013
Matamata-Piako District,2010,23 Public Debt Current,601
Matamata-Piako District,2010,24 Other Liabilities,6213
Matamata-Piako District,2010,25 Total Liabilities,42827
Matamata-Piako District,2010,26 Equity,519609
Matamata-Piako District,2011,15 Monetary Assets,25169
Matamata-Piako District,2011,17 Fixed Assets,534890
Matamata-Piako District,2011,18 Investment Properties,0
Matamata-Piako District,2011,19 Other Assets,3262
Matamata-Piako District,2011,20 Total Assets,563321
Matamata-Piako District,2011,21 Public Debt,36983
Matamata-Piako District,2011,22 Public Debt Non-Current,35341
Matamata-Piako District,2011,23 Public Debt Current,1642
Matamata-Piako District,2011,24 Other Liabilities,6388
Matamata-Piako District,2011,25 Total Liabilities,43371
Matamata-Piako District,2011,26 Equity,519950
Matamata-Piako District,2012,15 Monetary Assets,21665
Matamata-Piako District,2012,17 Fixed Assets,562447
Matamata-Piako District,2012,18 Investment Properties,0
Matamata-Piako District,2012,19 Other Assets,3842
Matamata-Piako District,2012,20 Total Assets,587954
Matamata-Piako District,2012,21 Public Debt,37258
Matamata-Piako District,2012,22 Public Debt Non-Current,36526
Matamata-Piako District,2012,23 Public Debt Current,732
Matamata-Piako District,2012,24 Other Liabilities,6558
Matamata-Piako District,2012,25 Total Liabilities,43816
Matamata-Piako District,2012,26 Equity,544138
Matamata-Piako District,2013,15 Monetary Assets,19207
Matamata-Piako District,2013,17 Fixed Assets,566638
Matamata-Piako District,2013,18 Investment Properties,0
Matamata-Piako District,2013,19 Other Assets,3894
Matamata-Piako District,2013,20 Total Assets,589739
Matamata-Piako District,2013,21 Public Debt,37690
Matamata-Piako District,2013,22 Public Debt Non-Current,35957
Matamata-Piako District,2013,23 Public Debt Current,1733
Matamata-Piako District,2013,24 Other Liabilities,6681
Matamata-Piako District,2013,25 Total Liabilities,44371
Matamata-Piako District,2013,26 Equity,545368
Matamata-Piako District,2014,15 Monetary Assets,20164
Matamata-Piako District,2014,17 Fixed Assets,578068
Matamata-Piako District,2014,18 Investment Properties,0
Matamata-Piako District,2014,19 Other Assets,4169
Matamata-Piako District,2014,20 Total Assets,602401
Matamata-Piako District,2014,21 Public Debt,48475
Matamata-Piako District,2014,22 Public Debt Non-Current,46921
Matamata-Piako District,2014,23 Public Debt Current,1554
Matamata-Piako District,2014,24 Other Liabilities,6812
Matamata-Piako District,2014,25 Total Liabilities,55287
Matamata-Piako District,2014,26 Equity,547114
Matamata-Piako District,2015,15 Monetary Assets,22009
Matamata-Piako District,2015,17 Fixed Assets,626897
Matamata-Piako District,2015,18 Investment Properties,0
Matamata-Piako District,2015,19 Other Assets,5024
Matamata-Piako District,2015,20 Total Assets,653930
Matamata-Piako District,2015,21 Public Debt,49715
Matamata-Piako District,2015,22 Public Debt Non-Current,48201
Matamata-Piako District,2015,23 Public Debt Current,1514
Matamata-Piako District,2015,24 Other Liabilities,6931
Matamata-Piako District,2015,25 Total Liabilities,56646
Matamata-Piako District,2015,26 Equity,597284
Matamata-Piako District,2016,15 Monetary Assets,23397
Matamata-Piako District,2016,17 Fixed Assets,629031
Matamata-Piako District,2016,18 Investment Properties,0
Matamata-Piako District,2016,19 Other Assets,5220
Matamata-Piako District,2016,20 Total Assets,657648
Matamata-Piako District,2016,21 Public Debt,51946
Matamata-Piako District,2016,22 Public Debt Non-Current,49725
Matamata-Piako District,2016,23 Public Debt Current,2221
Matamata-Piako District,2016,24 Other Liabilities,7059
Matamata-Piako District,2016,25 Total Liabilities,59005
Matamata-Piako District,2016,26 Equity,598643
Matamata-Piako District,2017,15 Monetary Assets,24787
Matamata-Piako District,2017,17 Fixed Assets,628642
Matamata-Piako District,2017,18 Investment Properties,0
Matamata-Piako District,2017,19 Other Assets,5506
Matamata-Piako District,2017,20 Total Assets,658935
Matamata-Piako District,2017,21 Public Debt,51850
Matamata-Piako District,2017,22 Public Debt Non-Current,49093
Matamata-Piako District,2017,23 Public Debt Current,2757
Matamata-Piako District,2017,24 Other Liabilities,7198
Matamata-Piako District,2017,25 Total Liabilities,59048
Matamata-Piako District,2017,26 Equity,599887
Matamata-Piako District,2018,15 Monetary Assets,26494
Matamata-Piako District,2018,17 Fixed Assets,676399
Matamata-Piako District,2018,18 Investment Properties,0
Matamata-Piako District,2018,19 Other Assets,6464
Matamata-Piako District,2018,20 Total Assets,709357
Matamata-Piako District,2018,21 Public Debt,50871
Matamata-Piako District,2018,22 Public Debt Non-Current,48439
Matamata-Piako District,2018,23 Public Debt Current,2432
Matamata-Piako District,2018,24 Other Liabilities,7324
Matamata-Piako District,2018,25 Total Liabilities,58195
Matamata-Piako District,2018,26 Equity,651162
Matamata-Piako District,2019,15 Monetary Assets,29161
Matamata-Piako District,2019,17 Fixed Assets,675425
Matamata-Piako District,2019,18 Investment Properties,0
Matamata-Piako District,2019,19 Other Assets,6591
Matamata-Piako District,2019,20 Total Assets,711177
Matamata-Piako District,2019,21 Public Debt,50349
Matamata-Piako District,2019,22 Public Debt Non-Current,47917
Matamata-Piako District,2019,23 Public Debt Current,2432
Matamata-Piako District,2019,24 Other Liabilities,8248
Matamata-Piako District,2019,25 Total Liabilities,58597
Matamata-Piako District,2019,26 Equity,652580
Hamilton City,2010,15 Monetary Assets,2597
Hamilton City,2010,17 Fixed Assets,3325429
Hamilton City,2010,18 Investment Properties,64194
Hamilton City,2010,19 Other Assets,34402
Hamilton City,2010,20 Total Assets,3426622
Hamilton City,2010,21 Public Debt,340153
Hamilton City,2010,22 Public Debt Non-Current,255004
Hamilton City,2010,23 Public Debt Current,1500
Hamilton City,2010,24 Other Liabilities,36401
Hamilton City,2010,25 Total Liabilities,376554
Hamilton City,2010,26 Equity,3050068
Hamilton City,2011,15 Monetary Assets,2597
Hamilton City,2011,17 Fixed Assets,3440915
Hamilton City,2011,18 Investment Properties,65157
Hamilton City,2011,19 Other Assets,35733
Hamilton City,2011,20 Total Assets,3544402
Hamilton City,2011,21 Public Debt,392787
Hamilton City,2011,22 Public Debt Non-Current,294425
Hamilton City,2011,23 Public Debt Current,1523
Hamilton City,2011,24 Other Liabilities,36539
Hamilton City,2011,25 Total Liabilities,429326
Hamilton City,2011,26 Equity,3115076
Hamilton City,2012,15 Monetary Assets,2597
Hamilton City,2012,17 Fixed Assets,3603796
Hamilton City,2012,18 Investment Properties,67340
Hamilton City,2012,19 Other Assets,29973
Hamilton City,2012,20 Total Assets,3703706
Hamilton City,2012,21 Public Debt,422915
Hamilton City,2012,22 Public Debt Non-Current,317077
Hamilton City,2012,23 Public Debt Current,1574
Hamilton City,2012,24 Other Liabilities,37297
Hamilton City,2012,25 Total Liabilities,460212
Hamilton City,2012,26 Equity,3243494
Hamilton City,2013,15 Monetary Assets,2597
Hamilton City,2013,17 Fixed Assets,3789585
Hamilton City,2013,18 Investment Properties,69458
Hamilton City,2013,19 Other Assets,30665
Hamilton City,2013,20 Total Assets,3892305
Hamilton City,2013,21 Public Debt,473453
Hamilton City,2013,22 Public Debt Non-Current,355008
Hamilton City,2013,23 Public Debt Current,1623
Hamilton City,2013,24 Other Liabilities,38044
Hamilton City,2013,25 Total Liabilities,511497
Hamilton City,2013,26 Equity,3380808
Hamilton City,2014,15 Monetary Assets,2597
Hamilton City,2014,17 Fixed Assets,4010581
Hamilton City,2014,18 Investment Properties,71641
Hamilton City,2014,19 Other Assets,24024
Hamilton City,2014,20 Total Assets,4108843
Hamilton City,2014,21 Public Debt,539837
Hamilton City,2014,22 Public Debt Non-Current,404722
Hamilton City,2014,23 Public Debt Current,1674
Hamilton City,2014,24 Other Liabilities,38842
Hamilton City,2014,25 Total Liabilities,578679
Hamilton City,2014,26 Equity,3530164
Hamilton City,2015,15 Monetary Assets,2597
Hamilton City,2015,17 Fixed Assets,4188860
Hamilton City,2015,18 Investment Properties,73887
Hamilton City,2015,19 Other Assets,23086
Hamilton City,2015,20 Total Assets,4288430
Hamilton City,2015,21 Public Debt,574163
Hamilton City,2015,22 Public Debt Non-Current,430518
Hamilton City,2015,23 Public Debt Current,1727
Hamilton City,2015,24 Other Liabilities,39690
Hamilton City,2015,25 Total Liabilities,613853
Hamilton City,2015,26 Equity,3674577
Hamilton City,2016,15 Monetary Assets,2597
Hamilton City,2016,17 Fixed Assets,4376076
Hamilton City,2016,18 Investment Properties,76198
Hamilton City,2016,19 Other Assets,22565
Hamilton City,2016,20 Total Assets,4477436
Hamilton City,2016,21 Public Debt,602095
Hamilton City,2016,22 Public Debt Non-Current,451470
Hamilton City,2016,23 Public Debt Current,1781
Hamilton City,2016,24 Other Liabilities,40585
Hamilton City,2016,25 Total Liabilities,642680
Hamilton City,2016,26 Equity,3834756
Hamilton City,2017,15 Monetary Assets,2597
Hamilton City,2017,17 Fixed Assets,4561613
Hamilton City,2017,18 Investment Properties,78766
Hamilton City,2017,19 Other Assets,22146
Hamilton City,2017,20 Total Assets,4665122
Hamilton City,2017,21 Public Debt,611872
Hamilton City,2017,22 Public Debt Non-Current,458771
Hamilton City,2017,23 Public Debt Current,1841
Hamilton City,2017,24 Other Liabilities,41622
Hamilton City,2017,25 Total Liabilities,653494
Hamilton City,2017,26 Equity,4011628
Hamilton City,2018,15 Monetary Assets,2597
Hamilton City,2018,17 Fixed Assets,4752040
Hamilton City,2018,18 Investment Properties,81398
Hamilton City,2018,19 Other Assets,21848
Hamilton City,2018,20 Total Assets,4857883
Hamilton City,2018,21 Public Debt,615448
Hamilton City,2018,22 Public Debt Non-Current,461509
Hamilton City,2018,23 Public Debt Current,1902
Hamilton City,2018,24 Other Liabilities,42705
Hamilton City,2018,25 Total Liabilities,658153
Hamilton City,2018,26 Equity,4199730
Hamilton City,2019,15 Monetary Assets,2597
Hamilton City,2019,17 Fixed Assets,4948083
Hamilton City,2019,18 Investment Properties,84030
Hamilton City,2019,19 Other Assets,22078
Hamilton City,2019,20 Total Assets,5056788
Hamilton City,2019,21 Public Debt,613847
Hamilton City,2019,22 Public Debt Non-Current,460292
Hamilton City,2019,23 Public Debt Current,1964
Hamilton City,2019,24 Other Liabilities,43802
Hamilton City,2019,25 Total Liabilities,657649
Hamilton City,2019,26 Equity,4399139
Waipa District,2010,15 Monetary Assets,2530
Waipa District,2010,17 Fixed Assets,1143169
Waipa District,2010,18 Investment Properties,27806
Waipa District,2010,19 Other Assets,7667
Waipa District,2010,20 Total Assets,1181172
Waipa District,2010,21 Public Debt,34600
Waipa District,2010,22 Public Debt Non-Current,9000
Waipa District,2010,23 Public Debt Current,9000
Waipa District,2010,24 Other Liabilities,12147
Waipa District,2010,25 Total Liabilities,46747
Waipa District,2010,26 Equity,1134425
Waipa District,2011,15 Monetary Assets,2315
Waipa District,2011,17 Fixed Assets,1169995
Waipa District,2011,18 Investment Properties,28537
Waipa District,2011,19 Other Assets,7808
Waipa District,2011,20 Total Assets,1208655
Waipa District,2011,21 Public Debt,47100
Waipa District,2011,22 Public Debt Non-Current,36100
