SAMPLE_NO,Easting,Northing,Au,Pt,Pd
564981,314201,432867,2.0,1.20,1.40
564982,310685,434030,0.5,0.50,0.25
564983,300870,412354,1.0,1.30,1.80
564985,318126,431897,0.5,1.40,1.60
564987,314485,434413,0.5,0.80,0.25
564989,297404,401952,2.0,1.10,0.25
564990,325572,435681,2.0,2.30,2.20
564991,319693,428450,0.5,0.30,0.25
564992,323977,431364,4.0,1.00,1.20
564993,295005,399295,1.0,1.20,0.50
564994,323314,433025,1.0,2.00,4.30
564995,316673,434992,3.0,1.00,1.00
564998,313626,435000,0.5,0.80,0.25
564999,298083,404749,0.5,1.70,0.25
565000,319317,430771,1.0,0.05,0.50
565001,293333,316516,5.0,0.40,2.00
565002,313443,332281,2.0,0.40,1.70
565003,293021,318040,2.0,0.60,1.20
565004,289401,335874,2.0,0.05,0.25
565005,299450,321532,3.0,1.00,3.30
565006,309166,320236,1.0,0.10,0.90
565007,289302,325770,2.0,0.30,2.10
565008,300241,318483,4.0,0.50,1.00
565009,303012,325972,3.0,0.05,0.90
565012,308593,321115,0.5,0.10,1.50
565013,304632,322883,0.5,0.10,0.25
565014,306949,319651,1.0,0.40,0.80
565015,289399,331088,3.0,1.00,1.60
565016,288892,333062,2.0,0.50,1.00
565017,289985,333525,3.0,0.60,1.20
565018,287452,335195,2.0,0.60,2.10
565019,287550,330702,1.0,1.20,1.80
565020,306701,322887,3.0,0.50,0.25
565021,288581,320311,2.0,0.60,1.30
565023,302930,317156,1.0,0.50,0.25
565024,279407,332195,6.0,0.50,0.25
565025,300946,317904,1.0,0.05,0.25
565026,289613,329790,2.0,0.70,0.70
565027,310474,328624,8.0,0.40,0.50
565028,287192,332999,3.0,1.10,0.25
565029,305980,326320,1.0,0.05,0.25
565030,301392,328127,2.0,0.20,1.10
565031,311206,330150,4.0,0.60,0.90
565032,291871,336710,3.0,1.20,2.10
565033,303601,328928,2.0,0.50,1.70
565035,303993,323377,3.0,0.50,1.60
565036,303738,316737,52.0,1.20,0.25
565037,289689,334881,4.0,0.60,1.50
565038,290547,324643,4.0,0.60,1.80
565039,288048,331188,2.0,0.80,1.40
565040,291678,323603,5.0,2.10,4.00
565041,292169,335755,3.0,0.80,2.70
565042,280574,333534,3.0,0.70,2.00
565043,307662,321525,30.0,1.10,1.80
565044,306656,320455,5.0,0.60,2.30
565045,291482,336627,2.0,1.00,1.60
565046,291563,335371,2.0,0.80,1.60
565047,301758,316935,2.0,0.40,1.10
565048,302835,322731,2.0,0.05,1.20
565049,290948,333336,1.0,0.20,1.30
565050,303066,327288,3.0,0.05,0.25
565051,305261,322720,0.5,0.05,0.25
565052,299902,322528,5.0,0.50,0.70
565053,310662,329863,6.0,0.40,0.25
565054,286840,334275,2.0,0.20,0.70
565055,307832,320533,2.0,0.05,0.25
565056,289991,337544,3.0,0.10,0.25
565058,306779,321570,4.0,1.60,0.50
565059,304122,318166,5.0,0.05,
565060,299010,319620,3.0,0.10,0.25
565061,302175,322805,0.5,0.05,0.25
565062,287774,334301,0.5,0.05,0.25
565063,312749,330216,2.0,0.30,0.25
565064,301051,322487,0.5,0.05,0.25
565065,289377,334157,35.0,0.20,0.70
565066,303074,323942,1.0,0.40,1.00
565067,289295,325335,1.0,3.80,0.25
565069,288762,336400,0.5,0.05,0.25
565070,304402,316745,1.0,0.05,0.25
565072,289689,334264,3.0,0.10,0.60
565073,306398,327104,3.0,1.10,0.60
565074,302348,318625,2.0,0.05,0.25
565076,312956,332033,2.0,0.40,1.40
565079,298686,321702,0.5,0.30,0.25
565080,288236,334272,14.0,0.30,1.10
565082,307227,320639,0.5,0.40,0.25
565083,292480,320239,1.0,0.10,0.25
565084,289410,321338,1.0,0.10,0.25
565085,304320,326633,0.5,0.05,0.50
565087,308724,319380,0.5,0.05,0.25
565088,302282,324509,3.0,0.10,0.25
565089,291808,320562,3.0,0.50,1.20
565090,288963,336602,3.0,0.30,0.25
565091,290223,323858,2.0,0.50,0.25
565092,314828,331898,4.0,0.30,0.25
565093,290910,322581,6.0,0.10,0.70
565094,290983,336265,1.0,0.50,0.25
565095,292433,319436,9.0,0.50,0.25
565096,300206,319303,2.0,0.05,0.25
565097,305241,323955,0.5,0.05,0.25
565098,290780,337530,1.0,0.90,1.20
565099,292889,317245,1.0,0.40,0.70
565100,301451,316313,1.0,0.40,1.30
565101,315489,427074,0.5,0.05,0.25
565102,312143,420750,0.5,1.20,2.80
565103,320034,431897,3.0,1.80,1.00
565104,322218,427840,31.0,0.50,0.25
565107,311119,427428,2.0,0.90,0.25
565108,309194,429184,1.0,0.50,0.25
565109,312322,425537,1.0,0.60,
565110,310092,427325,2.0,0.60,0.25
565111,314140,427860,0.5,0.80,0.25
565112,316414,425319,3.0,1.00,0.25
565113,311370,426194,2.0,0.90,0.25
565115,323505,428055,0.5,0.10,0.25
565116,316300,425589,1.0,1.10,0.25
565118,315110,424338,2.0,0.80,0.25
565120,315942,422166,3.0,2.60,0.25
565122,317069,427674,2.0,0.90,0.25
565123,319701,425891,0.5,1.60,0.25
565124,309849,426106,0.5,0.80,0.25
565125,313973,429520,0.5,0.70,0.25
565126,311392,423685,1.0,1.30,0.25
565127,322293,428174,2.0,0.90,0.25
565129,321149,426822,9.0,1.40,0.25
565130,310564,430442,3.0,1.20,0.25
565131,311308,419972,1.0,1.70,0.25
565132,311137,430320,4.0,0.05,0.50
565133,310167,421277,2.0,1.60,0.25
565136,320839,427656,0.5,0.05,0.25
565138,314789,428184,3.0,1.20,0.25
565139,317305,428505,3.0,1.00,0.25
565140,316769,427205,0.5,0.50,0.25
565142,310482,425410,1.0,1.20,0.25
565144,318270,430405,0.5,0.20,0.25
565145,310651,425192,2.0,0.80,0.60
565147,313110,430320,3.0,1.50,2.30
565151,309091,427809,1.0,1.10,0.25
565152,312450,425036,1.0,0.30,0.25
565153,311714,423100,1.0,2.00,1.60
565155,309135,421430,1.0,2.30,0.25
565156,312093,427510,1.0,1.40,0.25
565157,309109,428684,0.5,0.50,0.25
565160,316477,427366,0.5,0.40,0.50
565161,315470,422507,2.0,2.80,1.20
565164,313479,430916,5.0,0.90,2.00
565165,310567,430032,5.0,1.70,0.25
565167,310483,427944,1.0,0.70,0.25
565169,310300,425808,0.5,0.05,0.25
565173,315476,429130,0.5,0.40,0.25
565174,310184,426242,0.5,0.40,0.25
565176,314392,427701,1.0,0.90,
565178,319600,425685,1.0,0.70,0.25
565179,311014,429282,1.0,0.05,0.25
565181,310932,430400,5.0,1.80,0.80
565182,313177,430769,2.0,0.90,0.25
565183,310687,420904,0.5,1.30,0.25
565184,316000,423385,0.5,1.40,0.25
565185,313508,429483,0.5,0.30,0.25
565186,322041,427125,0.5,1.60,0.50
565187,318452,430691,1.0,0.40,0.25
565189,311702,427390,0.5,0.90,0.25
565190,309318,426305,0.5,0.80,0.25
565191,311050,429004,0.5,0.20,0.25
565192,311019,423831,0.5,1.30,0.25
565193,322253,426060,0.5,0.60,
565194,309772,427398,0.5,0.05,0.25
565195,310081,428803,1.0,0.50,0.25
565196,316815,428156,0.5,0.80,1.30
565197,310723,424335,0.5,0.20,
565198,311371,425403,2.0,1.60,0.25
565199,316452,426589,0.5,1.20,1.30
565201,305138,334705,11.0,0.70,0.25
565202,276214,337330,10.0,0.20,0.25
565203,303866,333230,4.0,1.00,
565204,285742,339112,4.0,0.60,0.25
565205,277998,338117,6.0,0.30,0.25
565206,308696,331109,2.0,0.10,0.25
565207,282299,327712,1.0,0.30,0.25
565208,279362,334587,1.0,0.05,0.25
565209,275575,338278,1.0,0.30,0.25
565210,284049,328538,1.0,0.60,0.25
565211,303272,336660,4.0,2.00,2.10
565212,310573,331726,8.0,0.60,0.25
565214,302178,336561,2.0,1.50,1.40
565215,282899,327827,2.0,0.80,0.25
565216,280817,336099,5.0,1.00,0.25
565218,300542,334135,3.0,1.10,0.80
565219,279917,334856,0.5,0.05,0.25
565220,279372,336784,198.0,0.30,0.25
565221,279825,336390,6.0,0.40,0.25
565222,276999,334074,2.0,1.20,0.25
565223,301295,330603,1.0,1.60,0.25
565224,300989,326432,3.0,1.00,0.25
565225,281348,336727,3.0,1.00,0.25
565226,280935,337151,5.0,1.40,0.25
565227,275133,337205,1.0,1.00,0.25
565228,284288,330519,6.0,1.10,0.70
565230,306498,333753,2.0,0.60,0.25
565231,280624,334712,1443.0,0.50,1.10
565232,280889,335292,12.0,0.10,0.25
565233,304851,333660,3.0,1.60,1.80
565234,279166,330906,4.0,1.30,1.00
565235,279649,338457,4.0,0.50,1.30
565237,303279,335439,4.0,0.70,0.90
565238,300760,328110,5.0,1.30,1.20
565239,301068,333050,3.0,0.60,2.00
565240,303871,334334,4.0,0.90,2.70
565242,305889,330733,3.0,1.20,2.30
565243,300308,329005,4.0,0.60,0.60
565245,279801,329778,4.0,0.80,2.00
565246,282071,332494,7.0,1.70,2.00
565247,277955,339686,4.0,0.20,0.90
565248,301486,333939,3.0,0.10,0.80
565249,283926,331166,3.0,1.60,0.25
565250,301951,333362,2.0,1.30,1.80
565251,309150,334790,4.0,1.20,0.50
565252,277317,336495,2.0,0.50,0.25
565254,301638,332427,3.0,0.50,0.25
565255,278278,331026,4.0,0.90,0.25
565256,279107,335797,2.0,0.50,0.25
565257,305659,315125,3.0,0.40,0.25
565258,305809,319730,2.0,0.20,0.25
565259,305199,321717,5.0,1.20,0.25
565260,300415,334764,2.0,0.70,0.25
565261,274590,336848,1.0,0.90,0.25
565263,299808,333416,8.0,1.00,0.25
565264,275667,339646,3.0,1.40,0.25
565266,299390,328470,4.0,0.40,0.25
565267,277201,335497,2.0,1.30,0.25
565268,277557,339098,2.0,1.30,
565270,300630,323610,3.0,1.90,0.70
565271,278670,330123,4.0,1.80,0.25
565273,279787,337695,3.0,0.90,0.25
565274,301492,324880,3.0,0.30,0.25
565276,301167,335574,4.0,2.50,3.40
565277,278407,337259,3.0,1.50,0.60
565278,284501,331220,5.0,0.90,1.60
565279,277453,333404,2.0,0.90,0.50
565280,309529,336927,2.0,1.00,0.60
565281,299800,326700,4.0,1.40,1.30
565282,309712,331081,5.0,0.50,0.70
565283,275828,336677,4.0,1.40,2.00
565284,300298,328125,9.0,0.50,
565285,280844,333805,9.0,0.40,0.25
565286,300804,329399,5.0,0.90,0.25
565288,302738,333887,5.0,0.10,0.25
565289,308437,335031,4.0,0.20,0.25
565290,279289,334067,5.0,0.20,0.25
565292,306994,329580,9.0,1.40,0.25
565294,305254,317349,3.0,0.05,0.25
565295,277807,335741,5.0,0.50,0.50
565297,282286,331357,5.0,0.20,0.25
565298,276429,336486,5.0,0.70,0.25
565299,308724,336234,6.0,1.00,0.25
565300,306198,332643,3.0,0.05,0.25
565301,323682,426621,3.0,2.20,1.90
565302,319160,422307,4.0,0.10,0.25
565304,317342,419602,2.0,0.30,0.80
565305,315739,424217,2.0,1.00,1.30
565306,319345,420893,0.5,0.05,0.25
565307,312548,414760,2.0,0.60,0.25
565309,326528,418449,3.0,1.60,1.00
565310,328990,421267,6.0,1.20,1.20
565313,313614,423894,0.5,0.05,0.25
565314,322725,422325,3.0,2.30,2.30
565315,328291,420022,3.0,0.90,1.70
565316,324446,423719,3.0,2.00,4.50
565318,320391,421098,3.0,1.40,0.25
565320,321668,420459,2.0,1.10,1.40
565321,321601,419937,2.0,1.60,2.50
565322,311786,424100,0.5,0.50,0.25
565323,327028,424826,3.0,1.20,0.80
565324,322308,420821,0.5,0.90,0.25
565325,318930,420198,3.0,1.00,1.70
565326,326333,418951,3.0,2.00,2.70
565329,314607,418808,0.5,1.00,0.25
565333,323806,426501,0.5,5.10,0.25
565335,318131,419713,1.0,1.00,0.25
565336,315311,420326,0.5,0.80,0.25
565337,315988,424777,0.5,0.80,0.25
565338,318372,419379,0.5,0.80,0.25
565341,326235,420969,0.5,1.20,0.25
565342,318578,420948,0.5,0.10,0.25
565343,325151,424256,0.5,1.80,0.25
565345,327568,421016,0.5,1.30,0.25
565348,328846,424377,12.0,0.20,0.25
565349,320889,418721,0.5,0.05,0.25
565350,312835,416760,2.0,0.90,0.25
565352,329106,422151,0.5,0.90,0.25
565353,317983,424812,0.5,1.40,0.25
565354,312384,413957,0.5,2.30,0.25
565356,319328,420584,0.5,0.30,0.25
565357,327632,421392,0.5,0.80,0.25
565358,313083,418496,0.5,0.60,0.25
565359,314580,417839,0.5,0.70,0.25
565361,314981,420932,0.5,1.00,0.25
565363,321742,422450,0.5,2.10,0.60
565364,329025,421957,11.0,1.80,0.25
565365,314932,420259,0.5,1.60,0.80
565367,328149,424637,0.5,0.90,0.25
565368,321798,421843,0.5,0.05,0.25
565371,310461,414291,0.5,0.80,1.20
565372,317946,420220,0.5,1.60,1.00
565374,315317,420665,0.5,2.30,1.20
565375,311343,424607,0.5,0.05,0.25
565376,323621,422712,0.5,1.40,1.40
565377,316854,418521,1.0,1.40,1.70
565379,323606,425123,0.5,1.50,1.50
565380,317032,419898,0.5,1.70,1.80
565382,329355,422565,0.5,2.00,1.80
565383,316719,423198,0.5,1.20,1.70
565384,312723,422754,0.5,1.20,0.25
565386,328931,421558,1.0,1.80,3.00
565387,313380,422056,3.0,0.70,0.25
565390,316016,418101,2.0,1.50,2.70
565391,321474,421425,0.5,0.10,1.40
565392,317909,420861,0.5,1.70,1.20
565393,323291,424716,0.5,1.00,0.25
565395,314941,419686,0.5,2.40,3.10
565397,326305,422659,0.5,3.00,3.00
565399,316107,424854,0.5,0.90,2.00
565401,288025,339806,0.5,0.90,0.80
565403,283313,334192,8.0,1.20,1.40
565404,286639,338934,0.5,0.50,0.25
565406,290554,342153,2.0,0.60,0.25
565407,283689,335884,3.0,1.10,0.25
565408,286178,343689,4.0,0.90,0.25
565409,274685,341782,0.5,0.90,0.25
565412,289488,342877,1.0,1.00,0.25
565413,287298,341982,1.0,0.50,0.25
565414,289989,341333,4.0,0.05,0.25
565415,284022,340247,1.0,1.10,0.25
565416,283812,338043,2.0,1.10,0.25
565418,279090,339218,2.0,0.90,0.25
565419,284347,339132,0.5,0.50,0.25
565421,280169,342539,2.0,0.05,0.25
565423,287113,340716,0.5,1.30,0.25
565424,302758,330865,0.5,1.20,0.25
565425,304273,328064,1.0,1.20,0.25
565426,283892,339903,0.5,0.80,0.25
565428,287365,337113,2.0,0.90,0.25
565430,291270,338349,0.5,1.00,0.50
565431,293981,339687,0.5,1.20,0.70
565432,279682,341294,0.5,0.50,0.70
565433,276951,341204,0.5,0.70,0.90
565434,282773,337091,6.0,0.30,0.25
565435,286459,341294,3.0,1.20,0.25
565437,285507,339200,5.0,0.30,0.25
565438,282248,335002,5.0,1.40,2.60
565440,282150,341798,1.0,0.30,0.25
565441,280366,341254,0.5,0.05,0.25
565443,289329,339134,2.0,0.70,1.10
565445,281340,340857,2.0,0.60,0.25
565446,279361,340517,409.0,0.30,0.25
565447,303878,329888,3.0,0.90,0.25
565448,286425,342316,1513.0,0.05,0.25
565449,279640,339400,0.5,0.05,0.25
565450,276464,341846,1.0,0.80,0.25
565451,288424,341845,2.0,0.50,0.25
565452,282474,344213,1.0,0.10,0.25
565453,293605,339189,2.0,0.40,0.70
565454,285968,337260,6.0,0.70,0.50
565455,288986,340834,4.0,0.40,0.25
565456,282565,339761,0.5,0.20,0.25
565457,284855,341111,0.5,0.70,0.25
565458,278419,341548,1.0,0.10,0.25
565459,282424,342371,4.0,1.50,0.70
565460,286668,343176,3.0,0.20,0.25
565461,285700,341500,6.0,1.90,0.80
565462,285086,336610,2.0,0.90,0.90
565463,291693,340871,7.0,1.00,0.70
565464,283019,344001,2.0,0.60,0.50
565465,285091,339662,2.0,0.60,0.60
565466,283876,343151,3.0,1.00,2.20
565467,282578,336046,12.0,0.70,2.00
565469,286988,338830,0.5,0.05,0.25
565470,282937,340582,1.0,0.05,0.25
565471,282396,341699,0.5,0.05,0.25
565472,285304,338050,4.0,0.05,0.25
565473,299742,331492,0.5,0.20,0.25
565474,287077,340400,1.0,0.05,0.25
565476,304528,320217,0.5,0.05,0.25
565477,300614,331927,0.5,0.05,0.25
565480,285021,337339,9.0,0.20,0.25
565482,289998,339766,0.5,0.05,0.25
565483,277987,343202,0.5,0.50,0.25
565484,280638,343028,0.5,0.05,0.25
565485,276115,343201,0.5,0.05,0.25
565487,290698,341247,2.0,0.40,0.25
565488,282392,342730,0.5,0.05,0.25
565489,282143,337399,5.0,0.30,0.50
565490,286529,339325,2.0,0.60,0.25
565491,283053,335402,8.0,0.90,0.25
565492,289774,342890,3.0,0.60,0.25
565493,281198,341615,1.0,0.05,0.25
565494,281344,339008,1.0,0.05,0.25
565495,279142,343696,0.5,0.10,0.25
565496,285845,344314,0.5,0.40,0.25
565497,288144,341375,2.0,0.50,0.25
565498,283365,339022,3.0,0.20,0.25
565499,287609,339930,6.0,0.40,0.25
565500,304793,329887,2.0,0.70,0.90
565501,311941,419404,1.0,1.70,0.60
565502,316514,409411,2.0,2.40,1.40
565503,319633,424252,2.0,1.90,2.50
565504,323278,416377,6.0,0.40,0.25
565505,316141,413055,0.5,0.20,0.25
565506,313813,432207,0.5,0.05,0.70
565509,325639,417938,0.5,1.50,2.50
565510,325049,413733,0.5,0.60,2.00
565511,309269,416102,1.0,1.10,2.80
565512,312689,407660,2.0,2.40,3.10
565513,323110,412942,1.0,4.70,4.60
565515,315217,412174,0.5,2.00,2.20
565516,323018,414078,0.5,1.50,0.25
565520,317496,410089,0.5,0.90,1.30
565521,313226,412660,0.5,1.00,2.10
565522,319503,416840,7.0,0.50,0.90
565523,313234,432209,0.5,2.20,2.80
565524,321069,415369,0.5,0.05,0.25
565525,309546,418771,1.0,0.80,0.70
565526,317797,411920,0.5,0.90,0.25
565527,316832,416918,0.5,0.20,0.25
565529,313565,431144,0.5,0.60,0.25
565530,328005,414619,0.5,0.70,0.25
565531,312397,408945,0.5,0.70,0.25
565533,315374,409784,0.5,1.40,0.25
565534,317880,416883,0.5,0.10,1.50
565535,319917,423636,0.5,1.10,0.25
565536,316928,411105,0.5,0.05,0.25
565538,310190,418949,0.5,0.40,0.25
565539,317300,417374,0.5,0.80,0.60
565540,325661,412356,0.5,1.80,1.20
565541,312565,413440,0.5,1.00,0.25
565542,325540,417817,0.5,1.60,1.70
565544,319968,424022,0.5,2.00,3.10
565545,325966,417827,0.5,1.00,3.00
565546,314585,412354,0.5,1.60,2.10
565547,319939,417129,1.0,0.80,0.25
565548,315907,414471,1.0,1.20,0.25
565549,326649,415318,3.0,3.80,3.60
565550,326567,414616,0.5,0.90,0.25
565552,322815,412996,1.0,2.00,1.80
565553,317391,411670,2.0,0.80,0.25
565554,317556,416370,0.5,0.50,0.25
565555,317151,410179,0.5,0.80,0.25
565556,321033,412647,0.5,1.00,1.40
565559,319107,424030,0.5,0.70,0.25
565561,317374,409163,0.5,1.30,0.80
565563,326084,415069,0.5,2.40,3.90
565564,313834,414000,0.5,1.10,0.25
565565,328659,415236,0.5,0.70,1.00
565567,326723,413387,0.5,0.70,0.25
565568,310955,418260,0.5,0.70,0.25
565569,324640,417228,0.5,0.90,0.25
565570,321713,418145,0.5,0.80,0.25
565571,311300,419075,0.5,1.30,0.25
565573,310707,419303,0.5,0.30,0.25
565574,318820,414267,0.5,1.70,0.25
565575,323586,414506,1.0,3.90,2.60
565576,310612,417393,0.5,2.00,0.50
565578,313615,432414,0.5,1.10,1.80
565579,325837,415130,0.5,1.20,0.25
565581,327946,414849,0.5,2.20,0.25
565583,315302,409122,0.5,0.80,0.80
565584,319224,410917,0.5,1.30,0.25
565585,314541,413379,0.5,0.50,0.25
565586,315416,412476,0.5,0.20,0.25
565587,320122,424341,46.0,0.80,0.25
565588,321240,424748,7.0,0.70,0.25
565589,320274,411726,0.5,1.10,0.25
565590,324506,412386,1.0,1.50,0.25
565591,325428,414976,1.0,1.50,1.40
565594,327141,414687,0.5,0.70,0.25
565595,318246,412774,0.5,2.40,0.25
565596,315429,415275,0.5,1.30,0.25
565598,327665,418178,0.5,1.30,0.25
565600,313309,431357,0.5,2.70,1.60
565601,308022,340205,6.0,1.00,0.25
565602,284629,347801,1.0,0.30,0.25
565603,304372,315739,1.0,0.05,0.25
565604,294301,341721,6.0,1.70,0.80
565605,293319,343280,1.0,1.30,0.25
565606,287264,349195,4.0,0.60,0.25
565607,280383,344335,0.5,0.05,0.25
565608,280519,346036,1.0,0.10,0.60
565609,281465,347218,0.5,0.05,0.25
565610,277946,345867,0.5,0.20,0.25
565611,307098,338323,2.0,0.20,0.25
565612,293283,346111,0.5,0.50,0.25
565613,282620,345092,0.5,0.10,0.25
565614,307601,337608,0.5,0.40,0.25
565615,278172,344579,0.5,0.05,0.25
565616,268548,350023,0.5,0.20,0.25
565618,273621,345981,0.5,0.05,0.25
565619,275517,347713,0.5,0.05,0.25
565620,279603,348565,3.0,0.05,0.25
565621,279470,347751,0.5,0.30,0.70
565623,298994,320212,3.0,0.40,0.25
565624,278930,347019,0.5,0.50,0.25
565625,270836,351105,0.5,0.40,0.25
565626,272415,350769,2.0,0.10,2.00
565627,283416,348026,2.0,1.10,0.70
565628,284096,341592,1.0,0.80,0.90
565629,300023,330944,1.0,1.40,2.80
565630,285264,345300,2.0,1.80,3.90
565631,275738,347990,2.0,1.10,3.10
565632,276981,348131,1.0,0.90,3.10
565633,308687,341123,6.0,1.60,2.80
565634,272131,349247,0.5,1.10,2.00
565635,284137,351472,3.0,1.40,5.30
565636,283739,350060,2.0,1.10,2.60
565637,306574,339132,0.5,0.20,1.20
565638,272300,348646,0.5,1.90,3.90
565639,274799,344911,1.0,1.20,2.70
565640,307685,339546,3.0,1.40,2.50
565641,275750,346962,1.0,1.20,1.40
565642,285465,348904,2.0,1.20,1.20
565643,299441,330652,0.5,1.80,1.50
565645,272920,350628,0.5,1.30,1.60
565646,285067,343509,2.0,1.30,1.20
565647,292466,343354,3.0,2.10,2.60
565648,303911,321299,697.0,1.50,0.90
565649,284347,342103,3.0,1.00,0.60
565650,304166,320691,20.0,1.30,0.25
565651,293102,345508,7.0,1.50,0.25
565652,293342,342495,6.0,2.10,0.25
565654,298264,330262,0.5,1.40,0.25
565655,271310,349224,1.0,0.10,0.25
565656,279993,347035,2.0,0.05,0.25
565657,273918,344805,0.5,2.20,1.80
565658,282983,346267,0.5,0.20,4.30
565661,282335,348433,3.0,1.00,6.30
565663,273415,347707,7.0,0.30,3.40
565664,284759,349317,1.0,0.05,3.20
565665,281756,347256,4.0,0.05,0.90
565666,270933,348345,2.0,0.05,0.90
565667,281726,343796,2.0,0.70,1.10
565668,291958,342761,3.0,0.50,1.60
565669,273724,343973,2.0,0.10,0.90
565670,276511,345958,2.0,0.30,1.30
565671,273403,349378,3.0,0.60,2.00
565672,291893,341544,3.0,1.40,1.90
565673,294330,345775,2.0,1.40,1.30
565674,277629,348162,2.0,1.10,1.50
565676,307764,337255,3.0,0.05,4.40
565677,284804,350612,1.0,0.05,1.00
565680,292912,344402,2.0,0.05,2.10
565681,271436,346810,0.5,0.20,0.70
565682,288421,347322,2.0,1.00,0.25
565683,289206,352257,2.0,0.70,1.00
565684,271776,348456,2.0,0.40,0.25
565685,277096,344841,5.0,0.05,0.25
565686,291202,338550,1.0,0.60,0.60
565688,309646,318183,0.5,0.05,0.25
565689,293138,345373,0.5,0.30,0.25
565692,285458,349940,4.0,0.30,1.70
565693,276541,346837,1.0,0.20,0.25
565694,300810,315346,5.0,0.50,0.90
565695,284560,343866,2.0,1.20,0.80
565697,284608,342665,3.0,1.00,0.25
565698,309630,341683,12.0,1.60,1.90
565699,293752,345465,5.0,0.60,2.30
565700,286199,346884,2.0,1.40,1.00
565701,314108,404252,5.0,2.60,2.50
565702,329023,406782,5.0,2.30,1.40
565705,313760,407481,6.0,2.80,3.30
565706,318950,405827,6.0,2.80,2.60
565707,337716,400757,3.0,2.70,2.10
565708,337337,399750,4.0,3.00,1.40
565709,330487,410715,3.0,2.40,1.50
565710,317331,406692,2.0,2.70,1.50
565711,315035,402372,21.0,9.70,12.70
565712,331581,413371,21.0,6.50,13.20
565713,322460,409549,13.0,8.20,8.20
565714,314427,401189,4.0,1.80,3.10
565715,335523,407434,2.0,2.40,2.70
565716,325809,410047,2.0,4.80,2.70
565717,328225,412871,2.0,1.70,1.40
565718,319181,406513,2.0,2.30,1.30
565719,336599,399410,1.0,3.30,2.70
565721,319476,408964,4.0,3.80,4.70
565722,322541,410181,3.0,3.50,2.40
565724,312791,401905,2.0,1.40,0.60
565725,320079,406163,1.0,2.10,1.30
565726,329898,412005,1.0,1.30,0.25
565727,313300,404406,0.5,1.70,1.80
565728,336175,400019,1.0,2.20,3.20
565729,317464,404681,1.0,2.60,2.00
565731,330488,411171,3.0,1.20,2.60
565733,314781,404236,2.0,2.40,4.80
565735,318026,402817,4.0,2.40,2.30
565736,319172,404758,4.0,2.40,3.20
565737,323570,410595,6.0,4.20,5.50
565738,317115,402806,4.0,3.60,4.30
565739,314064,402327,4.0,1.40,3.10
565740,330700,414009,4.0,3.10,3.10
565741,326409,410899,1.0,3.00,1.30
565742,320340,405378,4.0,3.00,3.00
565744,318082,408387,5.0,2.70,3.40
565745,334609,407388,3.0,1.90,3.70
565746,329768,413171,4.0,2.40,2.90
565748,328817,411396,1.0,1.30,0.60
565749,331210,412854,4.0,1.80,0.25
565750,336172,408185,4.0,1.40,0.80
565751,335990,398957,6.0,2.20,1.30
565752,315290,405291,6.0,2.30,0.25
565753,334270,398546,8.0,3.80,2.60
565755,331795,409732,5.0,1.10,0.25
565756,321343,407330,4.0,2.30,0.25
565757,334991,405980,3.0,3.30,
565759,334169,410250,3.0,2.80,0.25
565761,316890,403470,5.0,3.80,0.25
565762,329731,410044,4.0,3.40,0.25
565763,332755,414115,6.0,2.80,0.25
565764,316693,405252,26.0,2.40,0.25
565765,318580,405159,9.0,2.70,0.25
565767,336012,405828,11.0,1.50,0.25
565768,333038,412291,11.0,2.40,0.25
565769,330388,413189,10.0,2.20,0.25
565770,330175,410216,9.0,1.00,0.25
565771,336651,398903,7.0,1.00,0.25
565772,316144,402103,7.0,0.10,0.25
565773,326713,412134,7.0,4.60,2.10
565774,318555,403531,6.0,2.40,3.50
565775,322976,410666,4.0,3.60,4.80
565776,324222,409684,7.0,3.10,7.20
565777,335612,408020,11.0,2.10,6.20
565778,331698,410910,5.0,1.00,3.00
565780,321131,408359,6.0,2.60,4.50
565781,327324,414060,5.0,1.70,3.70
565782,315340,406010,7.0,3.50,4.30
565783,316139,408110,0.5,2.00,0.25
565784,320587,410361,9.0,1.70,3.60
565785,329902,411567,1.0,1.50,0.25
565786,317351,405833,8.0,2.50,2.90
565787,320670,408933,5.0,3.30,3.20
565788,334836,409291,6.0,3.10,3.00
565789,320278,409476,5.0,3.90,5.00
565790,334983,410352,7.0,2.00,4.00
565791,331971,414503,5.0,2.80,5.00
565792,320054,408223,1.0,3.00,1.00
565794,320119,408073,6.0,2.60,2.40
565795,316514,404233,3.0,1.90,3.70
565798,325772,411853,3.0,3.20,3.00
565800,331478,411170,1.0,1.40,3.60
565801,292806,348053,3.0,2.10,2.00
565802,308669,355922,3.0,0.60,2.40
565803,293515,347608,3.0,1.70,1.90
565804,292269,349903,4.0,1.00,2.60
565805,289656,368666,2.0,0.70,2.60
565806,305556,354284,5.0,0.50,3.50
565807,295052,346804,6.0,1.20,2.60
565808,289696,366831,5.0,0.70,3.30
565809,283021,364038,15.0,1.70,2.20
565812,306872,355459,11.0,1.40,4.70
565813,290431,346637,5.0,0.90,3.00
565814,280986,367441,1.0,0.05,0.25
565815,304690,337190,0.5,0.20,
565816,295875,339540,4.0,0.30,0.25
565817,296524,337907,0.5,0.10,0.25
565818,292312,344635,1.0,0.05,0.25
565819,283149,359546,0.5,0.20,0.25
565821,295548,341656,2.0,0.05,0.25
565823,291109,350777,0.5,0.20,0.25
