FID,AREA,PERIMETER,BLOCKS_,BLOCKS_ID,TILEBLOCK,TILE,BLOCK,TILENUM,TILEBLKNUM
5000,1026763,4090.997,4901,4901,0827N,0827,N,827,827N
6001,1024808,4085.794,6302,6174,0527F,0527,F,527,527F
6002,1026583,4088.944,6902,6738,0442F,0442,F,442,442F
6003,1026688,4091.33,6903,6965,0427N,0427,N,427,427N
6004,1026708,4090.096,6303,6279,0519L,0519,L,519,519L
6005,1026275,4088.357,6304,6495,0700B,0700,B,700,700B
6006,1025160,4086.594,6904,7206,1324F,1324,F,1324,1324F
6007,1031287,4099.32,6905,7083,0505A,0505,A,505,505A
6008,1023164,4082.992,6305,6386,0512P,0512,P,512,512P
6009,1026927,4090.588,6906,6851,0434L,0434,L,434,434L
6010,1026637,4089.064,6907,6739,0442G,0442,G,442,442G
6011,1028815,4093.485,6306,6070,1095D,1095,D,1095,1095D
6012,1022601,4082.103,6908,6966,0427P,0427,P,427,427P
6013,1024806,4085.79,6307,6175,0527G,0527,G,527,527G
6014,1027198,4090.063,6909,7084,0505B,0505,B,505,505B
6015,1023549,4082.961,6308,6280,0519M,0519,M,519,519M
6016,1026404,4088.637,6309,6496,0700C,0700,C,700,700C
6017,1024101,4084.204,6910,6852,0434M,0434,M,434,434M
6018,1025102,4086.463,6911,7207,1324G,1324,G,1324,1324G
6019,1023216,4083.112,6310,6387,0512R,0512,R,512,512R
6020,1027075,4090.055,6912,6740,0442H,0442,H,442,442H
6021,1024913,4086.032,6311,6176,0527H,0527,H,527,527H
6022,1026148,4088.834,6312,6281,0520J,0520,J,520,520J
6023,1022600,4082.102,6913,6967,0427R,0427,R,427,427R
6024,1025889,4088.233,6914,6853,0435J,0435,J,435,435J
6025,1022856,4080.662,6313,6497,0700D,0700,D,700,700D
6026,1027215,4090.092,6915,7085,0505C,0505,C,505,505C
6027,1019898,4075.574,6314,6388,0512S,0512,S,512,512S
6028,1021851,4079.109,6916,7208,1324H,1324,H,1324,1324H
6029,1026077,4087.803,6917,6741,0531E,0531,E,531,531E
6030,1024744,4085.652,6315,6177,0528E,0528,E,528,528E
6031,1024837,4085.861,6316,6282,0520K,0520,K,520,520K
6032,1029795,4096.312,6317,6498,0599A,0599,A,599,599A
6033,1019707,4075.531,6918,6968,0427S,0427,S,427,427S
6034,1026560,4090.662,6318,6389,0513N,0513,N,513,513N
6035,1025002,4086.23,6919,6854,0435K,0435,K,435,435K
6036,1024853,4085.899,6319,6178,0528F,0528,F,528,528F
6037,1024108,4083.116,6920,7086,0505D,0505,D,505,505D
6038,1024836,4085.859,6320,6283,0520L,0520,L,520,520L
6039,1026629,4089.05,6921,6742,0531F,0531,F,531,531F
6040,1023115,4082.905,6321,6390,0513P,0513,P,513,513P
6041,1030204,4097.983,6922,7209,1183E,1183,E,1183,1183E
6042,1028258,4092.806,6322,6499,0599B,0599,B,599,599B
6043,1025592,4088.87,6923,6969,0428N,0428,N,428,428N
6044,1024795,4085.768,6323,6179,0528G,0528,G,528,528G
6045,1025054,4086.349,6924,6855,0435L,0435,L,435,435L
6046,1026571,4088.921,6925,6743,0531G,0531,G,531,531G
6047,1024666,4085.477,6324,6284,0520M,0520,M,520,520M
6048,1030277,4097.016,6926,7087,0420A,0420,A,420,420A
6049,1023167,4083.025,6325,6391,0513R,0513,R,513,513R
6050,1025955,4088.389,6326,6180,0528H,0528,H,528,528H
6051,1025147,4086.568,6927,7210,1183F,1183,F,1183,1183F
6052,1022537,4081.991,6928,6970,0428P,0428,P,428,428P
6053,1025217,4086.718,6929,6856,0435M,0435,M,435,435M
6054,1026426,4088.674,6327,6500,0599C,0599,C,599,599C
6055,1025051,4086.347,6328,6285,0521J,0521,J,521,521J
6056,1028176,4092.54,6930,6744,0531H,0531,H,531,531H
6057,1025511,4087.386,6329,6181,0529E,0529,E,529,529E
6058,1029128,4094.389,6931,7088,0420B,0420,B,420,420B
6059,1020901,4077.866,6330,6392,0513S,0513,S,513,513S
6060,1022102,4078.948,6331,6501,0599D,0599,D,599,599D
6061,1025087,4086.434,6932,7211,1183G,1183,G,1183,1183G
6062,1024756,4085.685,6933,6857,0436J,0436,J,436,436J
6063,1024900,4085.998,6332,6286,0521K,0521,K,521,521K
6064,1022590,4082.111,6934,6971,0428R,0428,R,428,428R
6065,1024845,4085.882,6333,6182,0529F,0529,F,529,529F
6066,1026844,4089.537,6935,6745,0628E,0628,E,628,628E
6067,1027307,4092.363,6334,6393,0514N,0514,N,514,514N
6068,1027260,4090.167,6936,7089,0420C,0420,C,420,420C
6069,1030541,4097.978,6335,6502,0506A,0506,A,506,506A
6070,1021101,4077.429,6937,7212,1183H,1183,H,1183,1183H
6071,1026911,4090.555,6938,6858,0436K,0436,K,436,436K
6072,1026798,4090.277,6336,6287,0521L,0521,L,521,521L
6073,1024787,4085.751,6337,6183,0529G,0529,G,529,529G
6074,1026622,4089.035,6939,6746,0628F,0628,F,628,628F
6075,1023106,4082.887,6338,6394,0514P,0514,P,514,514P
6076,1020728,4077.856,6940,6972,0428S,0428,S,428,428S
6077,1023862,4083.644,6339,6288,0521M,0521,M,521,521M
6078,1023394,4081.471,6941,7090,0420D,0420,D,420,420D
6079,1026400,4088.597,6340,6503,0506B,0506,B,506,506B
6080,1026563,4088.903,6942,6747,0628G,0628,G,628,628G
6081,1025282,4086.872,6341,6184,0529H,0529,H,529,529H
6082,1029070,4095.432,6943,7213,1050E,1050,E,1050,1050E
6083,1023141,4082.976,6342,6395,0514R,0514,R,514,514R
6084,1024971,4086.174,6944,6859,0436L,0436,L,436,436L
6085,1025889,4088.233,6343,6289,0522J,0522,J,522,522J
6086,1026338,4090.571,6945,6973,0429N,0429,N,429,429N
6087,1026453,4088.717,6344,6504,0506C,0506,C,506,506C
6088,1031098,4098.841,6946,7091,0343A,0343,A,343,343A
6089,1024339,4084.741,6345,6185,0530E,0530,E,530,530E
6090,1027392,4090.775,6947,6748,0628H,0628,H,628,628H
6091,1020153,4076.187,6346,6396,0514S,0514,S,514,514S
6092,1024416,4084.919,6948,6860,0436M,0436,M,436,436M
6093,1021210,4077.67,6002,6216,0927M,0927,M,927,927M
6094,1024835,4085.852,6347,6290,0522K,0522,K,522,522K
6095,1025137,4086.547,6949,7214,1050F,1050,F,1050,1050F
6096,1023255,4081.522,6348,6505,0506D,0506,D,506,506D
6097,1022546,4082.032,6950,6974,0429P,0429,P,429,429P
6098,1027448,4090.896,6003,5804,0844M,0844,M,844,844M
6099,1024834,4085.86,6349,6186,0530F,0530,F,530,530F
6100,1025782,4087.142,6951,6749,0733E,0733,E,733,733E
6101,1024822,4085.816,6102,6130,0516F,0516,F,516,516F
6102,1026730,4089.174,6502,6536,0428C,0428,C,428,428C
6103,1031769,4100.643,6350,6625,1184E,1184,E,1184,1184E
6104,1025177,4086.629,6503,6325,0627J,0627,J,627,627J
6105,1031159,4098.625,6004,5999,0518A,0518,A,518,518A
6106,1021295,4079.268,6103,5925,0731N,0731,N,731,731N
6107,1027288,4090.213,6952,7092,0343B,0343,B,343,343B
6108,1026171,4089.807,6351,6397,0515N,0515,N,515,515N
6109,1026606,4089.007,6504,6655,0421G,0421,G,421,421G
6110,1021245,4077.739,6005,6108,0510H,0510,H,510,510H
6111,1025576,4087.541,6953,6861,0437J,0437,J,437,437J
6112,1028215,4092.009,6104,6023,0524A,0524,A,524,524A
6113,1020938,4077.058,6505,6772,1184M,1184,M,1184,1184M
6114,1024887,4085.971,6352,6291,0522L,0522,L,522,522L
6115,1021757,4080.349,6006,5900,0620S,0620,S,620,620S
6116,1024858,4086.927,6506,6430,0523P,0523,P,523,523P
6117,1024856,4085.895,6105,6238,0509K,0509,K,509,509K
6118,1022489,4081.904,6954,6975,0429R,0429,R,429,429R
6119,1024833,4085.859,6353,6187,0530G,0530,G,530,530G
6120,1025212,4085.861,6007,5805,0965J,0965,J,965,965J
6121,1024862,4085.907,6507,6326,0627K,0627,K,627,627K
6122,1024820,4085.813,6106,6131,0516G,0516,G,516,516G
6123,1026978,4090.698,6955,7215,1050G,1050,G,1050,1050G
6124,1029549,4095.704,6354,6506,0421A,0421,A,421,421A
6125,1025506,4088.071,6107,6347,1052R,1052,R,1052,1052R
6126,1028569,4094.295,6008,6217,0810J,0810,J,810,810J
6127,1024733,4084.699,6508,6537,0428D,0428,D,428,428D
6128,1026557,4088.892,6956,6750,0733F,0733,F,733,733F
6129,1026610,4089.006,6355,6626,1184F,1184,F,1184,1184F
6130,1022085,4081.077,6108,5926,0731P,0731,P,731,731P
6131,1022684,4080.154,6509,6656,0421H,0421,H,421,421H
6132,1027358,4090.363,6957,7093,0343C,0343,C,343,343C
6133,1025792,4086.497,6009,6000,0518B,0518,B,518,518B
6134,1023114,4082.928,6356,6398,0515P,0515,P,515,515P
6135,1024843,4085.874,6510,6327,0627L,0627,L,627,627L
6136,1028417,4093.954,6010,6109,0511E,0511,E,511,511E
6137,1027674,4090.753,6109,6024,0524B,0524,B,524,524B
6138,1024996,4086.218,6357,6292,0522M,0522,M,522,522M
6139,1024964,4086.158,6958,6862,0437K,0437,K,437,437K
6140,1024890,4085.983,6110,6239,0509L,0509,L,509,509L
6141,1023052,4082.829,6511,6431,0523R,0523,R,523,523R
6142,1022307,4081.594,6011,5901,0621N,0621,N,621,621N
6143,1022105,4079.68,6111,6132,0516H,0516,H,516,516H
6144,1026342,4089.259,6358,6188,0530H,0530,H,530,530H
6145,1019873,4075.962,6959,6976,0429S,0429,S,429,429S
6146,1029070,4095.432,6512,6773,1051J,1051,J,1051,1051J
6147,1026262,4088.231,6012,5806,0965K,0965,K,965,965K
6148,1030532,4097.759,6513,6538,0429A,0429,A,429,429A
6149,1028402,4093.077,6359,6507,0421B,0421,B,421,421B
6150,1018815,4072.907,6112,6348,1052S,1052,S,1052,1052S
6151,1024875,4085.942,6013,6218,0810K,0810,K,810,810K
6152,1020334,4075.688,6960,7216,1050H,1050,H,1050,1050H
6153,1027638,4090.647,6014,6001,0518C,0518,C,518,518C
6154,1022027,4080.948,6113,5927,0731R,0731,R,731,731R
6155,1030426,4097.625,6514,6657,0422E,0422,E,422,422E
6156,1026551,4088.874,6360,6627,1184G,1184,G,1184,1184G
6157,1026555,4088.887,6961,6751,0733G,0733,G,733,733G
6158,1027599,4090.593,6114,6025,0524C,0524,C,524,524C
6159,1025653,4087.713,6515,6328,0627M,0627,M,627,627M
6160,1024798,4085.789,6015,6110,0511F,0511,F,511,511F
6161,1024981,4086.187,6962,6863,0437L,0437,L,437,437L
6162,1024681,4085.497,6361,6293,0523J,0523,J,523,523J
6163,1022495,4081.541,6516,6432,0523S,0523,S,523,523S
6164,1022011,4079.477,6115,6240,0509M,0509,M,509,509M
6165,1021902,4080.717,6016,5902,0621P,0621,P,621,621P
6166,1024455,4083.857,6963,7094,0343D,0343,D,343,343D
6167,1023039,4082.768,6362,6399,0515R,0515,R,515,515R
6168,1027563,4092.022,6116,6133,0517E,0517,E,517,517E
6169,1026834,4089.381,6517,6539,0429B,0429,B,429,429B
6170,1025177,4086.629,6363,6189,0627E,0627,E,627,627E
6171,1026333,4088.383,6017,5807,0965L,0965,L,965,965L
6172,1025206,4088.049,6964,6977,0430N,0430,N,430,430N
6173,1026459,4088.695,6364,6508,0421C,0421,C,421,421C
6174,1028547,4093.382,6965,6752,0733H,0733,H,733,733H
6175,1024973,4086.175,6518,6774,1051K,1051,K,1051,1051K
6176,1024011,4085.413,6117,5928,0731S,0731,S,731,731S
6177,1026698,4090.062,6018,6219,0810L,0810,L,810,810L
6178,1022559,4079.869,6365,6628,1184H,1184,H,1184,1184H
6179,1029889,4097.285,6966,7217,0925E,0925,E,925,925E
6180,1024044,4084.081,6519,6329,0732J,0732,J,732,732J
6181,1027083,4089.425,6019,6002,0518D,0518,D,518,518D
6182,1026765,4090.214,6366,6294,0523K,0523,K,523,523K
6183,1028431,4094.658,6118,6349,0927N,0927,N,927,927N
6184,1025604,4087.588,6967,6864,0437M,0437,M,437,437M
6185,1021955,4080.837,6020,5903,0621R,0621,R,621,621R
6186,1026598,4088.992,6520,6658,0422F,0422,F,422,422F
6187,1024769,4085.717,6367,6190,0627F,0627,F,627,627F
6188,1028005,4091.558,6119,6026,0524D,0524,D,524,524D
6189,1024815,4085.817,6021,6111,0511G,0511,G,511,511G
6190,1023580,4084.005,6521,6433,0524N,0524,N,524,524N
6191,1031902,4100.636,6968,7095,0344A,0344,A,344,344A
6192,1029537,4096.48,6120,6241,0510J,0510,J,510,510J
6193,1021156,4078.479,6368,6400,0515S,0515,S,515,515S
6194,1028622,4093.535,6022,5808,0965M,0965,M,965,965M
6195,1026758,4089.219,6522,6540,0429C,0429,C,429,429C
6196,1024849,4085.889,6121,6134,0517F,0517,F,517,517F
6197,1022444,4081.823,6969,6978,0430P,0430,P,430,430P
6198,1022577,4079.968,6369,6509,0421D,0421,D,421,421D
6199,1026853,4090.424,6523,6775,1051L,1051,L,1051,1051L
6200,1028244,4092.041,6023,6003,0519A,0519,A,519,519A
6201,1026493,4088.75,6970,6753,0846E,0846,E,846,846E
6202,1024822,4085.837,6370,6191,0627G,0627,G,627,627G
6203,1022093,4081.06,6122,5929,0844N,0844,N,844,844N
6204,1024837,4085.861,6524,6330,0732K,0732,K,732,732K
6205,1020330,4075.675,6024,6220,0810M,0810,M,810,810M
6206,1024807,4085.802,6371,6295,0523L,0523,L,523,523L
6207,1023026,4082.781,6525,6434,0524P,0524,P,524,524P
6208,1025088,4086.431,6971,7218,0925F,0925,F,925,925F
6209,1023617,4083.802,6123,6350,0927P,0927,P,927,927P
6210,1022854,4082.835,6025,5904,0621S,0621,S,621,621S
6211,1030651,4098.122,6372,6629,1051E,1051,E,1051,1051E
6212,1026557,4088.89,6526,6659,0422G,0422,G,422,422G
6213,1022303,4080.123,6026,6112,0511H,0511,H,511,511H
6214,1024440,4084.958,6972,6865,0438J,0438,J,438,438J
6215,1027057,4089.423,6124,6027,0525A,0525,A,525,525A
6216,1023984,4082.993,6527,6541,0429D,0429,D,429,429D
6217,1026992,4091.696,6373,6401,0516N,0516,N,516,516N
6218,1024864,4085.935,6125,6242,0510K,0510,K,510,510K
6219,1027703,4090.785,6027,6004,0519B,0519,B,519,519B
6220,1027386,4090.408,6973,7096,0344B,0344,B,344,344B
6221,1020206,4075.408,6528,6776,1051M,1051,M,1051,1051M
6222,1024808,4085.789,6126,6135,0517G,0517,G,517,517G
6223,1023142,4083.48,6028,5905,0622N,0622,N,622,622N
6224,1030352,4097.499,6374,6510,0422A,0422,A,422,422A
6225,1024889,4085.98,6529,6331,0732L,0732,L,732,732L
6226,1022038,4080.964,6127,5930,0844P,0844,P,844,844P
6227,1026549,4088.875,6974,6754,0846F,0846,F,846,846F
6228,1029387,4096.148,6029,6221,0701J,0701,J,701,701J
6229,1022986,4082.682,6530,6435,0524R,0524,R,524,524R
6230,1025613,4087.616,6375,6192,0627H,0627,H,627,627H
6231,1029460,4094.798,6128,6028,0525B,0525,B,525,525B
6232,1029219,4095.75,6030,6113,0512E,0512,E,512,512E
6233,1023784,4082.636,6531,6660,0422H,0422,H,422,422H
6234,1022443,4081.822,6975,6979,0430R,0430,R,430,430R
6235,1024248,4084.542,6376,6296,0523M,0523,M,523,523M
6236,1023523,4083.609,6129,6351,0927R,0927,R,927,927R
6237,1029532,4094.907,6031,6005,0519C,0519,C,519,519C
6238,1029487,4095.394,6532,6542,0430A,0430,A,430,430A
6239,1026874,4090.456,6976,6866,0438K,0438,K,438,438K
6240,1026543,4088.858,6377,6630,1051F,1051,F,1051,1051F
6241,1022073,4081.054,6130,5931,0844R,0844,R,844,844R
6242,1026766,4090.223,6533,6332,0732M,0732,M,732,732M
6243,1021966,4080.854,6032,5906,0622P,0622,P,622,622P
6244,1024824,4085.836,6131,6243,0510L,0510,L,510,510L
6245,1025140,4086.549,6977,7219,0925G,0925,G,925,925G
6246,1024829,4085.86,6033,6222,0701K,0701,K,701,701K
6247,1022994,4082.689,6378,6402,0516P,0516,P,516,516P
6248,1029796,4097.065,6534,6777,0926J,0926,J,926,926J
6249,1023146,4082.035,6132,6136,0517H,0517,H,517,517H
6250,1026602,4088.995,6978,6755,0846G,0846,G,846,846G
6251,1024825,4085.833,6034,6114,0512F,0512,F,512,512F
6252,1024024,4084.015,6379,6193,0732E,0732,E,732,732E
6253,1027572,4090.544,6133,6029,0525C,0525,C,525,525C
6254,1023610,4084.057,6535,6436,0524S,0524,S,524,524S
6255,1027346,4090.311,6979,7097,0344C,0344,C,344,344C
6256,1026486,4088.74,6380,6511,0422B,0422,B,422,422B
6257,1021005,4078.536,6980,6980,0430S,0430,S,430,430S
6258,1026293,4087.65,6035,6006,0519D,0519,D,519,519D
6259,1025483,4087.321,6381,6297,0524J,0524,J,524,524J
6260,1019910,4075.416,6134,6352,0927S,0927,S,927,927S
6261,1025044,4086.324,6981,6867,0438L,0438,L,438,438L
6262,1031264,4099.51,6536,6661,0423E,0423,E,423,423E
6263,1021428,4078.163,6982,7220,0925H,0925,H,925,925H
6264,1023065,4082.839,6382,6403,0516R,0516,R,516,516R
6265,1021908,4080.724,6036,5907,0622R,0622,R,622,622R
6266,1023246,4083.673,6135,5932,0844S,0844,S,844,844S
6267,1026786,4089.265,6537,6543,0430B,0430,B,430,430B
6268,1024846,4085.888,6037,6223,0701L,0701,L,701,701L
6269,1024791,4085.75,6538,6333,0845J,0845,J,845,845J
6270,1028401,4093.908,6136,6137,0518E,0518,E,518,518E
6271,1024823,4085.829,6038,6115,0512G,0512,G,512,512G
6272,1021298,4077.861,6137,6244,0510M,0510,M,510,510M
6273,1022144,4081.22,6039,5908,0622S,0622,S,622,622S
6274,1025035,4086.309,6539,6778,0926K,0926,K,926,926K
6275,1028480,4093.228,6383,6631,1051G,1051,G,1051,1051G
6276,1027763,4091.615,6983,6756,0846H,0846,H,846,846H
6277,1027277,4089.918,6138,6030,0525D,0525,D,525,525D
6278,1022613,4081.8,6540,6437,0525N,0525,N,525,525N
6279,1028936,4093.615,6040,6007,0520A,0520,A,520,520A
6280,1024851,4085.885,6384,6194,0732F,0732,F,732,732F
6281,1023760,4082.244,6984,7098,0344D,0344,D,344,344D
6282,1021427,4078.156,6041,6224,0701M,0701,M,701,701M
6283,1026550,4088.877,6541,6662,0423F,0423,F,423,423F
6284,1027315,4092.166,6139,6353,0810N,0810,N,810,810N
6285,1024836,4085.849,6385,6298,0524K,0524,K,524,524K
6286,1025895,4089.622,6985,6981,0431N,0431,N,431,431N
6287,1020942,4078.446,6140,5933,0965N,0965,N,965,965N
6288,1026857,4089.417,6542,6544,0430C,0430,C,430,430C
6289,1021502,4078.325,6042,6116,0512H,0512,H,512,512H
6290,1026539,4088.86,6386,6512,0422C,0422,C,422,422C
6291,1024764,4085.692,6986,6868,0438M,0438,M,438,438M
6292,1024900,4085.998,6543,6334,0845K,0845,K,845,845K
6293,1021920,4080.713,6043,5909,0623N,0623,N,623,623N
6294,1022919,4081.524,6141,6138,0518F,0518,F,518,518F
6295,1020356,4076.679,6387,6404,0516S,0516,S,516,516S
6296,1025377,4086.233,6987,6757,0967E,0967,E,967,967E
6297,1024860,4086.925,6544,6438,0525P,0525,P,525,525P
6298,1028808,4094.827,6988,7221,0808E,0808,E,808,808E
6299,1027658,4090.706,6044,6008,0520B,0520,B,520,520B
6300,1028492,4094.113,6142,6245,0511J,0511,J,511,511J
6301,1021715,4077.97,6388,6632,1051H,1051,H,1051,1051H
6302,1024976,4086.177,6545,6779,0926L,0926,L,926,926L
6303,1030910,4098.363,6989,7099,0345A,0345,A,345,345A
6304,1028195,4093.448,6045,6117,0513E,0513,E,513,513E
6305,1027773,4091.035,6143,6031,0526A,0526,A,526,526A
6306,1024850,4085.884,6389,6195,0732G,0732,G,732,732G
6307,1020576,4077.615,6990,6982,0431P,0431,P,431,431P
6308,1024824,4085.836,6546,6335,0845L,0845,L,845,845L
6309,1022102,4081.103,6144,5934,0965P,0965,P,965,965P
6310,1028285,4093.652,6046,6225,0600J,0600,J,600,600J
6311,1025260,4086.814,6991,6869,0439J,0439,J,439,439J
6312,1022030,4080.991,6047,5910,0623P,0623,P,623,623P
6313,1025118,4085.505,6547,6545,0430D,0430,D,430,430D
6314,1024870,4085.937,6390,6299,0524L,0524,L,524,524L
6315,1023482,4083.536,6145,6354,0810P,0810,P,810,810P
6316,1026538,4088.853,6992,6758,0967F,0967,F,967,967F
6317,1026547,4088.872,6548,6663,0423G,0423,G,423,423G
6318,1027676,4090.736,6048,6009,0520C,0520,C,520,520C
6319,1023655,4082.384,6391,6513,0422D,0422,D,422,422D
6320,1024852,4085.893,6146,6139,0518G,0518,G,518,518G
6321,1023053,4082.825,6549,6439,0525R,0525,R,525,525R
6322,1025136,4086.54,6993,7222,0808F,0808,F,808,808F
6323,1024816,4085.814,6049,6118,0513F,0513,F,513,513F
6324,1024838,4085.858,6147,6246,0511K,0511,K,511,511K
6325,1025803,4089.018,6392,6405,0517N,0517,N,517,517N
6326,1022451,4081.864,6994,6983,0431R,0431,R,431,431R
6327,1027618,4090.651,6148,6032,0526B,0526,B,526,526B
6328,1021321,4077.92,6550,6780,0926M,0926,M,926,926M
6329,1026734,4090.148,6050,6226,0600K,0600,K,600,600K
6330,1031395,4099.814,6393,6633,0926E,0926,E,926,926E
6331,1027356,4090.324,6995,7100,0345B,0345,B,345,345B
6332,1021972,4080.861,6051,5911,0623R,0623,R,623,623R
6333,1022063,4081.005,6149,5935,0965R,0965,R,965,965R
6334,1026023,4088.553,6551,6336,0845M,0845,M,845,845M
6335,1026713,4090.101,6394,6196,0732H,0732,H,732,732H
6336,1024980,4086.181,6996,6870,0439K,0439,K,439,439K
6337,1025414,4087.907,6150,6355,0810R,0810,R,810,810R
6338,1030344,4097.282,6552,6546,0431A,0431,A,431,431A
6339,1025365,4087.056,6395,6300,0524M,0524,M,524,524M
6340,1027452,4090.262,6052,6010,0520D,0520,D,520,520D
6341,1024241,4084.512,6151,6140,0518H,0518,H,518,518H
6342,1026591,4088.974,6997,6759,0967G,0967,G,967,967G
6343,1024814,4085.811,6053,6119,0513G,0513,G,513,513G
6344,1022981,4080.836,6553,6664,0423H,0423,H,423,423H
6345,1027560,4090.521,6152,6033,0526C,0526,C,526,526C
6346,1031133,4099.255,6396,6514,0423A,0423,A,423,423A
6347,1024872,4085.946,6153,6247,0511L,0511,L,511,511L
6348,1026959,4090.659,6998,7223,0808G,0808,G,808,808G
6349,1023021,4082.761,6397,6406,0517P,0517,P,517,517P
6350,1023201,4083.608,6054,5912,0623S,0623,S,623,623S
6351,1022808,4082.224,6554,6440,0525S,0525,S,525,525S
6352,1024435,4086.348,6154,5936,0965S,0965,S,965,965S
6353,1021935,4080.675,6999,6984,0431S,0431,S,431,431S
6354,1024772,4085.719,6398,6197,0845E,0845,E,845,845E
6355,1024850,4085.893,6055,6227,0600L,0600,L,600,600L
6356,1023640,4083.171,6555,6337,0966J,0966,J,966,966J
6357,1019051,4073.486,6155,6356,0810S,0810,S,810,810S
6358,1026569,4088.93,6399,6634,0926F,0926,F,926,926F
6359,1027408,4090.444,7000,7101,0345C,0345,C,345,345C
6360,1028679,4094.545,6556,6781,0809J,0809,J,809,809J
6361,1027818,4091.097,6056,6011,0521A,0521,A,521,521A
6362,1025090,4086.43,7001,6871,0439L,0439,L,439,439L
6363,1024440,4084.958,6400,6301,0525J,0525,J,525,525J
6364,1025018,4085.244,6557,6547,0431B,0431,B,431,431B
6365,1022774,4082.632,6057,5913,0624N,0624,N,624,624N
6366,1025386,4087.107,6156,6141,0519E,0519,E,519,519E
6367,1026549,4088.875,6401,6515,0423B,0423,B,423,423B
6368,1028376,4092.397,6157,6034,0526D,0526,D,526,526D
6369,1022542,4080.678,6058,6120,0513H,0513,H,513,513H
6370,1030146,4096.99,6558,6665,0424E,0424,E,424,424E
6371,1022268,4080.063,6158,6248,0511M,0511,M,511,511M
6372,1020643,4076.388,6059,6228,0600M,0600,M,600,600M
6373,1023358,4083.469,6559,6441,0526N,0526,N,526,526N
6374,1028576,4092.858,6159,6035,0527A,0527,A,527,527A
6375,1027592,4090.56,6060,6012,0521B,0521,B,521,521B
6376,1024871,4085.946,6560,6338,0966K,0966,K,966,966K
6377,1024831,4085.854,6160,6142,0519F,0519,F,519,519F
6378,1021947,4080.786,6061,5914,0624P,0624,P,624,624P
6379,1024968,4086.161,6561,6782,0809K,0809,K,809,809K
6380,1028056,4093.859,6161,6357,0701N,0701,N,701,701N
6381,1028958,4095.174,6062,6121,0514E,0514,E,514,514E
6382,1026845,4089.364,6562,6548,0431C,0431,C,431,431C
6383,1029311,4095.967,6162,6249,0512J,0512,J,512,512J
6384,1029532,4094.932,6063,6013,0521C,0521,C,521,521C
6385,1026612,4089.01,6563,6666,0424F,0424,F,424,424F
6386,1027592,4090.604,6163,6036,0527B,0527,B,527,527B
6387,1029107,4095.51,6064,6229,0507J,0507,J,507,507J
6388,1023082,4082.873,6564,6442,0526P,0526,P,526,526P
6389,1026672,4090.005,6164,6143,0519G,0519,G,519,519G
6390,1024831,4085.846,6565,6339,0966L,0966,L,966,966L
6391,1023450,4083.477,6165,6358,0701P,0701,P,701,701P
6392,1022035,4080.999,6065,5915,0624R,0624,R,624,624R
6393,1026902,4090.531,6566,6783,0809L,0809,L,809,809L
6394,1024803,4085.79,6066,6122,0514F,0514,F,514,514F
6395,1024825,4085.833,6166,6250,0512K,0512,K,512,512K
6396,1026645,4088.457,6067,6014,0521D,0521,D,521,521D
6397,1027534,4090.475,6167,6037,0527C,0527,C,527,527C
6398,1026346,4088.269,6567,6549,0431D,0431,D,431,431D
6399,1024843,4085.877,6068,6230,0507K,0507,K,507,507K
6400,1026592,4088.975,6568,6667,0424G,0424,G,424,424G
6401,1023514,4082.871,6168,6144,0519H,0519,H,519,519H
6402,1023024,4082.743,6569,6443,0526R,0526,R,526,526R
6403,1022492,4081.994,6069,5916,0624S,0624,S,624,624S
6404,1023467,4083.536,6169,6359,0701R,0701,R,701,701R
6405,1024877,4085.951,6170,6251,0512L,0512,L,512,512L
6406,1024802,4085.786,6070,6123,0514G,0514,G,514,514G
6407,1027155,4091.096,6570,6340,0966M,0966,M,966,966M
6408,1027572,4090.598,6171,6038,0527D,0527,D,527,527D
6409,1028583,4092.824,6071,6015,0522A,0522,A,522,522A
6410,1027360,4090.545,6571,6550,0432A,0432,A,432,432A
6411,1026113,4088.743,6172,6145,0520E,0520,E,520,520E
6412,1024842,4085.875,6072,6231,0507L,0507,L,507,507L
6413,1020532,4076.142,6572,6784,0809M,0809,M,809,809M
6414,1023997,4084.927,6573,6444,0526S,0526,S,526,526S
6415,1021624,4080.019,6073,5917,0625N,0625,N,625,625N
6416,1020094,4075.875,6173,6360,0701S,0701,S,701,701S
6417,1021755,4078.904,6074,6124,0514H,0514,H,514,514H
6418,1021498,4078.319,6174,6252,0512M,0512,M,512,512M
6419,1024497,4085.092,6574,6341,1095J,1095,J,1095,1095J
6420,1027419,4090.245,6175,6039,0528A,0528,A,528,528A
6421,1024041,4083.222,6575,6668,0424H,0424,H,424,424H
6422,1027637,4090.665,6075,6016,0522B,0522,B,522,522B
6423,1024837,4085.861,6176,6146,0520F,0520,F,520,520F
6424,1026913,4089.509,6576,6551,0432B,0432,B,432,432B
6425,1022011,4080.924,6076,5918,0625P,0625,P,625,625P
6426,1024066,4085.074,6577,6445,0527N,0527,N,527,527N
6427,1028249,4093.57,6177,6253,0513J,0513,J,513,513J
6428,1021683,4078.739,6077,6232,0507M,0507,M,507,507M
6429,1024828,4085.839,6578,6342,1095K,1095,K,1095,1095K
6430,1029441,4096.27,6579,6785,0700J,0700,J,700,700J
6431,1027637,4090.663,6078,6017,0522C,0522,C,522,522C
6432,1026944,4091.372,6178,6361,0600N,0600,N,600,600N
