FID,AREA,PERIMETER,BLOCKS_,BLOCKS_ID,TILEBLOCK,TILE,BLOCK,TILENUM,TILEBLKNUM
2408,1027244,4091.962,2459,2573,1496N,1496,N,1496,1496N
2409,1021912,4080.32,2958,3046,1347P,1347,P,1347,1347P
2410,1023244,4082.245,2147,2013,1680E,1680,E,1680,1680E
2411,1023510,4081.304,2648,2703,1349D,1349,D,1349,1349D
2412,1028276,4093.614,2838,2929,1347J,1347,J,1347,1347J
2413,1020975,4078.312,2245,2200,1670S,1670,S,1670,1670S
2414,1023723,4083.337,2538,2516,1508M,1508,M,1508,1508M
2415,1024963,4085.334,2039,1902,1680B,1680,B,1680,1680B
2416,1020678,4077.605,2327,2225,1677N,1677,N,1677,1677N
2417,1023805,4083.535,2728,2815,1347G,1347,G,1347,1347G
2418,1025832,4086.93,2460,2343,1519C,1519,C,1519,1519C
2419,1022387,4080.33,2959,2960,1354M,1354,M,1354,1354M
2420,1025867,4087.327,2148,2092,1671M,1671,M,1671,1671M
2421,1023690,4083.261,2649,2547,1516L,1516,L,1516,1516L
2422,1025674,4087.745,2839,2843,1354G,1354,G,1354,1354G
2423,1024661,4085.448,2040,1981,1672E,1672,E,1672,1672E
2424,1021776,4078.932,2328,2382,1502F,1502,F,1502,1502F
2425,1031650,4099.729,2539,2676,1343A,1343,A,1343,1343A
2426,1027857,4091.43,2246,2281,1504A,1504,A,1504,1504A
2427,1028231,4091.924,2729,2724,1355A,1355,A,1355,1355A
2428,1023662,4083.196,2461,2418,1511F,1511,F,1511,1511F
2429,1025927,4087.091,2149,2255,1497C,1497,C,1497,1497C
2430,1025674,4086.787,2960,3138,1197B,1197,B,1197,1197B
2431,1022316,4080.904,2650,2623,1508R,1508,R,1508,1508R
2432,1019951,4074.822,2247,2360,1496H,1496,H,1496,1496H
2433,1026700,4088.504,2840,2754,1362C,1362,C,1362,1362C
2434,1027625,4092.144,2329,2461,1495J,1495,J,1495,1495J
2435,1018628,4072.99,2041,2144,1656S,1656,S,1656,1656S
2436,1022275,4080.822,2540,2594,1501P,1501,P,1501,1501P
2437,1021997,4080.687,2150,2173,1664N,1664,N,1664,1664N
2438,1022370,4080.955,2730,2645,1514N,1514,N,1514,1514N
2439,1025598,4087.561,2462,2495,1503L,1503,L,1503,1503L
2440,1020700,4076.506,2651,2796,1342H,1342,H,1342,1342H
2441,1023861,4083.652,2961,2876,1362H,1362,H,1362,1362H
2442,1024016,4084.001,2541,2441,1517E,1517,E,1517,1517E
2443,1025171,4085.757,2248,2122,1679K,1679,K,1679,1679K
2444,1023518,4082.864,2151,2014,1680F,1680,F,1680,1680F
2445,1024963,4085.334,2042,1903,1680C,1680,C,1680,1680C
2446,1026654,4088.752,2330,2305,1510A,1510,A,1510,1510A
2447,1023900,4083.729,2841,2930,1347K,1347,K,1347,1347K
2448,1022435,4081.113,2463,2574,1496P,1496,P,1496,1496P
2449,1021801,4080.069,2962,3047,1347R,1347,R,1347,1347R
2450,1026801,4088.667,2731,2725,1355B,1355,B,1355,1355B
2451,1021688,4079.928,2249,2201,1671N,1671,N,1671,1671N
2452,1026309,4088.325,2152,2093,1672J,1672,J,1672,1672J
2453,1029963,4095.833,2652,2704,1350A,1350,A,1350,1350A
2454,1023665,4083.206,2542,2517,1509J,1509,J,1509,1509J
2455,1022423,4080.392,2842,2844,1354H,1354,H,1354,1354H
2456,1025200,4085.813,2043,2062,1664K,1664,K,1664,1664K
2457,1021358,4079.164,2331,2226,1677P,1677,P,1677,1677P
2458,1026829,4089.207,2464,2344,1519D,1519,D,1519,1519D
2459,1020334,4075.684,2732,2816,1347H,1347,H,1347,1347H
2460,1025282,4086.861,2963,2961,1355J,1355,J,1355,1355J
2461,1026025,4087.271,2250,2282,1504B,1504,B,1504,1504B
2462,1025256,4086.789,2653,2548,1516M,1516,M,1516,1516M
2463,1023134,4080.833,2153,2256,1497D,1497,D,1497,1497D
2464,1026616,4088.348,2543,2677,1343B,1343,B,1343,1343B
2465,1026699,4088.531,2843,2755,1362D,1362,D,1362,1362D
2466,1023710,4083.302,2332,2383,1502G,1502,G,1502,1502G
2467,1023661,4083.193,2465,2419,1511G,1511,G,1511,1511G
2468,1025763,4086.969,2964,3139,1197C,1197,C,1197,1197C
2469,1022426,4081.11,2733,2646,1514P,1514,P,1514,1514P
2470,1023496,4082.816,2044,1982,1672F,1672,F,1672,1672F
2471,1026998,4089.878,2251,2123,1679L,1679,L,1679,1679L
2472,1022441,4081.149,2654,2624,1508S,1508,S,1508,1508S
2473,1023496,4082.825,2154,2015,1680G,1680,G,1680,1680G
2474,1023841,4083.598,2844,2931,1347L,1347,L,1347,1347L
2475,1025985,4087.216,2333,2306,1510B,1510,B,1510,1510B
2476,1023683,4083.247,2544,2442,1517F,1517,F,1517,1517F
2477,1026216,4088.202,2045,1904,1680D,1680,D,1680,1680D
2478,1021833,4079.055,2466,2496,1503M,1503,M,1503,1503M
2479,1026837,4088.757,2734,2726,1355C,1355,C,1355,1355C
2480,1023693,4083.272,2965,2877,1363E,1363,E,1363,1363E
2481,1028834,4094.883,2655,2797,1343E,1343,E,1343,1343E
2482,1027310,4091.449,2252,2361,1497E,1497,E,1497,1497E
2483,1021223,4078.963,2155,2174,1664P,1664,P,1664,1664P
2484,1023674,4083.229,2334,2462,1495K,1495,K,1495,1495K
2485,1022434,4081.111,2467,2575,1496R,1496,R,1496,1496R
2486,1025225,4086.733,2845,2845,1355E,1355,E,1355,1355E
2487,1025950,4089.578,2046,2145,1657N,1657,N,1657,1657N
2488,1022328,4080.942,2545,2595,1501R,1501,R,1501,1501R
2489,1025142,4085.693,2156,2094,1672K,1672,K,1672,1672K
2490,1021246,4078.956,2253,2202,1671P,1671,P,1671,1671P
2491,1027267,4091.339,2735,2817,1348E,1348,E,1348,1348E
2492,1026815,4088.704,2656,2705,1350B,1350,B,1350,1350B
2493,1018483,4072.531,2966,3048,1347S,1347,S,1347,1347S
2494,1021411,4079.285,2335,2227,1677R,1677,R,1677,1677R
2495,1025545,4087.455,2546,2518,1509K,1509,K,1509,1509K
2496,1027045,4089.966,2047,2063,1664L,1664,L,1664,1664L
2497,1024716,4084.444,2468,2345,1520A,1520,A,1520,1520A
2498,1026528,4088.146,2846,2756,1363A,1363,A,1363,1363A
2499,1023785,4083.48,2967,2962,1355K,1355,K,1355,1355K
2500,1024034,4084.031,2657,2549,1517J,1517,J,1517,1517J
2501,1025985,4087.173,2254,2283,1504C,1504,C,1504,1504C
2502,1030471,4097.364,2157,2257,1498A,1498,A,1498,1498A
2503,1023548,4082.935,2048,1983,1672G,1672,G,1672,1672G
2504,1023270,4082.313,2469,2420,1511H,1511,H,1511,1511H
2505,1020409,4075.844,2847,2932,1347M,1347,M,1347,1347M
2506,1023625,4083.117,2547,2443,1517G,1517,G,1517,1517G
2507,1022369,4080.981,2736,2647,1514R,1514,R,1514,1514R
2508,1022545,4080.67,2336,2384,1502H,1502,H,1502,1502H
2509,1023820,4083.55,2968,2878,1363F,1363,F,1363,1363F
2510,1025445,4086.375,2255,2124,1679M,1679,M,1679,1679M
2511,1024822,4085.823,2158,2016,1680H,1680,H,1680,1680H
2512,1022327,4080.893,2658,2625,1509N,1509,N,1509,1509N
2513,1021181,4078.821,2049,2146,1657P,1657,P,1657,1657P
2514,1027249,4091.297,2737,2905,1341J,1341,J,1341,1341J
2515,1023785,4083.48,2848,2846,1355F,1355,F,1355,1355F
2516,1025874,4086.966,2337,2307,1510C,1510,C,1510,1510C
2517,1026632,4088.377,2548,2678,1343C,1343,C,1343,1343C
2518,1025577,4087.524,2470,2497,1504J,1504,J,1504,1504J
2519,1023061,4083.116,2159,2175,1664R,1664,R,1664,1664R
2520,1022342,4079.275,2969,3140,1197D,1197,D,1197,1197D
2521,1023709,4083.313,2256,2362,1497F,1497,F,1497,1497F
2522,1023755,4083.401,2659,2550,1517K,1517,K,1517,1517K
2523,1020113,4075.906,2549,2596,1501S,1501,S,1501,1501S
2524,1023585,4082.172,2050,2064,1664M,1664,M,1664,1664M
2525,1023726,4083.347,2338,2463,1495L,1495,L,1495,1495L
2526,1026374,4087.753,2738,2727,1355D,1355,D,1355,1355D
2527,1026747,4088.611,2849,2757,1363B,1363,B,1363,1363B
2528,1025141,4085.69,2160,2095,1672L,1672,L,1672,1672L
2529,1025803,4086.878,2471,2346,1520B,1520,B,1520,1520B
2530,1021356,4079.204,2257,2203,1671R,1671,R,1671,1671R
2531,1025254,4087.869,2970,3049,1348N,1348,N,1348,1348N
2532,1026868,4088.824,2660,2706,1350C,1350,C,1350,1350C
2533,1023716,4083.322,2550,2519,1509L,1509,L,1509,1509L
2534,1023437,4082.684,2051,1984,1672H,1672,H,1672,1672H
2535,1023249,4083.409,2339,2228,1677S,1677,S,1677,1677S
2536,1023834,4083.583,2739,2818,1348F,1348,F,1348,1348F
2537,1027271,4091.345,2850,2933,1348J,1348,J,1348,1348J
2538,1025883,4086.983,2161,2258,1498B,1498,B,1498,1498B
2539,1025207,4085.448,2258,2284,1504D,1504,D,1504,1504D
2540,1018782,4072.822,2472,2576,1496S,1496,S,1496,1496S
2541,1023740,4083.375,2661,2798,1343F,1343,F,1343,1343F
2542,1023837,4083.598,2971,2963,1355L,1355,L,1355,1355L
2543,1021291,4079.069,2052,2147,1657R,1657,R,1657,1657R
2544,1024811,4085.79,2340,2385,1503E,1503,E,1503,1503E
2545,1023692,4083.947,2740,2648,1514S,1514,S,1514,1514S
2546,1024399,4084.866,2551,2444,1517H,1517,H,1517,1517H
2547,1019708,4075.485,2162,2176,1664S,1664,S,1664,1664S
2548,1024833,4084.994,2259,2125,1680J,1680,J,1680,1680J
2549,1024205,4085.171,2662,2626,1509P,1509,P,1509,1509P
2550,1023801,4083.507,2851,2847,1355G,1355,G,1355,1355G
2551,1026724,4089.265,2053,2065,1665J,1665,J,1665,1665J
2552,1025751,4087.915,2741,2906,1341K,1341,K,1341,1341K
2553,1026298,4087.96,2341,2308,1510D,1510,D,1510,1510D
2554,1026393,4090.122,2552,2597,1502N,1502,N,1502,1502N
2555,1023819,4083.549,2972,2879,1363G,1363,G,1363,1363G
2556,1024005,4083.963,2473,2421,1512E,1512,E,1512,1512E
2557,1026689,4088.482,2852,2758,1363C,1363,C,1363,1363C
2558,1023643,4083.148,2663,2551,1517L,1517,L,1517,1517L
2559,1023546,4082.931,2054,1985,1673E,1673,E,1673,1673E
2560,1022015,4080.669,2260,2204,1671S,1671,S,1671,1671S
2561,1025083,4085.561,2163,2096,1672M,1672,M,1672,1672M
2562,1022635,4079.401,2553,2679,1343D,1343,D,1343,1343D
2563,1027090,4089.368,2742,2728,1356A,1356,A,1356,1356A
2564,1021441,4079.307,2342,2229,1678N,1678,N,1678,1678N
2565,1029103,4094.522,2973,3141,1198A,1198,A,1198,1198A
2566,1023597,4083.06,2261,2363,1497G,1497,G,1497,1497G
2567,1025470,4088.261,2853,3021,1341N,1341,N,1341,1341N
2568,1023676,4083.238,2474,2498,1504K,1504,K,1504,1504K
2569,1024536,4083.6,2664,2707,1350D,1350,D,1350,1350D
2570,1017810,4071.158,2055,2148,1657S,1657,S,1657,1657S
2571,1025990,4087.227,2164,2259,1498C,1498,C,1498,1498C
2572,1022993,4081.692,2554,2520,1509M,1509,M,1509,1509M
2573,1020754,4076.623,2343,2464,1495M,1495,M,1495,1495M
2574,1023576,4083,2974,2964,1355M,1355,M,1355,1355M
2575,1023154,4082.72,2743,2649,1515N,1515,N,1515,1515N
2576,1022798,4082.483,2165,2177,1665N,1665,N,1665,1665N
2577,1026700,4088.815,2262,2285,1505A,1505,A,1505,1505A
2578,1027670,4091.097,2475,2347,1520C,1520,C,1520,1520C
2579,1023522,4082.877,2854,2848,1355H,1355,H,1355,1355H
2580,1023792,4083.494,2665,2799,1343G,1343,G,1343,1343G
2581,1025171,4085.759,2056,2066,1665K,1665,K,1665,1665K
2582,1022901,4081.483,2555,2445,1518E,1518,E,1518,1518E
2583,1023758,4083.421,2744,2819,1348G,1348,G,1348,1348G
2584,1025218,4085.864,2263,2126,1680K,1680,K,1680,1680K
2585,1025189,4085.802,2166,2097,1673J,1673,J,1673,1673J
2586,1027348,4090.328,2344,2309,1511A,1511,A,1511,1511A
2587,1021867,4080.24,2975,3050,1348P,1348,P,1348,1348P
2588,1026165,4089.534,2476,2577,1497N,1497,N,1497,1497N
2589,1020404,4076.612,2556,2598,1502P,1502,P,1502,1502P
2590,1023891,4083.711,2855,2934,1348K,1348,K,1348,1348K
2591,1022379,4081.039,2666,2627,1509R,1509,R,1509,1509R
2592,1023488,4082.8,2057,1986,1673F,1673,F,1673,1673F
2593,1022507,4081.785,2264,2205,1672N,1672,N,1672,1672N
2594,1022345,4079.03,2167,2260,1498D,1498,D,1498,1498D
2595,1023868,4083.659,2745,2907,1341L,1341,L,1341,1341L
2596,1023574,4083.006,2345,2386,1503F,1503,F,1503,1503F
2597,1023672,4083.21,2477,2422,1512F,1512,F,1512,1512F
2598,1025014,4086.259,2976,2880,1363H,1363,H,1363,1363H
2599,1030567,4097.272,2557,2680,1344A,1344,A,1344,1344A
2600,1024453,4084.988,2667,2552,1517M,1517,M,1517,1517M
2601,1027855,4091.138,2856,2759,1363D,1363,D,1363,1363D
2602,1025112,4085.628,2058,2067,1665L,1665,L,1665,1665L
2603,1021010,4077.208,2265,2364,1497H,1497,H,1497,1497H
2604,1021179,4078.854,2168,2178,1665P,1665,P,1665,1665P
2605,1028698,4092.961,2746,2729,1356B,1356,B,1356,1356B
2606,1021421,4079.301,2346,2230,1678P,1678,P,1678,1678P
2607,1023636,4083.139,2478,2499,1504L,1504,L,1504,1504L
2608,1027676,4091.267,2977,3142,1198B,1198,B,1198,1198B
2609,1030803,4097.719,2668,2708,1351A,1351,A,1351,1351A
2610,1024375,4084.813,2558,2521,1510J,1510,J,1510,1510J
2611,1025131,4085.671,2169,2098,1673K,1673,K,1673,1673K
2612,1023850,4084.634,2857,3022,1341P,1341,P,1341,1341P
2613,1025106,4085.611,2266,2127,1680L,1680,L,1680,1680L
2614,1024819,4087.029,2059,2149,1658N,1658,N,1658,1658N
2615,1022398,4081.029,2747,2650,1515P,1515,P,1515,1515P
2616,1028444,4093.998,2347,2465,1496J,1496,J,1496,1496J
2617,1025934,4087.22,2479,2348,1520D,1520,D,1520,1520D
2618,1024127,4084.246,2978,2965,1356J,1356,J,1356,1356J
2619,1019859,4074.608,2669,2800,1343H,1343,H,1343,1343H
2620,1023618,4083.103,2559,2446,1518F,1518,F,1518,1518F
2621,1026088,4087.407,2267,2286,1505B,1505,B,1505,1505B
2622,1027279,4089.849,2858,2760,1364A,1364,A,1364,1364A
2623,1029443,4095.03,2170,2261,1499A,1499,A,1499,1499A
2624,1025920,4087.072,2348,2310,1511B,1511,B,1511,1511B
2625,1023540,4082.919,2060,1987,1673G,1673,G,1673,1673G
2626,1022368,4080.993,2480,2578,1497P,1497,P,1497,1497P
2627,1021375,4078.038,2748,2820,1348H,1348,H,1348,1348H
2628,1024402,4084.878,2979,2881,1364E,1364,E,1364,1364E
2629,1021677,4079.413,2670,2628,1509S,1509,S,1509,1509S
2630,1024739,4084.779,2061,2068,1665M,1665,M,1665,1665M
2631,1021238,4078.939,2268,2206,1672P,1672,P,1672,1672P
2632,1021250,4079.007,2171,2179,1665R,1665,R,1665,1665R
2633,1024127,4084.246,2859,2849,1356E,1356,E,1356,1356E
2634,1022226,4080.734,2560,2599,1502R,1502,R,1502,1502R
2635,1023833,4083.58,2860,2935,1348L,1348,L,1348,1348L
2636,1021264,4079.021,2062,2150,1658P,1658,P,1658,1658P
2637,1023653,4083.177,2481,2423,1512G,1512,G,1512,1512G
2638,1021809,4080.11,2980,3051,1348R,1348,R,1348,1348R
2639,1019642,4074.122,2749,2908,1341M,1341,M,1341,1341M
2640,1021365,4079.174,2349,2231,1678R,1678,R,1678,1678R
2641,1025733,4086.885,2981,3143,1198C,1198,C,1198,1198C
2642,1026696,4088.514,2561,2681,1344B,1344,B,1344,1344B
2643,1022967,4081.629,2482,2500,1504M,1504,M,1504,1504M
2644,1021971,4080.38,2861,3023,1341R,1341,R,1341,1341R
2645,1024590,4085.291,2063,1988,1673H,1673,H,1673,1673H
2646,1025730,4087.867,2982,2966,1356K,1356,K,1356,1356K
2647,1025508,4087.376,2350,2387,1503G,1503,G,1503,1503G
2648,1024462,4085.016,2483,2424,1512H,1512,H,1512,1512H
2649,1022451,4081.149,2750,2651,1515R,1515,R,1515,1515R
2650,1023652,4083.181,2562,2522,1510K,1510,K,1510,1510K
2651,1026721,4088.565,2862,2761,1364B,1364,B,1364,1364B
2652,1025130,4085.668,2172,2099,1673L,1673,L,1673,1673L
2653,1022955,4081.605,2671,2553,1518J,1518,J,1518,1518J
2654,1028148,4093.334,2269,2365,1498E,1498,E,1498,1498E
2655,1022349,4080.961,2484,2579,1497R,1497,R,1497,1497R
2656,1025514,4086.526,2064,2069,1666J,1666,J,1666,1666J
2657,1025676,4087.745,2863,2850,1356F,1356,F,1356,1356F
2658,1023866,4083.657,2983,2882,1364F,1364,F,1364,1364F
2659,1023689,4083.255,2563,2447,1518G,1518,G,1518,1518G
2660,1026753,4088.58,2751,2730,1356C,1356,C,1356,1356C
2661,1023718,4083.332,2351,2466,1496K,1496,K,1496,1496K
2662,1025964,4087.149,2173,2262,1499B,1499,B,1499,1499B
2663,1024991,4084.589,2672,2709,1351B,1351,B,1351,1351B
2664,1026489,4088.732,2270,2128,1680M,1680,M,1680,1680M
2665,1024310,4084.659,2065,1989,1674E,1674,E,1674,1674E
2666,1024441,4084.969,2485,2501,1505J,1505,J,1505,1505J
2667,1021174,4078.326,2564,2600,1502S,1502,S,1502,1502S
2668,1021450,4078.198,2864,2936,1348M,1348,M,1348,1348M
2669,1019486,4074.823,2984,3052,1348S,1348,S,1348,1348S
2670,1028090,4093.2,2752,2821,1349E,1349,E,1349,1349E
2671,1022466,4081.638,2352,2232,1678S,1678,S,1678,1678S
2672,1020805,4077.97,2174,2180,1665S,1665,S,1665,1665S
2673,1027718,4092.364,2673,2801,1344E,1344,E,1344,1344E
2674,1027845,4091.375,2271,2287,1505C,1505,C,1505,1505C
2675,1024754,4085.666,2486,2425,1513E,1513,E,1513,1513E
2676,1017844,4071,2865,3024,1341S,1341,S,1341,1341S
2677,1023650,4083.178,2565,2523,1510L,1510,L,1510,1510L
2678,1021189,4078.86,2066,2151,1658R,1658,R,1658,1658R
2679,1021517,4077.408,2985,3144,1198D,1198,D,1198,1198D
2680,1025973,4087.194,2353,2311,1511C,1511,C,1511,1511C
2681,1022889,4082.115,2753,2652,1515S,1515,S,1515,1515S
2682,1026292,4088.29,2175,2100,1673M,1673,M,1673,1673M
2683,1023111,4082.658,2674,2629,1510N,1510,N,1510,1510N
2684,1021309,4079.091,2272,2207,1672R,1672,R,1672,1672R
2685,1026663,4088.434,2866,2762,1364C,1364,C,1364,1364C
2686,1026638,4088.384,2566,2682,1344C,1344,C,1344,1344C
2687,1027047,4089.994,2067,2070,1666K,1666,K,1666,1666K
2688,1019786,4075.114,2487,2580,1497S,1497,S,1497,1497S
2689,1023754,4083.403,2986,2883,1364G,1364,G,1364,1364G
2690,1023660,4083.198,2273,2366,1498F,1498,F,1498,1498F
2691,1023618,4083.103,2675,2554,1518K,1518,K,1518,1518K
2692,1021628,4079.836,2176,2181,1666N,1666,N,1666,1666N
2693,1023846,4083.612,2867,2851,1356G,1356,G,1356,1356G
2694,1021797,4078.993,2354,2388,1503H,1503,H,1503,1503H
2695,1025624,4086.076,2754,2731,1356D,1356,D,1356,1356D
2696,1025531,4087.408,2567,2448,1518H,1518,H,1518,1518H
2697,1023534,4082.906,2068,1990,1674F,1674,F,1674,1674F
2698,1023664,4083.215,2488,2502,1505K,1505,K,1505,1505K
2699,1023846,4083.612,2987,2967,1356L,1356,L,1356,1356L
2700,1025919,4087.44,2177,2101,1674J,1674,J,1674,1674J
2701,1024404,4083.649,2274,2288,1505D,1505,D,1505,1505D
2702,1028015,4093.04,2868,2937,1349J,1349,J,1349,1349J
2703,1026785,4088.619,2676,2710,1351C,1351,C,1351,1351C
2704,1023417,4083.411,2568,2601,1503N,1503,N,1503,1503N
2705,1018827,4073.476,2069,2152,1658S,1658,S,1658,1658S
2706,1026054,4089.691,2988,3053,1349N,1349,N,1349,1349N
2707,1023607,4083.066,2489,2426,1513F,1513,F,1513,1513F
2708,1027943,4092.875,2755,2909,1342J,1342,J,1342,1342J
2709,1022336,4080.934,2677,2630,1510P,1510,P,1510,1510P
2710,1023659,4083.2,2355,2467,1496L,1496,L,1496,1496L
2711,1021324,4079.088,2275,2208,1672S,1672,S,1672,1672S
2712,1027034,4089.309,2869,2763,1364D,1364,D,1364,1364D
2713,1026035,4087.301,2178,2263,1499C,1499,C,1499,1499C
2714,1024092,4084.176,2569,2524,1510M,1510,M,1510,1510M
2715,1023476,4082.777,2070,1991,1674G,1674,G,1674,1674G
2716,1020364,4076.881,2356,2233,1679N,1679,N,1679,1679N
2717,1023772,4083.443,2756,2822,1349F,1349,F,1349,1349F
2718,1030013,4096.56,2989,3145,1199A,1199,A,1199,1199A
2719,1026969,4091.363,2490,2581,1498N,1498,N,1498,1498N
2720,1026235,4089.993,2870,3025,1342N,1342,N,1342,1342N
2721,1025159,4085.718,2179,2102,1674K,1674,K,1674,1674K
2722,1023842,4083.607,2678,2802,1344F,1344,F,1344,1344F
2723,1023629,4083.121,2570,2449,1519E,1519,E,1519,1519E
2724,1023713,4083.317,2276,2367,1498G,1498,G,1498,1498G
2725,1025161,4085.739,2071,2071,1666L,1666,L,1666,1666L
2726,1024249,4084.524,2990,2884,1364H,1364,H,1364,1364H
2727,1025545,4087.463,2491,2503,1505L,1505,L,1505,1505L
2728,1023697,4081.787,2571,2683,1344D,1344,D,1344,1344D
2729,1023728,4083.352,2679,2555,1518L,1518,L,1518,1518L
2730,1025456,4086.066,2357,2312,1511D,1511,D,1511,1511D
2731,1023081,4083.146,2180,2182,1666P,1666,P,1666,1666P
2732,1022682,4080.981,2871,2852,1356H,1356,H,1356,1356H
2733,1027504,4090.639,2277,2289,1506A,1506,A,1506,1506A
2734,1022056,4080.23,2757,2653,1516N,1516,N,1516,1516N
2735,1022792,4081.231,2991,2968,1356M,1356,M,1356,1356M
2736,1025614,4088.845,2072,2153,1659N,1659,N,1659,1659N
2737,1023641,4083.155,2492,2427,1513G,1513,G,1513,1513G
2738,1025727,4086.268,2680,2711,1351D,1351,D,1351,1351D
2739,1022257,4080.816,2572,2602,1503P,1503,P,1503,1503P
2740,1021431,4079.33,2278,2209,1673N,1673,N,1673,1673N
2741,1025520,4087.396,2358,2389,1504E,1504,E,1504,1504E
2742,1027841,4091.07,2758,2732,1357A,1357,A,1357,1357A
2743,1023464,4081.545,2181,2264,1499D,1499,D,1499,1499D
2744,1023861,4083.656,2872,2938,1349K,1349,K,1349,1349K
2745,1021802,4080.095,2992,3054,1349P,1349,P,1349,1349P
2746,1022350,4080.957,2681,2631,1510R,1510,R,1510,1510R
2747,1023860,4083.645,2073,1992,1674H,1674,H,1674,1674H
2748,1022398,4081.073,2493,2582,1498P,1498,P,1498,1498P
2749,1025216,4086.706,2573,2525,1511J,1511,J,1511,1511J
2750,1020113,4075.184,2279,2368,1498H,1498,H,1498,1498H
2751,1019966,4074.847,2359,2468,1496M,1496,M,1496,1496M
2752,1023864,4083.651,2759,2910,1342K,1342,K,1342,1342K
2753,1025140,4085.685,2182,2103,1674L,1674,L,1674,1674L
2754,1026143,4087.302,2873,2764,1365A,1365,A,1365,1365A
2755,1022166,4079.83,2494,2504,1505M,1505,M,1505,1505M
2756,1023801,4083.507,2682,2803,1344G,1344,G,1344,1344G
2757,1023360,4082.516,2993,2885,1365E,1365,E,1365,1365E
2758,1023994,4083.109,2074,2072,1666M,1666,M,1666,1666M
2759,1023682,4083.242,2574,2450,1519F,1519,F,1519,1519F
2760,1025947,4087.102,2280,2290,1506B,1506,B,1506,1506B
2761,1021256,4079.014,2183,2183,1666R,1666,R,1666,1666R
2762,1023824,4083.562,2760,2823,1349G,1349,G,1349,1349G
2763,1021432,4079.318,2360,2234,1679P,1679,P,1679,1679P
2764,1024894,4085.98,2874,2853,1357E,1357,E,1357,1357E
2765,1023694,4083.274,2495,2428,1513H,1513,H,1513,1513H
2766,1025552,4087.473,2683,2556,1518M,1518,M,1518,1518M
2767,1025760,4086.93,2994,3146,1199B,1199,B,1199,1199B
2768,1021234,4078.966,2075,2154,1659P,1659,P,1659,1659P
2769,1031407,4099.157,2575,2684,1345A,1345,A,1345,1345A
2770,1021301,4079.076,2281,2210,1673P,1673,P,1673,1673P
2771,1030229,4096.793,2184,2265,1500A,1500,A,1500,1500A
2772,1021959,4080.356,2875,3026,1342P,1342,P,1342,1342P
2773,1022443,4081.135,2761,2654,1516P,1516,P,1516,1516P
2774,1026230,4087.81,2361,2313,1512A,1512,A,1512,1512A
2775,1022283,4080.815,2496,2583,1498R,1498,R,1498,1498R
2776,1027905,4091.165,2684,2712,1352A,1352,A,1352,1352A
2777,1024891,4085.974,2995,2969,1357J,1357,J,1357,1357J
2778,1026058,4087.352,2282,2291,1506C,1506,C,1506,1506C
2779,1025525,4086.554,2185,2104,1674M,1674,M,1674,1674M
2780,1023195,4082.144,2076,1993,1675E,1675,E,1675,1675E
2781,1023624,4083.111,2576,2451,1519G,1519,G,1519,1519G
2782,1026745,4088.564,2762,2733,1357B,1357,B,1357,1357B
2783,1023820,4083.555,2876,2939,1349L,1349,L,1349,1349L
2784,1023709,4083.295,2362,2390,1504F,1504,F,1504,1504F
2785,1025171,4086.611,2497,2505,1506J,1506,J,1506,1506J
2786,1021800,4080.092,2996,3055,1349R,1349,R,1349,1349R
2787,1027138,4091.057,2283,2369,1499E,1499,E,1499,1499E
2788,1022807,4081.954,2685,2632,1510S,1510,S,1510,1510S
2789,1020167,4076.51,2186,2184,1666S,1666,S,1666,1666S
2790,1023719,4083.324,2577,2526,1511K,1511,K,1511,1511K
2791,1026282,4088.26,2077,2073,1667J,1667,J,1667,1667J
2792,1026713,4088.549,2877,2765,1365B,1365,B,1365,1365B
2793,1023787,4083.489,2763,2911,1342L,1342,L,1342,1342L
2794,1023683,4083.243,2686,2557,1519J,1519,J,1519,1519J
2795,1023270,4083.471,2363,2235,1679R,1679,R,1679,1679R
2796,1023802,4083.514,2997,2886,1365F,1365,F,1365,1365F
2797,1023654,4083.175,2498,2429,1514E,1514,E,1514,1514E
2798,1021262,4078.979,2284,2211,1673R,1673,R,1673,1673R
2799,1024153,4085.097,2578,2603,1503R,1503,R,1503,1503R
2800,1025973,4087.163,2187,2266,1500B,1500,B,1500,1500B
2801,1021233,4078.964,2078,2155,1659R,1659,R,1659,1659R
2802,1025501,4086.126,2285,2292,1506D,1506,D,1506,1506D
2803,1018981,4073.308,2499,2584,1498S,1498,S,1498,1498S
2804,1024820,4084.955,2188,2105,1675J,1675,J,1675,1675J
