FID,AREA,GRID_CODE,SQFT,ACRES,SQMI
6523,6724,6,6724,0.154362,0.000241
6524,6724,5,6724,0.154362,0.000241
6525,235340,6,235340,5.402663,0.008442
6526,215168,6,215168,4.939578,0.007718
6527,47068,4,47068,1.080533,0.001688
6528,47068,5,47068,1.080533,0.001688
6529,13448,3,13448,0.308724,0.000482
6530,73964,4,73964,1.69798,0.002653
6531,13448,6,13448,0.308724,0.000482
6532,6724,5,6724,0.154362,0.000241
6533,6724,13,6724,0.154362,0.000241
6534,33620,5,33620,0.771809,0.001206
6535,20172,5,20172,0.463085,0.000724
6536,100860,4,100860,2.315427,0.003618
6537,33620,14,33620,0.771809,0.001206
6538,706020,5,706020,16.20799,0.025325
6539,6724,2,6724,0.154362,0.000241
6540,87412,2,87412,2.006703,0.003135
6541,33620,5,33620,0.771809,0.001206
6542,719468,6,719468,16.51671,0.025807
6543,457232,5,457232,10.4966,0.016401
6544,6724,6,6724,0.154362,0.000241
6545,20172,2,20172,0.463085,0.000724
6546,3657856,5,3657856,83.97282,0.131208
6547,53792,3,53792,1.234894,0.00193
6548,121032,5,121032,2.778512,0.004341
6549,6724,3,6724,0.154362,0.000241
6550,40344,5,40344,0.926171,0.001447
6551,94136,6,94136,2.161065,0.003377
6552,6724,3,6724,0.154362,0.000241
6553,87412,5,87412,2.006703,0.003135
6554,20172,5,20172,0.463085,0.000724
6555,20172,2,20172,0.463085,0.000724
6556,6724,6,6724,0.154362,0.000241
6557,73964,6,73964,1.69798,0.002653
6558,13448,5,13448,0.308724,0.000482
6559,6724,3,6724,0.154362,0.000241
6560,20172,3,20172,0.463085,0.000724
6561,6724,11,6724,0.154362,0.000241
6562,450508,6,450508,10.34224,0.01616
6563,13448,6,13448,0.308724,0.000482
6564,6724,5,6724,0.154362,0.000241
6565,20172,4,20172,0.463085,0.000724
6566,497576,2,497576,11.42277,0.017848
6567,13448,2,13448,0.308724,0.000482
6568,87412,6,87412,2.006703,0.003135
6569,47068,6,47068,1.080533,0.001688
6570,786708,4,786708,18.06033,0.028219
6571,60516,5,60516,1.389256,0.002171
6572,6724,4,6724,0.154362,0.000241
6573,154652,6,154652,3.550321,0.005547
6574,94136,6,94136,2.161065,0.003377
6575,13448,5,13448,0.308724,0.000482
6576,60516,6,60516,1.389256,0.002171
6577,121032,7,121032,2.778512,0.004341
6578,248788,6,248788,5.711387,0.008924
6579,100860,4,100860,2.315427,0.003618
6580,13448,5,13448,0.308724,0.000482
6581,33620,10,33620,0.771809,0.001206
6582,282408,6,282408,6.483196,0.01013
6583,20172,6,20172,0.463085,0.000724
6584,6724,10,6724,0.154362,0.000241
6585,114308,4,114308,2.624151,0.0041
6586,242064,3,242064,5.557025,0.008683
6587,53792,5,53792,1.234894,0.00193
6588,6724,6,6724,0.154362,0.000241
6589,147928,14,147928,3.39596,0.005306
6590,6724,6,6724,0.154362,0.000241
6591,73964,4,73964,1.69798,0.002653
6592,53792,7,53792,1.234894,0.00193
6593,40344,3,40344,0.926171,0.001447
6594,33620,5,33620,0.771809,0.001206
6595,87412,3,87412,2.006703,0.003135
6596,73964,2,73964,1.69798,0.002653
6597,194996,7,194996,4.476492,0.006995
6598,6724,1,6724,0.154362,0.000241
6599,107584,6,107584,2.469789,0.003859
6600,40344,5,40344,0.926171,0.001447
6601,13448,6,13448,0.308724,0.000482
6602,6724,11,6724,0.154362,0.000241
6603,80688,6,80688,1.852342,0.002894
6604,47068,7,47068,1.080533,0.001688
6605,26896,5,26896,0.617447,0.000965
6606,26896,3,26896,0.617447,0.000965
6607,20172,6,20172,0.463085,0.000724
6608,13448,14,13448,0.308724,0.000482
6609,60516,6,60516,1.389256,0.002171
6610,40344,5,40344,0.926171,0.001447
6611,201720,4,201720,4.630854,0.007236
6612,13448,6,13448,0.308724,0.000482
6613,107584,6,107584,2.469789,0.003859
6614,26896,4,26896,0.617447,0.000965
6615,13448,4,13448,0.308724,0.000482
6616,100860,5,100860,2.315427,0.003618
6617,154652,14,154652,3.550321,0.005547
6618,33620,4,33620,0.771809,0.001206
6619,1237216,6,1237216,28.40257,0.044379
6620,33620,6,33620,0.771809,0.001206
6621,531196,4,531196,12.19458,0.019054
6622,40344,6,40344,0.926171,0.001447
6623,33620,6,33620,0.771809,0.001206
6624,6724,3,6724,0.154362,0.000241
6625,121032,4,121032,2.778512,0.004341
6626,67240,4,67240,1.543618,0.002412
6627,40344,3,40344,0.926171,0.001447
6628,221892,5,221892,5.093939,0.007959
6629,26896,14,26896,0.617447,0.000965
6630,87412,6,87412,2.006703,0.003135
6631,40344,4,40344,0.926171,0.001447
6632,53792,6,53792,1.234894,0.00193
6633,739640,3,739640,16.9798,0.026531
6634,6724,14,6724,0.154362,0.000241
6635,80688,4,80688,1.852342,0.002894
6636,40344,11,40344,0.926171,0.001447
6637,20172,14,20172,0.463085,0.000724
6638,60516,14,60516,1.389256,0.002171
6639,134480,6,134480,3.087236,0.004824
6640,20172,4,20172,0.463085,0.000724
6641,67240,6,67240,1.543618,0.002412
6642,6724,3,6724,0.154362,0.000241
6643,47068,6,47068,1.080533,0.001688
6644,87412,14,87412,2.006703,0.003135
6645,53792,6,53792,1.234894,0.00193
6646,60516,6,60516,1.389256,0.002171
6647,80688,5,80688,1.852342,0.002894
6648,13448,14,13448,0.308724,0.000482
6649,67240,14,67240,1.543618,0.002412
6650,94136,14,94136,2.161065,0.003377
6651,20172,4,20172,0.463085,0.000724
6652,6724,5,6724,0.154362,0.000241
6653,154652,4,154652,3.550321,0.005547
6654,20172,14,20172,0.463085,0.000724
6655,94136,6,94136,2.161065,0.003377
6656,194996,5,194996,4.476492,0.006995
6657,53792,6,53792,1.234894,0.00193
6658,47068,3,47068,1.080533,0.001688
6659,13448,6,13448,0.308724,0.000482
6660,33620,6,33620,0.771809,0.001206
6661,853948,6,853948,19.60395,0.030631
6662,60516,6,60516,1.389256,0.002171
6663,6724,5,6724,0.154362,0.000241
6664,100860,5,100860,2.315427,0.003618
6665,80688,3,80688,1.852342,0.002894
6666,94136,4,94136,2.161065,0.003377
6667,1546520,6,1546520,35.50322,0.055474
6668,80688,5,80688,1.852342,0.002894
6669,161376,5,161376,3.704683,0.005789
6670,181548,6,181548,4.167768,0.006512
6671,13448,4,13448,0.308724,0.000482
6672,6724,4,6724,0.154362,0.000241
6673,13448,2,13448,0.308724,0.000482
6674,26896,5,26896,0.617447,0.000965
6675,6724,5,6724,0.154362,0.000241
6676,73964,6,73964,1.69798,0.002653
6677,73964,4,73964,1.69798,0.002653
6678,47068,5,47068,1.080533,0.001688
6679,40344,4,40344,0.926171,0.001447
6680,94136,6,94136,2.161065,0.003377
6681,161376,14,161376,3.704683,0.005789
6682,20172,6,20172,0.463085,0.000724
6683,33620,6,33620,0.771809,0.001206
6684,20172,6,20172,0.463085,0.000724
6685,6724,6,6724,0.154362,0.000241
6686,33620,4,33620,0.771809,0.001206
6687,6724,14,6724,0.154362,0.000241
6688,20172,6,20172,0.463085,0.000724
6689,13448,14,13448,0.308724,0.000482
6690,134480,6,134480,3.087236,0.004824
6691,107584,5,107584,2.469789,0.003859
6692,13448,14,13448,0.308724,0.000482
6693,369820,6,369820,8.489899,0.013265
6694,33620,5,33620,0.771809,0.001206
6695,13448,6,13448,0.308724,0.000482
6696,73964,3,73964,1.69798,0.002653
6697,47068,5,47068,1.080533,0.001688
6698,6724,5,6724,0.154362,0.000241
6699,13448,6,13448,0.308724,0.000482
6700,80688,5,80688,1.852342,0.002894
6701,33620,14,33620,0.771809,0.001206
6702,47068,5,47068,1.080533,0.001688
6703,40344,6,40344,0.926171,0.001447
6704,47068,5,47068,1.080533,0.001688
6705,13448,5,13448,0.308724,0.000482
6706,114308,3,114308,2.624151,0.0041
6707,147928,14,147928,3.39596,0.005306
6708,26896,6,26896,0.617447,0.000965
6709,6724,6,6724,0.154362,0.000241
6710,60516,6,60516,1.389256,0.002171
6711,201720,5,201720,4.630854,0.007236
6712,40344,6,40344,0.926171,0.001447
6713,80688,2,80688,1.852342,0.002894
6714,53792,6,53792,1.234894,0.00193
6715,47068,3,47068,1.080533,0.001688
6716,121032,14,121032,2.778512,0.004341
6717,114308,5,114308,2.624151,0.0041
6718,13448,6,13448,0.308724,0.000482
6719,1015324,14,1015324,23.30863,0.03642
6720,154652,5,154652,3.550321,0.005547
6721,161376,3,161376,3.704683,0.005789
6722,67240,4,67240,1.543618,0.002412
6723,13448,3,13448,0.308724,0.000482
6724,33620,2,33620,0.771809,0.001206
6725,67240,6,67240,1.543618,0.002412
6726,262236,7,262236,6.02011,0.009406
6727,121032,4,121032,2.778512,0.004341
6728,53792,3,53792,1.234894,0.00193
6729,20172,13,20172,0.463085,0.000724
6730,13448,11,13448,0.308724,0.000482
6731,13448,5,13448,0.308724,0.000482
6732,127756,4,127756,2.932874,0.004583
6733,248788,11,248788,5.711387,0.008924
6734,20172,5,20172,0.463085,0.000724
6735,13448,6,13448,0.308724,0.000482
6736,154652,5,154652,3.550321,0.005547
6737,6724,14,6724,0.154362,0.000241
6738,13448,4,13448,0.308724,0.000482
6739,13448,5,13448,0.308724,0.000482
6740,107584,6,107584,2.469789,0.003859
6741,6724,2,6724,0.154362,0.000241
6742,6724,3,6724,0.154362,0.000241
6743,53792,6,53792,1.234894,0.00193
6744,127756,5,127756,2.932874,0.004583
6745,13448,4,13448,0.308724,0.000482
6746,679124,6,679124,15.59054,0.02436
6747,134480,5,134480,3.087236,0.004824
6748,47068,5,47068,1.080533,0.001688
6749,60516,5,60516,1.389256,0.002171
6750,47068,3,47068,1.080533,0.001688
6751,60516,6,60516,1.389256,0.002171
6752,26896,1,26896,0.617447,0.000965
6753,6724,6,6724,0.154362,0.000241
6754,100860,13,100860,2.315427,0.003618
6755,26896,6,26896,0.617447,0.000965
6756,127756,5,127756,2.932874,0.004583
6757,40344,4,40344,0.926171,0.001447
6758,107584,5,107584,2.469789,0.003859
6759,26896,4,26896,0.617447,0.000965
6760,20172,4,20172,0.463085,0.000724
6761,1129632,4,1129632,25.93278,0.04052
6762,26896,4,26896,0.617447,0.000965
6763,255512,4,255512,5.865748,0.009165
6764,813604,3,813604,18.67778,0.029184
6765,13448,4,13448,0.308724,0.000482
6766,2057544,4,2057544,47.23471,0.073804
6767,67240,10,67240,1.543618,0.002412
6768,6724,4,6724,0.154362,0.000241
6769,248788,5,248788,5.711387,0.008924
6770,67240,4,67240,1.543618,0.002412
6771,6724,6,6724,0.154362,0.000241
6772,598436,7,598436,13.7382,0.021466
6773,6724,4,6724,0.154362,0.000241
6774,13448,5,13448,0.308724,0.000482
6775,194996,7,194996,4.476492,0.006995
6776,47068,4,47068,1.080533,0.001688
6777,47068,6,47068,1.080533,0.001688
6778,6724,4,6724,0.154362,0.000241
6779,6724,2,6724,0.154362,0.000241
6780,40344,4,40344,0.926171,0.001447
6781,60516,3,60516,1.389256,0.002171
6782,13448,14,13448,0.308724,0.000482
6783,20172,10,20172,0.463085,0.000724
6784,13448,10,13448,0.308724,0.000482
6785,154652,4,154652,3.550321,0.005547
6786,363096,4,363096,8.335537,0.013024
6787,26896,6,26896,0.617447,0.000965
6788,598436,6,598436,13.7382,0.021466
6789,141204,2,141204,3.241598,0.005065
6790,6724,6,6724,0.154362,0.000241
6791,6724,4,6724,0.154362,0.000241
6792,6724,5,6724,0.154362,0.000241
6793,121032,4,121032,2.778512,0.004341
6794,6724,3,6724,0.154362,0.000241
6795,20172,14,20172,0.463085,0.000724
6796,53792,3,53792,1.234894,0.00193
6797,6724,3,6724,0.154362,0.000241
6798,20172,3,20172,0.463085,0.000724
6799,60516,5,60516,1.389256,0.002171
6800,20172,4,20172,0.463085,0.000724
6801,26896,11,26896,0.617447,0.000965
6802,6724,6,6724,0.154362,0.000241
6803,26896,5,26896,0.617447,0.000965
6804,6347456,12,6347456,145.7175,0.227684
6805,6724,6,6724,0.154362,0.000241
6806,6724,14,6724,0.154362,0.000241
6807,33620,4,33620,0.771809,0.001206
6808,40344,3,40344,0.926171,0.001447
6809,33620,5,33620,0.771809,0.001206
6810,20172,6,20172,0.463085,0.000724
6811,33620,14,33620,0.771809,0.001206
6812,40344,4,40344,0.926171,0.001447
6813,87412,5,87412,2.006703,0.003135
6814,6724,3,6724,0.154362,0.000241
6815,26896,6,26896,0.617447,0.000965
6816,6724,14,6724,0.154362,0.000241
6817,201720,4,201720,4.630854,0.007236
6818,60516,4,60516,1.389256,0.002171
6819,53792,5,53792,1.234894,0.00193
6820,40344,5,40344,0.926171,0.001447
6821,20172,5,20172,0.463085,0.000724
6822,1391868,4,1391868,31.95289,0.049926
6823,20172,14,20172,0.463085,0.000724
6824,1418764,5,1418764,32.57034,0.050891
6825,497576,3,497576,11.42277,0.017848
6826,396716,6,396716,9.107347,0.01423
6827,1210320,2,1210320,27.78512,0.043414
6828,268960,5,268960,6.174472,0.009648
6829,168100,4,168100,3.859045,0.00603
6830,6724,5,6724,0.154362,0.000241
6831,6724,6,6724,0.154362,0.000241
6832,40344,5,40344,0.926171,0.001447
6833,194996,2,194996,4.476492,0.006995
6834,26896,14,26896,0.617447,0.000965
6835,6724,5,6724,0.154362,0.000241
6836,6724,6,6724,0.154362,0.000241
6837,6724,5,6724,0.154362,0.000241
6838,114308,4,114308,2.624151,0.0041
6839,6724,6,6724,0.154362,0.000241
6840,161376,5,161376,3.704683,0.005789
6841,100860,5,100860,2.315427,0.003618
6842,6724,4,6724,0.154362,0.000241
6843,6724,3,6724,0.154362,0.000241
6844,127756,6,127756,2.932874,0.004583
6845,60516,5,60516,1.389256,0.002171
6846,349648,6,349648,8.026814,0.012542
6847,6724,4,6724,0.154362,0.000241
6848,26896,4,26896,0.617447,0.000965
6849,26896,5,26896,0.617447,0.000965
6850,94136,7,94136,2.161065,0.003377
6851,194996,4,194996,4.476492,0.006995
6852,6724,5,6724,0.154362,0.000241
6853,100860,6,100860,2.315427,0.003618
6854,470680,14,470680,10.80533,0.016883
6855,20172,10,20172,0.463085,0.000724
6856,40344,5,40344,0.926171,0.001447
6857,6724,4,6724,0.154362,0.000241
6858,114308,6,114308,2.624151,0.0041
6859,67240,5,67240,1.543618,0.002412
6860,6724,5,6724,0.154362,0.000241
6861,188272,14,188272,4.32213,0.006753
6862,40344,6,40344,0.926171,0.001447
6863,26896,6,26896,0.617447,0.000965
6864,6724,4,6724,0.154362,0.000241
6865,840500,5,840500,19.2952,0.030149
6866,289132,6,289132,6.637558,0.010371
6867,26896,6,26896,0.617447,0.000965
6868,6724,3,6724,0.154362,0.000241
6869,268960,5,268960,6.174472,0.009648
6870,275684,5,275684,6.328834,0.009889
6871,33620,14,33620,0.771809,0.001206
6872,94136,2,94136,2.161065,0.003377
6873,33620,6,33620,0.771809,0.001206
6874,13448,4,13448,0.308724,0.000482
6875,26896,6,26896,0.617447,0.000965
6876,6724,4,6724,0.154362,0.000241
6877,13448,5,13448,0.308724,0.000482
6878,6724,2,6724,0.154362,0.000241
6879,13448,6,13448,0.308724,0.000482
6880,867396,6,867396,19.91267,0.031114
6881,6724,8,6724,0.154362,0.000241
6882,107584,6,107584,2.469789,0.003859
6883,13448,6,13448,0.308724,0.000482
6884,26896,6,26896,0.617447,0.000965
6885,6724,6,6724,0.154362,0.000241
6886,107584,3,107584,2.469789,0.003859
6887,6724,6,6724,0.154362,0.000241
6888,20172,6,20172,0.463085,0.000724
6889,6724,2,6724,0.154362,0.000241
6890,235340,3,235340,5.402663,0.008442
6891,248788,4,248788,5.711387,0.008924
6892,6724,6,6724,0.154362,0.000241
6893,26896,4,26896,0.617447,0.000965
6894,289132,5,289132,6.637558,0.010371
6895,40344,3,40344,0.926171,0.001447
6896,6724,6,6724,0.154362,0.000241
6897,40344,6,40344,0.926171,0.001447
6898,13448,5,13448,0.308724,0.000482
6899,73964,3,73964,1.69798,0.002653
6900,215168,4,215168,4.939578,0.007718
6901,511024,4,511024,11.7315,0.01833
6902,33620,4,33620,0.771809,0.001206
6903,13448,6,13448,0.308724,0.000482
6904,13448,3,13448,0.308724,0.000482
6905,94136,5,94136,2.161065,0.003377
6906,329476,5,329476,7.563728,0.011818
6907,87412,14,87412,2.006703,0.003135
6908,20172,14,20172,0.463085,0.000724
6909,121032,4,121032,2.778512,0.004341
6910,47068,5,47068,1.080533,0.001688
6911,67240,2,67240,1.543618,0.002412
6912,6724,6,6724,0.154362,0.000241
6913,100860,5,100860,2.315427,0.003618
6914,47068,6,47068,1.080533,0.001688
6915,13448,2,13448,0.308724,0.000482
6916,60516,5,60516,1.389256,0.002171
6917,174824,3,174824,4.013407,0.006271
6918,100860,6,100860,2.315427,0.003618
6919,6724,5,6724,0.154362,0.000241
6920,60516,5,60516,1.389256,0.002171
6921,6724,5,6724,0.154362,0.000241
6922,73964,5,73964,1.69798,0.002653
6923,6724,6,6724,0.154362,0.000241
6924,107584,5,107584,2.469789,0.003859
6925,26896,6,26896,0.617447,0.000965
6926,26896,6,26896,0.617447,0.000965
6927,6724,5,6724,0.154362,0.000241
6928,551368,5,551368,12.65767,0.019778
6929,20172,11,20172,0.463085,0.000724
6930,6724,3,6724,0.154362,0.000241
6931,67240,5,67240,1.543618,0.002412
6932,161376,5,161376,3.704683,0.005789
6933,67240,4,67240,1.543618,0.002412
6934,6724,3,6724,0.154362,0.000241
6935,2521500,3,2521500,57.88567,0.090446
6936,73964,5,73964,1.69798,0.002653
6937,1741516,5,1741516,39.97971,0.062468
6938,40344,6,40344,0.926171,0.001447
6939,127756,14,127756,2.932874,0.004583
6940,13448,4,13448,0.308724,0.000482
6941,6724,3,6724,0.154362,0.000241
6942,87412,6,87412,2.006703,0.003135
6943,13448,7,13448,0.308724,0.000482
6944,107584,5,107584,2.469789,0.003859
6945,20172,3,20172,0.463085,0.000724
6946,504300,8,504300,11.57714,0.018089
6947,6724,6,6724,0.154362,0.000241
6948,154652,4,154652,3.550321,0.005547
6949,20172,5,20172,0.463085,0.000724
6950,6724,11,6724,0.154362,0.000241
6951,383268,4,383268,8.798622,0.013748
6952,147928,6,147928,3.39596,0.005306
6953,6724,6,6724,0.154362,0.000241
6954,13448,6,13448,0.308724,0.000482
6955,20172,3,20172,0.463085,0.000724
6956,67240,6,67240,1.543618,0.002412
6957,20172,4,20172,0.463085,0.000724
6958,336200,4,336200,7.71809,0.01206
6959,6724,6,6724,0.154362,0.000241
6960,369820,4,369820,8.489899,0.013265
6961,26896,6,26896,0.617447,0.000965
6962,524472,6,524472,12.04022,0.018813
6963,221892,6,221892,5.093939,0.007959
6964,40344,3,40344,0.926171,0.001447
6965,100860,4,100860,2.315427,0.003618
6966,60516,5,60516,1.389256,0.002171
6967,67240,4,67240,1.543618,0.002412
6968,194996,14,194996,4.476492,0.006995
6969,20172,14,20172,0.463085,0.000724
6970,20172,6,20172,0.463085,0.000724
6971,329476,14,329476,7.563728,0.011818
6972,537920,6,537920,12.34894,0.019295
6973,6724,4,6724,0.154362,0.000241
6974,80688,2,80688,1.852342,0.002894
6975,67240,5,67240,1.543618,0.002412
6976,121032,13,121032,2.778512,0.004341
6977,6724,5,6724,0.154362,0.000241
6978,6724,6,6724,0.154362,0.000241
6979,73964,5,73964,1.69798,0.002653
6980,201720,11,201720,4.630854,0.007236
6981,26896,6,26896,0.617447,0.000965
6982,208444,3,208444,4.785216,0.007477
6983,13448,3,13448,0.308724,0.000482
6984,154652,5,154652,3.550321,0.005547
6985,53792,6,53792,1.234894,0.00193
6986,6724,6,6724,0.154362,0.000241
6987,1122908,5,1122908,25.77842,0.040279
6988,6724,4,6724,0.154362,0.000241
6989,33620,5,33620,0.771809,0.001206
6990,73964,5,73964,1.69798,0.002653
6991,6724,6,6724,0.154362,0.000241
6992,6724,5,6724,0.154362,0.000241
6993,1297732,6,1297732,29.79183,0.04655
6994,87412,2,87412,2.006703,0.003135
6995,6421420,6,6421420,147.4155,0.230337
6996,60516,5,60516,1.389256,0.002171
6997,147928,6,147928,3.39596,0.005306
6998,692572,4,692572,15.89927,0.024843
6999,33620,5,33620,0.771809,0.001206
7000,94136,14,94136,2.161065,0.003377
1,322752,6,322752,7.409367,0.011577
2,161376,3,161376,3.704683,0.005789
3,645504,5,645504,14.81873,0.023154
4,6724,14,6724,0.154362,0.000241
5,1909616,5,1909616,43.83875,0.068498
6,4982484,3,4982484,114.3821,0.178722
7,53792,3,53792,1.234894,0.00193
8,26896,6,26896,0.617447,0.000965
9,100860,1,100860,2.315427,0.003618
10,87412,5,87412,2.006703,0.003135
11,6724,6,6724,0.154362,0.000241
12,6724,6,6724,0.154362,0.000241
13,7732600,5,7732600,177.5161,0.277369
14,6724,6,6724,0.154362,0.000241
15,20172,5,20172,0.463085,0.000724
16,782902000,3,782902000,17973,28.0828
17,20172,6,20172,0.463085,0.000724
18,40344,6,40344,0.926171,0.001447
19,73964,5,73964,1.69798,0.002653
20,127756,5,127756,2.932874,0.004583
21,80688,5,80688,1.852342,0.002894
22,134480,6,134480,3.087236,0.004824
23,6724,3,6724,0.154362,0.000241
24,47068,5,47068,1.080533,0.001688
25,26896,6,26896,0.617447,0.000965
26,53792,5,53792,1.234894,0.00193
27,80688,3,80688,1.852342,0.002894
28,33620,5,33620,0.771809,0.001206
29,60516,5,60516,1.389256,0.002171
30,1633932,5,1633932,37.50992,0.058609
31,47068,14,47068,1.080533,0.001688
32,6724,5,6724,0.154362,0.000241
33,47068,5,47068,1.080533,0.001688
34,255512,5,255512,5.865748,0.009165
35,6724,6,6724,0.154362,0.000241
36,437060,11,437060,10.03352,0.015677
37,20172,5,20172,0.463085,0.000724
38,874120,5,874120,20.06703,0.031355
39,26896,5,26896,0.617447,0.000965
40,13448,6,13448,0.308724,0.000482
41,47068,3,47068,1.080533,0.001688
42,363096,6,363096,8.335537,0.013024
43,121032,5,121032,2.778512,0.004341
44,33620,6,33620,0.771809,0.001206
45,13448,6,13448,0.308724,0.000482
46,6724,14,6724,0.154362,0.000241
47,20172,5,20172,0.463085,0.000724
48,255512,4,255512,5.865748,0.009165
49,1210320,6,1210320,27.78512,0.043414
50,73964,5,73964,1.69798,0.002653
51,33620,5,33620,0.771809,0.001206
52,6724,5,6724,0.154362,0.000241
53,20172,6,20172,0.463085,0.000724
54,114308,5,114308,2.624151,0.0041
55,13448,3,13448,0.308724,0.000482
56,53792,14,53792,1.234894,0.00193
57,87412,3,87412,2.006703,0.003135
58,6724,6,6724,0.154362,0.000241
59,6724,6,6724,0.154362,0.000241
60,450508,5,450508,10.34224,0.01616
61,100860,5,100860,2.315427,0.003618
62,6724,6,6724,0.154362,0.000241
63,33620,6,33620,0.771809,0.001206
64,26896,6,26896,0.617447,0.000965
65,6724,2,6724,0.154362,0.000241
66,33620,3,33620,0.771809,0.001206
67,6724,6,6724,0.154362,0.000241
68,6724,6,6724,0.154362,0.000241
69,6724,6,6724,0.154362,0.000241
70,6724,14,6724,0.154362,0.000241
71,20172,6,20172,0.463085,0.000724
72,396716,14,396716,9.107347,0.01423
73,87412,14,87412,2.006703,0.003135
74,3066144,5,3066144,70.38898,0.109983
75,6724,14,6724,0.154362,0.000241
76,699296,6,699296,16.05363,0.025084
77,161376,14,161376,3.704683,0.005789
78,40344,6,40344,0.926171,0.001447
79,87412,3,87412,2.006703,0.003135
80,6724,3,6724,0.154362,0.000241
81,20172,5,20172,0.463085,0.000724
82,20172,6,20172,0.463085,0.000724
83,26896,5,26896,0.617447,0.000965
84,201720,3,201720,4.630854,0.007236
85,87412,5,87412,2.006703,0.003135
86,20172,6,20172,0.463085,0.000724
87,6724,6,6724,0.154362,0.000241
88,147928,5,147928,3.39596,0.005306
89,127756,6,127756,2.932874,0.004583
90,26896,3,26896,0.617447,0.000965
91,13448,6,13448,0.308724,0.000482
92,26896,14,26896,0.617447,0.000965
93,4128540,5,4128540,94.7781,0.148091
94,6724,6,6724,0.154362,0.000241
95,60516,14,60516,1.389256,0.002171
96,13448,5,13448,0.308724,0.000482
97,87412,5,87412,2.006703,0.003135
98,121032,4,121032,2.778512,0.004341
99,13448,6,13448,0.308724,0.000482
100,13448,5,13448,0.308724,0.000482
101,13448,6,13448,0.308724,0.000482
102,47068,5,47068,1.080533,0.001688
103,26896,14,26896,0.617447,0.000965
104,13448,6,13448,0.308724,0.000482
105,7046752,6,7046752,161.7712,0.252767
106,13448,14,13448,0.308724,0.000482
107,282408,2,282408,6.483196,0.01013
108,33620,5,33620,0.771809,0.001206
109,403440,3,403440,9.261708,0.014471
110,13448,6,13448,0.308724,0.000482
111,13448,5,13448,0.308724,0.000482
112,6724,6,6724,0.154362,0.000241
113,87412,3,87412,2.006703,0.003135
114,6724,6,6724,0.154362,0.000241
115,215168,5,215168,4.939578,0.007718
116,786708,3,786708,18.06033,0.028219
117,13448,11,13448,0.308724,0.000482
118,6724,6,6724,0.154362,0.000241
119,6724,3,6724,0.154362,0.000241
120,6724,6,6724,0.154362,0.000241
121,6724,6,6724,0.154362,0.000241
122,13448,6,13448,0.308724,0.000482
123,53792,6,53792,1.234894,0.00193
124,80688,6,80688,1.852342,0.002894
125,6724,6,6724,0.154362,0.000241
126,6724,6,6724,0.154362,0.000241
127,33620,6,33620,0.771809,0.001206
128,33620,6,33620,0.771809,0.001206
129,94136,5,94136,2.161065,0.003377
130,295856,5,295856,6.791919,0.010612
131,67240,6,67240,1.543618,0.002412
132,47068,6,47068,1.080533,0.001688
133,383268,3,383268,8.798622,0.013748
134,228616,11,228616,5.248301,0.0082
135,6724,6,6724,0.154362,0.000241
136,20172,6,20172,0.463085,0.000724
137,20172,6,20172,0.463085,0.000724
138,47068,6,47068,1.080533,0.001688
139,168100,6,168100,3.859045,0.00603
140,221892,3,221892,5.093939,0.007959
141,80688,14,80688,1.852342,0.002894
142,632056,6,632056,14.51001,0.022672
143,13448,6,13448,0.308724,0.000482
144,6724,6,6724,0.154362,0.000241
145,107584,6,107584,2.469789,0.003859
146,47068,14,47068,1.080533,0.001688
147,26896,11,26896,0.617447,0.000965
148,13448,3,13448,0.308724,0.000482
149,6724,14,6724,0.154362,0.000241
150,33620,6,33620,0.771809,0.001206
151,968256,6,968256,22.2281,0.034731
152,80688,5,80688,1.852342,0.002894
153,10899600,5,10899600,250.2204,0.390969
154,94136,6,94136,2.161065,0.003377
155,13448,5,13448,0.308724,0.000482
156,13448,4,13448,0.308724,0.000482
157,67240,14,67240,1.543618,0.002412
158,26896,5,26896,0.617447,0.000965
159,47068,6,47068,1.080533,0.001688
160,80688,14,80688,1.852342,0.002894
161,6724,6,6724,0.154362,0.000241
162,13448,6,13448,0.308724,0.000482
163,806880,3,806880,18.52342,0.028943
164,6724,6,6724,0.154362,0.000241
165,6724,4,6724,0.154362,0.000241
166,1775140,3,1775140,40.7515,0.063674
167,6724,5,6724,0.154362,0.000241
168,551368,5,551368,12.65767,0.019778
169,6724,6,6724,0.154362,0.000241
170,26896,6,26896,0.617447,0.000965
171,13448,5,13448,0.308724,0.000482
172,53792,6,53792,1.234894,0.00193
173,13448,3,13448,0.308724,0.000482
174,6724,5,6724,0.154362,0.000241
175,33620,5,33620,0.771809,0.001206
176,26896,5,26896,0.617447,0.000965
177,26896,11,26896,0.617447,0.000965
178,6724,5,6724,0.154362,0.000241
179,154652,5,154652,3.550321,0.005547
180,6724,3,6724,0.154362,0.000241
181,262236,6,262236,6.02011,0.009406
182,6724,3,6724,0.154362,0.000241
183,40344,6,40344,0.926171,0.001447
184,894292,5,894292,20.53012,0.032078
185,490852,3,490852,11.26841,0.017607
186,47068,5,47068,1.080533,0.001688
187,121032,5,121032,2.778512,0.004341
188,26896,5,26896,0.617447,0.000965
189,20172,6,20172,0.463085,0.000724
190,60516,5,60516,1.389256,0.002171
191,121032,14,121032,2.778512,0.004341
192,6724,2,6724,0.154362,0.000241
193,13448,6,13448,0.308724,0.000482
194,121032,6,121032,2.778512,0.004341
