Council,Financial,Date,Value
Thames-Coromandel District,07 Total Income,2014,97486
Thames-Coromandel District,08 Direct Costs,2014,50302
Thames-Coromandel District,09 Interest,2014,3903
Thames-Coromandel District,10 Depreciation,2014,18326
Thames-Coromandel District,11 Other Expense,2014,0
Thames-Coromandel District,12 Total Expenditure,2014,72531
Thames-Coromandel District,13 Net Surplus/(Deficit),2014,24955
Thames-Coromandel District,01 Rates,2015,63956
Thames-Coromandel District,02 Development Contributions,2015,18298
Thames-Coromandel District,03 Subsidies,2015,5360
Thames-Coromandel District,04 Investment Income,2015,740
Thames-Coromandel District,05 Vested Assets,2015,4398
Thames-Coromandel District,06 Other Income,2015,7618
Thames-Coromandel District,07 Total Income,2015,100370
Thames-Coromandel District,08 Direct Costs,2015,51685
Thames-Coromandel District,09 Interest,2015,3883
Thames-Coromandel District,10 Depreciation,2015,19187
Thames-Coromandel District,11 Other Expense,2015,0
Thames-Coromandel District,12 Total Expenditure,2015,74755
Thames-Coromandel District,13 Net Surplus/(Deficit),2015,25615
Thames-Coromandel District,01 Rates,2016,66625
Thames-Coromandel District,02 Development Contributions,2016,18977
Thames-Coromandel District,03 Subsidies,2016,5502
Thames-Coromandel District,04 Investment Income,2016,575
Thames-Coromandel District,05 Vested Assets,2016,4398
Thames-Coromandel District,06 Other Income,2016,7725
Thames-Coromandel District,07 Total Income,2016,103802
Thames-Coromandel District,08 Direct Costs,2016,52493
Thames-Coromandel District,09 Interest,2016,3503
Thames-Coromandel District,10 Depreciation,2016,20064
Thames-Coromandel District,11 Other Expense,2016,0
Thames-Coromandel District,12 Total Expenditure,2016,76060
Thames-Coromandel District,13 Net Surplus/(Deficit),2016,27742
Timaru District,01 Rates,2007,27123
Timaru District,02 Development Contributions,2007,0
Timaru District,03 Subsidies,2007,5040
Timaru District,04 Investment Income,2007,4765
Timaru District,05 Vested Assets,2007,42
Timaru District,06 Other Income,2007,11124
Timaru District,07 Total Income,2007,48094
Timaru District,08 Direct Costs,2007,33338
Timaru District,09 Interest,2007,1854
Timaru District,10 Depreciation,2007,13885
Timaru District,11 Other Expense,2007,0
Timaru District,12 Total Expenditure,2007,49077
Timaru District,13 Net Surplus/(Deficit),2007,-982
Timaru District,01 Rates,2008,30077
Timaru District,02 Development Contributions,2008,0
Timaru District,03 Subsidies,2008,5206
Timaru District,04 Investment Income,2008,4559
Timaru District,05 Vested Assets,2008,42
Timaru District,06 Other Income,2008,11310
Timaru District,07 Total Income,2008,51195
Timaru District,08 Direct Costs,2008,33951
Timaru District,09 Interest,2008,2446
Timaru District,10 Depreciation,2008,14497
Timaru District,11 Other Expense,2008,0
Timaru District,12 Total Expenditure,2008,50895
Timaru District,13 Net Surplus/(Deficit),2008,300
Timaru District,01 Rates,2009,32389
Timaru District,02 Development Contributions,2009,0
Timaru District,03 Subsidies,2009,6731
Timaru District,04 Investment Income,2009,4505
Timaru District,05 Vested Assets,2009,42
Timaru District,06 Other Income,2009,11849
Timaru District,07 Total Income,2009,55518
Timaru District,08 Direct Costs,2009,34466
Timaru District,09 Interest,2009,3332
Timaru District,10 Depreciation,2009,14950
Timaru District,11 Other Expense,2009,0
Timaru District,12 Total Expenditure,2009,52749
Timaru District,13 Net Surplus/(Deficit),2009,2769
Timaru District,01 Rates,2010,34344
Timaru District,02 Development Contributions,2010,0
Timaru District,03 Subsidies,2010,6626
Timaru District,04 Investment Income,2010,4459
Timaru District,05 Vested Assets,2010,42
Timaru District,06 Other Income,2010,15501
Timaru District,07 Total Income,2010,60973
Timaru District,08 Direct Costs,2010,35675
Timaru District,09 Interest,2010,4546
Timaru District,10 Depreciation,2010,15577
Timaru District,11 Other Expense,2010,0
Timaru District,12 Total Expenditure,2010,55799
Timaru District,13 Net Surplus/(Deficit),2010,5173
Timaru District,01 Rates,2011,36606
Timaru District,02 Development Contributions,2011,0
Timaru District,03 Subsidies,2011,6496
Timaru District,04 Investment Income,2011,4482
Timaru District,05 Vested Assets,2011,42
Timaru District,06 Other Income,2011,16869
Timaru District,07 Total Income,2011,64498
Timaru District,08 Direct Costs,2011,36863
Timaru District,09 Interest,2011,5384
Timaru District,10 Depreciation,2011,16344
Timaru District,11 Other Expense,2011,0
Timaru District,12 Total Expenditure,2011,58592
Timaru District,13 Net Surplus/(Deficit),2011,5905
Timaru District,01 Rates,2012,39726
Timaru District,02 Development Contributions,2012,0
Timaru District,03 Subsidies,2012,5051
Timaru District,04 Investment Income,2012,4646
Timaru District,05 Vested Assets,2012,42
Timaru District,06 Other Income,2012,14655
Timaru District,07 Total Income,2012,64121
Timaru District,08 Direct Costs,2012,39147
Timaru District,09 Interest,2012,6164
Timaru District,10 Depreciation,2012,16987
Timaru District,11 Other Expense,2012,0
Timaru District,12 Total Expenditure,2012,62300
Timaru District,13 Net Surplus/(Deficit),2012,1820
Timaru District,01 Rates,2013,41885
Timaru District,02 Development Contributions,2013,0
Timaru District,03 Subsidies,2013,5181
Timaru District,04 Investment Income,2013,4886
Timaru District,05 Vested Assets,2013,42
Timaru District,06 Other Income,2013,14287
Timaru District,07 Total Income,2013,66281
Timaru District,08 Direct Costs,2013,40205
Timaru District,09 Interest,2013,7345
Timaru District,10 Depreciation,2013,17400
Timaru District,11 Other Expense,2013,0
Timaru District,12 Total Expenditure,2013,64951
Timaru District,13 Net Surplus/(Deficit),2013,1329
Timaru District,01 Rates,2014,44263
Timaru District,02 Development Contributions,2014,0
Timaru District,03 Subsidies,2014,5507
Timaru District,04 Investment Income,2014,5114
Timaru District,05 Vested Assets,2014,42
Timaru District,06 Other Income,2014,16772
Timaru District,07 Total Income,2014,71699
Timaru District,08 Direct Costs,2014,44173
Timaru District,09 Interest,2014,7920
Timaru District,10 Depreciation,2014,17815
Timaru District,11 Other Expense,2014,0
Timaru District,12 Total Expenditure,2014,69910
Timaru District,13 Net Surplus/(Deficit),2014,1789
Timaru District,01 Rates,2015,45302
Timaru District,02 Development Contributions,2015,0
Timaru District,03 Subsidies,2015,5181
Timaru District,04 Investment Income,2015,5320
Timaru District,05 Vested Assets,2015,42
Timaru District,06 Other Income,2015,17125
Timaru District,07 Total Income,2015,72971
Timaru District,08 Direct Costs,2015,45108
Timaru District,09 Interest,2015,7767
Timaru District,10 Depreciation,2015,18051
Timaru District,11 Other Expense,2015,0
Timaru District,12 Total Expenditure,2015,70927
Timaru District,13 Net Surplus/(Deficit),2015,2043
Timaru District,01 Rates,2016,45548
Timaru District,02 Development Contributions,2016,0
Timaru District,03 Subsidies,2016,5051
Timaru District,04 Investment Income,2016,5484
Timaru District,05 Vested Assets,2016,42
Timaru District,06 Other Income,2016,17552
Timaru District,07 Total Income,2016,73679
Timaru District,08 Direct Costs,2016,46078
Timaru District,09 Interest,2016,7555
Timaru District,10 Depreciation,2016,18260
Timaru District,11 Other Expense,2016,0
Timaru District,12 Total Expenditure,2016,71894
Timaru District,13 Net Surplus/(Deficit),2016,1784
Upper Hutt City,01 Rates,2007,22106
Upper Hutt City,02 Development Contributions,2007,0
Upper Hutt City,03 Subsidies,2007,3009
Upper Hutt City,04 Investment Income,2007,353
Upper Hutt City,05 Vested Assets,2007,840
Upper Hutt City,06 Other Income,2007,5433
Upper Hutt City,07 Total Income,2007,31741
Upper Hutt City,08 Direct Costs,2007,23491
Upper Hutt City,09 Interest,2007,1378
Upper Hutt City,10 Depreciation,2007,6724
Upper Hutt City,11 Other Expense,2007,0
Upper Hutt City,12 Total Expenditure,2007,31593
Upper Hutt City,13 Net Surplus/(Deficit),2007,148
Upper Hutt City,01 Rates,2008,23763
Upper Hutt City,02 Development Contributions,2008,0
Upper Hutt City,03 Subsidies,2008,1929
Upper Hutt City,04 Investment Income,2008,349
Upper Hutt City,05 Vested Assets,2008,868
Upper Hutt City,06 Other Income,2008,5596
Upper Hutt City,07 Total Income,2008,32505
Upper Hutt City,08 Direct Costs,2008,24277
Upper Hutt City,09 Interest,2008,1464
Upper Hutt City,10 Depreciation,2008,6980
Upper Hutt City,11 Other Expense,2008,0
Upper Hutt City,12 Total Expenditure,2008,32721
Upper Hutt City,13 Net Surplus/(Deficit),2008,-216
Upper Hutt City,01 Rates,2009,24975
Upper Hutt City,02 Development Contributions,2009,0
Upper Hutt City,03 Subsidies,2009,1984
Upper Hutt City,04 Investment Income,2009,353
Upper Hutt City,05 Vested Assets,2009,895
Upper Hutt City,06 Other Income,2009,5741
Upper Hutt City,07 Total Income,2009,33948
Upper Hutt City,08 Direct Costs,2009,25208
Upper Hutt City,09 Interest,2009,1555
Upper Hutt City,10 Depreciation,2009,6887
Upper Hutt City,11 Other Expense,2009,0
Upper Hutt City,12 Total Expenditure,2009,33650
Upper Hutt City,13 Net Surplus/(Deficit),2009,298
Upper Hutt City,01 Rates,2010,25842
Upper Hutt City,02 Development Contributions,2010,0
Upper Hutt City,03 Subsidies,2010,1918
Upper Hutt City,04 Investment Income,2010,375
Upper Hutt City,05 Vested Assets,2010,921
Upper Hutt City,06 Other Income,2010,5821
Upper Hutt City,07 Total Income,2010,34877
Upper Hutt City,08 Direct Costs,2010,25662
Upper Hutt City,09 Interest,2010,1614
Upper Hutt City,10 Depreciation,2010,7053
Upper Hutt City,11 Other Expense,2010,0
Upper Hutt City,12 Total Expenditure,2010,34329
Upper Hutt City,13 Net Surplus/(Deficit),2010,548
Upper Hutt City,01 Rates,2011,26959
Upper Hutt City,02 Development Contributions,2011,0
Upper Hutt City,03 Subsidies,2011,1985
Upper Hutt City,04 Investment Income,2011,395
Upper Hutt City,05 Vested Assets,2011,945
Upper Hutt City,06 Other Income,2011,5939
Upper Hutt City,07 Total Income,2011,36223
Upper Hutt City,08 Direct Costs,2011,26787
Upper Hutt City,09 Interest,2011,1664
Upper Hutt City,10 Depreciation,2011,6883
Upper Hutt City,11 Other Expense,2011,0
Upper Hutt City,12 Total Expenditure,2011,35334
Upper Hutt City,13 Net Surplus/(Deficit),2011,889
Upper Hutt City,01 Rates,2012,27766
Upper Hutt City,02 Development Contributions,2012,0
Upper Hutt City,03 Subsidies,2012,2398
Upper Hutt City,04 Investment Income,2012,399
Upper Hutt City,05 Vested Assets,2012,968
Upper Hutt City,06 Other Income,2012,6014
Upper Hutt City,07 Total Income,2012,37545
Upper Hutt City,08 Direct Costs,2012,27499
Upper Hutt City,09 Interest,2012,1732
Upper Hutt City,10 Depreciation,2012,6971
Upper Hutt City,11 Other Expense,2012,0
Upper Hutt City,12 Total Expenditure,2012,36202
Upper Hutt City,13 Net Surplus/(Deficit),2012,1343
Upper Hutt City,01 Rates,2013,28860
Upper Hutt City,02 Development Contributions,2013,0
Upper Hutt City,03 Subsidies,2013,2004
Upper Hutt City,04 Investment Income,2013,396
Upper Hutt City,05 Vested Assets,2013,990
Upper Hutt City,06 Other Income,2013,6139
Upper Hutt City,07 Total Income,2013,38389
Upper Hutt City,08 Direct Costs,2013,28050
Upper Hutt City,09 Interest,2013,2294
Upper Hutt City,10 Depreciation,2013,7149
Upper Hutt City,11 Other Expense,2013,0
Upper Hutt City,12 Total Expenditure,2013,37493
Upper Hutt City,13 Net Surplus/(Deficit),2013,896
Upper Hutt City,01 Rates,2014,29564
Upper Hutt City,02 Development Contributions,2014,0
Upper Hutt City,03 Subsidies,2014,2023
Upper Hutt City,04 Investment Income,2014,399
Upper Hutt City,05 Vested Assets,2014,1010
Upper Hutt City,06 Other Income,2014,6295
Upper Hutt City,07 Total Income,2014,39291
Upper Hutt City,08 Direct Costs,2014,28986
Upper Hutt City,09 Interest,2014,2279
Upper Hutt City,10 Depreciation,2014,7243
Upper Hutt City,11 Other Expense,2014,0
Upper Hutt City,12 Total Expenditure,2014,38508
Upper Hutt City,13 Net Surplus/(Deficit),2014,783
Upper Hutt City,01 Rates,2015,30252
Upper Hutt City,02 Development Contributions,2015,0
Upper Hutt City,03 Subsidies,2015,2112
Upper Hutt City,04 Investment Income,2015,418
Upper Hutt City,05 Vested Assets,2015,1027
Upper Hutt City,06 Other Income,2015,6347
Upper Hutt City,07 Total Income,2015,40156
Upper Hutt City,08 Direct Costs,2015,29524
Upper Hutt City,09 Interest,2015,2328
Upper Hutt City,10 Depreciation,2015,7363
Upper Hutt City,11 Other Expense,2015,0
Upper Hutt City,12 Total Expenditure,2015,39215
Upper Hutt City,13 Net Surplus/(Deficit),2015,941
Upper Hutt City,01 Rates,2016,30291
Upper Hutt City,02 Development Contributions,2016,0
Upper Hutt City,03 Subsidies,2016,2335
Upper Hutt City,04 Investment Income,2016,457
Upper Hutt City,05 Vested Assets,2016,1045
Upper Hutt City,06 Other Income,2016,6421
Upper Hutt City,07 Total Income,2016,40549
Upper Hutt City,08 Direct Costs,2016,29617
Upper Hutt City,09 Interest,2016,2339
Upper Hutt City,10 Depreciation,2016,7373
Upper Hutt City,11 Other Expense,2016,0
Upper Hutt City,12 Total Expenditure,2016,39329
Upper Hutt City,13 Net Surplus/(Deficit),2016,1220
Waikato District,01 Rates,2007,31582
Waikato District,02 Development Contributions,2007,7521
Waikato District,03 Subsidies,2007,11201
Waikato District,04 Investment Income,2007,1355
Waikato District,05 Vested Assets,2007,0
Waikato District,06 Other Income,2007,7430
Waikato District,07 Total Income,2007,59089
Waikato District,08 Direct Costs,2007,19456
Waikato District,09 Interest,2007,970
Waikato District,10 Depreciation,2007,8431
Waikato District,11 Other Expense,2007,11253
Waikato District,12 Total Expenditure,2007,40110
Waikato District,13 Net Surplus/(Deficit),2007,18979
Waikato District,01 Rates,2008,34261
Waikato District,02 Development Contributions,2008,5316
Waikato District,03 Subsidies,2008,12004
Waikato District,04 Investment Income,2008,1405
Waikato District,05 Vested Assets,2008,0
Waikato District,06 Other Income,2008,5680
Waikato District,07 Total Income,2008,58666
Waikato District,08 Direct Costs,2008,20297
Waikato District,09 Interest,2008,1201
Waikato District,10 Depreciation,2008,9484
Waikato District,11 Other Expense,2008,11676
Waikato District,12 Total Expenditure,2008,42658
Waikato District,13 Net Surplus/(Deficit),2008,16008
Waikato District,01 Rates,2009,36549
Waikato District,02 Development Contributions,2009,5502
Waikato District,03 Subsidies,2009,10566
Waikato District,04 Investment Income,2009,1344
Waikato District,05 Vested Assets,2009,0
Waikato District,06 Other Income,2009,5777
Waikato District,07 Total Income,2009,59738
Waikato District,08 Direct Costs,2009,20532
Waikato District,09 Interest,2009,1227
Waikato District,10 Depreciation,2009,11004
Waikato District,11 Other Expense,2009,11991
Waikato District,12 Total Expenditure,2009,44754
Waikato District,13 Net Surplus/(Deficit),2009,14984
Waikato District,01 Rates,2010,38378
Waikato District,02 Development Contributions,2010,5113
Waikato District,03 Subsidies,2010,13511
Waikato District,04 Investment Income,2010,1587
Waikato District,05 Vested Assets,2010,0
Waikato District,06 Other Income,2010,6436
Waikato District,07 Total Income,2010,65025
Waikato District,08 Direct Costs,2010,20887
Waikato District,09 Interest,2010,1182
Waikato District,10 Depreciation,2010,11795
Waikato District,11 Other Expense,2010,12327
Waikato District,12 Total Expenditure,2010,46191
Waikato District,13 Net Surplus/(Deficit),2010,18834
Waikato District,01 Rates,2011,40250
Waikato District,02 Development Contributions,2011,5142
Waikato District,03 Subsidies,2011,12157
Waikato District,04 Investment Income,2011,1527
Waikato District,05 Vested Assets,2011,0
Waikato District,06 Other Income,2011,6165
Waikato District,07 Total Income,2011,65241
Waikato District,08 Direct Costs,2011,21600
Waikato District,09 Interest,2011,965
Waikato District,10 Depreciation,2011,12290
Waikato District,11 Other Expense,2011,12717
Waikato District,12 Total Expenditure,2011,47572
Waikato District,13 Net Surplus/(Deficit),2011,17669
Waikato District,01 Rates,2012,42354
Waikato District,02 Development Contributions,2012,5171
Waikato District,03 Subsidies,2012,12436
Waikato District,04 Investment Income,2012,1598
Waikato District,05 Vested Assets,2012,0
Waikato District,06 Other Income,2012,7139
Waikato District,07 Total Income,2012,68698
Waikato District,08 Direct Costs,2012,22066
Waikato District,09 Interest,2012,856
Waikato District,10 Depreciation,2012,13702
Waikato District,11 Other Expense,2012,13112
Waikato District,12 Total Expenditure,2012,49736
Waikato District,13 Net Surplus/(Deficit),2012,18962
Waikato District,01 Rates,2013,43987
Waikato District,02 Development Contributions,2013,5196
Waikato District,03 Subsidies,2013,14016
Waikato District,04 Investment Income,2013,1782
Waikato District,05 Vested Assets,2013,0
Waikato District,06 Other Income,2013,7587
Waikato District,07 Total Income,2013,72568
Waikato District,08 Direct Costs,2013,22217
Waikato District,09 Interest,2013,682
Waikato District,10 Depreciation,2013,14763
Waikato District,11 Other Expense,2013,13398
Waikato District,12 Total Expenditure,2013,51060
Waikato District,13 Net Surplus/(Deficit),2013,21508
Waikato District,01 Rates,2014,45606
Waikato District,02 Development Contributions,2014,5246
Waikato District,03 Subsidies,2014,12975
Waikato District,04 Investment Income,2014,1855
Waikato District,05 Vested Assets,2014,0
Waikato District,06 Other Income,2014,7992
Waikato District,07 Total Income,2014,73674
Waikato District,08 Direct Costs,2014,22690
Waikato District,09 Interest,2014,534
Waikato District,10 Depreciation,2014,15682
Waikato District,11 Other Expense,2014,13757
Waikato District,12 Total Expenditure,2014,52663
Waikato District,13 Net Surplus/(Deficit),2014,21011
Waikato District,01 Rates,2015,47379
Waikato District,02 Development Contributions,2015,5306
Waikato District,03 Subsidies,2015,13298
Waikato District,04 Investment Income,2015,2114
Waikato District,05 Vested Assets,2015,0
Waikato District,06 Other Income,2015,8039
Waikato District,07 Total Income,2015,76136
Waikato District,08 Direct Costs,2015,22833
Waikato District,09 Interest,2015,402
Waikato District,10 Depreciation,2015,17818
Waikato District,11 Other Expense,2015,14102
Waikato District,12 Total Expenditure,2015,55155
Waikato District,13 Net Surplus/(Deficit),2015,20981
Waikato District,01 Rates,2016,48668
Waikato District,02 Development Contributions,2016,5328
Waikato District,03 Subsidies,2016,12795
Waikato District,04 Investment Income,2016,2434
Waikato District,05 Vested Assets,2016,0
Waikato District,06 Other Income,2016,7477
Waikato District,07 Total Income,2016,76702
Waikato District,08 Direct Costs,2016,23621
Waikato District,09 Interest,2016,285
Waikato District,10 Depreciation,2016,18656
Waikato District,11 Other Expense,2016,14352
Waikato District,12 Total Expenditure,2016,56914
Waikato District,13 Net Surplus/(Deficit),2016,19788
Waikato Region,01 Rates,2007,52496
Waikato Region,02 Development Contributions,2007,0
Waikato Region,03 Subsidies,2007,5487
Waikato Region,04 Investment Income,2007,5927
Waikato Region,05 Vested Assets,2007,0
Waikato Region,06 Other Income,2007,18499
Waikato Region,07 Total Income,2007,82409
Waikato Region,08 Direct Costs,2007,73341
Waikato Region,09 Interest,2007,230
Waikato Region,10 Depreciation,2007,6583
Waikato Region,11 Other Expense,2007,0
Waikato Region,12 Total Expenditure,2007,80154
Waikato Region,13 Net Surplus/(Deficit),2007,2255
Waikato Region,01 Rates,2008,58625
Waikato Region,02 Development Contributions,2008,0
Waikato Region,03 Subsidies,2008,5936
Waikato Region,04 Investment Income,2008,5937
Waikato Region,05 Vested Assets,2008,0
Waikato Region,06 Other Income,2008,20567
Waikato Region,07 Total Income,2008,91065
Waikato Region,08 Direct Costs,2008,79747
Waikato Region,09 Interest,2008,450
Waikato Region,10 Depreciation,2008,7124
Waikato Region,11 Other Expense,2008,0
Waikato Region,12 Total Expenditure,2008,87321
Waikato Region,13 Net Surplus/(Deficit),2008,3744
Waikato Region,01 Rates,2009,63475
Waikato Region,02 Development Contributions,2009,0
Waikato Region,03 Subsidies,2009,6339
Waikato Region,04 Investment Income,2009,5948
Waikato Region,05 Vested Assets,2009,0
Waikato Region,06 Other Income,2009,20943
Waikato Region,07 Total Income,2009,96705
Waikato Region,08 Direct Costs,2009,84606
Waikato Region,09 Interest,2009,600
Waikato Region,10 Depreciation,2009,7896
Waikato Region,11 Other Expense,2009,0
Waikato Region,12 Total Expenditure,2009,93102
Waikato Region,13 Net Surplus/(Deficit),2009,3603
Waikato Region,01 Rates,2010,66601
Waikato Region,02 Development Contributions,2010,0
Waikato Region,03 Subsidies,2010,6851
Waikato Region,04 Investment Income,2010,5958
Waikato Region,05 Vested Assets,2010,0
Waikato Region,06 Other Income,2010,22131
Waikato Region,07 Total Income,2010,101541
Waikato Region,08 Direct Costs,2010,88592
Waikato Region,09 Interest,2010,600
Waikato Region,10 Depreciation,2010,8374
Waikato Region,11 Other Expense,2010,0
Waikato Region,12 Total Expenditure,2010,97566
Waikato Region,13 Net Surplus/(Deficit),2010,3975
Waikato Region,01 Rates,2011,70353
Waikato Region,02 Development Contributions,2011,0
Waikato Region,03 Subsidies,2011,6747
Waikato Region,04 Investment Income,2011,5969
Waikato Region,05 Vested Assets,2011,0
Waikato Region,06 Other Income,2011,22943
Waikato Region,07 Total Income,2011,106012
Waikato Region,08 Direct Costs,2011,93114
Waikato Region,09 Interest,2011,500
Waikato Region,10 Depreciation,2011,8389
Waikato Region,11 Other Expense,2011,0
Waikato Region,12 Total Expenditure,2011,102003
Waikato Region,13 Net Surplus/(Deficit),2011,4009
Waikato Region,01 Rates,2012,74454
Waikato Region,02 Development Contributions,2012,0
Waikato Region,03 Subsidies,2012,7150
Waikato Region,04 Investment Income,2012,5980
Waikato Region,05 Vested Assets,2012,0
Waikato Region,06 Other Income,2012,21405
Waikato Region,07 Total Income,2012,108989
Waikato Region,08 Direct Costs,2012,95867
Waikato Region,09 Interest,2012,300
Waikato Region,10 Depreciation,2012,8233
Waikato Region,11 Other Expense,2012,0
Waikato Region,12 Total Expenditure,2012,104400
Waikato Region,13 Net Surplus/(Deficit),2012,4589
Waikato Region,01 Rates,2013,77631
Waikato Region,02 Development Contributions,2013,0
Waikato Region,03 Subsidies,2013,7575
Waikato Region,04 Investment Income,2013,5991
Waikato Region,05 Vested Assets,2013,0
Waikato Region,06 Other Income,2013,21240
Waikato Region,07 Total Income,2013,112437
Waikato Region,08 Direct Costs,2013,99302
Waikato Region,09 Interest,2013,200
Waikato Region,10 Depreciation,2013,8215
Waikato Region,11 Other Expense,2013,0
Waikato Region,12 Total Expenditure,2013,107717
Waikato Region,13 Net Surplus/(Deficit),2013,4720
Waikato Region,01 Rates,2014,81543
Waikato Region,02 Development Contributions,2014,0
Waikato Region,03 Subsidies,2014,7764
Waikato Region,04 Investment Income,2014,6003
Waikato Region,05 Vested Assets,2014,0
Waikato Region,06 Other Income,2014,19249
Waikato Region,07 Total Income,2014,114559
Waikato Region,08 Direct Costs,2014,100807
Waikato Region,09 Interest,2014,100
Waikato Region,10 Depreciation,2014,8035
Waikato Region,11 Other Expense,2014,0
Waikato Region,12 Total Expenditure,2014,108942
Waikato Region,13 Net Surplus/(Deficit),2014,5617
Waikato Region,01 Rates,2015,85093
Waikato Region,02 Development Contributions,2015,0
Waikato Region,03 Subsidies,2015,8158
Waikato Region,04 Investment Income,2015,6084
Waikato Region,05 Vested Assets,2015,0
Waikato Region,06 Other Income,2015,18627
Waikato Region,07 Total Income,2015,117962
Waikato Region,08 Direct Costs,2015,104037
Waikato Region,09 Interest,2015,0
Waikato Region,10 Depreciation,2015,8082
Waikato Region,11 Other Expense,2015,0
Waikato Region,12 Total Expenditure,2015,112119
Waikato Region,13 Net Surplus/(Deficit),2015,5843
Waikato Region,01 Rates,2016,87581
Waikato Region,02 Development Contributions,2016,0
Waikato Region,03 Subsidies,2016,8598
Waikato Region,04 Investment Income,2016,6168
Waikato Region,05 Vested Assets,2016,0
Waikato Region,06 Other Income,2016,19774
Waikato Region,07 Total Income,2016,122121
Waikato Region,08 Direct Costs,2016,108108
Waikato Region,09 Interest,2016,0
Waikato Region,10 Depreciation,2016,8143
Waikato Region,11 Other Expense,2016,0
Waikato Region,12 Total Expenditure,2016,116251
Waikato Region,13 Net Surplus/(Deficit),2016,5870
Waimakariri District,01 Rates,2007,25519
Waimakariri District,02 Development Contributions,2007,3835
Waimakariri District,03 Subsidies,2007,7327
Waimakariri District,04 Investment Income,2007,422
Waimakariri District,05 Vested Assets,2007,3633
Waimakariri District,06 Other Income,2007,9868
Waimakariri District,07 Total Income,2007,50604
Waimakariri District,08 Direct Costs,2007,28314
Waimakariri District,09 Interest,2007,2509
Waimakariri District,10 Depreciation,2007,8933
Waimakariri District,11 Other Expense,2007,0
Waimakariri District,12 Total Expenditure,2007,39756
Waimakariri District,13 Net Surplus/(Deficit),2007,10848
Waimakariri District,01 Rates,2008,27992
Waimakariri District,02 Development Contributions,2008,4407
Waimakariri District,03 Subsidies,2008,6386
Waimakariri District,04 Investment Income,2008,510
Waimakariri District,05 Vested Assets,2008,3756
Waimakariri District,06 Other Income,2008,9779
Waimakariri District,07 Total Income,2008,52830
Waimakariri District,08 Direct Costs,2008,29485
Waimakariri District,09 Interest,2008,3641
Waimakariri District,10 Depreciation,2008,9466
Waimakariri District,11 Other Expense,2008,0
Waimakariri District,12 Total Expenditure,2008,42592
Waimakariri District,13 Net Surplus/(Deficit),2008,10238
Waimakariri District,01 Rates,2009,32035
Waimakariri District,02 Development Contributions,2009,4594
Waimakariri District,03 Subsidies,2009,7707
Waimakariri District,04 Investment Income,2009,363
Waimakariri District,05 Vested Assets,2009,3884
Waimakariri District,06 Other Income,2009,10373
Waimakariri District,07 Total Income,2009,58956
Waimakariri District,08 Direct Costs,2009,33061
Waimakariri District,09 Interest,2009,4864
Waimakariri District,10 Depreciation,2009,10183
Waimakariri District,11 Other Expense,2009,0
Waimakariri District,12 Total Expenditure,2009,48108
Waimakariri District,13 Net Surplus/(Deficit),2009,10848
Waimakariri District,01 Rates,2010,33939
Waimakariri District,02 Development Contributions,2010,4591
Waimakariri District,03 Subsidies,2010,5978
Waimakariri District,04 Investment Income,2010,359
Waimakariri District,05 Vested Assets,2010,3977
Waimakariri District,06 Other Income,2010,11035
Waimakariri District,07 Total Income,2010,59879
Waimakariri District,08 Direct Costs,2010,32960
Waimakariri District,09 Interest,2010,5360
Waimakariri District,10 Depreciation,2010,10640
Waimakariri District,11 Other Expense,2010,0
Waimakariri District,12 Total Expenditure,2010,48960
Waimakariri District,13 Net Surplus/(Deficit),2010,10919
Waimakariri District,01 Rates,2011,35124
Waimakariri District,02 Development Contributions,2011,4571
Waimakariri District,03 Subsidies,2011,5568
Waimakariri District,04 Investment Income,2011,361
Waimakariri District,05 Vested Assets,2011,4073
Waimakariri District,06 Other Income,2011,11049
Waimakariri District,07 Total Income,2011,60746
Waimakariri District,08 Direct Costs,2011,33692
Waimakariri District,09 Interest,2011,5424
Waimakariri District,10 Depreciation,2011,10955
Waimakariri District,11 Other Expense,2011,0
Waimakariri District,12 Total Expenditure,2011,50071
Waimakariri District,13 Net Surplus/(Deficit),2011,10675
Waimakariri District,01 Rates,2012,36111
Waimakariri District,02 Development Contributions,2012,5624
Waimakariri District,03 Subsidies,2012,5745
Waimakariri District,04 Investment Income,2012,367
Waimakariri District,05 Vested Assets,2012,4171
Waimakariri District,06 Other Income,2012,11715
Waimakariri District,07 Total Income,2012,63733
Waimakariri District,08 Direct Costs,2012,34727
Waimakariri District,09 Interest,2012,5410
Waimakariri District,10 Depreciation,2012,11281
Waimakariri District,11 Other Expense,2012,0
Waimakariri District,12 Total Expenditure,2012,51418
Waimakariri District,13 Net Surplus/(Deficit),2012,12315
Waimakariri District,01 Rates,2013,37338
Waimakariri District,02 Development Contributions,2013,4274
Waimakariri District,03 Subsidies,2013,5705
Waimakariri District,04 Investment Income,2013,389
Waimakariri District,05 Vested Assets,2013,4271
Waimakariri District,06 Other Income,2013,11840
Waimakariri District,07 Total Income,2013,63817
Waimakariri District,08 Direct Costs,2013,35689
Waimakariri District,09 Interest,2013,5318
Waimakariri District,10 Depreciation,2013,11638
Waimakariri District,11 Other Expense,2013,0
Waimakariri District,12 Total Expenditure,2013,52645
Waimakariri District,13 Net Surplus/(Deficit),2013,11172
Waimakariri District,01 Rates,2014,37663
Waimakariri District,02 Development Contributions,2014,3732
Waimakariri District,03 Subsidies,2014,5678
Waimakariri District,04 Investment Income,2014,411
