Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote for,Ref
443,7,DEM,,,Member of Council WEST VIEW,1,Eugene Borio,1,
4,7,DEM,,,Member of Council WEST VIEW,2,WRITE-IN,1,
123,3,DEM,,,Member of Council MCKEES ROCKS WARD 3,1,Robert F. DiCicco,3,
128,3,DEM,,,Member of Council MCKEES ROCKS WARD 3,2,Maribeth L. Taylor,3,
110,3,DEM,,,Member of Council MCKEES ROCKS WARD 3,3,"John Ciangiarulo, Jr.",3,
129,3,DEM,,,Member of Council MCKEES ROCKS WARD 3,4,Tracey Pedersen,3,
77,3,DEM,,,Member of Council MCKEES ROCKS WARD 3,5,Tony L. Little,3,
6,3,DEM,,,Member of Council MCKEES ROCKS WARD 3,6,WRITE-IN,3,
50,1,DEM,,,Member of Council AVALON WARD 1,1,Ralph J. Cortese,2,
26,1,DEM,,,Member of Council AVALON WARD 1,2,WRITE-IN,2,
223,2,DEM,,,Member of Council BELLEVUE WARD 3,1,James Senene Scisciani,2,
30,2,DEM,,,Member of Council BELLEVUE WARD 3,2,WRITE-IN,2,
156,4,DEM,,,Member of Council CARNEGIE WARD 1,1,Mike J. Sarsfield,2,
70,4,DEM,,,Member of Council CARNEGIE WARD 1,2,Blair Clover,2,
117,4,DEM,,,Member of Council CARNEGIE WARD 1,3,Timothy G. Volk,2,
187,4,DEM,,,Member of Council CARNEGIE WARD 1,4,Susan G. Demko,2,
4,4,DEM,,,Member of Council CARNEGIE WARD 1,5,WRITE-IN,2,
72,1,DEM,,,Member of Council ETNA WARD 1,1,Karen Tomaszewski,2,
71,1,DEM,,,Member of Council ETNA WARD 1,2,Gregory Porter,2,
0,1,DEM,,,Member of Council ETNA WARD 1,3,WRITE-IN,2,
76,2,DEM,,,Member of Council NORTH BRADDOCK WARD 3,1,"Michael Breaston, Jr.",2,
63,2,DEM,,,Member of Council NORTH BRADDOCK WARD 3,2,Richard Jay Kostyak,2,
3,2,DEM,,,Member of Council NORTH BRADDOCK WARD 3,3,WRITE-IN,2,
60,2,DEM,,,Member of Council SEWICKLEY WARD 2,1,Cynthia J. Mullins,2,
23,2,DEM,,,Member of Council SEWICKLEY WARD 2,2,WRITE-IN,2,
103,2,DEM,,,Member of Council TURTLE CREEK WARD 1,1,Jack Osman,2,
100,2,DEM,,,Member of Council TURTLE CREEK WARD 1,2,Constance Marie Tinsley,2,
3,2,DEM,,,Member of Council TURTLE CREEK WARD 1,3,WRITE-IN,2,
49,2,DEM,,,Member of Council TURTLE CREEK WARD 2,1,Nick Bianchi,2,
55,2,DEM,,,Member of Council TURTLE CREEK WARD 2,2,Jill E. Henkel,2,
1,2,DEM,,,Member of Council TURTLE CREEK WARD 2,3,WRITE-IN,2,
339,6,DEM,,,Member of Council WILKINSBURG WARD 1,1,Eugenia Moore,2,
371,6,DEM,,,Member of Council WILKINSBURG WARD 1,2,Paige E. Trice,2,
354,6,DEM,,,Member of Council WILKINSBURG WARD 1,3,Michael Rose,2,
2,6,DEM,,,Member of Council WILKINSBURG WARD 1,4,WRITE-IN,2,
3,2,DEM,,,Member of Council AVALON WARD 2,1,WRITE-IN,1,
75,3,DEM,,,Member of Council AVALON WARD 3,1,Patrick Narcisi,1,
1,3,DEM,,,Member of Council AVALON WARD 3,2,WRITE-IN,1,
139,2,DEM,,,Member of Council BELLEVUE WARD 1,1,Linda Woshner,1,
107,2,DEM,,,Member of Council BELLEVUE WARD 1,2,Susan Schafer,1,
0,2,DEM,,,Member of Council BELLEVUE WARD 1,3,WRITE-IN,1,
15,2,DEM,,,Member of Council BELLEVUE WARD 2,1,WRITE-IN,1,
11,3,DEM,,,Member of Council BETHEL PARK WARD 2,1,WRITE-IN,1,
7,3,DEM,,,Member of Council BETHEL PARK WARD 4,1,WRITE-IN,1,
292,3,DEM,,,Member of Council BETHEL PARK WARD 6,1,Mark J. O'Brien,1,
2,3,DEM,,,Member of Council BETHEL PARK WARD 6,2,WRITE-IN,1,
27,4,DEM,,,Member of Council BETHEL PARK WARD 8,1,WRITE-IN,1,
49,1,DEM,,,Member of Council BRACKENRIDGE WARD 1,1,Timothy G. Connelly,1,
0,1,DEM,,,Member of Council BRACKENRIDGE WARD 1,2,WRITE-IN,1,
44,1,DEM,,,Member of Council BRACKENRIDGE WARD 2,1,"John Stanzione, Jr.",1,
2,1,DEM,,,Member of Council BRACKENRIDGE WARD 2,2,WRITE-IN,1,
52,1,DEM,,,Member of Council BRACKENRIDGE WARD 3,1,"Verne F. Petz, Sr.",1,
2,1,DEM,,,Member of Council BRACKENRIDGE WARD 3,2,WRITE-IN,1,
32,1,DEM,,,Member of Council BRADDOCK WARD 1,1,WRITE-IN,1,
60,1,DEM,,,Member of Council BRADDOCK WARD 2,1,Lorne Kevin Berry,1,
1,1,DEM,,,Member of Council BRADDOCK WARD 2,2,WRITE-IN,1,
47,1,DEM,,,Member of Council BRADDOCK WARD 3,1,Robert K. Parker,1,
3,1,DEM,,,Member of Council BRADDOCK WARD 3,2,WRITE-IN,1,
204,4,DEM,,,Member of Council CARNEGIE WARD 2,1,Stacie L. Riley,1,
61,4,DEM,,,Member of Council CARNEGIE WARD 2,2,Joseph V. Luvara,1,
9,4,DEM,,,Member of Council CARNEGIE WARD 2,3,WRITE-IN,1,
153,3,DEM,,,Member of Council CLAIRTON WARD 1,1,John A. Lattanzi,1,
17,3,DEM,,,Member of Council CLAIRTON WARD 1,2,WRITE-IN,1,
170,3,DEM,,,Member of Council CLAIRTON WARD 4,1,Denise Johnson,1,
113,3,DEM,,,Member of Council CLAIRTON WARD 4,2,Kathy Grisnik Tachoir,1,
0,3,DEM,,,Member of Council CLAIRTON WARD 4,3,WRITE-IN,1,
100,2,DEM,,,Member of Council CORAOPOLIS WARD 1,1,"Calvin L. Jackson, Jr.",1,
1,2,DEM,,,Member of Council CORAOPOLIS WARD 1,2,WRITE-IN,1,
110,1,DEM,,,Member of Council CORAOPOLIS WARD 2,1,David Pendel,1,
1,1,DEM,,,Member of Council CORAOPOLIS WARD 2,2,WRITE-IN,1,
121,2,DEM,,,Member of Council CORAOPOLIS WARD 3,1,John Z. Pessy,1,
6,2,DEM,,,Member of Council CORAOPOLIS WARD 3,2,WRITE-IN,1,
97,2,DEM,,,Member of Council CORAOPOLIS WARD 4,1,Robb J. Cardimen,1,
1,2,DEM,,,Member of Council CORAOPOLIS WARD 4,2,WRITE-IN,1,
51,1,DEM,,,Member of Council ETNA WARD 2,1,Ronald Trader,1,
0,1,DEM,,,Member of Council ETNA WARD 2,2,WRITE-IN,1,
58,1,DEM,,,Member of Council ETNA WARD 3,1,Dave Farmerie,1,
1,1,DEM,,,Member of Council ETNA WARD 3,2,WRITE-IN,1,
8,3,DEM,,,Member of Council FRANKLIN PARK WARD 1,1,WRITE-IN,1,
82,3,DEM,,,Member of Council FRANKLIN PARK WARD 2,1,WRITE-IN,1,
3,3,DEM,,,Member of Council FRANKLIN PARK WARD 3,1,WRITE-IN,1,
112,2,DEM,,,Member of Council HOMESTEAD WARD 1,1,Wanda Burwell,1,
3,2,DEM,,,Member of Council HOMESTEAD WARD 1,2,WRITE-IN,1,
76,2,DEM,,,Member of Council HOMESTEAD WARD 2,1,Barbara M. Broadwater,1,
2,2,DEM,,,Member of Council HOMESTEAD WARD 2,2,WRITE-IN,1,
43,2,DEM,,,Member of Council HOMESTEAD WARD 3,1,Susan Titmus,1,
46,2,DEM,,,Member of Council HOMESTEAD WARD 3,2,Louise Benton,1,
0,2,DEM,,,Member of Council HOMESTEAD WARD 3,3,WRITE-IN,1,
62,3,DEM,,,Member of Council MCCANDLESS WARD 1,1,WRITE-IN,1,
55,3,DEM,,,Member of Council MCCANDLESS WARD 3,1,WRITE-IN,1,
63,3,DEM,,,Member of Council MCCANDLESS WARD 5,1,WRITE-IN,1,
53,3,DEM,,,Member of Council MCCANDLESS WARD 7,1,WRITE-IN,1,
47,2,DEM,,,Member of Council MCKEES ROCKS WARD 1,1,Sarah Elizabeth Harvey,1,
72,2,DEM,,,Member of Council MCKEES ROCKS WARD 1,2,Craig Myers,1,
0,2,DEM,,,Member of Council MCKEES ROCKS WARD 1,3,WRITE-IN,1,
335,3,DEM,,,Member of Council MONROEVILLE WARD 2,1,Nicholas J. Gresock,1,
2,3,DEM,,,Member of Council MONROEVILLE WARD 2,2,WRITE-IN,1,
233,3,DEM,,,Member of Council MONROEVILLE WARD 4,1,"James C. Johns, Jr.",1,
0,3,DEM,,,Member of Council MONROEVILLE WARD 4,2,WRITE-IN,1,
315,4,DEM,,,Member of Council MONROEVILLE WARD 6,1,Steve Duncan,1,
32,4,DEM,,,Member of Council MONROEVILLE WARD 6,2,WRITE-IN,1,
165,3,DEM,,,Member of Council NORTH BRADDOCK WARD 1,1,Michael Dobrinich,1,
4,3,DEM,,,Member of Council NORTH BRADDOCK WARD 1,2,WRITE-IN,1,
122,2,DEM,,,Member of Council NORTH BRADDOCK WARD 2,1,John A. Vahosky,1,
4,2,DEM,,,Member of Council NORTH BRADDOCK WARD 2,2,WRITE-IN,1,
53,1,DEM,,,Member of Council RANKIN WARD 1,1,Ruby M. Grant,1,
1,1,DEM,,,Member of Council RANKIN WARD 1,2,WRITE-IN,1,
76,1,DEM,,,Member of Council RANKIN WARD 2,1,Geneva Parks,1,
1,1,DEM,,,Member of Council RANKIN WARD 2,2,WRITE-IN,1,
54,1,DEM,,,Member of Council RANKIN WARD 3,1,Anita Cioppa,1,
0,1,DEM,,,Member of Council RANKIN WARD 3,2,WRITE-IN,1,
4,1,DEM,,,Member of Council SEWICKLEY WARD 1,1,WRITE-IN,1,
3,1,DEM,,,Member of Council SEWICKLEY WARD 3,1,WRITE-IN,1,
77,2,DEM,,,Member of Council TARENTUM WARD 1,1,Erika Josefoski,1,
17,2,DEM,,,Member of Council TARENTUM WARD 1,2,Greg Schmitt,1,
2,2,DEM,,,Member of Council TARENTUM WARD 1,3,WRITE-IN,1,
35,1,DEM,,,Member of Council TARENTUM WARD 2,1,Eric Carter,1,
22,1,DEM,,,Member of Council TARENTUM WARD 2,2,William Rossey,1,
1,1,DEM,,,Member of Council TARENTUM WARD 2,3,WRITE-IN,1,
22,2,DEM,,,Member of Council TARENTUM WARD 3,1,Timothy Firko,1,
53,2,DEM,,,Member of Council TARENTUM WARD 3,2,Carrie J. Fox,1,
13,2,DEM,,,Member of Council TARENTUM WARD 3,3,Michael Joseph Gutonski,1,
1,2,DEM,,,Member of Council TARENTUM WARD 3,4,WRITE-IN,1,
105,2,DEM,,,Member of Council TURTLE CREEK WARD 3,1,"Max E. Spencer, Jr.",1,
1,2,DEM,,,Member of Council TURTLE CREEK WARD 3,2,WRITE-IN,1,
394,5,DEM,,,Member of Council WILKINSBURG WARD 2,1,Vanessa McCarthy-Johnson,1,
3,5,DEM,,,Member of Council WILKINSBURG WARD 2,2,WRITE-IN,1,
466,6,DEM,,,Member of Council WILKINSBURG WARD 3,1,Kate McEvoy Grannemann,1,
5,6,DEM,,,Member of Council WILKINSBURG WARD 3,2,WRITE-IN,1,
38,1,DEM,,,Member of Council SEWICKLEY WARD 3,1,Thomas Rostek,1,
0,1,DEM,,,Member of Council SEWICKLEY WARD 3,2,WRITE-IN,1,
19,2,DEM,,,Member of Council TARENTUM WARD 1,1,WRITE-IN,1,
53,2,DEM,,,Member of Council TARENTUM WARD 3,1,WRITE-IN,1,
24,8,DEM,,,Supervisor At-Large RICHLAND,1,WRITE-IN,1,
59,2,DEM,,,Supervisor FAWN,1,Rick Smith,2,
62,2,DEM,,,Supervisor FAWN,2,Carrie White,2,
28,2,DEM,,,Supervisor FAWN,3,WRITE-IN,2,
194,3,DEM,,,Supervisor HARMAR,1,"Robert W. Seibert, Jr.",2,
175,3,DEM,,,Supervisor HARMAR,2,Emiliano A. Cresta,2,
51,3,DEM,,,Supervisor HARMAR,3,WRITE-IN,2,
15,6,DEM,,,Supervisor MARSHALL,1,WRITE-IN,2,
56,3,DEM,,,Supervisor FINDLAY,1,WRITE-IN,1,
185,4,DEM,,,Supervisor FORWARD,1,Thomas DeRosa,1,
11,4,DEM,,,Supervisor FORWARD,2,WRITE-IN,1,
53,1,DEM,,,Supervisor FRAZER,1,William J. Creevey,1,
2,1,DEM,,,Supervisor FRAZER,2,WRITE-IN,1,
32,1,DEM,,,Supervisor KILBUCK,1,WRITE-IN,1,
1226,13,DEM,,,Supervisor MOON,1,T. Matthew Dugan,1,
7,13,DEM,,,Supervisor MOON,2,WRITE-IN,1,
406,5,DEM,,,Supervisor NORTH FAYETTE,1,Jim Morosetti,1,
3,5,DEM,,,Supervisor NORTH FAYETTE,2,WRITE-IN,1,
24,3,DEM,,,Supervisor OHIO,1,WRITE-IN,1,
598,12,DEM,,,Supervisor SOUTH PARK,1,Edward Snee,1,
9,12,DEM,,,Supervisor SOUTH PARK,2,WRITE-IN,1,
376,8,DEM,,,Supervisor WEST DEER,1,Mike Zourelias,4,
442,8,DEM,,,Supervisor WEST DEER,2,Don Simonetti,4,
420,8,DEM,,,Supervisor WEST DEER,3,Jeff Florentine,4,
511,8,DEM,,,Supervisor WEST DEER,4,"Richard W. DiSanti, Jr.",4,
316,8,DEM,,,Supervisor WEST DEER,5,James G. Smullin,4,
28,8,DEM,,,Supervisor WEST DEER,6,WRITE-IN,4,
20,8,DEM,,,Supervisor PINE,1,WRITE-IN,3,
0,1,DEM,,,Supervisor INDIANA DISTRICT 1,1,WRITE-IN,1,
13,1,DEM,,,Supervisor INDIANA DISTRICT 2,1,WRITE-IN,1,
3,1,DEM,,,Supervisor INDIANA DISTRICT 3,1,WRITE-IN,1,
2,1,DEM,,,Supervisor INDIANA DISTRICT 4,1,WRITE-IN,1,
4,2,DEM,,,Supervisor RICHLAND SUPERVISOR 3,1,WRITE-IN,1,
5,2,DEM,,,Supervisor RICHLAND SUPERVISOR 4,1,WRITE-IN,1,
1,1,DEM,,,Constable ALEPPO,1,WRITE-IN,2,
3,2,DEM,,,Constable BALDWIN TOWNSHIP,1,WRITE-IN,2,
7,4,DEM,,,Constable COLLIER,1,WRITE-IN,2,
124,2,DEM,,,Constable CRESCENT,1,Daniel Perciavalle,2,
34,2,DEM,,,Constable CRESCENT,2,WRITE-IN,2,
80,2,DEM,,,Constable EAST DEER,1,"Herman G. Bertolini, Jr.",2,
82,2,DEM,,,Constable EAST DEER,2,James H. Oconis,2,
2,2,DEM,,,Constable EAST DEER,3,WRITE-IN,2,
86,11,DEM,,,Constable ELIZABETH TOWNSHIP,1,WRITE-IN,2,
629,11,DEM,,,Constable HARRISON,1,Gary L. Marshall,2,
29,11,DEM,,,Constable HARRISON,2,WRITE-IN,2,
877,7,DEM,,,Constable KENNEDY,1,John Buckley,2,
845,7,DEM,,,Constable KENNEDY,2,Max Vith,2,
3,7,DEM,,,Constable KENNEDY,3,WRITE-IN,2,
3,2,DEM,,,Constable LEET,1,WRITE-IN,2,
47,21,DEM,,,Constable MCCANDLESS,1,WRITE-IN,2,
1952,38,DEM,,,Constable MT LEBANON,1,Edward J. Kitchen,2,
27,38,DEM,,,Constable MT LEBANON,2,WRITE-IN,2,
62,3,DEM,,,Constable NEVILLE,1,William Burt,2,
117,3,DEM,,,Constable NEVILLE,2,James K. Claytor,2,
1,3,DEM,,,Constable NEVILLE,3,WRITE-IN,2,
831,13,DEM,,,Constable NORTH VERSAILLES,1,"Thomas R. Leicht, Jr.",2,
824,13,DEM,,,Constable NORTH VERSAILLES,2,Michael Savulak,2,
7,13,DEM,,,Constable NORTH VERSAILLES,3,WRITE-IN,2,
583,10,DEM,,,Constable OHARA,1,Francis C. Peitz,2,
8,10,DEM,,,Constable OHARA,2,WRITE-IN,2,
1617,50,DEM,,,Constable PENN HILLS,1,Scott Buzzard,2,
1783,50,DEM,,,Constable PENN HILLS,2,Joseph F. O'Connor,2,
2038,50,DEM,,,Constable PENN HILLS,3,"Louis J. Leon, Jr.",2,
11,50,DEM,,,Constable PENN HILLS,4,WRITE-IN,2,
331,4,DEM,,,Constable RESERVE,1,William F. Crowell,2,
8,4,DEM,,,Constable RESERVE,2,WRITE-IN,2,
82,9,DEM,,,Constable ROBINSON,1,WRITE-IN,2,
1803,33,DEM,,,Constable ROSS,1,Douglas Renzelman,2,
1477,33,DEM,,,Constable ROSS,2,James M. Cillo,2,
14,33,DEM,,,Constable ROSS,3,WRITE-IN,2,
1196,18,DEM,,,Constable SCOTT,1,Joe Riley,2,
892,18,DEM,,,Constable SCOTT,2,Bradley Skees,2,
14,18,DEM,,,Constable SCOTT,3,WRITE-IN,2,
1302,34,DEM,,,Constable SHALER,1,Chuck Perry,2,
1327,34,DEM,,,Constable SHALER,2,Edward M. Stankovic,2,
12,34,DEM,,,Constable SHALER,3,WRITE-IN,2,
616,12,DEM,,,Constable SOUTH FAYETTE,1,"Donald L. Chytil, Jr.",2,
730,12,DEM,,,Constable SOUTH FAYETTE,2,Frank E. DeThomas,2,
1,12,DEM,,,Constable SOUTH FAYETTE,3,WRITE-IN,2,
0,1,DEM,,,Constable SOUTH VERSAILLES,1,WRITE-IN,2,
3,1,DEM,,,Constable SPRINGDALE TOWNSHIP,1,WRITE-IN,2,
412,11,DEM,,,Constable STOWE,1,"Francis A. Lubawy, Jr.",2,
522,11,DEM,,,Constable STOWE,2,Joseph P. Faloshey,2,
4,11,DEM,,,Constable STOWE,3,WRITE-IN,2,
671,18,DEM,,,Constable UPPER ST CLAIR,1,Anthony D. Zwickle,2,
20,18,DEM,,,Constable UPPER ST CLAIR,2,WRITE-IN,2,
436,7,DEM,,,Constable WILKINS,1,"Anthony J. Cioppa, Jr.",2,
368,7,DEM,,,Constable WILKINS,2,Phil Dodge,2,
5,7,DEM,,,Constable WILKINS,3,WRITE-IN,2,
28,3,DEM,,,Constable ASPINWALL,1,WRITE-IN,1,
1697,18,DEM,,,Constable BALDWIN BOROUGH,1,James D. Hagan,1,
23,18,DEM,,,Constable BALDWIN BOROUGH,2,WRITE-IN,1,
28,1,DEM,,,Constable BELL ACRES,1,WRITE-IN,1,
98,2,DEM,,,Constable BEN AVON,1,Richard L. White,1,
6,2,DEM,,,Constable BEN AVON,2,WRITE-IN,1,
0,1,DEM,,,Constable BEN AVON HEIGHTS,1,WRITE-IN,1,
135,1,DEM,,,Constable BLAWNOX,1,"Charles P. Stipetich, Jr.",1,
1,1,DEM,,,Constable BLAWNOX,2,WRITE-IN,1,
155,2,DEM,,,Constable BRADDOCK HILLS,1,Mark T. Vogel,1,
2,2,DEM,,,Constable BRADDOCK HILLS,2,WRITE-IN,1,
2,1,DEM,,,Constable BRADFORD WOODS,1,WRITE-IN,1,
575,10,DEM,,,Constable BRENTWOOD,1,Donald J. Makowski,1,
4,10,DEM,,,Constable BRENTWOOD,2,WRITE-IN,1,
232,4,DEM,,,Constable BRIDGEVILLE,1,Walter L. Johns,1,
4,4,DEM,,,Constable BRIDGEVILLE,2,WRITE-IN,1,
20,8,DEM,,,Constable CASTLE SHANNON,1,WRITE-IN,1,
81,1,DEM,,,Constable CHALFANT,1,William C. Fisher,1,
0,1,DEM,,,Constable CHALFANT,2,WRITE-IN,1,
139,2,DEM,,,Constable CHESWICK,1,Richard K. Franks,1,
1,2,DEM,,,Constable CHESWICK,2,WRITE-IN,1,
4,4,DEM,,,Constable CHURCHILL,1,WRITE-IN,1,
319,6,DEM,,,Constable CRAFTON,1,James Bragano,1,
2,6,DEM,,,Constable CRAFTON,2,WRITE-IN,1,
614,10,DEM,,,Constable DORMONT,1,Shawn Reick,1,
10,10,DEM,,,Constable DORMONT,2,WRITE-IN,1,
149,3,DEM,,,Constable DRAVOSBURG,1,Paul I. Eagle,1,
1,3,DEM,,,Constable DRAVOSBURG,2,WRITE-IN,1,
211,3,DEM,,,Constable EAST MCKEESPORT,1,Justin Firestine,1,
3,3,DEM,,,Constable EAST MCKEESPORT,2,WRITE-IN,1,
233,3,DEM,,,Constable EDGEWOOD,1,Gregory A. Evashavik,1,
3,3,DEM,,,Constable EDGEWOOD,2,WRITE-IN,1,
2,2,DEM,,,Constable EDGEWORTH,1,WRITE-IN,1,
15,1,DEM,,,Constable ELIZABETH BOROUGH,1,WRITE-IN,1,
13,2,DEM,,,Constable EMSWORTH,1,WRITE-IN,1,
5,2,DEM,,,Constable FAWN,1,WRITE-IN,1,
15,3,DEM,,,Constable FINDLAY,1,WRITE-IN,1,
17,8,DEM,,,Constable FOREST HILLS,1,WRITE-IN,1,
169,4,DEM,,,Constable FORWARD,1,Christopher R. Trail,1,
1,4,DEM,,,Constable FORWARD,2,WRITE-IN,1,
4,5,DEM,,,Constable FOX CHAPEL,1,WRITE-IN,1,
2,1,DEM,,,Constable FRAZER,1,WRITE-IN,1,
394,6,DEM,,,Constable GLASSPORT,1,Joseph J. Steffan,1,
3,6,DEM,,,Constable GLASSPORT,2,WRITE-IN,1,
7,1,DEM,,,Constable GLENFIELD,1,WRITE-IN,1,
87,4,DEM,,,Constable GREEN TREE,1,WRITE-IN,1,
754,13,DEM,,,Constable HAMPTON,1,"John W. Glock, Jr.",1,
4,13,DEM,,,Constable HAMPTON,2,WRITE-IN,1,
10,3,DEM,,,Constable HARMAR,1,WRITE-IN,1,
3,1,DEM,,,Constable HAYSVILLE,1,WRITE-IN,1,
108,1,DEM,,,Constable HEIDELBERG,1,James B. McIntyre,1,
2,1,DEM,,,Constable HEIDELBERG,2,WRITE-IN,1,
315,5,DEM,,,Constable INDIANA,1,David Allison,1,
2,5,DEM,,,Constable INDIANA,2,WRITE-IN,1,
34,3,DEM,,,Constable INGRAM,1,WRITE-IN,1,
644,8,DEM,,,Constable JEFFERSON HILLS,1,Dale Withers,1,
2,8,DEM,,,Constable JEFFERSON HILLS,2,WRITE-IN,1,
27,1,DEM,,,Constable KILBUCK,1,WRITE-IN,1,
5,1,DEM,,,Constable LEETSDALE,1,Zachary L. Turner,1,
71,1,DEM,,,Constable LEETSDALE,2,Donald L. Turner,1,
58,1,DEM,,,Constable LEETSDALE,3,Ernest E.K. Logan,1,
0,1,DEM,,,Constable LEETSDALE,4,WRITE-IN,1,
43,2,DEM,,,Constable LIBERTY,1,WRITE-IN,1,
99,1,DEM,,,Constable LINCOLN,1,Jerry Cavanaugh,1,
0,1,DEM,,,Constable LINCOLN,2,WRITE-IN,1,
14,6,DEM,,,Constable MARSHALL,1,WRITE-IN,1,
1,1,DEM,,,Constable MCDONALD,1,WRITE-IN,1,
205,5,DEM,,,Constable MILLVALE,1,"David W. Reihart, Jr.",1,
0,5,DEM,,,Constable MILLVALE,2,WRITE-IN,1,
1223,13,DEM,,,Constable MOON,1,Rodney F. Gowers,1,
10,13,DEM,,,Constable MOON,2,WRITE-IN,1,
210,4,DEM,,,Constable MT OLIVER,1,A.P. Malloy,1,
2,4,DEM,,,Constable MT OLIVER,2,WRITE-IN,1,
894,12,DEM,,,Constable MUNHALL,1,"David J. Younkins, Sr.",1,
940,12,DEM,,,Constable MUNHALL,2,Andrew J. Votedian,1,
2,12,DEM,,,Constable MUNHALL,3,WRITE-IN,1,
23,5,DEM,,,Constable NORTH FAYETTE,1,WRITE-IN,1,
98,2,DEM,,,Constable OAKDALE,1,Ralph Seigler,1,
4,2,DEM,,,Constable OAKDALE,2,WRITE-IN,1,
391,6,DEM,,,Constable OAKMONT,1,Daniel J. Sweeney,1,
0,6,DEM,,,Constable OAKMONT,2,WRITE-IN,1,
3,3,DEM,,,Constable OHIO,1,WRITE-IN,1,
2,1,DEM,,,Constable GLEN OSBORNE,1,WRITE-IN,1,
185,8,DEM,,,Constable PINE,1,John G. Ungerman,1,
1,8,DEM,,,Constable PINE,2,WRITE-IN,1,
332,3,DEM,,,Constable PITCAIRN,1,Jack H. Backus,1,
83,3,DEM,,,Constable PITCAIRN,2,James Brandon,1,
1,3,DEM,,,Constable PITCAIRN,3,WRITE-IN,1,
17,10,DEM,,,Constable PLEASANT HILLS,1,WRITE-IN,1,
51,21,DEM,,,Constable PLUM,1,WRITE-IN,1,
314,4,DEM,,,Constable PORT VUE,1,David J. Durosko,1,
3,4,DEM,,,Constable PORT VUE,2,WRITE-IN,1,
442,8,DEM,,,Constable RICHLAND,1,Vincent Bacho,1,
2,8,DEM,,,Constable RICHLAND,2,WRITE-IN,1,
1,1,DEM,,,Constable ROSSLYN FARMS,1,WRITE-IN,1,
0,1,DEM,,,Constable SEWICKLEY HEIGHTS,1,WRITE-IN,1,
11,1,DEM,,,Constable SEWICKLEY HILLS,1,WRITE-IN,1,
11,3,DEM,,,Constable SHARPSBURG,1,WRITE-IN,1,
624,12,DEM,,,Constable SOUTH PARK,1,Leo A. Gigliotti,1,
1,12,DEM,,,Constable SOUTH PARK,2,WRITE-IN,1,
20,4,DEM,,,Constable SPRINGDALE BOROUGH,1,WRITE-IN,1,
616,11,DEM,,,Constable SWISSVALE,1,Francis Keyes,1,
5,11,DEM,,,Constable SWISSVALE,2,WRITE-IN,1,
1,1,DEM,,,Constable THORNBURG,1,WRITE-IN,1,
0,1,DEM,,,Constable TRAFFORD,1,WRITE-IN,1,
29,3,DEM,,,Constable VERONA,1,WRITE-IN,1,
26,2,DEM,,,Constable VERSAILLES,1,WRITE-IN,1,
61,1,DEM,,,Constable WALL,1,Dennis M. Dopirak,1,
0,1,DEM,,,Constable WALL,2,WRITE-IN,1,
480,8,DEM,,,Constable WEST DEER,1,Albert M. Dancisin,1,
1,8,DEM,,,Constable WEST DEER,2,WRITE-IN,1,
0,1,DEM,,,Constable WEST ELIZABETH,1,WRITE-IN,1,
254,3,DEM,,,Constable WEST HOMESTEAD,1,"John J. Karafa, Jr.",1,
1,3,DEM,,,Constable WEST HOMESTEAD,2,WRITE-IN,1,
910,21,DEM,,,Constable WEST MIFFLIN,1,David Parkinson,1,
1392,21,DEM,,,Constable WEST MIFFLIN,2,Jeremy A. Stillwagon,1,
1,21,DEM,,,Constable WEST MIFFLIN,3,WRITE-IN,1,
447,7,DEM,,,Constable WEST VIEW,1,"Patrick S. Jennings, Jr.",1,
6,7,DEM,,,Constable WEST VIEW,2,WRITE-IN,1,
112,2,DEM,,,Constable WHITAKER,1,Richard Pasquantonio,1,
3,2,DEM,,,Constable WHITAKER,2,WRITE-IN,1,
35,16,DEM,,,Constable WHITEHALL,1,WRITE-IN,1,
21,7,DEM,,,Constable WHITE OAK,1,WRITE-IN,1,
137,2,DEM,,,Constable WILMERDING,1,Robert Demuth,1,
8,2,DEM,,,Constable WILMERDING,2,WRITE-IN,1,
39,1,DEM,,,Constable PENNSBURY VILLAGE,1,Wayne A. Yeager,1,
1,1,DEM,,,Constable PENNSBURY VILLAGE,2,WRITE-IN,1,
4,1,DEM,,,Constable AVALON WARD 1,1,WRITE-IN,1,
5,2,DEM,,,Constable AVALON WARD 2,1,WRITE-IN,1,
6,3,DEM,,,Constable AVALON WARD 3,1,WRITE-IN,1,
208,2,DEM,,,Constable BELLEVUE WARD 1,1,"Patrick S. Jennings, Sr.",1,
1,2,DEM,,,Constable BELLEVUE WARD 1,2,WRITE-IN,1,
10,2,DEM,,,Constable BELLEVUE WARD 2,1,WRITE-IN,1,
7,2,DEM,,,Constable BELLEVUE WARD 3,1,WRITE-IN,1,
3,3,DEM,,,Constable BETHEL PARK WARD 1,1,WRITE-IN,1,
182,3,DEM,,,Constable BETHEL PARK WARD 2,1,Thomas C. McDaniel,1,
5,3,DEM,,,Constable BETHEL PARK WARD 2,2,WRITE-IN,1,
10,3,DEM,,,Constable BETHEL PARK WARD 3,1,WRITE-IN,1,
12,3,DEM,,,Constable BETHEL PARK WARD 4,1,WRITE-IN,1,
248,3,DEM,,,Constable BETHEL PARK WARD 5,1,John L. Sullivan,1,
2,3,DEM,,,Constable BETHEL PARK WARD 5,2,WRITE-IN,1,
