OBJECTID_1,OBJECTID,TNODE_,LPOLY_,RPOLY_,LENGTH,STREETCL_,STREETCL_I,PREFIX,NAME,TYPE,SUFFIX,STREETNAME,ALTERNATEN,LLEFT,HLEFT,LRGT,HRGT,FROMSTREET,TOSTREET,OWNER,BELTWAY,MAJORRD,NO_LANES,CFCC,ONEWAY,STCL_CODE,UNIQUE_ID,ROUTE_ID,ROUTE_TYPE,LNK_ROUTE_,CITYWORKS,FACILITYID,LEGACYID,INSTALLDAT,WARRANTYDA,CONDITIOND,LOCATION
110,76,0,0,0,1249.762241,41446,53, ,Whitehall ,Rd, ,Whitehall Rd,East Willock Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5333-01,SNOW,533301, ,41446, ,,,,Whitehall Rd
111,77,0,0,0,5059.515934,41672,35, ,Crooked Run ,Rd, ,Crooked Run Rd,Crooked Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4094-00,SNOW,409400, ,41672, ,,,,Crooked Run Rd
112,78,0,0,0,4478.155628,41921,16, ,Whitehall ,Rd, ,Whitehall Rd,"E.Willock (in Brentwood and Whitehall),Prospect Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5333-02,SNOW,533302, ,41921, ,,,,Whitehall Rd
113,54,0,0,0,15314.757729,29899,6, ,McKees Rocks / Steubenville ,Rd, ,McKees Rocks / Steubenville Rd,Mc Kees Rocks / Middletown Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6199-01,SNOW,619901, ,29899, ,,,,Mc Kees Rocks / Steubenville Pike
114,79,0,0,0,1147.704996,42119,262, ,Homestead - Duquesne ,Rd, ,Homestead - Duquesne Rd,Homestead-Duquesne Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  5147-04,SNOW,514704, ,42119, ,,,,Homestead-Duquesne Rd
115,80,0,0,0,3249.459325,42166,310, ,Homestead - Duquesne ,Rd, ,Homestead - Duquesne Rd,Homestead-Duquesne Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  5147-03,SNOW,514703, ,42166, ,,,,Homestead-Duquesne Rd
116,81,0,0,0,5689.292622,42463,45, ,Fairhaven & Provost ,Rd, ,Fairhaven & Provost Rd,Provost Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5123-00,SNOW,512300, ,42463, ,,,,Fairhaven / Provost Rd
117,601,0,0,0,13190.016536,72524,79, ,Bower Hill ,Rd, ,Bower Hill Rd,Bower Hill Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  6034-00,SNOW,603400, ,81045, ,,,,Bower Hill Rd
118,602,0,0,0,2574.494647,73121,129, ,Homestead - Duquesne ,Rd, ,Homestead - Duquesne Rd,"West St, 22nd St, Main St",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5147-01,SNOW,514701, ,81048, ,,,,Homestead-Duquesne Rd/ West St
119,603,0,0,0,2061.980395,57794,154, ,Dravosburg Bridge Ramp,, ,Dravosburg Bridge Ramp,Richland Ave,0,0,0,0, , ,County,Yellow,Yes,0, , ,1620,0,  5103-05,SNOW,510305, ,81056, ,,,,Dravosburg Bridge Ramp/ Richland Ave
120,604,0,0,0,1357.371492,73415,23, ,Stroschein ,Rd, ,Stroschein Rd,Stroschein Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  3298-01,SNOW,329801, ,81059, ,,,,Stroschein Rd
121,606,0,0,0,6872.712435,28606,205, ,Mccoy ,Rd, ,Mccoy Rd,Mccoy Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6196-01,SNOW,619601, ,81081, ,,,,Mccoy Rd
122,211,0,0,0,563.814289,44729,93, ,"Bethel Rd, Hillcrest",, ,"Bethel Rd, Hillcrest",Bethel Church Rd,0,0,0,0, , , , , ,0, , ,1630,0,  5028-05,SNOW,502805, ,80204, ,,,,"Bethel Rd, Hillcrest"
123,628,0,0,0,5166.195593,25,51693567, ,Mount Troy ,Rd, ,Mount Troy Rd,Mt Troy Rd Extension,4679,4699,4676,4698,City Limit,Ivory Ave,City, , ,2,A30,n,0,101,  2351-00,SNOW,235100, ,81498, ,,,,Mt Troy Rd
124,637,0,0,0,3912.556168,73065,209, ,Campbells Run ,Rd, ,Campbells Run Rd,"Campbells Run Rd, Chartiers St",0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  6072-09,SNOW,607209, ,81533, ,,,,Campbells Run Rd
125,180,0,0,0,22739.691498,73310,7, ,Universal ,Rd, ,Universal Rd,Universal Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3317-00,SNOW,331700, ,73310, ,,,,Universal Rd
126,165,0,0,0,12092.019617,72728,3, ,Millers Grove & Clairton ,Rd, ,Millers Grove & Clairton Rd,Old Clairton Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4211-02,SNOW,421102, ,72728, ,,,,Millers Grove & Clairton Rd
127,166,0,0,0,8832.781314,72759,187, ,Coal Valley ,Rd, ,Coal Valley Rd,"Coal Valley Rd #1, Muttontown Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4081-01,SNOW,408101, ,72759, ,,,,Coal Valley Rd
128,167,0,0,0,5296.146528,72763,69, ,Lebanon Church ,Rd, ,Lebanon Church Rd,Lebanon Church Rd,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  5173-01,SNOW,517301, ,72763, ,,,,Lebanon Church Rd
129,168,0,0,0,6064.292247,72785,3, ,Coal Valley ,Rd, ,Coal Valley Rd,Coal Valley Rd #2,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4081-02,SNOW,408102, ,72785, ,,,,Coal Valley Rd
130,169,0,0,0,4585.617977,72788,17, ,Coal Valley ,Rd, ,Coal Valley Rd,Coal Valley Rd #3,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4081-03,SNOW,408103, ,72788, ,,,,Coal Valley Rd
131,170,0,0,0,3530.603665,72820,22, ,Cliff Mine / Coraopolis Hgts ,Rd, ,Cliff Mine / Coraopolis Hgts Rd,Cliff Mine Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  6075-01,SNOW,607501, ,72820, ,,,,Cliff Mine / Coraopolis Hgts Rd
132,171,0,0,0,10503.804632,72832,5, ,Steubenville Pike / Enlow ,Rd, ,Steubenville Pike / Enlow Rd,Cliff Mine Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6293-01,SNOW,629301, ,72832, ,,,,Steubenville Pike / Enlow Rd
133,550,0,0,0,17544.025195,67199,25, ,Creighton Russelton ,Rd, ,Creighton Russelton Rd,Baileys Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3093-00,SNOW,309300, ,81572, ,,,,Creighton Russelton Rd
134,61,0,0,0,1801.446556,31420,25, ,Old Campbells Run ,Rd , ,Old Campbells Run Rd ,Old Campbells Run Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  6072-07,SNOW,607207, ,31420, ,,,,Campbells Run Rd
135,61,0,0,0,18763.907468,31420,25, ,Campbells Run ,Rd , ,Campbells Run Rd ,Campbells Run Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  6072-03,SNOW,607203, ,31420, ,,,,Campbells Run Rd
136,553,0,0,0,2330.018716,29068,54, ,McKees Rocks / Steubenville,Rd , ,McKees Rocks / Steubenville Rd Extension,Heckle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6199-02,SNOW,619902, ,29068, ,,,,Mc Kees Rocks / Steubenville Pike
137,555,0,0,0,13592.367608,49425,27, ,Broughton &Cochrans Mill ,Rd, ,Broughton &Cochrans Mill Rd,Cochran Mill Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5045-01,SNOW,504501, ,49425, ,,,,Broughton / Cochran Mill Rd
138,556,0,0,0,8333.652699,73840,15, ,Duff City - Camp Meeting ,Rd, ,Duff City - Camp Meeting Rd,Camp meeting Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1104-00,SNOW,110400, ,80614, ,,,,Duffs City-Camp Meeting Rd
139,557,0,0,0,3578.659081,42508,70, ,East Pittsburgh & McKeesport ,Blvd, ,East Pittsburgh & McKeesport Blvd,East Pittsburgh & Mckeesport Blvd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  4111-00,SNOW,411100, ,42508, ,,,,East Pittsburgh & Mckeesport Blvd
140,558,0,0,0,1045.981756,49833,37, ,Ridge ,Rd, ,Ridge Rd (McCorkle),Ridge Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5262-02,SNOW,526202, ,80223, ,,,,Ridge Rd/ Mc Corkle Rd
141,646,0,0,0,1100.055876,30828,117, ,Graham ,Blvd, ,Graham Blvd,Graham Blvd,0,0,0,0, , ,County, , ,0, , ,1630,0,  3138-01,SNOW,313801, ,81564, ,,,,Graham Blvd
142,552,0,0,0,31738.491628,16030,3, ,Tarentum And Culmerville ,Rd, ,Tarentum And Culmerville Rd,"Tarentum-Culmerville Rd, Bakertown Rd",0,0,0,0, , ,County, , ,0, , ,1630,0,  3301-00,SNOW-MA,330100MA, ,81575, ,,,,Tarentum-Culmerville Rd
143,54,0,0,0,657.59405,29899,6, ,Lorish ,Rd, ,Lorish Rd,Lorish Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6199-04,SNOW,619904, ,29899, ,,,,Mc Kees Rocks / Steubenville Pike
144,649,0,0,0,7017.107592,73366,22, ,Monroeville Trestle ,Rd, ,Monroeville Trestle Rd,Center Rd,0,0,0,0, , ,County,Orange,Yes,0, , ,1630,0,  3220-01,SNOW,322001, ,81569, ,,,,Monroeville Trestle Rd
145,650,0,0,0,10889.343072,73745,11, ,Crawford Run ,Rd, ,Crawford Run Rd,Crawford Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3092-02,SNOW,309202, ,81570, ,,,,Crawford Run Rd
146,652,0,0,0,7067.873385,54208,4, ,Kittanning & Dorseyville ,Rd, ,Kittanning & Dorseyville Rd,Dorseyville Rd,0,0,0,0, , , ,Green,Yes,0, , ,1630,0,  2165-02,SNOW-MA,216502MA, ,81604, ,,,,Kittanning & Dorseyville Rd
147,653,0,0,0,13936.042561,54830,29, ,Kittanning & Dorseyville ,Rd, ,Kittanning & Dorseyville Rd,Dorseyville Rd,0,0,0,0, , , , ,Yes,0, , ,1630,0,  2165-01,SNOW-MA,216501MA, ,81608, ,,,,Kittanning & Dorseyville Rd
148,654,0,0,0,413.774656,52510,51631008, ,Crane ,Rd, ,Crane Ave,Crane Ave,0,0,0,0,Banksville Rd,East Entry Dr,County, ,Yes,2,A31,n,0,18441,  6091-02,SNOW-MA-ALCO,609102, ,81856, ,,,,Crane Rd
149,655,0,0,0,4677.144481,11675,51630984, ,Crane ,Rd, ,Crane Ave,"Crane Ave, Carnahan Rd",1107,1199,1108,1198,Oakville Dr,Elm Spring Dr,County, ,Yes,2,A31,n,0,18022,  6091-01,SNOW-MA-ALCO,609101, ,11675, ,,,,Crane Rd
150,37,0,0,0,8170.747763,25173,174, ,Bellevue ,Rd, ,Bellevue Rd,Bellevue Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1025-00,SNOW,102500, ,25173, ,,,,Bellevue Rd
151,33,0,0,0,6613.282079,22865,41, ,Thompson Run Extension ,Rd, ,Thompson Run Extension Rd,Vilsack Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2304-00,SNOW-MA,230400MA, ,22865, ,,,,Thompson Run Ext Conn Rd
152,38,0,0,0,2487.30053,25356,151, ,Cornell ,Ave, ,Cornell Ave,Cornell Ave,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1089-00,SNOW,108900, ,25356, ,,,,Center Ave
153,39,0,0,0,7219.810349,25930,52, ,Cemetery ,Ln, ,Cemetery Ln,Cemetery Ln,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1066-00,SNOW,106600, ,25930, ,,,,Cemetery Ln
154,40,0,0,0,2093.634864,27104,85, ,Evergreen ,Rd, ,Evergreen Rd Loop,"Evergreen Rd, Loop",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2119-04,SNOW-MA,211904MA, ,27104, ,,,,"Evergreen Rd, Loop"
155,41,0,0,0,5918.255981,27454,38, ,Renton ,Rd, ,Renton Rd,Renton Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  3258-00,SNOW-MA,325800MA, ,27454, ,,,,Renton Rd
156,43,0,0,0,6591.207931,27829,33, ,Spring Garden ,Rd, ,Spring Garden Rd,Spring Garden Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2286-00,SNOW-MA,228600MA, ,27829, ,,,,Spring Garden Rd
157,44,0,0,0,5652.186255,27977,18, ,Hoffman ,Rd, ,Hoffman Rd,Hoffman Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2146-00,SNOW-MA,214600MA, ,27977, ,,,,Hoffman Rd
158,45,0,0,0,4609.033624,28258,52, ,Friday ,Rd, ,Friday Rd,Friday Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  2131-00,SNOW-MA,213100MA, ,28258, ,,,,Friday Rd
159,,0,0,0,128.48949,70956,, ,Haymaker ,Rd, ,Haymaker Rd,Haymaker Rd,0,0,0,0, , , , , ,0, , ,1630,0,  3142-03,,,,,,,,,
160,,0,0,0,744.861561,73684,, ,Wall ,Rd, ,Wall Rd,Wall Ave,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4223-00,,,,,,,,,
161,47,0,0,0,7428.179388,28550,50, ,Mckees Rocks And Forrest Grv ,Rd , ,Mckees Rocks And Forrest Grv Rd ,Forest Grove Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6197-01,SNOW,619701, ,28550, ,,,,Mc Kees Rocks / Forest Grove Rd
162,48,0,0,0,3705.507001,28578,28, ,Mckees Rocks And Forrest Grv ,Rd , ,Mckees Rocks And Forrest Grv Rd ,Pine Hollow / Forest Grove Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  6197-02,SNOW,619702, ,28578, ,,,,Mc Kees Rocks / Forest Grove Rd
163,159,0,0,0,1100.010917,72020,30, ,Babcock Blvd ,Ramp, ,Babcock Blvd Ramp,Babcock Blvd ,0,0,0,0, , ,County, , ,0, , ,1660,0,  2008-02,SNOW,200802, ,72020, ,,,,Babcock Blvd Ramp
164,161,0,0,0,3909.062137,72627,51630837, ,Mattern ,Rd, ,Mattern Rd,McMonagle Ave,0,0,2360,2450,N Meadowcroft Ave,City Limit,County, ,Yes,2,A31,n,0,20571,  6193-00,SNOW-MA-ALCO, , ,72627, ,,,,Mattern Rd/ Mc Monagle Ave
165,162,0,0,0,4059.696025,72657,75, ,Hope Hollow ,Rd, ,Hope Hollow Rd,Hope Hollow Rd,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  6150-00,SNOW,615000, ,72657, ,,,,Hope Hollow Rd
166,14,0,0,0,2770.112237,17155,11, ,Babcock (Old Loop),Blvd, ,Babcock (Old Loop)Blvd,Old Babcock Blvd (Loop),0,0,0,0, , ,County, , ,0, , ,1630,0,  2008-05,SNOW,200805, ,17155, ,,,,Babcock Blvd (Old Loop)
167,15,0,0,0,2775.081833,17204,5, ,Mckinney ,Rd, ,Mckinney Rd,McKinney Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  1201-02,SNOW,120102, ,17204, ,,,,McKinney Rd
168,,0,0,0,460.916633,17050,, ,Mckinney ,Rd, ,Mckinney Rd,McKinney Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  1201-01,,,,,,,,,
169,141,0,0,0,4406.252303,66055,37, ,Millers Grove & Clairton ,Rd, ,Millers Grove & Clairton Rd,Worthington Ave,0,0,0,0, , ,County, , ,0, , ,1630,0,  4211-03,SNOW,421103, ,66055, ,,,,Millers Grove & Clairton Rd
170,16,0,0,0,5645.985724,17436,9, ,Brackenridge & Natrona ,Rd, ,Brackenridge & Natrona Rd,River Ave,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3035-00,SNOW,303500, ,17436, ,,,,Brackinridge & Natrona Rd
171,17,0,0,0,6627.266884,17758,8, ,Camp Meeting,Rd, ,Camp Meeting Rd Extension,"Camp Meeting Rd, Ext",0,0,0,0, , ,County, , ,0, , ,1630,0,  1062-00,SNOW,106200, ,17758, ,,,,"Camp Meeting Rd, Ext"
172,20,0,0,0,9997.397273,19127,49, ,Ingomar ,Rd, ,"Ingomar Rd, Highland branch",Highland Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1158-02,SNOW,115802, ,19127, ,,,,"Ingomar Rd, Highland Branch"
173,21,0,0,0,4341.373357,20215,29, ,Blackburn ,Rd, ,Blackburn Rd Branch,Blackburn Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1031-02,SNOW,103102, ,20215, ,,,,"Blackburn Rd, Branch"
174,191,0,0,0,7397.388515,73686,7, ,Wilmerding And Monroeville ,Rd, ,Wilmerding And Monroeville Rd,Patton St,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3339-00,SNOW-MA,333900MA, ,73686, ,,,,Wilmerding & Monroeville Rd
175,192,0,0,0,7271.256225,73745,11, ,Crawford Run ,Rd, ,Crawford Run Rd,Crawford Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3092-01,SNOW-MA,309201MA, ,73745, ,,,,Crawford Run Rd
176,194,0,0,0,17648.73006,73847,14, ,Camp Meeting ,Rd, ,Camp Meeting Rd,Camp Meeting Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1061-00,SNOW,106100, ,73847, ,,,,Camp Meeting Rd
177,629,0,0,0,6950.061178,20896,107, ,McIntyre ,Rd, ,McIntyre Rd,McIntyre Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2573-00,SNOW,257300, ,81499, ,,,,Mc Intyre Rd
178,630,0,0,0,3705.456806,20022,2, ,Babcock ,Blvd, ,Babcock Blvd,Babcock Blvd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2008-03,SNOW,200803, ,81501, ,,,,Babcock Blvd
179,631,0,0,0,9229.042318,15346,15, ,Brush Creek ,Rd, ,Brush Creek Rd,Brush Creek Rd/ Thorn Hill Rd,0,0,0,0, , ,County, , ,0, , ,1620,0,  1052-00,SNOW,105200, ,81504, ,,,,Brush Creek Rd
180,635,0,0,0,963.56594,0,0, ,Baldwin ,Rd, ,Baldwin Rd,Baldwin Rd,0,0,0,0, , , , , ,0, , ,0,0,  6014-02,SNOW,601402, ,81522, ,,,,Baldwin Rd
181,636,0,0,0,2627.619892,73080,11, ,Campbells Run ,Rd, ,Campbells Run Rd,Campbells Run Rd,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  6072-01,SNOW,607201, ,81529, ,,,,Campbells Run Rd
182,638,0,0,0,9100.788956,72997,31, ,Old Neville ,Rd, ,Old Neville Rd,Grand Ave,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  6230-02,SNOW,623002, ,81541, ,,,,"Neville Rd, Old"
183,82,0,0,0,11847.94372,43225,32, ,Brownsville ,Rd, ,Brownsville Rd,Brownsville Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5050-01,SNOW,505001, ,43225, ,,,,Brownsville Rd
184,83,0,0,0,5543.380114,44049,149, ,Lincoln & Versailles ,Rd, ,Lincoln & Versailles Rd,O'Neil Blvd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4180-00,SNOW-MA,418000MA, ,44049, ,,,,Lincoln & Versailles Rd/ O Neil Blvd
185,84,0,0,0,758.74122,44908,138, ,Dravosburg Bridge Ramp,, ,Dravosburg Bridge Ramp,Elizabeth Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  5103-04,SNOW,510304, ,44908, ,,,,Dravosburg Bridge Ramp/ Richland Ave
186,85,0,0,0,1723.115723,44965,139, ,Dravosburg Bridge Ramp,, ,Dravosburg Bridge Ramp,"Elizabeth Rd, Curry Hollow rd",0,0,0,0, , ,County, , ,0, , ,1630,0,  5103-01,SNOW,510301, ,44965, ,,,,Dravosburg Bridge Ramp/ Elizabeth Rd
187,86,0,0,0,3382.712857,45651,14, ,"Bethel Rd, Washington Branch",, ,"Bethel Rd, Washington Branch",Fort Couch Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  5028-02,SNOW,502802, ,45651, ,,,,"Bethel Rd, Washington Branch"
188,87,0,0,0,12972.098103,45976,59, ,Eden Park ,Blvd, ,Eden Park Blvd,"Eden Park Blvd, Hartman St.",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4572-00,SNOW-MA,457200MA, ,45976, ,,,,Eden Park Blvd
189,0,0,0,0,1769.609802,0,0, ,Brownsville ,Rd, ,Brownsville Rd,Old Brownsville Rd,0,0,0,0, , , , , ,0, , ,0,0,  5050-04, , , , , ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z, 
190,554,0,0,0,3642.665039,49088,17, ,McConkey ,Rd, ,McConkey Rd,McConkey Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  5194-00,SNOW,519400, ,49088, ,,,,Mc Conkey Rd
191,91,0,0,0,9176.477442,47020,18, ,East Park ,Dr, ,East Park Dr,East Park Dr,0,0,0,0, , , , , ,0, , ,1630,0,  5110-00,SNOW,511000, ,47020, ,,,,East Park Dr
192,154,0,0,0,453.738166,70074,26, ,Old Ridge ,Rd, ,Old Ridge Rd,Ridge Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  5261-00,SNOW,526100, ,70074, ,,,,Ridge Rd
193,,0,0,0,848.028251,78991,, ,Fifth ,St, ,Fifth St,Fifth St,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5347-00,,,,,,,,,
194,88,0,0,0,8560.275611,46331,105, ,Brightwood ,Rd, ,Brightwood Rd,Brightwood Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5043-00,SNOW,504300, ,46331, ,,,,Brightwood Rd
195,89,0,0,0,12573.063214,46611,86, ,Millers Grove & Old Clairton ,Rd, ,Millers Grove & Old Clairton Rd,Old Clairton Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5211-01,SNOW,521101, ,46611, ,,,,Millers Grove / Old Clairton Rd
196,90,0,0,0,1109.329621,46865,1, ,"Bethel Rd, Washington branch",, ,"Bethel Rd, Washington branch",Fort Couch Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  5028-03,SNOW,502803, ,46865, ,,,,"Bethel Rd, Washington Branch"
197,575,0,0,0,1314.15989,23928,34, ,Glen ,Ave, ,Glen Ave (PSC),Glenn Ave ,0,0,0,0, , ,County, , ,0, , ,1630,0,  2137-02,SNOW-MA,213702MA, ,80407, ,,,,Glenn Ave
198,577,0,0,0,2408.090565,12481,51650881, ,Browns Hill ,Rd, ,Browns Hill Rd,Browns Hill Rd,4536,4538,4537,4537,Old Browns Hill Rd,Imogene Rd,County,Blue,Yes,4,A31,n,0,19190,  3047-01,SNOW,304701, ,80421, ,,,,Browns Hill Rd
199,578,0,0,0,7538.767199,56055,45, ,Mount Carmel ,Rd, ,Mount Carmel Rd,Mt Carmel Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3224-00,SNOW,322400, ,80428, ,,,,Mt Carmel Rd
200,579,0,0,0,507.696745,78973,112, ,Wilmerding & East McKeesport ,Rd, ,Wilmerding & East McKeesport Rd,Fifth Ave,0,0,0,0, , , , ,Yes,0, , ,1630,0,  4338-01,SNOW,433801, ,80429, ,,,,Wilmerding & E. McKeesport Rd
201,582,0,0,0,2477.740411,28606,205, ,Mccoy ,Rd, ,Mccoy Rd,Mccoy Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6196-02,SNOW-MA,619602MA, ,80435, ,,,,Mccoy Rd
202,583,0,0,0,2467.567249,28606,205, ,Mccoy ,Rd, ,Mccoy Rd,Mccoy Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6196-03,SNOW-MA,619603MA, ,80436, ,,,,Mccoy Rd
203,584,0,0,0,1302.678019,62179,29, ,Brownsville ,Rd, ,Brownsville Rd,Brownsville Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5050-05,SNOW,505005, ,80571, ,,,,Brownsville Rd
204,585,0,0,0,6490.146235,48235,20, ,Brownsville ,Rd, ,Brownsville Rd,Brownsville Rd,0,0,0,0, , ,County, , ,0, , ,1620,0,  5050-02,SNOW,505002, ,80579, ,,,,Brownsville Rd
205,130,0,0,0,1551.133596,61187,96, ,Anges ,St, ,Anges St,Agnes St,0,0,0,0, , , , , ,0, , ,1630,0,  6356-00,SNOW-MA,635600MA, ,61187, ,,,,Agnes St
206,131,0,0,0,376.664394,62376,76, ,Dravosburg bridge Ramp,, ,Dravosburg bridge Ramp,Bridge Ramp,0,0,0,0, , ,County, , ,0, , ,1660,0,  5103-03,SNOW,510303, ,62376, ,,,,Dravosburg Bridge Ramp/ Euclid Ave
207,660,0,0,0,14916.715657,73440,6, ,Haymaker ,Rd, ,Haymaker Rd,Haymaker Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3142-02,SNOW,314202, ,73440, ,,,,Haymaker Rd
208,660,0,0,0,1318.230916,73440,6, ,Haymaker ,Rd, ,Haymaker Rd,Haymaker Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3142-01,SNOW,314201, ,73440, ,,,,Haymaker Rd
209,72,0,0,0,3102.146801,40449,225, ,Wilmerding ,Rd, ,Wilmerding Rd,Santos-Morelle-Ice Plant Hill E. MCK,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4341-00,SNOW,434100, ,40449, ,,,,Wilmerding Rd
210,634,0,0,0,294.854797,0,0, ,Painters Run ,Rd, ,Painters Run Rd,Old Painters Run Rd,0,0,0,0, , , , , ,0, , ,0,0,  6242-04,SNOW,624204, ,81521, ,,,,Painters Run Rd
211,132,0,0,0,1263.162545,63130,44, ,McCorkle ,Rd, ,McCorkle Rd,McCorkle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5195-01,SNOW,519501, ,63130, ,,,,Mc Conkey Rd
212,133,0,0,0,9525.819472,63796,51649673, ,Becks Run ,Rd, ,Becks Run Rd,Becks Run Rd,0,0,0,0,Fagel St,E Carson St,County,Blue, ,0,A31,n,0,19519,  5024-01,SNOW-MA-ALCO,502401, ,63796, ,,,,Becks Run Rd
213,135,0,0,0,602.589743,63928,112, ,Dravosburg Bridge Ramp,, ,Dravosburg Bridge Ramp,Bridge Ramp,0,0,0,0, , ,County, , ,0, , ,1660,0,  5103-02,SNOW,510302, ,63928, ,,,,Dravosburg Bridge Ramp
214,136,0,0,0,9715.08015,64211,62, ,Beatty ,Rd, ,Beatty Rd,Beatty Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  3018-00,SNOW-MA,301800MA, ,64211, ,,,,Beatty Rd
215,107,0,0,0,9634.992885,51858,1, ,Elizabeth,Rd, ,ElizabethRd,Roberts Hollow Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  4112-00,SNOW,411200, ,51858, ,,,,Elizabeth Rd/ Roberts Hollow Rd
216,109,0,0,0,9483.53681,51903,3, ,Pangburn Hollow ,Rd, ,Pangburn Hollow Rd,Monogahela & Elizabeth Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  4243-01,SNOW,424301, ,51903, ,,,,Pangburn Hollow Rd
217,110,0,0,0,11403.55514,51909,1, ,State ,Rd, ,State Rd,Pineview Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  4290-00,SNOW,429000, ,51909, ,,,,State Rd/ Pineview Rd
