Councils,Variable,Date,Value ($000)
Canterbury Region,24 Total Liabilities,2015,32139
Canterbury Region,25 Equity,2015,430752
Canterbury Region,14 Monetary Assets,2016,6664
Canterbury Region,16 Fixed Assets,2016,411026
Canterbury Region,17 Investment properties,2016,0
Canterbury Region,18 Other Assets,2016,45604
Canterbury Region,19 Total Assets,2016,463294
Canterbury Region,20 Public Debt,2016,6910
Canterbury Region,21 Non-current,2016,6910
Canterbury Region,22 Current,2016,0
Canterbury Region,23 Other Liabilities,2016,23186
Canterbury Region,24 Total Liabilities,2016,30096
Canterbury Region,25 Equity,2016,433198
Carterton District,14 Monetary Assets,2007,4402
Carterton District,16 Fixed Assets,2007,106269
Carterton District,17 Investment properties,2007,0
Carterton District,18 Other Assets,2007,2663
Carterton District,19 Total Assets,2007,113334
Carterton District,20 Public Debt,2007,1615
Carterton District,21 Non-current,2007,1344
Carterton District,22 Current,2007,271
Carterton District,23 Other Liabilities,2007,1428
Carterton District,24 Total Liabilities,2007,3043
Carterton District,25 Equity,2007,110291
Carterton District,14 Monetary Assets,2008,3537
Carterton District,16 Fixed Assets,2008,107331
Carterton District,17 Investment properties,2008,0
Carterton District,18 Other Assets,2008,2681
Carterton District,19 Total Assets,2008,113549
Carterton District,20 Public Debt,2008,1494
Carterton District,21 Non-current,2008,1104
Carterton District,22 Current,2008,390
Carterton District,23 Other Liabilities,2008,1461
Carterton District,24 Total Liabilities,2008,2955
Carterton District,25 Equity,2008,110594
Carterton District,14 Monetary Assets,2009,2800
Carterton District,16 Fixed Assets,2009,113634
Carterton District,17 Investment properties,2009,0
Carterton District,18 Other Assets,2009,2723
Carterton District,19 Total Assets,2009,119157
Carterton District,20 Public Debt,2009,1254
Carterton District,21 Non-current,2009,1093
Carterton District,22 Current,2009,161
Carterton District,23 Other Liabilities,2009,1475
Carterton District,24 Total Liabilities,2009,2729
Carterton District,25 Equity,2009,116428
Carterton District,14 Monetary Assets,2010,2976
Carterton District,16 Fixed Assets,2010,113894
Carterton District,17 Investment properties,2010,0
Carterton District,18 Other Assets,2010,2784
Carterton District,19 Total Assets,2010,119654
Carterton District,20 Public Debt,2010,1092
Carterton District,21 Non-current,2010,955
Carterton District,22 Current,2010,137
Carterton District,23 Other Liabilities,2010,1509
Carterton District,24 Total Liabilities,2010,2601
Carterton District,25 Equity,2010,117053
Carterton District,14 Monetary Assets,2011,3015
Carterton District,16 Fixed Assets,2011,114020
Carterton District,17 Investment properties,2011,0
Carterton District,18 Other Assets,2011,2754
Carterton District,19 Total Assets,2011,119789
Carterton District,20 Public Debt,2011,955
Carterton District,21 Non-current,2011,807
Carterton District,22 Current,2011,148
Carterton District,23 Other Liabilities,2011,1546
Carterton District,24 Total Liabilities,2011,2501
Carterton District,25 Equity,2011,117288
Carterton District,14 Monetary Assets,2012,3383
Carterton District,16 Fixed Assets,2012,119839
Carterton District,17 Investment properties,2012,0
Carterton District,18 Other Assets,2012,2861
Carterton District,19 Total Assets,2012,126083
Carterton District,20 Public Debt,2012,807
Carterton District,21 Non-current,2012,649
Carterton District,22 Current,2012,158
Carterton District,23 Other Liabilities,2012,1569
Carterton District,24 Total Liabilities,2012,2376
Carterton District,25 Equity,2012,123707
Carterton District,14 Monetary Assets,2013,3611
Carterton District,16 Fixed Assets,2013,119724
Carterton District,17 Investment properties,2013,0
Carterton District,18 Other Assets,2013,2793
Carterton District,19 Total Assets,2013,126128
Carterton District,20 Public Debt,2013,649
Carterton District,21 Non-current,2013,601
Carterton District,22 Current,2013,48
Carterton District,23 Other Liabilities,2013,1594
Carterton District,24 Total Liabilities,2013,2243
Carterton District,25 Equity,2013,123885
Carterton District,14 Monetary Assets,2014,3785
Carterton District,16 Fixed Assets,2014,119759
Carterton District,17 Investment properties,2014,0
Carterton District,18 Other Assets,2014,2843
Carterton District,19 Total Assets,2014,126387
Carterton District,20 Public Debt,2014,601
Carterton District,21 Non-current,2014,549
Carterton District,22 Current,2014,52
Carterton District,23 Other Liabilities,2014,1627
Carterton District,24 Total Liabilities,2014,2228
Carterton District,25 Equity,2014,124159
Carterton District,14 Monetary Assets,2015,3840
Carterton District,16 Fixed Assets,2015,125760
Carterton District,17 Investment properties,2015,0
Carterton District,18 Other Assets,2015,2832
Carterton District,19 Total Assets,2015,132432
Carterton District,20 Public Debt,2015,549
Carterton District,21 Non-current,2015,495
Carterton District,22 Current,2015,54
Carterton District,23 Other Liabilities,2015,1649
Carterton District,24 Total Liabilities,2015,2198
Carterton District,25 Equity,2015,130234
Carterton District,14 Monetary Assets,2016,3771
Carterton District,16 Fixed Assets,2016,125866
Carterton District,17 Investment properties,2016,0
Carterton District,18 Other Assets,2016,2860
Carterton District,19 Total Assets,2016,132497
Carterton District,20 Public Debt,2016,495
Carterton District,21 Non-current,2016,437
Carterton District,22 Current,2016,58
Carterton District,23 Other Liabilities,2016,1676
Carterton District,24 Total Liabilities,2016,2171
Carterton District,25 Equity,2016,130326
Central Hawke's Bay District,14 Monetary Assets,2007,5406
Central Hawke's Bay District,16 Fixed Assets,2007,544462
Central Hawke's Bay District,17 Investment properties,2007,0
Central Hawke's Bay District,18 Other Assets,2007,6283
Central Hawke's Bay District,19 Total Assets,2007,556151
Central Hawke's Bay District,20 Public Debt,2007,9485
Central Hawke's Bay District,21 Non-current,2007,9485
Central Hawke's Bay District,22 Current,2007,0
Central Hawke's Bay District,23 Other Liabilities,2007,5532
Central Hawke's Bay District,24 Total Liabilities,2007,15017
Central Hawke's Bay District,25 Equity,2007,541134
Central Hawke's Bay District,14 Monetary Assets,2008,5364
Central Hawke's Bay District,16 Fixed Assets,2008,558171
Central Hawke's Bay District,17 Investment properties,2008,0
Central Hawke's Bay District,18 Other Assets,2008,6736
Central Hawke's Bay District,19 Total Assets,2008,570271
Central Hawke's Bay District,20 Public Debt,2008,11818
Central Hawke's Bay District,21 Non-current,2008,11627
Central Hawke's Bay District,22 Current,2008,191
Central Hawke's Bay District,23 Other Liabilities,2008,5141
Central Hawke's Bay District,24 Total Liabilities,2008,16959
Central Hawke's Bay District,25 Equity,2008,553312
Central Hawke's Bay District,14 Monetary Assets,2009,5901
Central Hawke's Bay District,16 Fixed Assets,2009,577233
Central Hawke's Bay District,17 Investment properties,2009,0
Central Hawke's Bay District,18 Other Assets,2009,6257
Central Hawke's Bay District,19 Total Assets,2009,589391
Central Hawke's Bay District,20 Public Debt,2009,13752
Central Hawke's Bay District,21 Non-current,2009,13752
Central Hawke's Bay District,22 Current,2009,0
Central Hawke's Bay District,23 Other Liabilities,2009,3792
Central Hawke's Bay District,24 Total Liabilities,2009,17544
Central Hawke's Bay District,25 Equity,2009,571847
Central Hawke's Bay District,14 Monetary Assets,2010,7470
Central Hawke's Bay District,16 Fixed Assets,2010,590856
Central Hawke's Bay District,17 Investment properties,2010,0
Central Hawke's Bay District,18 Other Assets,2010,6693
Central Hawke's Bay District,19 Total Assets,2010,605019
Central Hawke's Bay District,20 Public Debt,2010,14855
Central Hawke's Bay District,21 Non-current,2010,14658
Central Hawke's Bay District,22 Current,2010,197
Central Hawke's Bay District,23 Other Liabilities,2010,3434
Central Hawke's Bay District,24 Total Liabilities,2010,18289
Central Hawke's Bay District,25 Equity,2010,586730
Central Hawke's Bay District,14 Monetary Assets,2011,9834
Central Hawke's Bay District,16 Fixed Assets,2011,605770
Central Hawke's Bay District,17 Investment properties,2011,0
Central Hawke's Bay District,18 Other Assets,2011,8089
Central Hawke's Bay District,19 Total Assets,2011,623693
Central Hawke's Bay District,20 Public Debt,2011,16204
Central Hawke's Bay District,21 Non-current,2011,15844
Central Hawke's Bay District,22 Current,2011,360
Central Hawke's Bay District,23 Other Liabilities,2011,3898
Central Hawke's Bay District,24 Total Liabilities,2011,20102
Central Hawke's Bay District,25 Equity,2011,603591
Central Hawke's Bay District,14 Monetary Assets,2012,13402
Central Hawke's Bay District,16 Fixed Assets,2012,626584
Central Hawke's Bay District,17 Investment properties,2012,0
Central Hawke's Bay District,18 Other Assets,2012,8556
Central Hawke's Bay District,19 Total Assets,2012,648542
Central Hawke's Bay District,20 Public Debt,2012,17472
Central Hawke's Bay District,21 Non-current,2012,15548
Central Hawke's Bay District,22 Current,2012,1924
Central Hawke's Bay District,23 Other Liabilities,2012,4446
Central Hawke's Bay District,24 Total Liabilities,2012,21918
Central Hawke's Bay District,25 Equity,2012,626624
Central Hawke's Bay District,14 Monetary Assets,2013,15342
Central Hawke's Bay District,16 Fixed Assets,2013,652154
Central Hawke's Bay District,17 Investment properties,2013,0
Central Hawke's Bay District,18 Other Assets,2013,7735
Central Hawke's Bay District,19 Total Assets,2013,675231
Central Hawke's Bay District,20 Public Debt,2013,25404
Central Hawke's Bay District,21 Non-current,2013,23650
Central Hawke's Bay District,22 Current,2013,1754
Central Hawke's Bay District,23 Other Liabilities,2013,6161
Central Hawke's Bay District,24 Total Liabilities,2013,31565
Central Hawke's Bay District,25 Equity,2013,643666
Central Hawke's Bay District,14 Monetary Assets,2014,18146
Central Hawke's Bay District,16 Fixed Assets,2014,665088
Central Hawke's Bay District,17 Investment properties,2014,0
Central Hawke's Bay District,18 Other Assets,2014,7979
Central Hawke's Bay District,19 Total Assets,2014,691213
Central Hawke's Bay District,20 Public Debt,2014,25656
Central Hawke's Bay District,21 Non-current,2014,25124
Central Hawke's Bay District,22 Current,2014,532
Central Hawke's Bay District,23 Other Liabilities,2014,5279
Central Hawke's Bay District,24 Total Liabilities,2014,30935
Central Hawke's Bay District,25 Equity,2014,660278
Central Hawke's Bay District,14 Monetary Assets,2015,23468
Central Hawke's Bay District,16 Fixed Assets,2015,681730
Central Hawke's Bay District,17 Investment properties,2015,0
Central Hawke's Bay District,18 Other Assets,2015,9400
Central Hawke's Bay District,19 Total Assets,2015,714598
Central Hawke's Bay District,20 Public Debt,2015,25530
Central Hawke's Bay District,21 Non-current,2015,6057
Central Hawke's Bay District,22 Current,2015,19473
Central Hawke's Bay District,23 Other Liabilities,2015,4950
Central Hawke's Bay District,24 Total Liabilities,2015,30480
Central Hawke's Bay District,25 Equity,2015,684118
Central Hawke's Bay District,14 Monetary Assets,2016,11032
Central Hawke's Bay District,16 Fixed Assets,2016,691572
Central Hawke's Bay District,17 Investment properties,2016,0
Central Hawke's Bay District,18 Other Assets,2016,10345
Central Hawke's Bay District,19 Total Assets,2016,712949
Central Hawke's Bay District,20 Public Debt,2016,6202
Central Hawke's Bay District,21 Non-current,2016,6202
Central Hawke's Bay District,22 Current,2016,0
Central Hawke's Bay District,23 Other Liabilities,2016,4695
Central Hawke's Bay District,24 Total Liabilities,2016,10897
Central Hawke's Bay District,25 Equity,2016,702052
Central Otago District,14 Monetary Assets,2007,9865
Central Otago District,16 Fixed Assets,2007,405257
Central Otago District,17 Investment properties,2007,1866
Central Otago District,18 Other Assets,2007,4725
Central Otago District,19 Total Assets,2007,421713
Central Otago District,20 Public Debt,2007,148
Central Otago District,21 Non-current,2007,131
Central Otago District,22 Current,2007,17
Central Otago District,23 Other Liabilities,2007,3437
Central Otago District,24 Total Liabilities,2007,3585
Central Otago District,25 Equity,2007,418128
Central Otago District,14 Monetary Assets,2008,7857
Central Otago District,16 Fixed Assets,2008,409940
Central Otago District,17 Investment properties,2008,1866
Central Otago District,18 Other Assets,2008,4738
Central Otago District,19 Total Assets,2008,424401
Central Otago District,20 Public Debt,2008,128
Central Otago District,21 Non-current,2008,111
Central Otago District,22 Current,2008,17
Central Otago District,23 Other Liabilities,2008,3437
Central Otago District,24 Total Liabilities,2008,3565
Central Otago District,25 Equity,2008,420836
Central Otago District,14 Monetary Assets,2009,7607
Central Otago District,16 Fixed Assets,2009,411839
Central Otago District,17 Investment properties,2009,1866
Central Otago District,18 Other Assets,2009,4756
Central Otago District,19 Total Assets,2009,426068
Central Otago District,20 Public Debt,2009,79
Central Otago District,21 Non-current,2009,62
Central Otago District,22 Current,2009,17
Central Otago District,23 Other Liabilities,2009,3437
Central Otago District,24 Total Liabilities,2009,3516
Central Otago District,25 Equity,2009,422552
Central Otago District,14 Monetary Assets,2010,6517
Central Otago District,16 Fixed Assets,2010,413742
Central Otago District,17 Investment properties,2010,1866
Central Otago District,18 Other Assets,2010,4774
Central Otago District,19 Total Assets,2010,426899
Central Otago District,20 Public Debt,2010,75
Central Otago District,21 Non-current,2010,58
Central Otago District,22 Current,2010,17
Central Otago District,23 Other Liabilities,2010,3437
Central Otago District,24 Total Liabilities,2010,3512
Central Otago District,25 Equity,2010,423387
Central Otago District,14 Monetary Assets,2011,4883
Central Otago District,16 Fixed Assets,2011,416181
Central Otago District,17 Investment properties,2011,1866
Central Otago District,18 Other Assets,2011,4792
Central Otago District,19 Total Assets,2011,427722
Central Otago District,20 Public Debt,2011,71
Central Otago District,21 Non-current,2011,54
Central Otago District,22 Current,2011,17
Central Otago District,23 Other Liabilities,2011,3438
Central Otago District,24 Total Liabilities,2011,3509
Central Otago District,25 Equity,2011,424213
Central Otago District,14 Monetary Assets,2012,7441
Central Otago District,16 Fixed Assets,2012,414542
Central Otago District,17 Investment properties,2012,1866
Central Otago District,18 Other Assets,2012,4810
Central Otago District,19 Total Assets,2012,428659
Central Otago District,20 Public Debt,2012,66
Central Otago District,21 Non-current,2012,49
Central Otago District,22 Current,2012,17
Central Otago District,23 Other Liabilities,2012,3438
Central Otago District,24 Total Liabilities,2012,3504
Central Otago District,25 Equity,2012,425155
Central Otago District,14 Monetary Assets,2013,8316
Central Otago District,16 Fixed Assets,2013,414590
Central Otago District,17 Investment properties,2013,1866
Central Otago District,18 Other Assets,2013,4828
Central Otago District,19 Total Assets,2013,429600
Central Otago District,20 Public Debt,2013,63
Central Otago District,21 Non-current,2013,46
Central Otago District,22 Current,2013,17
Central Otago District,23 Other Liabilities,2013,3438
Central Otago District,24 Total Liabilities,2013,3501
Central Otago District,25 Equity,2013,426099
Central Otago District,14 Monetary Assets,2014,10830
Central Otago District,16 Fixed Assets,2014,413284
Central Otago District,17 Investment properties,2014,1866
