X,Y,TEMA,SURVEY,TEXTSTRING,OBJECTID
-6.432442593673738,54.881586186004284,B_CLASS,20060309,B 96,410
-6.333025094166003,54.881725093609759,B_CLASS,20060309,B 62,411
-6.381527098687928,54.879663809718053,B_CLASS,20060309,B 96,412
-6.366847156309493,54.864684965618473,B_CLASS,20060309,B 93,413
-6.369303856337288,54.841695315225657,B_CLASS,20060309,B 93,414
-6.36605267805141,54.988949651478393,B_CLASS,20050131,B 93,415
-6.365047278489175,54.924578259321876,B_CLASS,20060309,B 93,416
-6.425683078486788,54.962465003087367,B_CLASS,20050131,B 64,417
-6.327786521537035,54.959166790811061,B_CLASS,20050131,B 64,418
-6.319519616370678,54.984655534792907,B_CLASS,20050131,B 94,419
-6.400966149835758,55.00404941698396,B_CLASS,20050131,B 16,420
-6.370408304480408,54.972202589825599,B_CLASS,20050131,B 93,421
-6.398797722028505,54.912434136772816,B_CLASS,20060309,B 62,422
-6.266299889298815,54.953737382348152,B_CLASS,20050131,B 94,423
-6.236018900591199,54.981891934022514,B_CLASS,20050131,B 64,424
-6.23182059172704,54.919768729141964,B_CLASS,20060309,B 94,425
-6.155771519734189,54.863712436420613,B_CLASS,20060309,B 94,426
-6.19145825705004,54.814948762105288,B_CLASS,20060309,B 59,427
-6.183628650703484,54.823848990809637,B_CLASS,20060309,B 53,428
-6.25245982678886,54.776390196709052,B_CLASS,20060309,B 53,429
-6.17077398715434,54.717205643563581,B_CLASS,20060309,B 95,430
-6.154280320893436,54.717265171256862,B_CLASS,20060309,B 95,431
-6.201603259047641,54.725812679398302,B_CLASS,20060309,B 518,432
-6.200804175290215,54.80496663223839,B_CLASS,20060309,B 98,433
-6.378281220021409,54.796221402024955,B_CLASS,20060309,B 52,434
-6.363333718570903,54.793983089339449,B_CLASS,20060309,B 18,435
-6.346261871714876,54.792030486542146,B_CLASS,20060309,B 93,436
-6.249559097508807,54.508660194543715,B_CLASS,20050114,B 105,437
-6.175050867446909,54.534236421541685,B_CLASS,20050114,B 104,438
-6.313342022852157,54.545570306685022,B_CLASS,20050114,B 156,439
-6.285199144242387,54.512711667023552,B_CLASS,20050114,B 12,440
-6.427529833748987,54.49202428173944,B_CLASS,20050114,B 2,441
-6.223460185469376,54.601593336934961,B_CLASS,20050114,B 12,442
-6.27053046860047,54.571038535856985,B_CLASS,20050114,B 156,443
-6.1564234337222,54.589313113230844,B_CLASS,20050114,B 38,444
-6.245567811539849,54.57971436094293,B_CLASS,20050114,B 12,445
-6.266203967813567,54.447419458349934,B_CLASS,20050114,B 9,446
-6.282687108895252,54.451152379981906,B_CLASS,20050114,B 2,447
-6.266510312529762,54.427861205372359,B_CLASS,20050114,B 9,448
-6.219326843236124,54.423117252281294,B_CLASS,20050114,B 2,449
-6.164953089126278,54.405460386256216,B_CLASS,20050114,B 2,450
-6.442217165012707,54.401129771818226,B_CLASS,20050114,B 78,451
-6.301429360040315,54.319194426447453,B_CLASS,20060306,B 3,452
-6.45774807725793,54.327466853909904,B_CLASS,20060306,B 3,453
-6.453288416979239,54.328874381211001,B_CLASS,20060306,B 131,454
-6.464057175033322,54.301929270090703,B_CLASS,20060306,B 114,455
-6.330862351621914,54.322240023714834,B_CLASS,20060306,B 3,456
-6.161250030800159,54.346280395896414,B_CLASS,20060306,B 25,457
-6.237254704712812,54.324418340800804,B_CLASS,20060306,B 10,458
-6.358477912969418,54.398380126388979,B_CLASS,20050114,B 3,459
-6.316675844840184,54.344859518478124,B_CLASS,20060306,B 10,460
-6.363459093571937,54.356477617389061,B_CLASS,20060306,B 3,461
-6.401399460218818,54.422653449594797,B_CLASS,20050114,B 2,462
-6.278523864470609,54.303161260525847,B_CLASS,20060306,B 3,463
-6.438771916652256,54.338565588182988,B_CLASS,20060306,B 2,464
-6.462401904737074,54.288969922358817,B_CLASS,20060306,B 2,465
-6.420092154410618,54.285668491580402,B_CLASS,20060306,B 114,466
-6.375620532300551,54.272120958586036,B_CLASS,20060306,A 27,467
-6.308141189534092,54.277033043950887,B_CLASS,20060306,A 1,468
-6.244176712110852,54.273720845366583,B_CLASS,20060306,B 3,469
-6.168797554244688,54.280404180468103,B_CLASS,20060306,B 10,470
-6.162603575938753,54.255888810441,B_CLASS,20060306,B 10,471
-6.203488663648392,54.251690147678353,B_CLASS,20060306,B 3,472
-6.256639299070333,54.227206313232216,B_CLASS,20060306,A 25,473
-6.203353213405991,54.213144508416271,B_CLASS,20040906,B 7,474
-6.326348618481414,54.217918518352619,B_CLASS,20040906,A 1,475
-6.366466040409725,54.232248080120399,B_CLASS,20060306,A 27,476
-6.389740196146255,54.223362737718794,B_CLASS,20040906,A 28,477
-6.41460627318865,54.221460259275318,B_CLASS,20040906,B 133,478
-6.446807310103192,54.253998828786081,B_CLASS,20060306,A 28,479
-6.260814487817959,54.173034825412017,B_CLASS,20040906,B 8,480
-6.245439746423842,54.162293871109767,B_CLASS,20040906,B 7,481
-6.386337170325866,54.124012501041257,B_CLASS,20040906,B 113,482
-6.466742096722135,54.142742389009953,B_CLASS,20040906,B 30,483
-6.442571321189758,54.167272738195493,B_CLASS,20040906,B 30,484
-6.45838148311911,54.172846886807378,B_CLASS,20040906,B 134,485
-6.436181227014184,54.174910221049608,B_CLASS,20040906,B 30,486
-6.465886431830714,54.183907786875636,B_CLASS,20040906,B 134,487
-6.385629863766051,54.193197787775873,B_CLASS,20040906,B 112,488
-6.318029588116802,54.137024092797319,B_CLASS,20040906,B 79,489
-6.460851374231908,54.116597065854485,B_CLASS,20040906,B 134,490
-6.426049387770624,54.090130984783166,B_CLASS,20040906,B 113,491
-6.560450001990961,55.213864079490058,B_CLASS,20050121,B 145,492
-6.479927004423169,55.237404280517062,B_CLASS,20050121,B 146,493
-6.46542481056603,55.201280969172416,B_CLASS,20050121,B 17,494
-6.536431330844699,55.057275330270322,B_CLASS,20050131,B 66,495
-6.651326540373975,55.025631978606221,B_CLASS,20050131,B 188,496
-6.664130569358891,55.029500301044045,B_CLASS,20050131,B 66,497
-6.74485442582596,55.030865591575107,B_CLASS,20050131,B 70,498
-6.441855130289698,55.077513608123994,B_CLASS,20050131,B 15,499
-6.465742167297934,55.073086228958495,B_CLASS,20050131,B 16,500
-6.456061393025722,55.147087669327938,B_CLASS,20050121,B 67,501
-6.632364548421611,55.152664145405431,B_CLASS,20050121,B 17,502
-6.685394153915627,55.173573354560759,B_CLASS,20050121,B 185,503
-6.689625113145705,55.130266508933431,B_CLASS,20050121,B 201,504
-6.609169957863162,55.139081644714295,B_CLASS,20050121,B 67,505
-6.491084613734564,55.065718008163351,B_CLASS,20050131,B 62,506
-6.499100179862888,55.17042203050913,B_CLASS,20050121,B 66,507
-6.560867324200974,55.182818587824912,B_CLASS,20050121,B 17,508
-6.574496534481466,55.159329180182745,B_CLASS,20050121,B 62,509
-6.533258489066701,55.135886343960436,B_CLASS,20050121,B 67,510
-6.465780625127675,55.13440221258918,B_CLASS,20050121,B 86,511
-6.528391300595869,55.087739457675163,B_CLASS,20050131,B 62,512
-6.483808502972048,55.095021945555708,B_CLASS,20050121,B 147,513
-6.505867317175636,55.092761891114627,B_CLASS,20050121,B 66,514
-6.509914990822418,55.052318418821663,B_CLASS,20050131,B 62,515
-6.475023399957416,55.051816070597916,B_CLASS,20050131,B 16,516
-6.646025867620669,55.048890487191613,B_CLASS,20050131,B 207,517
-6.611621483334702,55.034622236853195,B_CLASS,20050131,B 66,518
-6.731773587015002,55.05818675700575,B_CLASS,20050131,B 186,519
-6.724408829545968,55.036732835218885,B_CLASS,20050131,B 66,520
-6.723956067479341,54.976398386481208,B_CLASS,20050131,B 64,521
-6.727098062670969,55.006523929497234,B_CLASS,20050131,B 70,522
-6.630483003014899,55.017542349688881,B_CLASS,20050131,B 188,523
-6.616407453692124,54.960867160532658,B_CLASS,20050131,B 64,524
-6.515148314173062,54.960693316759482,B_CLASS,20050131,B 64,525
-6.4696270626509,54.94752466796615,B_CLASS,20050131,B 62,526
-6.572317607363737,54.938726787976485,B_CLASS,20060308,B 75,527
-6.511062115143833,54.969768194607838,B_CLASS,20050131,B 70,528
-6.620035077737112,54.888833759175974,B_CLASS,20060308,B 75,529
-6.47529513002137,54.914102739231133,B_CLASS,20060308,B 96,530
-6.454891426939725,54.850750710885237,B_CLASS,20060308,B 52,531
-6.552854672158784,54.663861783153216,B_CLASS,20060308,B 160,532
-6.636959869248906,54.667580062263255,B_CLASS,20060308,B 18,533
-6.596148031631433,54.690766333560859,B_CLASS,20060308,B 181,534
-6.53004764933618,54.720109628290842,B_CLASS,20060308,B 18,535
-6.570362154352042,54.728856053563291,B_CLASS,20060308,B 160,536
-6.648976468041472,54.76219358974879,B_CLASS,20060308,B 40,537
-6.509161045133105,54.781687968760018,B_CLASS,20060308,B 182,538
-6.576547109395186,54.82805100143036,B_CLASS,20060308,B 182,539
-6.638791988475896,54.779317514090778,B_CLASS,20060308,B 42,540
-6.481379157994282,54.752969724387881,B_CLASS,20060308,B 18,541
-6.649517940107314,54.693808885590492,B_CLASS,20060308,B 18,542
-6.694219160107487,54.807294130137706,B_CLASS,20060308,B 42,543
-6.738846979882922,54.827602614118597,B_CLASS,20060308,B 42,544
-6.730570166820897,54.789092944809639,B_CLASS,20060308,B 40,545
-6.671896267721998,54.557378116937812,B_CLASS,20060307,B 520,546
-6.683479054681536,54.543599152874478,B_CLASS,20060307,B 161,547
-6.726609672802229,54.493266934756711,B_CLASS,20060307,B 34,548
-6.740388187194887,54.490956143003189,B_CLASS,20060307,B 517,549
-6.713077687847343,54.520844029090462,B_CLASS,20060307,B 106,550
-6.577896993650532,54.505707767970932,B_CLASS,20060307,B 196,551
-6.469031195606202,54.498487773770016,B_CLASS,20060307,B 2,552
-6.632119454564617,54.486100578006848,B_CLASS,20060307,B 131,553
-6.678408754357012,54.492339604812813,B_CLASS,20060307,B 34,554
-6.66540280203898,54.483447636729068,B_CLASS,20060307,B 106,555
-6.654306251846897,54.493707963480659,B_CLASS,20060307,B 106,556
-6.670352372323696,54.5383582362537,B_CLASS,20060307,B 520,557
-6.69279804789698,54.551764472017702,B_CLASS,20060307,B 520,558
-6.652786886827969,54.549819649682192,B_CLASS,20060307,B 161,559
-6.64436438595293,54.627585731746748,B_CLASS,20060307,B 160,560
-6.573989306620231,54.603395977464643,B_CLASS,20060307,B 161,561
-6.573656818675629,54.637267300780465,B_CLASS,20060307,B 73,562
-6.557671445549181,54.647772424935781,B_CLASS,20060307,B 161,563
-6.73662932701601,54.576939986124145,B_CLASS,20060307,B 160,564
-6.693480667763782,54.581551383982045,B_CLASS,20060307,B 520,565
-6.725632149140244,54.602026155278011,B_CLASS,20060307,B 520,566
-6.721662724726875,54.645025756697187,B_CLASS,20060307,B 73,567
-6.699862431679109,54.579560333097199,B_CLASS,20060307,B 160,568
-6.697304227037725,54.40324218330305,B_CLASS,20060307,B 128,569
-6.527514189866777,54.441596623029859,B_CLASS,20060307,B 28,570
-6.620159869121162,54.439657541575862,B_CLASS,20060307,B 28,571
-6.645099780025011,54.311200208522166,B_CLASS,20060306,B 31,572
-6.506679099751092,54.416010253460094,B_CLASS,20060307,B 77,573
-6.627676256330328,54.392928789411314,B_CLASS,20060307,B 77,574
-6.597862286915258,54.390826633645396,B_CLASS,20060307,B 111,575
-6.560913750683887,54.377561147120723,B_CLASS,20060307,B 111,576
-6.548185048562762,54.348972382823668,B_CLASS,20060306,B 111,577
-6.529127952167587,54.308389115598125,B_CLASS,20060306,B 78,578
-6.487081087007965,54.311804514402439,B_CLASS,20060306,B 3,579
-6.47829091566704,54.303824521960337,B_CLASS,20060306,B 114,580
-6.503971968610775,54.328780207095889,B_CLASS,20060306,B 78,581
-6.479849966187153,54.359729165428718,B_CLASS,20060306,B 78,582
-6.475123973660721,54.339107212285924,B_CLASS,20060306,B 131,583
-6.523156376643387,54.367728074121395,B_CLASS,20060306,B 131,584
-6.540972600666498,54.378524118903975,B_CLASS,20060307,B 131,585
-6.54227782728802,54.422585226304619,B_CLASS,20060307,B 131,586
-6.68130375025105,54.479274364346843,B_CLASS,20060307,B 106,587
-6.680918792310174,54.468371853408804,B_CLASS,20060307,B 106,588
-6.716133530822421,54.434412252364496,B_CLASS,20060307,B 106,589
-6.738590947071137,54.369345815079093,B_CLASS,20060306,B 115,590
-6.763483351152805,54.414882246055285,B_CLASS,20060307,B 128,591
-6.762275217987686,54.445516226414505,B_CLASS,20060307,B 130,592
-6.739712297803948,54.260207655221286,B_CLASS,20060306,B 132,593
-6.722125604255607,54.241886611928649,B_CLASS,20060306,B 3,594
-6.67879514019531,54.259753792056422,B_CLASS,20060306,B 3,595
-6.620464084570431,54.27574925312453,B_CLASS,20060306,B 3,596
-6.626431224441544,54.266493037564224,B_CLASS,20060306,B 31,597
-6.727962729853676,54.198318977680415,B_CLASS,20040921,B 32,598
-6.711008794158563,54.258962921712055,B_CLASS,20060306,B 361,599
-6.635077826756652,54.289052799398547,B_CLASS,20060306,B 31,600
-6.550016466780403,54.293835481249054,B_CLASS,20060306,B 3,601
-6.506718643168466,54.297971043054261,B_CLASS,20060306,B 3,602
-6.518355671319111,54.287253015031034,B_CLASS,20060306,B 78,603
-6.511083258121077,54.260614437696354,B_CLASS,20060306,B 134,604
-6.492083220410027,54.27932047054987,B_CLASS,20060306,B 133,605
-6.491950557818105,54.231371061661733,B_CLASS,20060306,B 134,606
-6.5457716965048,54.251126826805347,B_CLASS,20060306,B 78,607
-6.583337640590465,54.214000059461675,B_CLASS,20040921,B 31,608
-6.571184556311661,54.198010440461871,B_CLASS,20040921,B 78,609
-6.521697831988736,54.124120237882146,B_CLASS,20040921,B 30,610
-6.598757269980851,54.136830364679696,B_CLASS,20040921,B 135,611
-6.622265849805977,54.070990310637036,B_CLASS,20040921,B 30,612
-6.553115916398579,54.093781903155701,B_CLASS,20040921,B 30,613
-6.609476589718545,54.091562578348373,B_CLASS,20040921,B 135,614
-6.84520095297199,55.098934060595688,B_CLASS,20050121,B 201,615
-6.943813269479578,55.169503165838073,B_CLASS,20050121,B 202,616
-6.797161120247138,55.159184729457444,B_CLASS,20050121,B 119,617
-6.785761441758853,55.046049351687572,B_CLASS,20040709,B 66,618
-6.754785991770165,55.024109034860722,B_CLASS,20040709,B 190,619
-6.965625243529831,55.051250830428941,B_CLASS,20040709,B 69,620
-6.919932770991156,55.068680000716938,B_CLASS,20040709,B 201,621
-6.934168547695285,55.032348592632019,B_CLASS,20040709,B 68,622
-6.961631546150665,55.028681666904866,B_CLASS,20040709,B 192,623
-6.980697521238485,55.030982194715214,B_CLASS,20040709,B 69,624
-6.994901085988227,55.081779652543332,B_CLASS,20040709,B 510,625
-6.965266336048665,55.08440718311364,B_CLASS,20040709,B 69,626
-6.918858118171843,54.976682619882318,B_CLASS,20040709,B 68,627
-6.911991241988367,54.936437944557824,B_CLASS,20030930,B 64,628
-6.946834175444719,54.999457796872164,B_CLASS,20040709,B 192,629
-6.984701357848734,54.900984431562875,B_CLASS,20030930,B 74,630
-6.987327188994851,54.895139232852074,B_CLASS,20030930,B 44,631
-6.966227986464183,54.868725047933339,B_CLASS,20030930,B 40,632
-7.026952455879169,54.867340995759328,B_CLASS,20030930,B 44,633
-7.017270501078336,54.886924102730298,B_CLASS,20030930,B 40,634
-7.041493984162513,54.978535756422602,B_CLASS,20040709,B 69,635
-6.757649068236952,54.850471674745798,B_CLASS,20030930,B 42,636
-6.909005330058855,54.84950045679102,B_CLASS,20030930,B 40,637
-6.772564978439235,55.008024152681358,B_CLASS,20040709,B 190,638
-6.843830033819696,54.973720534471596,B_CLASS,20040709,B 64,639
-6.763873222949553,54.807670547039812,B_CLASS,20030930,B 41,640
-6.820694176966326,54.800963715114186,B_CLASS,20030930,B162,641
-7.011273994610599,54.793080238783347,B_CLASS,20030930,B 47,642
-6.846763981483629,54.822401086266005,B_CLASS,20030930,B 40,643
-6.822361521613256,54.739133308080959,B_CLASS,20030930,B 162,644
-6.815640678051207,54.800919317306068,B_CLASS,20030930,B 40,645
-6.806714855287316,54.78449492352356,B_CLASS,20030930,B 47,646
-6.784808570931087,54.486458827133106,B_CLASS,20030801,B 45,647
-6.84658367710837,54.550803873493663,B_CLASS,20030801,B 43,648
-7.066880363405857,54.571504191514279,B_CLASS,20030801,B 46,649
-7.047037432036418,54.578493143986819,B_CLASS,20030801,B 46,650
-7.036953821871804,54.621668310216435,B_CLASS,20030801,B 46,651
-6.9770445649704,54.589522858657546,B_CLASS,20030801,B 4,652
-6.900412577892855,54.578155326566232,B_CLASS,20030801,B 43,653
-6.852777139776765,54.580365942228504,B_CLASS,20030801,B 160,654
-6.84402788897572,54.615154434246286,B_CLASS,20030801,B 4,655
-6.907141292511576,54.446223438567309,B_CLASS,20030801,B 35,656
-6.865639257886012,54.416255994945956,B_CLASS,20030801,B 128,657
-6.798664180595853,54.422396313210932,B_CLASS,20030801,B 45,658
-6.795389126593314,54.461878897038098,B_CLASS,20030801,B 45,659
-6.852918735277385,54.344404351043472,B_CLASS,20030801,B 45,660
-6.827187303610896,54.31540257686337,B_CLASS,20030801,B 210,661
-6.824520483783871,54.39516133766557,B_CLASS,20030801,B 45,662
-6.976142958254832,54.415322407600101,B_CLASS,20030801,B 128,663
-6.792766380034276,54.236809569386871,B_CLASS,20030801,B 3,664
-6.841148358712413,54.298528393597103,B_CLASS,20030801,B 210,665
-7.319047306852289,55.028299318576622,B_CLASS,20040709,B 521,666
-7.181306618298649,55.031334270919224,B_CLASS,20040709,B 118,667
-7.170284153506868,55.031156619943367,B_CLASS,20040709,B 118,668
-7.317051674519242,55.022232262324394,B_CLASS,20040709,B194,669
-7.313644103219637,55.023376772856551,B_CLASS,20040709,B 526,670
-7.346415280318014,55.00921509469665,B_CLASS,20040709,B 527,671
-7.072604078836756,54.895022188730309,B_CLASS,20040709,B 74,672
-7.149507557184726,54.915328198399905,B_CLASS,20040709,B 69,673
-7.173722374881536,54.914723856162631,B_CLASS,20040709,B 74,674
-7.180060881386049,54.888328981380269,B_CLASS,20040709,B 49,675
-7.289606805989451,54.855853744129888,B_CLASS,20040709,B 48,676
-7.357436241855329,54.865323359938536,B_CLASS,20040709,B 49,677
-7.344342478769409,54.889531050432332,B_CLASS,20040709,B 48,678
-7.362558253858273,54.919499499738549,B_CLASS,20040709,B 48,679
-7.337113028476961,54.991631137299237,B_CLASS,20040709,B524,680
-7.327352680259999,54.993286983512753,B_CLASS,20040709,B507,681
-7.303931643400881,54.986371984427521,B_CLASS,20040709,B 523,682
-7.26704250185261,54.676587856044996,B_CLASS,20041001,B 48,683
-7.114826825154968,54.698709581392059,B_CLASS,20041001,B 46,684
-7.260434355587009,54.726445361555733,B_CLASS,20041001,B 46,685
-7.251922942613714,54.745599145671811,B_CLASS,20041001,B 48,686
-7.274646522936473,54.752426218692896,B_CLASS,20041001,B 47,687
-7.244126995278877,54.800628048743668,B_CLASS,20041001,B 48,688
-7.288341728795361,54.771503705382571,B_CLASS,20041001,B536,689
-7.337963729296092,54.728739875106676,B_CLASS,20041001,B 46,690
-7.327999775462584,54.735137881729855,B_CLASS,20041001,B 47,691
-7.112207970304731,54.55865978060698,B_CLASS,20060307,B 46,692
-7.200424671921171,54.559911875323337,B_CLASS,20060307,B 158,693
-7.226615952824599,54.521432653647118,B_CLASS,20060307,B 46,694
-7.26643839186493,54.548286246825477,B_CLASS,20060307,B 83,695
-7.290982838122047,54.542672256309693,B_CLASS,20060307,B 122,696
-7.375568387427776,54.503447248801386,B_CLASS,20060307,B 46,697
-7.152128210472147,54.603497766763411,B_CLASS,20060307,B 4,698
-7.262948531620211,54.591747548163063,B_CLASS,20060307,B 158,699
-7.28979276586781,54.586140096277724,B_CLASS,20060307,B 48,700
-7.311979401507271,54.604014455739133,B_CLASS,20060307,B 48,701
-7.328253807570238,54.434427346799019,B_CLASS,20060307,B 122,702
-7.212754340748904,54.473171897161045,B_CLASS,20060307,B 83,703
-7.351027220072912,54.390416623239915,B_CLASS,20060307,B 107,704
-7.226956657959137,54.454872840925113,B_CLASS,20060307,B 186,705
-7.127828833869836,54.387326428547908,B_CLASS,20060307,B 83,706
-7.322990124565333,54.224431971907386,B_CLASS,20050118,B 36,707
-7.350957941787303,54.157131130664133,B_CLASS,20050118,B 533,708
-7.257439841308681,54.219090261776714,B_CLASS,20050118,B 143,709
-7.303568853979619,54.191872169890985,B_CLASS,20050118,B 143,710
-7.428053357156009,54.853337362323636,B_CLASS,20040709,B 49,711
-7.43832789132265,54.848148231543938,B_CLASS,20040709,B 49,712
-7.392338379459241,54.976650970161323,B_CLASS,20040709,B 193,713
-7.409961260251247,54.753090279717746,B_CLASS,20041001,B 165,714
-7.470196308308348,54.731748678998997,B_CLASS,20041001,B 164,715
-7.480401670956313,54.754273922177227,B_CLASS,20041001,B 72,716
-7.509280355098148,54.78790243550133,B_CLASS,20041001,B 165,717
-7.506633794930871,54.811445356723503,B_CLASS,20040709,B 85,718
-7.447776024930221,54.842124187334974,B_CLASS,20040709,B 49,719
-7.460380545337076,54.794942309207066,B_CLASS,20041001,B 72,720
-7.565225938795309,54.713436065374196,B_CLASS,20041001,B 72,721
-7.437751290783268,54.682202933261792,B_CLASS,20041001,B 84,722
-7.463357384357433,54.831336420455258,B_CLASS,20040709,B 72,723
-7.45351309258785,54.760263131215659,B_CLASS,20041001,B 165,724
-7.384519318157992,54.797267915812341,B_CLASS,20041001,B 536,725
-7.468655163668611,54.829623614053496,B_CLASS,20040709,B 72,726
-7.384666113213572,54.720300056312261,B_CLASS,20041001,B 84,727
-7.470968522944653,54.817506144145803,B_CLASS,20040709,B 72,728
-7.686710360824934,54.508254907536831,B_CLASS,20060307,B 72,729
-7.62130687188897,54.543859470176535,B_CLASS,20060307,B 4,730
-7.664620940035936,54.557152872033427,B_CLASS,20060307,B 72,731
-7.457637190572704,54.545810439547644,B_CLASS,20060307,B 4,732
-7.484692319820535,54.562512228441236,B_CLASS,20060307,B 84,733
-7.488935917028653,54.527152084242125,B_CLASS,20060307,B 84,734
-7.403475863602138,54.609941286768567,B_CLASS,20060307,B 50,735
-7.493936062095472,54.597752039131095,B_CLASS,20060307,B 84,736
-7.640309463531923,54.649818755126034,B_CLASS,20060307,B 72,737
-7.543836073578825,54.663855928097661,B_CLASS,20060307,B 50,738
-7.467919154394174,54.466299269910209,B_CLASS,20060307,B 46,739
-7.493466497775323,54.3443606133972,B_CLASS,20060303,B 140,740
-7.463766882367239,54.339719954420573,B_CLASS,20060303,B 535,741
-7.389824571346665,54.449031798743199,B_CLASS,20060307,B 80,742
-7.675317772373425,54.33740985891658,B_CLASS,20060303,B 81,743
-7.659893237400671,54.413972274174839,B_CLASS,20060307,B 82,744
-7.573433847400347,54.315935669205153,B_CLASS,20060303,B 514,745
-7.610486346298949,54.403588833760828,B_CLASS,20060307,B 46,746
-7.597930341952292,54.352184542216932,B_CLASS,20060303,B 80,747
-7.604363779989993,54.456535436743088,B_CLASS,20060307,B 123,748
-7.463799943504507,54.301900768280497,B_CLASS,20060303,B 535,749
-7.501317954401786,54.274705986378109,B_CLASS,20060303,B 514,750
-7.493941341516544,54.204743045917652,B_CLASS,20050118,B 127,751
-7.636190842598177,54.22304639734034,B_CLASS,20050118,B 108,752
-7.536411708559924,54.190216211375379,B_CLASS,20050118,B 127,753
-7.578005595229251,54.168782469670418,B_CLASS,20050118,B127,754
-7.695868040394275,54.525510183266874,B_CLASS,20060306,B 4,755
-7.889823469178187,54.522902963530356,B_CLASS,20060306,B 136,756
-7.982225632822908,54.350812998865138,B_CLASS,20060303,B 52,757
-7.697035317914946,54.359925193022448,B_CLASS,20060303,B 81,758
-7.78122719839637,54.400095597668404,B_CLASS,20060306,B 81,759
-7.712606042279323,54.459377826389307,B_CLASS,20060306,B 82,760
-7.817754241673668,54.43537350257629,B_CLASS,20060306,B 81,761
-7.697747039365986,54.217792861650111,B_CLASS,20060303,B108,762
-7.861625735543176,54.284059391706805,B_CLASS,20060303,B195,763
-7.891583075265329,54.307096397595672,B_CLASS,20060303,B52,764
-8.058904528462687,54.388830062471961,B_CLASS,20060306,B 52,765
-8.090502322036452,54.435323500568678,B_CLASS,20060306,B 52,766
-8.094007238327888,54.412046267088456,B_CLASS,20060306,B 53,767
