RECORD_NUMBER,REGION,RESIDENCE_TYPE,FAMTYPE,POPBASE,SEX,AGE,MARSTAT,STUDENT,COB,HEALTH,ETHNICITY,RELIGIONNI,RELIGIONBNI,ECONACT,OCC,INDUSTRY,HOURS
5287283,N92000002,H,2,1,2,7,2,2,1,2,1,8,2,5,2,10,3
5263123,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,1,8,6,3
5386768,N92000002,H,3,1,1,4,1,2,2,2,1,7,4,1,9,6,2
5314273,N92000002,H,1,1,1,8,5,2,1,2,1,2,2,5,7,4,1
5313258,N92000002,H,5,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5238938,N92000002,H,2,1,2,1,1,2,1,1,2,3,2,-9,-9,-9,-9
5339763,N92000002,H,2,1,1,6,2,2,1,3,1,4,2,5,8,3,3
5386068,N92000002,H,5,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5413649,N92000002,H,2,1,1,5,2,2,1,3,1,7,4,8,5,3,2
5340023,N92000002,H,2,1,2,8,2,2,1,4,1,5,2,5,-9,-9,-9
5315173,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5316133,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5415749,N92000002,H,1,1,2,7,5,2,1,4,1,2,2,5,4,9,3
5341223,N92000002,H,2,1,1,4,2,2,1,2,1,3,2,1,3,2,3
5415509,N92000002,H,2,1,2,5,2,2,1,2,1,3,2,9,4,4,1
5366638,N92000002,H,2,1,2,7,2,2,1,3,1,2,2,5,5,9,3
5316473,N92000002,H,2,1,2,4,1,2,1,2,1,2,2,1,5,11,3
5291778,N92000002,H,5,1,2,3,1,2,1,1,1,3,2,1,7,4,2
5392058,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,1,8,4,3
5417464,N92000002,H,2,1,2,2,1,2,1,1,1,1,1,1,5,5,3
5244333,N92000002,H,2,1,2,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5293348,N92000002,H,3,1,1,4,1,2,1,1,1,1,1,2,1,4,4
5418155,N92000002,H,3,1,2,3,1,2,1,1,1,8,1,2,3,10,3
5243348,N92000002,H,2,1,2,4,2,2,1,3,1,1,1,8,2,12,2
5345293,N92000002,H,4,1,1,5,1,2,1,2,1,1,1,1,4,12,3
5369353,N92000002,H,2,1,2,4,2,2,1,2,1,3,2,1,6,10,3
5369448,N92000002,H,2,1,2,5,2,2,2,1,1,2,2,1,2,10,3
5371073,N92000002,H,2,1,1,3,2,2,1,2,1,1,1,1,5,5,4
5297123,N92000002,H,1,1,1,2,1,2,2,1,1,1,1,3,5,2,3
5273278,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,9,5,3,3
5372313,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5297618,N92000002,H,2,1,2,2,1,1,1,1,1,3,2,6,7,4,1
5397674,N92000002,H,2,1,2,2,1,1,1,1,1,3,2,6,-9,-9,-9
5398464,N92000002,H,2,1,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9
5298863,N92000002,H,2,1,2,6,2,2,1,2,1,1,1,1,9,12,1
5300723,N92000002,H,3,1,1,4,1,2,1,1,1,1,1,2,5,3,3
5249413,N92000002,H,2,1,2,4,2,2,1,1,1,5,2,7,2,8,3
5374593,N92000002,H,2,1,2,3,1,2,1,1,1,3,2,1,2,8,3
5301353,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5251398,N92000002,H,5,1,2,5,4,2,1,3,1,1,1,2,6,11,2
5276373,N92000002,H,2,1,2,5,2,2,1,4,1,1,1,7,4,8,3
5251468,N92000002,H,2,1,2,6,2,2,1,1,1,1,1,1,4,10,2
5300808,N92000002,H,2,1,2,4,2,2,1,2,1,2,2,2,2,10,2
5326248,N92000002,H,2,1,2,1,1,1,1,2,1,3,2,-9,-9,-9,-9
5425555,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5326753,N92000002,H,2,1,2,5,2,2,1,2,1,1,1,1,3,11,2
5252068,N92000002,H,2,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5377603,N92000002,H,5,1,2,6,1,2,1,1,1,8,2,3,6,12,3
5353133,N92000002,H,1,1,1,5,4,2,1,2,1,7,2,1,1,9,3
5353968,N92000002,H,2,1,1,5,2,2,1,2,1,2,2,1,2,10,3
5403298,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5304338,N92000002,H,2,1,1,6,2,2,1,3,1,2,2,5,2,12,3
5329903,N92000002,H,2,1,1,2,1,1,1,2,1,1,1,6,3,11,1
5403949,N92000002,H,3,1,1,5,3,2,1,2,1,3,2,1,1,2,3
5355788,N92000002,H,5,1,1,6,1,2,1,4,1,1,1,8,9,3,3
5255543,N92000002,H,4,1,1,5,3,2,1,2,1,3,2,2,4,9,3
5280833,N92000002,H,4,1,1,5,2,2,1,1,1,1,1,2,3,4,3
5380488,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,1,5,3,3
5356038,N92000002,H,2,1,1,5,2,2,1,2,1,3,2,2,1,2,4
5355993,N92000002,H,1,1,2,8,5,2,1,4,1,8,1,8,-9,-9,-9
5331508,N92000002,H,2,1,2,6,2,2,1,2,1,1,1,1,6,11,3
5381438,N92000002,H,1,1,2,4,3,2,1,1,1,1,1,1,9,6,3
5282393,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,3,5,3,3
5282403,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5357363,N92000002,H,2,1,1,5,2,2,1,1,1,7,2,5,3,9,3
5408564,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,2,5,3,4
5408594,N92000002,H,2,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5383338,N92000002,H,2,1,1,6,2,2,1,1,1,1,1,5,2,10,3
5233798,N92000002,H,5,1,2,1,1,2,2,1,1,8,2,-9,-9,-9,-9
5384723,N92000002,H,6,1,1,2,1,2,2,1,1,7,4,1,5,2,3
5285103,N92000002,H,5,1,2,1,1,1,1,1,1,8,2,-9,-9,-9,-9
5259463,N92000002,H,3,1,1,2,1,2,1,1,1,2,2,1,8,2,3
5309823,N92000002,H,2,1,2,5,2,2,1,4,1,2,2,8,4,8,3
5284413,N92000002,H,2,1,1,4,2,2,1,1,1,5,2,1,2,8,3
5284773,N92000002,H,1,1,1,2,1,2,1,2,1,8,4,1,1,6,3
5310263,N92000002,H,3,1,1,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5385274,N92000002,H,2,1,2,2,1,1,1,1,1,5,2,6,7,4,1
5285678,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,3,7,4,3
5385923,N92000002,H,1,1,2,2,1,2,1,1,1,4,2,1,4,3,3
5410774,N92000002,H,2,1,2,6,2,2,1,2,1,3,2,1,2,11,2
5410849,N92000002,H,2,1,1,3,2,2,1,1,1,3,2,1,8,6,4
5285648,N92000002,H,2,1,2,4,2,2,1,1,1,5,2,1,3,11,2
5410609,N92000002,H,2,1,2,6,2,2,1,2,1,2,2,5,3,8,3
5429415,N92000002,H,5,1,1,1,1,1,1,1,1,8,4,-9,-9,-9,-9
5280223,N92000002,H,2,1,1,5,2,2,1,2,1,5,2,3,5,12,3
5329453,N92000002,H,2,1,1,6,2,2,1,2,1,3,2,1,4,9,3
5330278,N92000002,H,1,1,2,3,1,2,1,1,1,1,1,1,2,3,3
5355283,N92000002,H,2,1,2,4,2,2,1,2,1,8,1,1,1,3,2
5331013,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,1,3,9,2
5381848,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,1,2,3,2
5257158,N92000002,H,5,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5358083,N92000002,H,2,1,2,2,1,1,1,1,1,1,1,4,9,4,1
5382739,N92000002,H,2,1,1,5,2,2,1,3,1,3,2,1,2,11,4
5308393,N92000002,H,2,1,2,3,1,2,1,1,1,1,1,1,3,4,3
5334083,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,1,8,6,3
5383773,N92000002,H,2,1,2,2,1,1,1,1,1,1,1,6,-9,-9,-9
5359418,N92000002,H,5,1,1,2,1,1,1,1,1,2,2,6,-9,-9,-9
5334443,N92000002,H,2,1,2,8,2,2,1,3,1,2,2,5,4,4,3
5334308,N92000002,H,5,1,2,7,5,2,1,3,1,2,2,5,8,2,2
5284823,N92000002,H,2,1,1,2,1,1,1,2,1,1,1,6,-9,-9,-9
5234533,N92000002,H,1,1,2,3,1,1,1,2,1,2,2,4,3,2,4
5234823,N92000002,H,2,1,1,5,2,2,1,1,1,2,2,3,2,6,3
5235978,N92000002,H,2,1,1,5,2,2,1,1,1,5,2,2,1,10,4
5260873,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5338598,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,1,2,10,3
5311253,N92000002,H,2,1,1,3,1,2,1,3,1,1,1,8,-9,-9,-9
5388413,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5238568,N92000002,H,5,1,2,1,1,1,1,2,1,7,2,-9,-9,-9,-9
5387293,N92000002,H,3,1,2,5,4,2,1,1,1,1,1,1,9,8,2
5411104,N92000002,H,5,1,2,5,4,2,1,1,1,1,1,1,6,11,2
5289188,N92000002,H,1,1,2,8,5,2,1,2,1,7,2,5,1,12,3
5362713,N92000002,H,1,1,2,5,1,2,2,2,1,8,4,1,4,7,3
5338168,N92000002,H,2,1,1,7,2,2,1,3,1,2,2,8,8,6,3
5312578,N92000002,H,3,1,1,5,3,2,1,3,1,4,2,1,3,6,4
5336253,N92000002,H,2,1,2,7,2,2,1,2,1,2,2,5,4,8,2
5389423,N92000002,H,5,1,1,1,1,1,1,4,1,1,1,-9,-9,-9,-9
5263423,N92000002,H,2,1,2,1,1,1,1,1,1,4,2,-9,-9,-9,-9
5363258,N92000002,H,2,1,2,5,2,2,1,1,1,1,1,1,5,5,2
5365133,N92000002,H,5,1,2,3,1,2,1,2,1,7,4,8,7,8,2
5315083,N92000002,H,2,1,1,2,1,1,1,2,1,7,2,6,-9,-9,-9
5415694,N92000002,H,2,1,2,7,2,2,1,2,1,3,2,5,4,11,2
5291688,N92000002,H,5,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5417064,N92000002,H,1,1,2,6,1,2,1,3,1,3,2,5,4,7,3
5416979,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5391988,N92000002,H,3,1,1,1,1,2,1,1,1,7,4,-9,-9,-9,-9
5417394,N92000002,H,2,1,1,5,2,2,1,2,1,4,2,2,8,2,3
5392263,N92000002,H,3,1,2,1,1,2,1,2,1,2,2,-9,-9,-9,-9
5318563,N92000002,H,3,1,1,1,1,1,1,2,1,3,2,-9,-9,-9,-9
5269098,N92000002,H,1,1,1,5,1,2,1,3,1,8,2,1,2,9,3
5293778,N92000002,H,2,1,1,1,1,1,1,2,1,3,2,-9,-9,-9,-9
5368108,N92000002,H,3,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5293748,N92000002,H,2,1,1,6,2,2,1,1,1,5,2,1,9,4,3
5268133,N92000002,H,2,1,2,1,1,1,1,2,1,3,2,-9,-9,-9,-9
5369968,N92000002,H,2,1,2,6,2,2,1,4,1,2,2,5,6,9,2
5369938,N92000002,H,2,1,2,1,1,1,1,2,1,2,2,-9,-9,-9,-9
5419655,N92000002,H,5,1,1,4,1,2,1,3,1,2,2,1,8,6,2
5269603,N92000002,H,2,1,1,7,2,2,1,3,1,3,2,5,2,10,3
5244908,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5368973,N92000002,H,1,1,2,2,1,2,1,2,1,1,1,1,6,12,2
5370658,N92000002,H,2,1,2,3,2,2,1,2,1,1,1,1,4,6,2
5321363,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5421140,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,3,9,4,2
5246128,N92000002,H,2,1,2,5,2,2,1,2,1,1,1,1,2,11,2
5271193,N92000002,H,2,1,1,3,2,2,1,2,1,1,1,2,1,2,4
5271868,N92000002,H,2,1,1,6,2,2,1,1,1,1,1,1,8,6,3
5346563,N92000002,H,2,1,1,6,2,2,1,3,1,1,1,5,9,2,3
5247888,N92000002,H,5,1,2,5,1,2,1,2,1,3,2,1,3,12,2
5373458,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5298688,N92000002,H,2,1,1,1,1,2,1,2,1,1,1,-9,-9,-9,-9
5425235,N92000002,H,2,1,2,2,1,1,1,3,1,5,2,6,-9,-9,-9
5424085,N92000002,H,1,1,2,8,5,2,1,2,1,3,2,5,-9,-9,-9
5299513,N92000002,H,5,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5300653,N92000002,H,2,1,1,7,2,2,1,4,1,4,2,5,5,3,4
5275633,N92000002,H,2,1,2,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5374858,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5376248,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5326373,N92000002,H,2,1,2,2,1,2,1,1,1,7,2,1,3,4,3
5252743,N92000002,H,5,1,2,3,1,2,1,1,1,7,4,7,7,4,2
5402254,N92000002,H,2,1,1,8,2,2,1,2,1,2,2,5,5,2,3
5352608,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5353238,N92000002,H,5,1,1,1,1,2,1,1,1,5,2,-9,-9,-9,-9
5377943,N92000002,H,2,1,2,3,2,2,1,2,1,3,2,1,4,9,3
5279618,N92000002,H,2,1,2,1,1,1,1,2,1,7,4,-9,-9,-9,-9
5280108,N92000002,H,3,1,1,5,4,2,1,2,1,7,4,1,4,9,4
5404384,N92000002,H,2,1,1,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5429663,N92000002,H,5,1,2,5,4,2,1,2,1,2,2,1,2,11,3
5355853,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5433538,N92000002,C,-9,1,2,8,5,2,1,3,1,8,2,8,-9,-9,-9
5355603,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,5,5,2,3
5305468,N92000002,H,2,1,2,1,1,1,1,1,1,8,1,-9,-9,-9,-9
5256718,N92000002,H,2,1,1,3,2,2,1,1,1,1,1,1,7,4,3
5381663,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,1,8,2,3
5407964,N92000002,H,2,1,1,7,2,2,1,3,1,1,1,5,5,3,3
5283253,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,1,2,10,3
5282468,N92000002,H,5,1,2,2,1,2,1,1,1,7,2,1,4,11,3
5332723,N92000002,H,1,1,2,7,5,2,1,3,1,5,2,5,8,2,2
5283828,N92000002,H,2,1,2,6,2,2,2,2,2,1,1,1,6,11,2
5308608,N92000002,H,1,1,2,8,5,2,1,3,1,8,2,5,2,11,3
5333638,N92000002,H,2,1,1,3,1,2,1,2,1,1,1,1,9,4,3
5259568,N92000002,H,1,1,2,5,4,2,1,2,1,3,2,8,6,12,2
5409579,N92000002,H,2,1,2,4,2,2,1,2,1,7,4,1,1,2,3
5385374,N92000002,H,2,1,2,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5360493,N92000002,H,3,1,1,6,3,2,1,1,1,7,2,5,5,3,2
5411299,N92000002,H,2,1,2,6,2,2,2,2,2,7,4,3,6,12,3
5289393,N92000002,H,2,1,1,8,2,2,1,1,1,2,2,5,1,7,3
5411259,N92000002,H,1,1,2,6,4,2,2,3,1,8,2,5,-9,-9,-9
5414364,N92000002,H,3,1,1,3,1,2,1,1,1,1,1,1,7,4,3
5239553,N92000002,H,1,1,1,3,1,2,2,2,1,1,1,1,9,2,3
5414189,N92000002,H,2,1,2,4,2,2,1,3,1,3,2,1,9,12,1
5263963,N92000002,H,1,1,1,5,1,2,1,4,1,1,1,8,-9,-9,-9
5237738,N92000002,H,5,1,2,1,1,1,1,2,1,8,1,-9,-9,-9,-9
5289823,N92000002,H,2,1,2,2,1,2,1,1,1,1,1,1,7,4,2
5338283,N92000002,H,5,1,2,5,4,2,1,2,1,1,1,7,4,7,3
5386693,N92000002,H,1,1,1,4,1,2,1,2,1,7,1,1,3,8,3
5388063,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,1,3,2,4
5362073,N92000002,H,1,1,2,5,1,2,1,1,1,1,1,9,2,7,3
5389813,N92000002,H,3,1,1,3,1,2,1,1,1,4,2,1,1,3,3
5290238,N92000002,H,2,1,2,4,1,2,1,1,1,3,2,1,8,11,3
5290618,N92000002,H,5,1,2,1,1,1,1,1,2,2,2,-9,-9,-9,-9
5415284,N92000002,H,1,1,1,5,1,2,1,4,1,1,1,8,9,5,4
5265863,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5391193,N92000002,H,6,1,2,7,5,1,1,5,1,2,2,6,2,8,1
5242323,N92000002,H,1,1,1,4,1,2,1,1,1,8,2,1,2,10,4
5392233,N92000002,H,3,1,2,3,1,2,2,1,1,1,1,1,6,11,3
5267668,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5432398,N92000002,C,-9,1,1,8,2,2,1,3,1,3,2,5,8,6,3
5268653,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,3,5,5,3
5343018,N92000002,H,2,1,2,1,1,1,2,1,2,1,1,-9,-9,-9,-9
5268878,N92000002,H,1,1,2,6,5,2,1,1,1,2,2,1,6,11,2
5295238,N92000002,H,2,1,1,5,2,2,1,1,1,2,2,1,1,9,4
5319333,N92000002,H,6,1,1,8,1,2,1,4,1,2,2,5,6,10,3
5395103,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,3,12,2
5244603,N92000002,H,2,1,1,4,2,2,1,4,1,1,1,1,9,5,3
5269993,N92000002,H,2,1,1,6,2,2,1,1,1,2,2,1,2,10,2
5296303,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5321113,N92000002,H,2,1,1,7,2,2,1,2,1,4,2,2,1,3,4
5297263,N92000002,H,5,1,2,3,1,2,1,1,1,1,1,1,6,10,3
5372508,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5248578,N92000002,H,1,1,2,2,1,2,1,2,1,4,2,1,7,4,1
5424310,N92000002,H,5,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5349283,N92000002,H,2,1,2,4,2,2,1,1,1,7,2,1,2,11,2
5349613,N92000002,H,2,1,1,2,1,1,1,1,1,3,2,4,-9,-9,-9
5350078,N92000002,H,4,1,1,4,3,2,1,2,1,3,2,1,2,6,3
5250368,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,9,5,1
5424480,N92000002,H,2,1,2,3,2,2,1,1,1,5,2,1,2,11,2
5276048,N92000002,H,5,1,2,3,1,2,2,3,1,5,2,1,9,10,1
5377429,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,2,12,2
5327323,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5402274,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5377419,N92000002,H,2,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5252753,N92000002,H,3,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5253598,N92000002,H,2,1,2,8,2,2,1,4,1,3,2,5,9,2,2
5278863,N92000002,H,2,1,2,8,2,2,1,3,1,2,2,5,9,8,3
5305223,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,7,5,2,3
5354943,N92000002,H,3,1,1,3,1,2,1,2,1,7,4,1,5,4,3
5430528,N92000002,H,2,1,1,2,1,2,1,2,1,1,1,2,5,1,4
5381118,N92000002,H,5,1,2,2,1,2,1,1,1,1,1,1,7,4,2
5306108,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5430733,N92000002,H,2,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5306343,N92000002,H,1,1,1,5,1,2,1,4,1,2,2,8,-9,-9,-9
5356168,N92000002,H,4,1,1,5,1,2,1,3,1,1,1,1,5,4,3
5381508,N92000002,H,5,1,2,2,1,2,1,1,1,7,4,1,4,4,3
5356813,N92000002,H,3,1,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9
5282228,N92000002,H,2,1,1,3,2,2,2,2,1,1,1,1,7,4,3
5381623,N92000002,H,4,1,1,6,5,2,1,2,1,1,1,1,3,12,3
5407824,N92000002,H,2,1,1,7,2,2,1,3,1,5,2,5,9,3,3
5332943,N92000002,H,1,1,2,2,1,1,1,1,1,7,2,6,-9,-9,-9
5258518,N92000002,H,2,1,2,4,2,2,1,2,1,2,2,7,6,11,3
5407329,N92000002,H,3,1,2,3,1,2,1,1,1,3,2,1,4,11,3
5383493,N92000002,H,2,1,2,7,2,2,1,2,1,3,2,1,6,11,1
5334048,N92000002,H,2,1,2,3,2,2,1,1,1,5,2,1,2,11,3
5283953,N92000002,H,2,1,2,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5284668,N92000002,H,3,1,1,5,4,2,1,1,1,2,2,1,8,6,3
5334483,N92000002,H,1,1,2,3,1,2,1,1,1,8,1,1,3,8,2
5260698,N92000002,H,2,1,2,4,2,2,1,1,1,3,2,7,4,11,2
5360213,N92000002,H,1,1,1,3,1,2,1,2,1,2,2,1,5,3,4
5360728,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5236008,N92000002,H,2,1,1,5,2,2,1,1,1,5,2,1,9,4,3
5361438,N92000002,H,2,1,1,1,1,2,1,1,2,8,4,-9,-9,-9,-9
5264868,N92000002,H,1,1,2,5,1,2,1,1,1,4,2,1,1,4,3
5338733,N92000002,H,2,1,2,5,2,2,1,1,1,7,2,1,4,9,3
5262223,N92000002,H,1,1,2,2,1,1,1,1,1,1,1,4,7,4,1
5239038,N92000002,H,2,1,2,7,2,2,1,4,1,1,1,5,9,11,3
5388053,N92000002,H,2,1,1,3,2,2,1,1,1,8,2,1,9,4,3
5389268,N92000002,H,2,1,1,8,2,2,1,2,1,2,2,5,1,3,4
5389628,N92000002,H,1,1,2,2,1,1,2,2,2,6,3,6,-9,-9,-9
5265478,N92000002,H,2,1,2,4,2,2,1,2,1,3,2,1,9,11,2
5315453,N92000002,H,2,1,2,5,2,2,1,3,1,2,2,1,6,5,3
5266193,N92000002,H,2,1,2,5,2,2,1,3,1,3,2,7,7,8,2
5266473,N92000002,H,5,1,1,2,1,1,1,1,1,8,2,6,-9,-9,-9
5240848,N92000002,H,2,1,2,5,2,2,1,1,1,2,2,1,2,11,3
5391243,N92000002,H,2,1,1,8,2,2,1,3,1,1,1,5,8,6,4
5242698,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,3,9,6,3
5392378,N92000002,H,2,1,1,6,2,2,1,2,1,3,2,7,5,1,3
5267588,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,2,5,3,2
5342873,N92000002,H,2,1,2,1,1,1,1,1,1,4,2,-9,-9,-9,-9
5243478,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5268788,N92000002,H,2,1,2,6,2,2,1,2,1,2,2,5,4,12,2
5367983,N92000002,H,2,1,1,1,1,1,1,2,1,7,4,-9,-9,-9,-9
5393353,N92000002,H,3,1,1,3,1,2,2,2,1,1,1,1,5,6,3
5343448,N92000002,H,2,1,1,6,2,2,2,2,1,1,1,1,8,2,3
5318798,N92000002,H,2,1,1,3,2,2,1,2,1,3,2,1,5,5,3
5418435,N92000002,H,2,1,2,3,2,2,1,1,1,2,2,1,1,4,3
5344238,N92000002,H,2,1,1,7,2,2,1,3,1,3,2,5,9,9,3
5320533,N92000002,H,2,1,2,4,2,2,2,1,1,1,1,1,7,6,2
5369363,N92000002,H,2,1,2,3,2,2,1,2,1,1,1,2,6,12,2
5319323,N92000002,H,1,1,2,2,1,2,1,3,1,1,1,3,-9,-9,-9
5294223,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5432479,N92000002,C,-9,1,2,2,1,1,1,3,1,7,2,6,-9,-9,-9
5395688,N92000002,H,2,1,1,5,2,2,1,1,1,2,2,1,1,2,3
5321433,N92000002,H,1,1,1,7,4,2,1,3,1,3,2,5,4,6,4
5347123,N92000002,H,2,1,2,4,2,2,1,5,1,8,2,8,8,8,3
5297338,N92000002,H,2,1,1,7,2,2,1,1,1,1,1,5,5,2,3
5272703,N92000002,H,2,1,1,6,2,2,1,3,1,3,2,2,5,3,4
5372633,N92000002,H,2,1,2,5,2,2,1,2,1,1,1,7,9,2,3
5297758,N92000002,H,5,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5398494,N92000002,H,1,1,1,7,4,2,1,4,1,3,2,5,9,8,3
5323708,N92000002,H,2,1,2,3,2,2,1,2,1,3,2,2,1,4,3
5375628,N92000002,H,2,1,1,1,1,2,1,1,1,7,4,-9,-9,-9,-9
5299163,N92000002,H,2,1,1,4,2,2,1,3,1,7,1,1,5,1,2
5249483,N92000002,H,2,1,1,7,2,2,1,3,1,2,2,5,8,2,4
5424025,N92000002,H,2,1,1,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5425790,N92000002,H,5,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5301098,N92000002,H,2,1,1,8,2,2,1,3,1,5,2,5,5,1,3
5327198,N92000002,H,2,1,1,5,2,2,1,1,1,7,1,2,5,2,3
5302988,N92000002,H,2,1,1,6,2,2,1,1,1,2,2,2,5,1,2
5376793,N92000002,H,2,1,1,4,2,2,2,2,1,1,1,2,2,8,3
5278268,N92000002,H,2,1,1,7,2,2,1,2,1,5,2,5,8,6,3
5328668,N92000002,H,1,1,2,3,1,2,1,2,1,4,2,9,3,4,3
5328328,N92000002,H,2,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5377933,N92000002,H,2,1,1,3,1,2,1,1,1,3,2,1,7,4,3
5328003,N92000002,H,5,1,1,1,1,1,1,2,1,7,4,-9,-9,-9,-9
5328318,N92000002,H,2,1,1,4,2,1,1,1,1,2,2,4,1,2,3
5354838,N92000002,H,1,1,2,4,3,2,1,2,1,4,2,1,4,2,3
5279338,N92000002,H,2,1,2,6,2,2,1,1,1,2,2,1,6,10,3
5354168,N92000002,H,1,1,1,6,4,2,1,2,1,3,2,1,3,8,3
5380024,N92000002,H,1,1,2,6,5,2,1,2,1,2,2,1,4,2,2
5405094,N92000002,H,6,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5380808,N92000002,H,5,1,1,1,1,2,1,2,1,8,1,-9,-9,-9,-9
5281438,N92000002,H,2,1,1,5,2,2,1,2,1,2,2,7,6,8,3
5381808,N92000002,H,6,1,1,4,2,2,2,2,1,1,1,1,9,2,3
5281788,N92000002,H,2,1,1,5,2,2,1,1,1,2,2,2,5,3,3
5381363,N92000002,H,2,1,2,7,2,2,1,2,1,1,1,5,6,11,3
5232138,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5306883,N92000002,H,2,1,1,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5331643,N92000002,H,2,1,2,8,2,2,1,3,1,3,2,5,4,8,3
5407809,N92000002,H,5,1,2,5,4,2,1,3,1,7,4,1,6,11,3
5258473,N92000002,H,2,1,1,5,2,2,1,2,1,2,2,8,5,6,3
5408129,N92000002,H,5,1,2,4,1,2,1,2,1,7,4,7,4,9,3
